tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,IPHA.3,0,12,24.2470287,12.5,0.25,Homo sapiens,Native Californian
Premolar,BRK125675,1,6,27.3390559,3.77992193,0.25,Pan,Chucki
Posterior,HTB1720,0,5,38.8611084,3.48559185,0.75,Homo sapiens,Ebolwa
Posterior,MH12321,0,12,28.5301928,7.8,0.25,Homo sapiens,East Africa
Posterior,BRK125660,0,8,21.0103121,2.74721254,0.25,Homo sapiens,East Africa
Posterior,IPHA.46,0,12,45.6,3.92661051,1.0,Homo sapiens,Borneo
Posterior,UVS10,0,12,30.1275274,3.39106649,0.25,Papio,Afalou
Premolar,IPHA.22,0,12,38.8182459,3.89582582,0.75,Homo sapiens,Ebolwa
Posterior,HTB1718,0,12,13.0001905,8.38792417,0.0,Homo sapiens,Australian aboriginie
Anterior,NMNH329778,0,12,22.6223381,4.16498874,0.0,Pan,Borneo
Premolar,BRK126292,0,6,35.8000964,4.59386268,1.0,Homo sapiens,Native Californian
Posterior,PMN3064,3,6,26.4238986,3.58600079,0.75,Homo sapiens,East Africa
Anterior,BM1908.8.9.41,0,10,29.6004044,5.71046472,0.5,Papio,Australian aboriginie
Premolar,BM1976.1419,1,8,37.7860417,4.47291497,0.75,Homo sapiens,Borneo
Premolar,HTB1903,2,12,32.9941687,7.03383117,0.25,Homo sapiens,Afalou
Posterior,HTB1791,1,12,17.6532469,2.97561367,1.0,Homo sapiens,Native Californian
Posterior,BM1901.2.13.1,0,12,40.0,3.02477635,1.0,Pongo,Alaska
Anterior,BRK125802,0,12,13.686453,2.33671692,1.0,Homo sapiens,East Africa
Premolar,BRK126107,0,7,12.2312454,4.72264949,0.5,Homo sapiens,French Cameroons
Anterior,BM1898.2.28.11,0,8,26.8510328,5.33816474,1.0,Homo sapiens,Australian aboriginie
Anterior,UVS56,0,12,27.3390559,5.09801939,0.0,Homo sapiens,Ebolwa
Anterior,BM1976.1430,0,9,26.1346386,18.8440476,0.5,Homo sapiens,East Africa
Posterior,BM1938.7.17.1,0,4,39.4,10.5751031,1.0,Papio,Chucki
Posterior,NMNH283613,0,8,27.5897877,2.59401611,1.0,Homo sapiens,Ebolwa
Premolar,AMNH99.1/80(b),0,8,25.3320304,2.81576611,0.0,Pan,Afalou
Posterior,BRK126472,2,4,33.7950437,6.19980411,1.0,Homo sapiens,Afalou
Premolar,HTB1959,2,12,27.7190342,2.97561367,0.25,Homo sapiens,Alaska
Anterior,UVS104,0,8,21.6430246,3.80295048,1.0,Pan,Borneo
Anterior,IPHA.15,0,8,21.6430246,4.709013,1.0,Papio,Buriat
Posterior,BRK126092,0,8,26.6728042,3.02477635,0.25,Homo sapiens,Buriat
Premolar,HTB3412,0,12,18.5922731,3.63654073,0.0,Homo sapiens,Australian aboriginie
Posterior,BRK126248,0,12,32.059041,3.48066219,1.0,Homo sapiens,Khoi-San or bushman half-caste
Posterior,MH22277,0,10,43.6407147,2.50774612,0.75,Pan,Tasmanien
Premolar,HTB1722,1,12,55.0,3.89582582,0.5,Homo sapiens,East Africa
Anterior,BM1976.1442,0,6,23.2827213,4.25426601,0.25,Pongo,Alaska
Anterior,AMNH99.1/110,0,6,50.1648723,2.86641,0.5,Homo sapiens,Australian aboriginie
Premolar,BRK125458,0,12,18.9460831,1.99807578,1.0,Pongo,Sami
Premolar,BM1930.12.1.2,4,6,45.2,3.2920468,0.0,Homo sapiens,French Cameroons
Posterior,IPHA.45,0,12,27.8297635,4.709013,0.0,Homo sapiens,Buriat
Posterior,HTB2026,0,12,18.1892666,6.19608209,0.0,Homo sapiens,East Africa
Premolar,NMNH283613,0,12,14.8033571,1.99807578,0.25,Homo sapiens,Khoi-San
Posterior,HTB1707,3,8,19.8012926,4.13857528,0.75,Papio,West Africa
Anterior,NMNH283609a,0,11,22.6223381,5.83722718,0.75,Homo sapiens,Native Californian
Premolar,HTB1153,1,12,18.1892666,5.07338879,0.75,Homo sapiens,East Africa
Posterior,BM1909.6.11,0,12,19.991222,2.41143228,1.0,Homo sapiens,East Africa
Premolar,BM1976.1420,3,7,32.0178426,2.33861853,0.25,Homo sapiens,Native Californian
Premolar,IPHA.29,0,12,11.454619,3.4773143,0.25,Homo sapiens,East Africa
Anterior,BRK126100,2,12,19.5297384,5.44334199,0.5,Homo sapiens,Borneo
Anterior,HTB3539,0,12,39.6263614,2.69681693,1.0,Homo sapiens,Native Californian
Anterior,BRK125821,0,12,14.2429582,7.36905252,0.0,Papio,Australian aboriginie
Posterior,BRK126251,6,12,26.2982048,12.5,0.25,Papio,Native Californian
Posterior,NMNH331242,0,12,18.0115315,15.0,0.25,Pongo,Australian aboriginie
Anterior,HTB1025,0,12,39.4,3.54750963,0.25,Homo sapiens,Native Californian
Anterior,BM1884.10.30.2,1,12,25.5490307,10.5,0.25,Homo sapiens,Australian aboriginie
Posterior,AMNH99.1/83-A,0,8,34.6522169,2.9625106,0.25,Homo sapiens,Borneo
Anterior,NMNH344714,0,8,36.3740361,16.4384771,0.0,Homo sapiens,Ebolwa
Posterior,BM1976.1436,0,8,17.9009442,3.09538823,0.25,Homo sapiens,Australian aboriginie
Anterior,HTB1882,0,9,29.8890376,15.0,0.75,Homo sapiens,Chucki
Anterior,BM1923.3.4.3,0,12,48.8,7.8,0.75,Pongo,Australian aboriginie
Premolar,BM1899.7.8.1,0,12,39.4,2.86641,0.75,Homo sapiens,Ebolwa
Premolar,HTB1959,0,8,14.2429582,3.92661051,0.5,Homo sapiens,Native Californian
Anterior,BM1976.1424,0,6,22.418623,3.54750963,1.0,Homo sapiens,Afalou
Premolar,UVS57,0,6,16.3543336,5.00049123,0.0,Homo sapiens,Ebolwa
Anterior,BRK125827,0,8,31.9585448,16.9965704,0.25,Homo sapiens,French Cameroons
Posterior,MH22283,0,8,16.5968682,2.10624751,0.25,Homo sapiens,East Africa
Premolar,BM1906.11.1.6,5,12,18.5922731,4.94131337,0.25,Homo sapiens,Khoi-San
Anterior,AMNH99.1/86-D,0,8,13.0001905,3.71619727,0.75,Homo sapiens,Native Californian
Anterior,HTB0802,0,12,19.991222,3.4773143,0.75,Homo sapiens,West Africa
Posterior,BRK125666,2,8,32.059041,3.49137561,0.75,Homo sapiens,Khoi-San
Posterior,BM1932.7.6.1,0,4,28.0348116,3.44508735,0.75,Pongo,Alaska
Anterior,HTB3551,4,4,11.2611071,4.65756455,0.0,Homo sapiens,Khoi-San or bushman half-caste
Premolar,HTB1745,0,12,17.6532469,2.50774612,0.25,Homo sapiens,Native Californian
Posterior,MH1701,0,8,29.8890376,4.27445115,0.25,Homo sapiens,Central Africa
Anterior,BM1971.2354,0,4,13.7729762,5.1293812,0.75,Homo sapiens,Buriat
Posterior,IPHA.28,0,12,23.2371928,8.74186019,1.0,Papio,West Africa
Anterior,MH12326,0,12,37.5591283,3.54689952,0.25,Homo sapiens,Chucki
Anterior,BRK125462,0,12,28.352333,5.06022442,0.5,Homo sapiens,Native Californian
Posterior,UVS60,0,12,19.991222,2.81004779,0.25,Pan,East Africa
Posterior,HTB0900,0,12,21.4133186,3.20634803,0.5,Homo sapiens,Alaska
Anterior,MH4460,0,5,12.7163146,4.04495405,0.5,Pan,(Buriat) Chinese?
Posterior,BM1939.1007,0,6,43.749247,2.09782262,0.75,Pongo,Afalou
Premolar,NMNH278701,0,12,50.8236683,2.26582834,0.25,Pan,Borneo
Posterior,HTB1043,0,12,17.1850548,4.00197497,0.25,Pongo,Alaska
Posterior,HTB1744,4,8,18.9460831,3.6143239,0.25,Pongo,Alaska
Anterior,UCD2(3a)b,0,11,20.0102867,13.4013855,0.75,Homo sapiens,Alaska
Anterior,MH1509,0,6,23.5294041,9.1,0.0,Homo sapiens,Native Californian
Premolar,IPHA.12,0,12,41.1,18.8440476,0.0,Homo sapiens,Chucki
Anterior,AMNH99.1/84-A,1,12,23.0253446,2.35865298,0.0,Homo sapiens,(Buriat) Chinese?
Posterior,BM1976.1428,0,12,11.7461763,14.6850608,0.25,Homo sapiens,Australian aboriginie
Anterior,NMNH278705,0,8,17.204185,5.44334199,0.5,Homo sapiens,Borneo
Premolar,IPHA.49,0,8,28.2644291,3.33164782,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,1,8,50.8236683,3.88831042,0.0,Homo sapiens,Khoi-San or bushman half-caste
Premolar,NMNH380452,0,12,26.6808313,3.45050478,0.75,Homo sapiens,Buriat
Posterior,HTB1718,0,11,28.3511096,8.23260632,0.75,Homo sapiens,Sami
Premolar,BM1911.12.1.1,0,12,27.8851639,3.45465859,0.5,Homo sapiens,East Africa
Premolar,BRK125660,0,8,36.3740361,3.32060722,0.25,Papio,Afalou
Anterior,HTB1223,4,12,12.485,4.16498874,1.0,Homo sapiens,Native Californian
Premolar,BRK126755,0,6,21.0363609,2.26582834,1.0,Homo sapiens,Ebolwa
Premolar,UCD2(8)b,0,8,59.6247021,15.0,1.0,Homo sapiens,Buriat
Posterior,BRK125670,0,12,55.0,3.56943631,0.0,Homo sapiens,West Africa
Premolar,HTB1215,0,6,24.0300284,9.7611705,0.75,Homo sapiens,Australian aboriginie
Anterior,AMNH99.1/109,0,12,30.7794746,8.23260632,0.75,Homo sapiens,Sami
Posterior,NMNH258483,6,4,21.7815281,3.4773143,0.25,Homo sapiens,East Africa
Posterior,NMNH226092,0,6,33.4930246,6.56320224,1.0,Homo sapiens,East Africa
Anterior,NMNH330607,0,8,40.7050426,3.54750963,0.75,Homo sapiens,Buriat
Premolar,AMNH99.1/64,0,2,29.6004044,2.38690817,0.25,Homo sapiens,French Cameroons
Premolar,NMNH283615,0,8,22.6223381,4.90407388,0.75,Homo sapiens,Australian aboriginie
Posterior,HTB2747,0,6,37.2670492,3.63654073,0.75,Pongo,Ebolwa
Premolar,NMNH380453,3,8,26.0065524,3.54750963,0.5,Pan,Ona
Posterior,BRK125598,1,12,26.6357902,3.92661051,0.25,Homo sapiens,Australian aboriginie
Premolar,AMNH99.1/111,0,6,33.8869639,5.15359486,0.0,Homo sapiens,Australian aboriginie
Posterior,MH4459,0,12,24.2760145,2.97561367,0.25,Homo sapiens,French Cameroons
Posterior,BRK126113,0,12,29.1041325,2.48359763,0.5,Homo sapiens,Alaska
Premolar,BM1884.10.30.1,0,12,22.6752937,3.2128737,0.75,Homo sapiens,Australian aboriginie
Anterior,UVS101,5,12,23.6198193,5.09801939,0.25,Homo sapiens,Native Californian
Posterior,UVS76,0,7,18.9952796,10.4,0.75,Homo sapiens,Borneo
Premolar,BRK126118,0,12,46.1069672,3.03927918,1.0,Homo sapiens,Buriat
Premolar,MH4767,0,12,25.9155783,3.46891175,0.75,Papio,Borneo
Premolar,BM1976.1430,0,12,15.567015,9.1,0.75,Homo sapiens,Afalou
Anterior,HTB1956,0,6,19.0390205,3.97369678,0.25,Papio,Alaska
Posterior,MH20914,0,12,56.1166683,2.59401611,0.0,Papio,Native Californian
Posterior,NMNH330605,0,12,43.749247,4.61556224,0.75,Homo sapiens,Yaghan
Anterior,NMNH344712,0,4,19.3982861,3.4773143,0.0,Pan,Ebolwa
Anterior,NMNH380430,2,12,40.3916145,5.18766442,0.25,Homo sapiens,Alaska
Posterior,BM1908.8.9.41,0,8,17.1850548,8.74186019,0.0,Homo sapiens,Borneo
Premolar,MH12316,0,8,24.2470287,16.9965704,0.25,Homo sapiens,Ebolwa
Anterior,PMN1496,1,8,25.3499565,2.81636112,0.75,Homo sapiens,Native Californian
Premolar,BM1976.1415,0,6,25.9155783,3.37661729,1.0,Homo sapiens,Khoi-San or bushman half-caste
Posterior,BM1924.8.6.15,0,8,26.8510328,3.54750963,1.0,Homo sapiens,West Africa
Anterior,BRK126266,2,8,11.2611071,3.11717264,0.25,Pongo,East Africa
Premolar,UVS12,0,12,18.7791418,3.2128737,1.0,Pan,Native Californian
Premolar,BM1976.1440,0,8,24.2760145,3.22275136,0.5,Homo sapiens,West Africa
Anterior,AMNH99.1/97,0,8,37.3306024,5.1517561,0.75,Pongo,Native Californian
Premolar,UVS125,0,6,32.0178426,3.16436617,0.25,Homo sapiens,Borneo
Premolar,AMNH99.1/160,9,12,24.0300284,2.86641,1.0,Homo sapiens,Alaska
Anterior,MH22278,0,11,22.4719398,3.33164782,0.5,Papio,Native Californian
Posterior,UVS40,0,6,31.6139178,2.62063975,0.25,Pan,Sami
Anterior,MH12322,0,6,8.59322651,3.46891175,0.75,Pongo,Khoi-San
Anterior,BM1976.1424,2,8,19.3982861,3.35840919,0.25,Papio,Alaska
Posterior,HTB1221,2,6,58.6886885,5.83722718,0.75,Pongo,West Africa
Anterior,BRK125802,0,8,42.5600492,3.20634803,0.0,Papio,Sami
Premolar,UVS2,1,12,28.0919362,2.87155209,0.75,Homo sapiens,Australian aboriginie
Premolar,UVS142,2,8,20.1761807,3.48559185,0.5,Papio,Alaska
Anterior,MH4460,1,6,18.075134,12.6,0.75,Pan,West Africa
Anterior,AMNH99.1/59,0,12,20.6073056,3.6143239,1.0,Homo sapiens,Native Californian
Posterior,BM50a,0,12,41.9806416,3.4773143,0.0,Pan,Alaska
Posterior,BM1971.2354,0,12,11.7461763,5.69322104,0.0,Homo sapiens,Alaska
Anterior,HTB1223,0,12,16.307381,2.33861853,0.5,Papio,Native Californian
Posterior,HTB1217,1,12,28.352333,2.81636112,1.0,Papio,Khoi-San or bushman half-caste
Anterior,NMNH331242,0,8,15.5761429,4.22315152,0.75,Homo sapiens,East Africa
Anterior,UVS1,0,8,32.3564578,4.01057301,0.5,Homo sapiens,Native Californian
Premolar,HTB1741,2,8,47.0491348,3.05433283,1.0,Homo sapiens,Native Californian
Posterior,HTB1775,0,8,50.1648723,2.48359763,0.25,Pan,Ebolwa
Anterior,UVS3,0,8,18.6672857,5.83722718,1.0,Homo sapiens,Borneo
Premolar,HTB1212,0,8,18.6672857,5.83722718,0.75,Pongo,Australian aboriginie
Posterior,AMNH99.1/90,0,12,31.3690097,12.374796,0.0,Homo sapiens,Native Californian
Premolar,HTB1724,3,12,31.40804,3.92661051,0.0,Homo sapiens,Australian aboriginie
Premolar,MH1509,0,12,50.8236683,4.72264949,0.0,Papio,East Africa
Anterior,BM1899.11.6.1,4,3,38.5020685,3.29146087,0.5,Homo sapiens,Australian aboriginie
Anterior,BRK125800,0,12,11.167,2.29036872,0.5,Homo sapiens,Borneo
Anterior,PMN3064A,0,8,11.2611071,4.62847197,0.0,Homo sapiens,West Africa
Anterior,HTB1216,1,8,21.8163251,3.63654073,0.5,Homo sapiens,Alaska
Premolar,BM1886.12.20.10,0,12,26.8510328,2.97561367,0.5,Homo sapiens,Central Africa
Posterior,NMNH330607,2,12,24.9556316,12.6,0.25,Papio,Khoi-San
Premolar,MH3337,0,12,32.5480799,4.85399919,1.0,Pongo,Buriat
Premolar,NMNH330604,0,12,39.1284043,3.80749511,0.0,Homo sapiens,Native Californian
Premolar,BRK125821,0,4,19.3982861,5.44029653,0.25,Homo sapiens,Afalou
Posterior,HTB1497,0,12,18.6672857,5.5467185,0.25,Homo sapiens,West Africa
Premolar,BRK125666,0,12,13.515381,6.19980411,0.25,Papio,West Africa
Premolar,NMNH226087,0,12,22.1568264,2.86641,0.75,Homo sapiens,Alaska
Premolar,BRK126264,12,12,51.7415106,1.99807578,0.75,Homo sapiens,East Africa
Premolar,BRK125462,0,7,19.3982861,3.10683206,0.75,Homo sapiens,Native Californian
Posterior,BM1918.11.8.1,4,12,28.3511096,3.7220627,0.5,Pongo,Sami
Posterior,UVS63,1,6,36.7566627,3.6064238,0.0,Pan,East Africa
Anterior,HTB1737,0,12,19.3982861,2.78157736,0.75,Homo sapiens,West Africa
Posterior,UVS102,0,12,15.8106665,2.47259539,0.5,Homo sapiens,Buriat
Anterior,HTB3434,1,12,19.8012926,2.392161,0.25,Homo sapiens,East Africa
Premolar,AMNH99.1/94,0,12,26.6604059,4.14023787,0.25,Homo sapiens,Native Californian
Posterior,MH24592,0,12,32.059041,3.85801676,0.75,Homo sapiens,Australian aboriginie
Posterior,UVS1,0,8,35.8000964,2.78157736,0.75,Pan,Alaska
Premolar,NMNH380450,10,6,10.7760379,18.0781611,0.5,Papio,Native Californian
Posterior,HTB1497,0,12,23.6198193,3.68843519,1.0,Pongo,Alaska
Premolar,BM1964.2174,0,12,25.5490307,3.92661051,0.0,Homo sapiens,Australian aboriginie
Posterior,HTB3539,0,6,25.6120692,3.88831042,0.5,Homo sapiens,East Africa
Premolar,BRK126244,0,8,25.1150301,3.79588028,0.75,Pan,Australian aboriginie
Anterior,NMNH380449,0,12,20.5137914,2.81004779,0.75,Homo sapiens,East Africa
Premolar,MH1505,0,12,24.6943469,5.06022442,0.75,Homo sapiens,Native Californian
Anterior,BRK126243,0,4,28.5368973,3.71619727,0.75,Homo sapiens,Khoi-San
Posterior,MH24934A,0,6,22.2605342,5.35897499,0.75,Homo sapiens,Sami
Anterior,MH1860,0,8,25.3058219,2.59401611,0.0,Pan,Alaska
Premolar,MH4665,0,12,40.6404262,2.62887685,0.25,Homo sapiens,Australian aboriginie
Anterior,NMNH283609a,12,8,18.9460831,3.1661365,0.0,Homo sapiens,(Buriat) Chinese?
Anterior,BM1924.2.25.1,0,6,17.204185,2.30054789,0.75,Homo sapiens,Native Californian
Premolar,UVS62,0,6,40.3916145,3.71619727,0.75,Pan,West Africa
Anterior,BM1976.1417,0,6,24.9556316,5.83722718,0.75,Pan,Australian aboriginie
Posterior,BM1976.1416,2,8,28.352333,7.9144902,0.75,Papio,East Africa
Posterior,AMNH99.1/91-B,0,12,21.4133186,3.21217946,0.25,Pan,Native Californian
Anterior,HTB1028,0,4,29.1361871,5.70308472,0.0,Homo sapiens,Native Californian
Posterior,HTB3551,0,8,27.0357042,20.3446194,0.25,Homo sapiens,Borneo
Posterior,HTB1028,6,11,14.23,5.18766442,0.75,Homo sapiens,Khoi-San
Posterior,MH17264,0,12,25.1592127,6.01663882,0.75,Papio,Alaska
Posterior,BRK126761,0,12,18.6672857,5.035316,0.75,Papio,East Africa
Posterior,BM1899.11.6.1,0,12,21.4260243,3.92784897,0.25,Homo sapiens,Yaghan
Anterior,BM1936.12.28.2,0,4,20.6073056,3.12128232,1.0,Pongo,Buriat
Anterior,BM1976.1438,0,8,37.551766,5.22500246,0.75,Homo sapiens,Alaska
Premolar,UVS62,0,12,41.1,4.90999368,0.0,Pan,Borneo
Anterior,HTB1724,0,12,36.5653494,4.0457765,0.5,Homo sapiens,Khoi-San or bushman half-caste
Posterior,UVS38,0,12,35.8000964,3.85801676,0.75,Homo sapiens,Khoi-San
Posterior,HTB1888,0,8,53.3956885,4.50856156,1.0,Homo sapiens,East Africa
Anterior,BRK126271,0,12,19.3982861,21.3584428,0.5,Pan,Native Californian
Posterior,HTB2033,0,12,46.1073874,3.12128232,0.0,Pongo,East Africa
Premolar,NMNH226087,0,6,12.7163146,5.94066321,0.75,Papio,Borneo
Premolar,NMNH278716,0,12,25.0865542,10.2682079,0.0,Homo sapiens,Native Californian
Premolar,MH22281,0,12,30.3813014,5.81978104,0.0,Homo sapiens,Alaska
Anterior,HTB1503,0,8,19.991222,3.4773143,0.5,Pongo,Afalou
Premolar,MH24894,0,8,58.6886885,3.09453499,0.0,Homo sapiens,Buriat
Posterior,BM1905.5.10.1,0,12,18.5922731,2.97561367,1.0,Homo sapiens,Native Californian
Premolar,PMN1496,1,8,45.2,2.52520843,0.25,Homo sapiens,Alaska
Anterior,BM1976.1439,0,6,16.0913333,3.77992193,0.25,Homo sapiens,Khoi-San or bushman half-caste
Anterior,BM1911.12.1.1,2,12,47.0491348,2.29036872,0.75,Pongo,Afalou
Anterior,NMNH227455,0,12,48.8,8.38792417,1.0,Pan,West Africa
Posterior,BM1976.1421,2,12,37.551766,2.95130863,0.75,Papio,Australian aboriginie
Anterior,BM1930.12.1.2,0,12,13.9289876,4.81608016,0.25,Homo sapiens,Ebolwa
Posterior,MH1526,0,8,25.2000219,2.59401611,0.25,Homo sapiens,Native Californian
Posterior,MH12319,0,6,37.1392892,2.85690736,0.75,Homo sapiens,Buriat
Posterior,IPHA.13,0,12,26.6604059,2.47259539,0.75,Homo sapiens,Australian aboriginie
Premolar,NMNH329778,0,8,24.2760145,2.81576611,0.75,Homo sapiens,Tasmanien
Posterior,HTB2751,0,6,28.161599,2.87155209,0.75,Homo sapiens,Fuegian
Premolar,HTB1426,0,6,23.6198193,5.44029653,0.5,Papio,French Cameroons
Anterior,MH20326,0,4,17.9009442,3.75801123,0.0,Homo sapiens,Australian aboriginie
Posterior,MH19776,0,12,13.515381,5.01978364,0.75,Papio,Alaska
Posterior,BM1976.1427,1,12,27.0357042,3.4773143,0.75,Papio,Alaska
Anterior,BRK126107,0,12,34.3166852,3.08917899,0.0,Homo sapiens,West Africa
Premolar,UVS125,0,12,36.3740361,2.86641,0.25,Pan,West Africa
Anterior,MH3616,0,6,13.7729762,4.16980327,0.0,Papio,Sami
Anterior,BRK126256,0,10,18.6777832,2.78157736,0.5,Pongo,East Africa
Anterior,AMNH99.1/84-B,0,12,10.7760379,2.92732743,0.0,Homo sapiens,West Africa
Anterior,AMNH99.1/111,4,12,17.3783748,3.89582582,1.0,Papio,Alaska
Anterior,MH2283,0,12,24.6086959,4.94131337,0.75,Pan,Australian aboriginie
Anterior,UVS55,0,4,21.7815281,10.5751031,0.0,Pan,Australian aboriginie
Posterior,BM1976.1438,0,3,25.9830314,9.7611705,1.0,Pan,Native Californian
Premolar,HTB1214,0,12,17.3783748,12.5,0.75,Homo sapiens,Borneo
Posterior,BRK125660,0,12,14.1715222,2.87155209,1.0,Papio,Australian aboriginie
Premolar,BM1964.2174,1,8,40.6404262,5.71763847,0.5,Homo sapiens,East Africa
Premolar,IPHA.34,0,12,28.352333,3.02477635,1.0,Pongo,Ebolwa
Anterior,BRK125676,0,8,29.1361871,10.0,0.75,Homo sapiens,Australian aboriginie
Anterior,MH22283,0,8,36.6748257,5.06666429,0.5,Homo sapiens,Afalou
Posterior,HTB1707,0,12,27.417015,2.86641,0.25,Homo sapiens,West Africa
Anterior,BRK126252,0,12,35.1738852,2.81004779,0.75,Homo sapiens,Australian aboriginie
Anterior,MH1511,0,12,37.3306024,7.85088419,0.75,Homo sapiens,Australian aboriginie
Premolar,HTB1497,0,8,51.9,3.29146087,0.5,Homo sapiens,East Africa
Anterior,BRK126767,0,12,29.8737534,3.6064238,0.75,Homo sapiens,Afalou
Premolar,NMNH226089,0,6,20.2042991,8.23260632,0.5,Homo sapiens,Borneo
Anterior,AMNH99.1/103,0,8,17.3783748,1.93878354,0.25,Pan,West Africa
Premolar,MH12327,0,12,17.8945,5.06666429,0.25,Papio,Alaska
Posterior,HTB2751,0,12,8.59322651,5.035316,0.0,Papio,Native Californian
Posterior,IPHA.1,0,6,28.5870355,3.16346606,0.25,Homo sapiens,Chucki
Premolar,AMNH99.1/83-A,2,8,22.1568264,9.7611705,1.0,Papio,Buriat
Premolar,MH1511,0,8,19.3982861,2.62887685,0.25,Pongo,Chucki
Posterior,HTB0890,0,12,41.1,1.26803942,0.25,Papio,Borneo
Posterior,HTB2001,0,12,45.6,3.77992193,1.0,Pongo,East Africa
Premolar,HTB0890,0,12,48.4791205,5.56908606,0.75,Homo sapiens,French Cameroons
Premolar,NMNH350097,0,8,9.0782957,2.43523526,0.25,Homo sapiens,Ebolwa
Anterior,NMNH329779,0,12,46.1073874,22.9989102,0.75,Pongo,West Africa
Premolar,HTB1735,1,8,18.5922731,2.43523526,0.25,Papio,Afalou
Posterior,AMNH99.1/72,0,12,43.1468959,31.4169538,0.25,Homo sapiens,Alaska
Posterior,HTB1214,0,12,48.8,2.67965585,0.25,Homo sapiens,Tasmanien
Premolar,MH19826,0,6,26.6808313,3.63654073,0.75,Homo sapiens,Australian aboriginie
Anterior,MH20325,0,13,16.3543336,5.3679133,0.75,Pongo,Afalou
Premolar,BRK126054,0,12,42.5600492,3.80749511,0.5,Homo sapiens,French Cameroons
Premolar,HTB1745,2,8,22.4719398,3.16436617,0.75,Homo sapiens,Central Africa
Anterior,MH24592,0,12,15.3185476,6.19608209,0.75,Homo sapiens,Afalou
Premolar,MH10289,0,12,11.9698095,3.66038599,0.5,Pongo,Afalou
Premolar,BRK126264,0,12,16.0913333,6.89761633,0.5,Homo sapiens,Native Californian
Premolar,BM1899.6.10.2,0,8,58.6886885,2.09782262,0.25,Homo sapiens,Ebolwa
Premolar,BM1976.1423,0,8,33.426589,15.6187914,0.0,Homo sapiens,Afalou
Posterior,AMNH99.1/97,4,6,11.0185725,2.77440906,0.5,Papio,Native Californian
Anterior,NMNH380451,0,12,16.0913333,3.45050478,0.25,Homo sapiens,Australian aboriginie
Posterior,PMN1497,0,12,40.7050426,3.71761878,0.75,Papio,Alaska
Anterior,BM50a,0,5,13.0001905,11.8783346,0.0,Pan,East Africa
Posterior,UVS34,5,12,26.6808313,4.32538295,0.25,Homo sapiens,French Cameroons
Premolar,AMNH99.1/77,0,12,25.1150301,27.9211585,0.25,Papio,Australian aboriginie
