feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
547,3.1539121426663224,female,32.0,7.0,yes,4,17,1,5
550,2.4830092018163312,female,37.0,15.0,yes,4,17,6,5
558,-1.1143648946091553,female,32.0,1.5,no,5,18,5,5
571,-3.2604105553169234,male,42.0,10.0,yes,5,20,7,4
578,1.1583144644006333,female,27.0,7.0,no,3,16,5,4
583,-0.8938190157357495,male,37.0,15.0,no,4,20,6,5
586,2.465751618361736,male,37.0,15.0,yes,4,14,3,2
594,0.9868183737201158,male,32.0,10.0,no,5,18,6,4
597,6.375948762852792,female,22.0,0.75,no,4,16,1,5
602,0.8556509386744152,female,27.0,7.0,yes,4,12,2,4
603,-1.8190570920018976,female,27.0,7.0,yes,2,16,2,5
604,2.283602243505439,female,42.0,15.0,yes,5,18,5,4
612,2.4225017483782105,male,42.0,15.0,yes,4,17,5,3
613,6.308282065401915,female,27.0,7.0,yes,2,16,1,2
621,3.7608452985851417,female,22.0,1.5,no,3,16,5,5
627,2.8893802645663804,male,37.0,15.0,yes,5,20,6,5
630,5.903607103787412,female,22.0,0.125,no,2,14,4,5
631,-3.142590271580397,male,27.0,1.5,no,4,16,5,5
632,-1.2699118814185986,male,32.0,1.5,no,2,18,6,5
639,-2.248269986402538,male,27.0,1.5,no,2,17,6,5
645,0.3424517207356632,female,27.0,10.0,yes,4,16,1,3
647,-3.0237836519307058,male,42.0,15.0,yes,4,18,6,5
648,3.0787806855470983,female,27.0,1.5,no,2,16,6,5
651,0.1542790454905444,male,27.0,4.0,no,2,18,6,3
655,-3.3448274886069305,female,32.0,10.0,yes,3,14,5,3
667,-1.7920473893684723,female,32.0,15.0,yes,3,18,5,4
670,1.9816764868450034,female,22.0,0.75,no,2,18,6,5
671,4.530942883854399,female,37.0,15.0,yes,2,16,1,4
673,8.482942422418764,male,27.0,4.0,yes,4,20,5,5
701,10.8514660513808,male,27.0,4.0,no,1,20,5,4
705,3.0856436681521093,female,27.0,10.0,yes,2,12,1,4
706,-1.7032216665257138,female,32.0,15.0,yes,5,18,6,4
709,-5.60031719012205,male,27.0,7.0,yes,5,12,5,3
717,2.585256865233874,male,52.0,15.0,yes,2,18,5,4
719,-1.8606615077278237,male,27.0,4.0,no,3,20,6,3
723,0.25530934063552735,male,37.0,4.0,yes,1,18,5,4
724,-0.41576925876349247,male,27.0,4.0,yes,4,14,5,4
726,1.1918552865900602,female,52.0,15.0,yes,5,12,1,3
734,5.308151765367111,female,57.0,15.0,yes,4,16,6,4
735,2.2077857125787355,male,27.0,7.0,yes,1,16,5,4
736,1.1309895680897397,male,37.0,7.0,yes,4,20,6,3
737,-2.620334419053458,male,22.0,0.75,no,2,14,4,3
739,-4.040250775894828,male,32.0,4.0,yes,2,18,5,3
743,0.013296665618478087,male,37.0,15.0,yes,4,20,6,3
745,1.488640733590457,male,22.0,0.75,yes,2,14,4,3
747,7.702502248539842,male,42.0,15.0,yes,4,20,6,3
751,2.116459437373879,female,52.0,15.0,yes,5,17,1,1
752,5.02421765659286,female,37.0,15.0,yes,4,14,1,2
754,-0.031004345280319257,male,27.0,7.0,yes,4,14,5,3
760,-2.3697503584055664,male,32.0,4.0,yes,2,16,5,5
763,-1.6199204110648502,female,27.0,4.0,yes,2,18,6,5
774,-0.8016532018629823,female,27.0,4.0,yes,2,18,5,5
776,8.932303629808729,male,37.0,15.0,yes,5,18,6,5
779,-1.1296570743429148,female,47.0,15.0,yes,5,12,5,4
784,4.532179834770835,female,32.0,10.0,yes,3,17,1,4
788,-1.4077917293416746,female,27.0,1.5,yes,4,17,1,2
794,4.849688723012406,female,57.0,15.0,yes,2,18,5,2
795,2.2253485103001256,female,22.0,1.5,no,4,14,5,4
798,1.1378011286445957,male,42.0,15.0,yes,3,14,3,4
800,1.5330520399199692,male,57.0,15.0,yes,4,9,2,2
803,-0.561387913284404,male,57.0,15.0,yes,4,20,6,5
807,2.4338330541965223,female,22.0,0.125,no,4,14,4,5
812,0.12014429716458674,female,32.0,10.0,yes,4,14,1,5
820,-2.508448438038565,female,42.0,15.0,yes,3,18,5,4
823,-3.4467645739201758,female,27.0,1.5,no,2,18,6,5
830,2.260790438922345,male,32.0,0.125,yes,2,18,5,2
843,6.298561236450798,female,27.0,4.0,no,3,16,5,4
848,2.2178244434045267,female,27.0,10.0,yes,2,16,1,4
851,1.2674176734300964,female,32.0,7.0,yes,4,16,1,3
854,2.6470460323353864,female,37.0,15.0,yes,4,14,5,4
856,6.1268651784926025,female,42.0,15.0,yes,5,17,6,2
857,2.420406771401865,male,32.0,1.5,yes,4,14,6,5
859,0.2704201714613883,female,32.0,4.0,yes,3,17,5,3
863,4.685831673276695,female,37.0,7.0,no,4,18,5,5
865,3.1345813051941525,female,22.0,0.417,yes,3,14,3,5
867,6.9105569639245745,female,27.0,7.0,yes,4,14,1,5
870,1.5372933971814557,male,27.0,0.75,no,3,16,5,5
873,-2.5045710448406053,male,27.0,4.0,yes,2,20,5,5
875,-2.994698229844089,male,32.0,10.0,yes,4,16,4,5
876,7.303408470963219,male,32.0,15.0,yes,1,14,5,5
877,6.791704758146864,male,22.0,0.75,no,3,17,4,5
880,1.0597529572952697,female,27.0,7.0,yes,4,17,1,4
903,0.3650410079916795,male,27.0,0.417,yes,4,20,5,4
904,6.657079743872128,male,37.0,15.0,yes,4,20,5,4
905,-2.104039979826748,female,37.0,15.0,yes,2,14,1,3
908,-1.379820985199757,male,22.0,4.0,yes,1,18,5,4
909,3.8664808254903305,male,37.0,15.0,yes,4,17,5,3
910,-0.43371743706226584,female,22.0,1.5,no,2,14,4,5
912,1.65462233503331,male,52.0,15.0,yes,4,14,6,2
914,0.3547769480713092,female,22.0,1.5,no,4,17,5,5
915,2.823559864594601,male,32.0,4.0,yes,5,14,3,5
916,6.473013883121485,male,32.0,4.0,yes,2,14,3,5
920,1.2212658340584432,female,22.0,1.5,no,3,16,6,5
921,3.1087560312723435,male,27.0,0.75,no,2,18,3,3
925,-5.3210443497313324,female,22.0,7.0,yes,2,14,5,2
926,0.7461022247775586,female,27.0,0.75,no,2,17,5,3
929,-1.2041655670613802,female,37.0,15.0,yes,4,12,1,2
931,-3.2450908473204314,female,22.0,1.5,no,1,14,1,5
945,-2.083097165917439,female,37.0,10.0,no,2,12,4,4
947,0.532397912205941,female,37.0,15.0,yes,4,18,5,3
949,4.796236745503676,female,42.0,15.0,yes,3,12,3,3
950,-3.6120450760756095,male,22.0,4.0,no,2,18,5,5
961,1.7765770495210602,male,52.0,7.0,yes,2,20,6,2
965,-0.7392213147837969,male,27.0,0.75,no,2,17,5,5
966,-0.20541227687536234,female,27.0,4.0,no,2,17,4,5
967,4.332687808390178,male,42.0,1.5,no,5,20,6,5
987,2.7477925456630077,male,22.0,1.5,no,4,17,6,5
990,5.474145865667573,male,22.0,4.0,no,4,17,5,3
992,1.1450741259847632,female,22.0,4.0,yes,1,14,5,4
995,-0.7017673393357802,male,37.0,15.0,yes,5,20,4,5
1009,0.9085105621480682,female,37.0,10.0,yes,3,16,6,3
1021,2.4992496180682333,male,42.0,15.0,yes,4,17,6,5
1026,2.2743847779116924,female,47.0,15.0,yes,4,17,5,5
1027,-2.7865671905484337,male,22.0,1.5,no,4,16,5,4
1030,1.9807536832350898,female,32.0,10.0,yes,3,12,1,4
1031,2.450579894804885,female,22.0,7.0,yes,1,14,3,5
1034,10.259197378324252,female,32.0,10.0,yes,4,17,5,4
1037,8.074010300270198,male,27.0,1.5,yes,2,16,2,4
1038,-1.2383201854913715,male,37.0,15.0,yes,4,14,5,5
1039,0.691828329860784,male,42.0,4.0,yes,3,14,4,5
1045,-3.3197078851161272,female,37.0,15.0,yes,5,14,5,4
1046,-0.34280869829053184,female,32.0,7.0,yes,4,17,5,5
1054,2.748621742283562,female,42.0,15.0,yes,4,18,6,5
1059,5.025447600447725,male,27.0,4.0,no,4,18,6,4
1063,-1.5746243884093474,male,22.0,0.75,no,4,18,6,5
1068,-0.5592005911407969,male,27.0,4.0,yes,4,14,5,3
1070,-6.412122530988402,female,22.0,0.75,no,5,18,1,5
1072,1.1172395415886485,female,52.0,15.0,yes,5,9,5,5
1073,-1.951802709906758,male,32.0,10.0,yes,3,14,5,5
1077,-0.13382495035462627,female,37.0,15.0,yes,4,16,4,4
1081,-1.3188792349397747,male,32.0,7.0,yes,2,20,5,4
1083,1.35056343523475,female,42.0,15.0,yes,3,18,1,4
1084,-4.323518808050945,male,32.0,15.0,yes,1,16,5,5
1086,-3.3319985494699607,male,27.0,4.0,yes,3,18,5,5
1087,8.934955271728452,female,32.0,15.0,yes,4,12,3,4
1089,-2.719305612696444,male,22.0,0.75,yes,3,14,2,4
1096,-2.8288550863032467,female,22.0,1.5,no,3,16,5,3
1102,7.937805369740958,female,42.0,15.0,yes,4,14,3,5
1103,11.581277614167217,female,52.0,15.0,yes,3,16,5,4
1107,-2.3241209398855585,male,37.0,15.0,yes,5,20,6,4
1109,0.41599577123348874,female,47.0,15.0,yes,4,12,2,3
1115,2.8371390635526774,male,57.0,15.0,yes,2,20,6,4
1119,7.568680971949526,male,32.0,7.0,yes,4,17,5,5
1124,-1.6940766331758668,female,27.0,7.0,yes,4,17,1,4
1126,0.07563792900328159,male,22.0,1.5,no,1,18,6,5
1128,4.323591622739666,female,22.0,4.0,yes,3,9,1,4
1129,2.3952678530917932,female,22.0,1.5,no,2,14,1,5
1130,0.3890246025742776,male,42.0,15.0,yes,2,20,6,4
1133,1.2156228693353561,male,57.0,15.0,yes,4,9,2,4
1140,-3.017676804672405,female,27.0,7.0,yes,2,18,1,5
1143,0.8596823434812287,female,22.0,4.0,yes,3,14,1,5
1146,0.763445251129256,male,37.0,15.0,yes,4,14,5,3
1153,2.464024554862928,male,32.0,7.0,yes,1,18,6,4
1156,-0.9819405327494335,female,22.0,1.5,no,2,14,5,5
1157,3.280511001022285,female,22.0,1.5,yes,3,12,1,3
1158,5.126466843994838,male,52.0,15.0,yes,2,14,5,5
1160,2.2022624854341353,female,37.0,15.0,yes,2,14,1,1
1161,2.87193419001793,female,32.0,10.0,yes,2,14,5,5
1166,1.8534059225650814,male,42.0,15.0,yes,4,20,4,5
1177,1.6723808881044746,female,27.0,4.0,yes,3,18,4,5
1178,-0.7891415475443693,male,37.0,15.0,yes,4,20,6,5
1180,1.9918426802490354,male,27.0,1.5,no,3,18,5,5
1187,0.5804360986042277,female,22.0,0.125,no,2,16,6,3
1191,8.81189046844276,male,32.0,10.0,yes,2,20,6,3
1195,6.2789945322366965,female,27.0,4.0,no,4,18,5,4
1207,2.9882156773316177,female,27.0,7.0,yes,2,12,5,1
1208,-0.93069524420731,male,32.0,4.0,yes,5,18,6,3
1209,-2.1223426901922107,female,37.0,15.0,yes,2,17,5,5
1211,4.975269510170511,male,47.0,15.0,no,4,20,6,4
1215,1.80851835184036,male,27.0,1.5,no,1,18,5,5
1221,3.3098622510013973,male,37.0,15.0,yes,4,20,6,4
1226,-4.278690064546182,female,32.0,15.0,yes,4,18,1,4
1229,4.835585836014964,female,32.0,7.0,yes,4,17,5,4
1231,3.2221208714614393,female,42.0,15.0,yes,3,14,1,3
1234,-2.11558622346957,female,27.0,7.0,yes,3,16,1,4
1235,-0.6960904938201415,male,27.0,1.5,no,3,16,4,2
1242,1.8118201290823746,male,22.0,1.5,no,3,16,3,5
1245,1.851057281057153,male,27.0,4.0,yes,3,16,4,2
1260,0.6754970605435625,female,27.0,7.0,yes,3,12,1,2
1266,1.319094523903573,female,37.0,15.0,yes,2,18,5,4
1271,0.8125981448503731,female,37.0,7.0,yes,3,14,4,4
1273,1.4326714555667326,male,22.0,1.5,no,2,16,5,5
1276,6.69135238456215,male,37.0,15.0,yes,5,20,5,4
1280,-7.842591661372159,female,22.0,1.5,no,4,16,5,3
1282,0.8641967321534212,female,32.0,10.0,yes,4,16,1,5
1285,1.5143646000160742,male,27.0,4.0,no,2,17,5,3
1295,1.9219162491406128,female,22.0,0.417,no,4,14,5,5
1298,-0.35631999615230403,female,27.0,4.0,no,2,18,5,5
1299,-4.320085265002767,male,37.0,15.0,yes,4,18,5,3
1304,2.790885672018636,male,37.0,10.0,yes,5,20,7,4
1305,7.564084887175013,female,27.0,7.0,yes,2,14,4,2
1311,-3.5599084805727186,male,32.0,4.0,yes,2,16,5,5
1314,4.618610519708003,male,32.0,4.0,yes,2,16,6,4
1319,-0.20831888821871303,male,22.0,1.5,no,3,18,4,5
1322,1.462915669572173,female,22.0,4.0,yes,4,14,3,4
1324,-2.67915629100512,female,17.5,0.75,no,2,18,5,4
1327,0.5312629644759246,male,32.0,10.0,yes,4,20,4,5
1328,5.346733027569957,female,32.0,0.75,no,5,14,3,3
1330,3.6595301492717285,male,37.0,15.0,yes,4,17,5,3
1332,6.82119587202688,male,32.0,4.0,no,3,14,4,5
1333,4.9284328482344595,female,27.0,1.5,no,2,17,3,2
1336,3.169817757125249,female,22.0,7.0,yes,4,14,1,5
1341,7.620653978140293,male,47.0,15.0,yes,5,14,6,5
1344,3.1694987597374578,male,27.0,4.0,yes,1,16,4,4
1352,4.496360830158034,female,37.0,15.0,yes,5,14,1,3
1358,0.6604894520907316,male,42.0,4.0,yes,4,18,5,5
1359,1.8990808120696885,female,32.0,4.0,yes,2,14,1,5
1361,-0.7068197524472777,male,52.0,15.0,yes,2,14,7,4
1364,4.287751665017786,female,22.0,1.5,no,2,16,1,4
1368,-2.347100828512458,male,52.0,15.0,yes,4,12,2,4
1384,3.580877848100712,female,22.0,0.417,no,3,17,1,5
1390,0.26196991332429875,female,22.0,1.5,no,2,16,5,5
1393,5.667217051238547,male,27.0,4.0,yes,4,20,6,4
1394,4.233307267012702,female,32.0,15.0,yes,4,14,1,5
1402,7.122505044199791,female,27.0,1.5,no,2,16,3,5
1407,3.4049532931260047,male,32.0,4.0,no,1,20,6,5
1408,-3.6901365467009546,male,37.0,15.0,yes,3,20,6,4
1412,0.6839034180136615,female,32.0,10.0,no,2,16,6,5
1413,-2.325623702975518,female,32.0,10.0,yes,5,14,5,5
1416,-0.09575960408936623,male,37.0,1.5,yes,4,18,5,3
1417,6.067081135607495,male,32.0,1.5,no,2,18,4,4
1418,3.84672095682759,female,32.0,10.0,yes,4,14,1,4
1419,-0.7119587832993246,female,47.0,15.0,yes,4,18,5,4
1420,-1.7856970799922984,female,27.0,10.0,yes,5,12,1,5
1423,1.7839127474352754,male,27.0,4.0,yes,3,16,4,5
1424,-2.4775938458834004,female,37.0,15.0,yes,4,12,4,2
1432,-1.376978894558877,female,27.0,0.75,no,4,16,5,5
1433,2.736357381908287,female,37.0,15.0,yes,4,16,1,5
1437,5.612862567967007,female,32.0,15.0,yes,3,16,1,5
1438,3.748578504892455,female,27.0,10.0,yes,2,16,1,5
1439,-6.903308188004029,male,27.0,7.0,no,2,20,6,5
1446,2.710287985915271,female,37.0,15.0,yes,2,14,1,3
1450,1.9177995533706367,male,27.0,1.5,yes,2,17,4,4
1451,3.0838728545687655,female,22.0,0.75,yes,2,14,1,5
1452,7.184984512538495,male,22.0,4.0,yes,4,14,2,4
1453,-6.1254253989406795,male,42.0,0.125,no,4,17,6,4
1456,-0.3441608570529797,male,27.0,1.5,yes,4,18,6,5
1464,3.6876745872535417,male,27.0,7.0,yes,3,16,6,3
1469,-3.72272573277269,female,52.0,15.0,yes,4,14,1,3
1473,5.94674314682285,male,27.0,1.5,no,5,20,5,2
1481,2.168745168112348,female,27.0,1.5,no,2,16,5,5
1482,3.79997881636469,female,27.0,1.5,no,3,17,5,5
1496,-1.03520822137079,male,22.0,0.125,no,5,16,4,4
1497,4.447841103244208,female,27.0,4.0,yes,4,16,1,5
1504,5.316649676037819,female,27.0,4.0,yes,4,12,1,5
1513,2.4664399881518326,female,47.0,15.0,yes,2,14,5,5
1515,2.47163450670906,female,32.0,15.0,yes,3,14,5,3
1534,2.5942338568008108,male,42.0,7.0,yes,2,16,5,5
1535,-2.03259013792011,male,22.0,0.75,no,4,16,6,4
1536,0.40906034924961265,male,27.0,0.125,no,3,20,6,5
1540,1.1518386400365515,male,32.0,10.0,yes,3,20,6,5
1551,2.2200372359673253,female,22.0,0.417,no,5,14,4,5
1555,5.082493693507307,female,47.0,15.0,yes,5,14,1,4
1557,-1.9385737260458278,female,32.0,10.0,yes,3,14,1,5
1566,1.2456872003255894,male,57.0,15.0,yes,4,17,5,5
1567,6.725338139381966,male,27.0,4.0,yes,3,20,6,5
1576,-0.8642865472238519,female,32.0,7.0,yes,4,17,1,5
1584,-1.1326019206274638,female,37.0,10.0,yes,4,16,1,5
1585,2.362159476784254,female,32.0,10.0,yes,1,18,1,4
1590,3.792478725037511,female,22.0,4.0,no,3,14,1,4
1594,1.7110673006478885,female,27.0,7.0,yes,4,14,3,2
1595,6.205177815278036,male,57.0,15.0,yes,5,18,5,2
1603,4.594617438363837,male,32.0,7.0,yes,2,18,5,5
1608,3.783729088033227,female,27.0,1.5,no,4,17,1,3
1609,2.802372178684382,male,22.0,1.5,no,4,14,5,5
1615,9.611718130432756,female,22.0,1.5,yes,4,14,5,4
1616,0.9722864688730003,female,32.0,7.0,yes,3,16,1,5
1617,-5.161921843699591,female,47.0,15.0,yes,3,16,5,4
1620,6.384392592098266,female,22.0,0.75,no,3,16,1,5
1621,0.11088018916765097,female,22.0,1.5,yes,2,14,5,5
1637,2.0400732366097705,female,27.0,4.0,yes,1,16,5,5
1638,6.138970624172154,male,52.0,15.0,yes,4,16,5,5
1650,-3.7932145341778023,male,32.0,10.0,yes,4,20,6,5
1654,-2.597275829417126,male,47.0,15.0,yes,4,16,6,4
1665,-3.789866282977167,female,27.0,7.0,yes,2,14,1,2
1670,-1.796518313815731,female,22.0,1.5,no,4,14,4,5
1671,3.171693558510656,female,32.0,10.0,yes,2,16,5,4
1675,2.700285519591887,female,22.0,0.75,no,2,16,5,4
1688,1.8546519727721975,female,22.0,1.5,no,2,16,5,5
1691,-3.146851638492576,female,42.0,15.0,yes,3,18,6,4
1695,-6.207670178115219,female,27.0,7.0,yes,5,14,4,5
1698,1.8574931119401639,male,42.0,15.0,yes,4,16,4,4
1704,0.06286489511148141,female,57.0,15.0,yes,3,18,5,2
1705,3.239057965952285,male,42.0,15.0,yes,3,18,6,2
1711,4.066456957465617,female,32.0,7.0,yes,2,14,1,2
1719,1.3838222491877266,male,22.0,4.0,no,5,12,4,5
1723,3.505094780685936,female,22.0,1.5,no,1,16,6,5
1726,1.6941207364674369,female,22.0,0.75,no,1,14,4,5
1749,3.4801438210297695,female,32.0,15.0,yes,4,12,1,5
1752,-1.4913599135100415,male,22.0,1.5,no,2,18,5,3
1754,1.059438461207988,male,27.0,4.0,yes,5,17,2,5
1758,2.3432963212376148,female,27.0,4.0,yes,4,12,1,5
1761,4.470915787528174,male,42.0,15.0,yes,5,18,5,4
1773,-0.4307705013044736,male,32.0,1.5,no,2,20,7,3
1775,2.6899822965641755,male,57.0,15.0,no,4,9,3,1
1786,0.0055045389150398805,male,37.0,7.0,no,4,18,5,5
1793,1.271156671214499,male,52.0,15.0,yes,2,17,5,4
1799,4.501582611698547,male,47.0,15.0,yes,4,17,6,5
1803,-5.8860485509113865,female,27.0,7.0,no,2,17,5,4
1806,-2.7501743005185197,female,27.0,7.0,yes,4,14,5,5
1807,-4.143453932104217,female,22.0,4.0,no,2,14,3,3
1808,-6.287871944421547,male,37.0,7.0,yes,2,20,6,5
1814,-1.401279414897303,male,27.0,7.0,no,4,12,4,3
1815,4.228412178186242,male,42.0,10.0,yes,4,18,6,4
1818,-0.059458895417309865,female,22.0,1.5,no,3,14,1,5
1827,2.346755025210755,female,22.0,4.0,yes,2,14,1,3
1834,4.627601761742065,female,57.0,15.0,no,4,20,6,5
1835,6.200830638253462,male,37.0,15.0,yes,4,14,4,3
1843,1.436263516561539,female,27.0,7.0,yes,3,18,5,5
1846,5.529362393157507,female,17.5,10.0,no,4,14,4,5
1850,1.9863370702897185,male,22.0,4.0,yes,4,16,5,5
1851,-1.1842724556110102,female,27.0,4.0,yes,2,16,1,4
1854,-0.35540667561692896,female,37.0,15.0,yes,2,14,5,1
1859,-4.137829585515494,female,22.0,1.5,no,5,14,1,4
1861,-1.3573316975451855,male,27.0,7.0,yes,2,20,5,4
1866,0.4508980414943844,male,27.0,4.0,yes,4,14,5,5
1873,3.653309334698438,male,22.0,0.125,no,1,16,3,5
1875,7.54163919968851,female,27.0,7.0,yes,4,14,1,4
1885,-3.0425283524688416,female,32.0,15.0,yes,5,16,5,3
1892,3.012027581941331,male,32.0,10.0,yes,4,18,5,4
1895,-1.877202523931865,female,32.0,15.0,yes,2,14,3,4
1896,2.531472548385593,female,22.0,1.5,no,3,17,5,5
1897,1.2249564362526821,male,27.0,4.0,yes,4,17,4,4
1899,-4.573127049105573,female,52.0,15.0,yes,5,14,1,5
