rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,defeats,other,gender_mf,english,calworks,rater2,victories,nuts_opened,height,eval
449,0,female,32.0,15.0,yes,4,14,3,4,0,5,0,0.9592326283,19.90410042,,1,0,191.0,4.0
478,0,male,37.0,10.0,yes,2,14,5,3,0,2,1,0.6666666865,48.3443985,0.75,0,0,181.0,3.9
482,0,male,37.0,10.0,yes,4,16,5,4,1,2,0,38.51203537,16.81609917,0.25,1,3,164.0,4.3
486,0,male,57.0,15.0,yes,5,20,5,3,4,2,1,0.0,25.34250069,0.25,9,0,186.0,3.3
489,0,male,27.0,0.417,no,1,16,3,4,1,2,1,17.17391396,10.59319973,0.75,0,0,184.0,3.7
490,0,female,42.0,15.0,yes,5,14,1,5,0,5,0,9.887005806,10.27779961,0.25,8,58,169.0,3.6
491,0,male,57.0,15.0,yes,3,16,6,1,0,5,0,19.39163589,25.25799942,1.0,1,4,175.0,4.4
492,0,male,37.0,10.0,yes,1,16,6,4,1,3,1,36.48936081,26.90159988,0.25,0,21,178.0,4.0
503,0,male,37.0,15.0,yes,3,17,5,5,0,4,1,39.39999771,18.79999924,0.25,1,9,190.0,2.1
508,0,male,37.0,15.0,yes,4,20,6,5,0,4,1,28.67762184,10.69120026,0.0,1,2,174.0,3.2
509,0,female,27.0,10.0,yes,5,14,1,5,0,6,1,13.69863033,13.69859982,0.0,0,30,180.0,3.5
512,0,male,37.0,10.0,yes,2,18,6,4,0,5,1,11.34983635,26.49650002,0.5,1,19,184.0,4.1
515,0,female,22.0,0.125,no,4,12,4,5,0,2,1,3.442623138,8.524600029,0.5,2,13,178.0,4.6
517,0,male,57.0,15.0,yes,5,20,6,5,1,2,1,15.43026733,21.26250076,,0,6,175.0,3.8
532,0,female,37.0,15.0,yes,4,18,6,4,0,4,0,17.97378349,19.12969971,0.25,5,11,184.0,3.8
533,0,male,22.0,4.0,yes,4,14,6,4,0,4,1,22.71773338,6.84070015,0.5,1,1,174.0,3.8
535,0,male,27.0,7.0,yes,4,18,5,4,0,6,1,18.43624496,20.52370071,0.25,3,2,186.0,4.2
537,0,male,57.0,15.0,yes,4,20,5,4,1,2,1,16.17171478,52.21989822,0.75,2,0,171.0,3.9
538,0,male,32.0,15.0,yes,3,14,6,3,0,2,1,2.02212882,25.82979965,0.0,1,1,183.0,4.5
543,0,female,22.0,1.5,no,2,14,5,4,0,6,1,9.62441349,3.990600109,0.25,1,0,181.0,4.5
547,0,female,32.0,7.0,yes,4,17,1,5,0,5,1,41.46341324,18.53660011,0.75,0,0,184.0,4.4
550,0,female,37.0,15.0,yes,4,17,6,5,1,6,1,9.8990345,28.1753006,0.25,0,0,175.0,4.4
558,0,female,32.0,1.5,no,5,18,5,5,0,3,1,16.08187103,11.39599991,,0,0,182.0,4.4
571,0,male,42.0,10.0,yes,5,20,7,4,1,4,1,43.4949379,12.27910042,0.25,0,0,185.0,4.5
578,0,female,27.0,7.0,no,3,16,5,4,0,3,1,8.786610603,15.61180019,,2,4,186.0,4.3
583,0,male,37.0,15.0,no,4,20,6,5,0,3,1,39.02438736,11.92850018,0.0,1,0,170.0,4.6
586,0,male,37.0,15.0,yes,4,14,3,2,0,1,1,53.89030457,28.71999931,0.25,1,0,175.0,4.8
594,0,male,32.0,10.0,no,5,18,6,4,1,1,1,41.13329315,17.42020035,0.5,0,8,187.0,4.3
597,0,female,22.0,0.75,no,4,16,1,5,1,5,1,1.383285284,47.2621994,0.25,2,10,180.0,4.0
602,0,female,27.0,7.0,yes,4,12,2,4,0,6,1,35.44303894,20.67510033,0.5,0,11,179.0,4.0
603,0,female,27.0,7.0,yes,2,16,2,5,0,2,1,8.639705658,20.55050087,,0,1,175.0,3.9
604,0,female,42.0,15.0,yes,5,18,5,4,4,2,1,15.34977436,15.28120041,0.0,12,4,186.0,3.3
612,0,male,42.0,15.0,yes,4,17,5,3,1,2,1,19.85645866,10.69649982,1.0,0,2,181.0,4.5
613,0,female,27.0,7.0,yes,2,16,1,2,0,6,1,3.061224461,19.68910027,0.5,2,1,193.0,4.5
621,0,female,22.0,1.5,no,3,16,5,5,1,5,1,9.873188019,14.41399956,0.25,8,0,182.0,4.5
627,0,male,37.0,15.0,yes,5,20,6,5,1,2,1,16.09561729,11.32219982,0.25,2,0,176.0,2.5
630,0,female,22.0,0.125,no,2,14,4,5,0,2,1,43.49897766,20.96660042,1.0,1,36,166.0,4.3
631,0,male,27.0,1.5,no,4,16,5,5,0,6,1,45.03795242,34.59420013,0.0,1,4,178.0,4.5
632,0,male,32.0,1.5,no,2,18,6,5,0,1,1,18.19571877,24.4151001,0.75,1,16,175.0,4.7
639,0,male,27.0,1.5,no,2,17,6,5,1,5,1,15.48769474,6.49119997,1.0,7,77,182.0,3.5
645,0,female,27.0,10.0,yes,4,16,1,3,0,6,1,0.9259259105,9.416999817,0.0,1,41,182.0,4.5
647,0,male,42.0,15.0,yes,4,18,6,5,1,2,1,7.589285851,7.14289999,0.25,1,22,186.0,3.8
648,0,female,27.0,1.5,no,2,16,6,5,2,2,1,29.08583832,16.40239906,,0,49,194.0,4.5
651,0,male,27.0,4.0,no,2,18,6,3,1,5,0,0.1329787225,11.71049976,0.75,1,37,178.0,4.3
655,0,female,32.0,10.0,yes,3,14,5,3,2,2,0,50.85763168,7.487500191,0.25,6,31,182.0,3.9
667,0,female,32.0,15.0,yes,3,18,5,4,1,6,0,11.49635029,7.664199829,0.25,0,11,183.0,4.3
670,0,female,22.0,0.75,no,2,18,6,5,0,2,0,13.46153927,32.38100052,,1,5,181.0,4.2
671,0,female,37.0,15.0,yes,2,16,1,4,1,1,1,4.727272511,12.72729969,0.0,0,8,190.0,5.0
673,0,male,27.0,4.0,yes,4,20,5,5,0,2,1,21.44469452,14.22119999,0.5,1,0,188.0,5.0
701,0,male,27.0,4.0,no,1,20,5,4,0,4,0,12.35368061,37.22689819,0.0,0,1,184.0,4.6
705,0,female,27.0,10.0,yes,2,12,1,4,0,4,0,30.14888382,7.178800106,0.25,1,0,182.0,5.0
706,0,female,32.0,15.0,yes,5,18,6,4,0,5,1,15.85902977,18.06170082,0.25,1,30,177.0,4.7
709,0,male,27.0,7.0,yes,5,12,5,3,1,1,1,43.75,12.39900017,0.75,0,13,183.0,5.0
717,0,male,52.0,15.0,yes,2,18,5,4,7,4,0,0.0,19.46310043,0.25,3,15,183.0,2.7
719,0,male,27.0,4.0,no,3,20,6,3,0,5,1,0.0,19.1303997,0.75,1,0,177.0,4.0
723,0,male,37.0,4.0,yes,1,18,5,4,0,6,1,16.65221214,17.47610092,0.75,1,4,188.0,4.4
724,0,male,27.0,4.0,yes,4,14,5,4,2,2,0,3.22033906,37.4367981,0.25,0,10,187.0,4.4
726,0,female,52.0,15.0,yes,5,12,1,3,0,5,0,0.0,25.0,,1,5,182.0,4.3
734,0,female,57.0,15.0,yes,4,16,6,4,0,5,1,48.52458954,7.275899887,0.25,1,51,185.0,3.5
735,0,male,27.0,7.0,yes,1,16,5,4,0,2,1,0.7518796921,11.19400024,0.0,1,3,184.0,3.8
736,0,male,37.0,7.0,yes,4,20,6,3,0,2,0,1.92678237,16.76300049,0.0,2,4,190.0,3.9
737,0,male,22.0,0.75,no,2,14,4,3,2,2,0,13.51351261,7.589300156,0.25,2,50,188.0,3.7
739,0,male,32.0,4.0,yes,2,18,5,3,2,2,0,0.0,26.64229965,0.0,4,36,187.0,3.3
743,0,male,37.0,15.0,yes,4,20,6,3,0,5,0,16.71460533,26.16760063,0.5,1,6,172.0,4.0
745,0,male,22.0,0.75,yes,2,14,4,3,1,5,1,5.943536282,10.25259972,0.0,0,3,183.0,3.8
747,0,male,42.0,15.0,yes,4,20,6,3,6,3,1,36.17437744,10.30949974,0.0,6,4,186.0,4.2
751,0,female,52.0,15.0,yes,5,17,1,1,1,4,1,44.97186661,13.04300022,0.75,1,7,194.0,3.1
752,0,female,37.0,15.0,yes,4,14,1,2,0,4,1,16.66666794,9.756099701,0.25,1,41,190.0,3.6
754,0,male,27.0,7.0,yes,4,14,5,3,0,6,1,15.18723965,26.62680054,0.25,1,27,183.0,3.3
760,0,male,32.0,4.0,yes,2,16,5,5,2,5,0,34.33779907,13.22719955,0.25,2,30,179.0,2.9
763,0,female,27.0,4.0,yes,2,18,6,5,0,2,1,0.0,25.36689949,0.25,1,17,195.0,3.1
774,0,female,27.0,4.0,yes,2,18,5,5,1,2,0,13.06739998,10.17879963,0.25,0,14,183.0,4.0
776,0,male,37.0,15.0,yes,5,18,6,5,1,4,0,4.278074741,6.684500217,0.0,0,16,175.0,4.0
779,0,female,47.0,15.0,yes,5,12,5,4,0,4,0,39.5946312,11.22169971,0.25,1,7,189.0,4.2
784,0,female,32.0,10.0,yes,3,17,1,4,2,6,0,21.66837311,10.02270031,0.25,0,5,187.0,3.8
788,0,female,27.0,1.5,yes,4,17,1,2,2,2,1,3.262233257,7.026299953,0.0,2,8,196.0,4.3
794,0,female,57.0,15.0,yes,2,18,5,2,4,2,1,7.857142925,3.571399927,,4,24,173.0,4.6
795,0,female,22.0,1.5,no,4,14,5,4,0,6,1,39.57446671,6.808499813,0.25,0,25,184.0,4.3
798,0,male,42.0,15.0,yes,3,14,3,4,1,5,1,10.12780285,23.19750023,0.25,0,0,183.0,3.6
800,0,male,57.0,15.0,yes,4,9,2,2,2,6,0,27.52179146,8.151499748,,2,0,172.0,4.2
803,0,male,57.0,15.0,yes,4,20,6,5,0,3,0,14.0,3.225800037,0.25,0,0,191.0,3.9
807,0,female,22.0,0.125,no,4,14,4,5,3,4,1,8.842000008,41.77339935,0.25,1,0,181.0,4.1
812,0,female,32.0,10.0,yes,4,14,1,5,1,3,0,6.405846596,17.97509956,0.25,3,0,170.0,4.0
820,0,female,42.0,15.0,yes,3,18,5,4,1,3,0,2.395209789,20.63489914,0.25,0,0,185.0,4.3
823,0,female,27.0,1.5,no,2,18,6,5,0,1,1,5.957447052,31.33049965,0.0,2,0,185.0,3.9
830,0,male,32.0,0.125,yes,2,18,5,2,0,1,1,8.173913002,26.43479919,0.75,1,0,176.0,4.2
843,0,female,27.0,4.0,no,3,16,5,4,0,5,0,15.45893669,5.54129982,0.25,1,3,187.0,4.2
848,0,female,27.0,10.0,yes,2,16,1,4,0,6,1,0.0,21.9958992,,1,0,182.0,4.9
851,0,female,32.0,7.0,yes,4,16,1,3,0,2,1,0.0,1.754400015,0.5,1,0,189.0,4.0
854,0,female,37.0,15.0,yes,4,14,5,4,0,2,1,0.0,13.54170036,0.5,1,58,176.0,4.3
856,0,female,42.0,15.0,yes,5,17,6,2,1,2,1,31.82458305,14.70940018,0.75,0,4,173.0,4.9
857,0,male,32.0,1.5,yes,4,14,6,5,0,6,0,12.80091667,8.368200302,0.25,1,21,188.0,3.9
859,0,female,32.0,4.0,yes,3,17,5,3,1,5,1,0.0,28.0991993,1.0,1,9,185.0,4.9
863,0,female,37.0,7.0,no,4,18,5,5,2,2,0,3.846153975,16.5394001,0.0,0,2,190.0,3.9
865,0,female,22.0,0.417,yes,3,14,3,5,1,2,0,2.469135761,13.0031004,0.25,2,30,173.0,4.0
867,0,female,27.0,7.0,yes,4,14,1,5,1,6,1,10.71428585,7.85710001,,0,19,189.0,3.5
870,0,male,27.0,0.75,no,3,16,5,5,0,1,0,0.0,25.4144001,0.25,1,13,185.0,3.9
873,0,male,27.0,4.0,yes,2,20,5,5,1,5,1,1.937984467,9.259300232,0.5,1,6,183.0,4.0
875,0,male,32.0,10.0,yes,4,16,4,5,1,6,1,4.629629612,3.669699907,,0,11,175.0,3.6
876,0,male,32.0,15.0,yes,1,14,5,5,2,2,0,5.250596523,13.95349979,0.25,2,1,191.0,3.0
877,0,male,22.0,0.75,no,3,17,4,5,6,2,0,27.54038239,7.623099804,0.75,7,2,181.0,3.0
880,0,female,27.0,7.0,yes,4,17,1,4,0,5,1,14.98257828,3.793100119,0.25,1,0,175.0,3.6
903,0,male,27.0,0.417,yes,4,20,5,4,0,2,1,47.87937546,7.179599762,1.0,1,1,183.0,3.6
904,0,male,37.0,15.0,yes,4,20,5,4,0,6,1,0.0,20.33609962,0.25,3,0,189.0,3.2
905,0,female,37.0,15.0,yes,2,14,1,3,0,2,1,1.764706016,10.58819962,0.25,0,0,185.0,3.9
908,0,male,22.0,4.0,yes,1,18,5,4,0,1,1,0.0,33.53659821,0.25,0,0,171.0,3.5
909,0,male,37.0,15.0,yes,4,17,5,3,1,2,1,0.0,29.23830032,0.25,0,0,177.0,3.5
910,0,female,22.0,1.5,no,2,14,4,5,0,4,1,7.289107323,4.34070015,0.25,2,0,183.0,3.1
912,0,male,52.0,15.0,yes,4,14,6,2,0,4,0,17.02800369,12.8725996,0.0,1,4,180.0,4.2
914,0,female,22.0,1.5,no,4,17,5,5,1,5,1,10.43555164,5.751900196,0.5,0,0,186.0,3.6
915,0,male,32.0,4.0,yes,5,14,3,5,1,1,1,2.269861221,4.413599968,0.25,0,0,180.0,4.5
916,0,male,32.0,4.0,yes,2,14,3,5,0,4,1,28.24791336,5.482699871,0.25,5,8,187.0,3.7
920,0,female,22.0,1.5,no,3,16,6,5,0,5,1,8.768656731,5.597000122,0.25,1,10,179.0,3.4
921,0,male,27.0,0.75,no,2,18,3,3,0,6,1,7.491856575,5.537499905,0.0,0,11,176.0,4.5
925,0,female,22.0,7.0,yes,2,14,5,2,7,2,1,9.798271179,18.44379997,1.0,5,1,168.0,4.6
926,0,female,27.0,0.75,no,2,17,5,3,0,5,1,12.5,29.16670036,0.25,1,4,188.0,4.8
929,0,female,37.0,15.0,yes,4,12,1,2,0,5,1,0.0,10.50660038,0.75,1,2,178.0,4.5
931,0,female,22.0,1.5,no,1,14,1,5,0,2,1,31.20415497,24.02199936,,1,1,168.0,4.4
945,0,female,37.0,10.0,no,2,12,4,4,0,2,1,1.369193196,12.12709999,0.25,0,0,188.0,4.1
947,0,female,37.0,15.0,yes,4,18,5,3,0,2,1,9.615385056,10.42940044,,1,0,188.0,3.9
949,0,female,42.0,15.0,yes,3,12,3,3,0,2,1,0.0,34.1894989,,1,36,173.0,4.3
950,0,male,22.0,4.0,no,2,18,5,5,0,5,1,24.25728989,11.35890007,0.0,0,4,185.0,3.5
961,0,male,52.0,7.0,yes,2,20,6,2,4,5,1,9.554140091,1.898699999,0.25,2,16,175.0,4.0
965,0,male,27.0,0.75,no,2,17,5,5,0,3,1,5.92532444,8.541999817,0.0,0,77,180.0,4.0
966,0,female,27.0,4.0,no,2,17,4,5,0,4,1,0.9708737731,5.825200081,0.0,1,41,181.0,4.6
967,0,male,42.0,1.5,no,5,20,6,5,1,4,1,18.2857132,14.85709953,0.25,0,22,187.0,4.6
987,0,male,22.0,1.5,no,4,17,6,5,0,6,1,4.984348774,7.526899815,0.0,2,49,192.0,3.7
990,0,male,22.0,4.0,no,4,17,5,3,0,5,1,4.285714626,8.695699692,,1,37,176.0,3.5
992,0,female,22.0,4.0,yes,1,14,5,4,0,2,1,3.352601051,3.084199905,0.25,1,31,183.0,3.6
995,0,male,37.0,15.0,yes,5,20,4,5,0,2,1,32.70749664,7.496600151,0.5,0,11,180.0,3.9
1009,0,female,37.0,10.0,yes,3,16,6,3,0,4,1,9.46601963,8.73789978,,0,5,184.0,4.2
1021,0,male,42.0,15.0,yes,4,17,6,5,0,4,1,6.260787487,12.67850018,0.0,1,8,174.0,3.2
1026,0,female,47.0,15.0,yes,4,17,5,5,2,6,1,13.25301266,9.036100388,0.25,0,0,183.0,4.9
1027,0,male,22.0,1.5,no,4,16,5,4,9,2,1,3.169135332,11.12639999,1.0,6,1,191.0,4.0
1030,0,female,32.0,10.0,yes,3,12,1,4,0,2,1,16.9911499,6.725699902,0.25,1,0,194.0,3.5
1031,0,female,22.0,7.0,yes,1,14,3,5,0,6,1,0.8532423377,7.508500099,0.5,1,30,170.0,3.4
1034,0,female,32.0,10.0,yes,4,17,5,4,0,5,1,6.649565697,7.063899994,0.0,0,13,182.0,4.2
1037,0,male,27.0,1.5,yes,2,16,2,4,3,6,0,0.1164144352,16.4144001,0.25,12,15,191.0,3.5
1038,0,male,37.0,15.0,yes,4,14,5,5,0,3,0,0.0,8.275899887,0.0,0,0,172.0,4.4
1039,0,male,42.0,4.0,yes,3,14,4,5,2,4,0,6.933744431,3.852099895,0.25,5,4,190.0,3.7
1045,0,female,37.0,15.0,yes,5,14,5,4,1,3,0,9.558412552,2.962500095,0.25,0,10,175.0,3.4
1046,0,female,32.0,7.0,yes,4,17,5,5,1,3,1,0.9032257795,24.90320015,0.0,0,5,180.0,3.0
1054,0,female,42.0,15.0,yes,4,18,6,5,1,1,1,1.158301115,12.98869991,0.25,3,51,168.0,3.9
1059,0,male,27.0,4.0,no,4,18,6,4,0,1,0,40.10801697,9.770799637,0.25,0,3,193.0,2.8
1063,0,male,22.0,0.75,no,4,18,6,5,2,5,0,16.66321182,18.93190002,0.25,1,4,186.0,3.7
1068,0,male,27.0,4.0,yes,4,14,5,3,2,6,1,21.95535851,7.805799961,0.75,2,50,171.0,4.6
1070,0,female,22.0,0.75,no,5,18,1,5,0,2,1,8.860759735,6.329100132,0.0,1,36,177.0,4.2
1072,0,female,52.0,15.0,yes,5,9,5,5,0,2,0,0.854700923,8.403400421,0.5,0,6,189.0,4.4
