rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof
314,no,57,male,more,2.2021659364430017,0.5090551557959754,upper,no,yes,180,128,28
91,no,55,female,more,2.3047445440491208,1.5256493851944697,upper,yes,no,318,496,9
19,no,69,female,more,2.462030977624549,1.4065301292057137,upper,yes,no,303,287,23
99,no,56,male,more,1.5345729177625218,1.3811406015915417,lower,yes,yes,353,147,16
348,no,48,female,more,2.4380612711084964,1.2333014039015828,upper,yes,no,177,63,40
13,yes,53,female,more,2.8183884939625594,0.7300235222657436,lower,yes,yes,29,397,11
342,no,45,male,more,1.7674932160704238,1.5768707955119208,upper,yes,no,132,71,94
219,yes,71,female,more,1.1310171752256633,2.186806975381251,lower,yes,yes,349,67,18
434,no,38,female,more,2.720765201758317,0.8852649635038321,upper,yes,yes,11,283,7
56,no,46,male,single,2.3146593727932223,1.651027359379259,lower,yes,yes,290,581,92
145,no,67,male,more,3.4364714951726243,2.2899462385518676,upper,yes,yes,292,301,60
161,yes,73,female,more,0.38600250805397485,1.5289650171459783,lower,yes,yes,299,10,55
349,no,59,female,more,2.448055570014459,1.246644308276109,upper,yes,yes,168,507,70
190,no,44,female,more,1.2134578004099377,1.8280043200324745,upper,yes,yes,25,122,48
460,no,47,male,more,2.0074233256826823,1.97824421804996,upper,yes,yes,239,405,67
408,no,73,male,more,0.19486803985662937,1.032161421883558,upper,yes,no,244,432,88
126,no,54,female,more,1.0890232947454317,2.3362005246646222,upper,yes,no,297,139,51
246,no,69,male,more,2.5719848754348797,2.083177034242616,lower,yes,yes,232,323,75
169,no,73,female,more,2.2153962945491834,1.0004308378697944,upper,yes,no,302,147,17
230,no,53,male,more,0.527892506428389,1.859835079654467,upper,yes,yes,83,194,87
282,no,34,male,more,0.37668603451197846,1.6298536025054091,lower,yes,yes,137,271,69
61,yes,36,female,more,-0.134171133970308,1.8250869504672518,lower,yes,yes,257,412,18
222,no,56,male,more,0.5902786779972391,1.148731692551912,upper,yes,yes,133,330,2
190,no,59,male,more,1.3173999364095876,0.5812234979357074,upper,no,yes,173,282,46
418,yes,31,female,more,1.3377756161963803,2.450583695817749,upper,yes,yes,47,94,93
304,no,59,male,more,0.6627532887996384,2.335543761611116,upper,yes,yes,215,84,67
237,no,60,female,more,1.8786850104081638,2.1597827135712775,upper,yes,yes,303,511,50
115,no,35,female,more,2.1113176912848455,1.9557530323149706,upper,yes,yes,43,241,63
387,no,43,male,more,2.836098185309235,1.3405928473283177,lower,yes,yes,234,464,12
332,no,39,female,more,3.272538591235943,1.3249787881877393,lower,yes,yes,176,72,25
279,no,67,female,more,2.4377439038619335,2.1700400138526743,upper,no,yes,360,214,44
118,no,68,male,more,0.5028705784237384,1.1157281339611993,lower,yes,yes,203,156,34
141,no,68,male,more,1.2290209983601232,2.191802590585104,lower,yes,yes,332,158,42
428,no,60,female,more,0.8992639840799466,2.2303268875817146,upper,no,yes,231,357,61
353,yes,48,female,more,1.7224517094918677,1.8040943522150141,lower,yes,yes,255,140,5
264,no,53,male,more,2.1230892437142206,2.368207917515405,upper,yes,yes,366,40,66
244,no,60,male,more,1.847203649573693,1.195723707271111,lower,yes,no,51,136,45
267,no,69,male,more,3.3399487964124095,1.2460662512411416,upper,yes,yes,27,141,20
317,no,30,male,more,1.580018186112722,1.9814341057881013,upper,yes,yes,281,10,86
13,no,36,male,single,1.3620722681033206,1.7573996263607667,lower,yes,no,350,510,91
26,no,72,male,more,2.1506602376603046,0.9354786317142739,lower,yes,yes,366,118,5
97,no,36,male,more,1.753244461630852,1.4193536051900735,upper,yes,yes,318,125,79
364,no,71,male,more,1.639629698222888,0.7120877214698097,upper,yes,yes,106,579,49
232,no,57,male,more,1.19455268423973,1.7578894359091737,lower,yes,yes,170,578,94
327,no,30,male,more,0.9819817723489662,2.0273421378857996,upper,yes,yes,256,552,45
330,no,40,male,more,1.3760296065226425,1.7838912071122408,lower,yes,yes,21,114,72
424,no,49,female,more,0.4750370445747536,1.3380048707289482,lower,yes,yes,134,481,93
364,no,60,female,more,2.0332684838985653,1.1064271664405108,upper,yes,yes,58,337,87
106,yes,42,male,more,0.9566775617319461,1.447928009659878,upper,yes,yes,9,378,27
194,no,34,female,more,1.5530514374927766,0.4564734163632187,upper,yes,yes,21,77,12
400,no,66,female,more,2.4350511099528758,1.239120027614072,upper,yes,no,106,150,1
271,no,29,male,more,2.0762149098094773,1.116085716559183,upper,yes,yes,314,519,33
185,yes,39,male,more,0.44877335142700403,0.8435360927892612,upper,no,yes,325,29,56
450,no,40,male,more,0.6859742419662003,1.1426928795350324,upper,yes,yes,118,561,35
272,no,72,male,more,2.1792609929585818,1.7116304547084364,lower,yes,yes,45,43,59
85,no,33,male,more,-0.5072028289993962,1.6544491260797791,lower,yes,yes,270,316,13
227,yes,65,female,more,2.164329468910774,1.2168106590660437,lower,yes,yes,45,539,93
121,no,51,male,more,1.224745999286439,2.5209618579768525,upper,yes,yes,5,458,8
399,no,32,female,more,1.3411544234965136,1.7872172900421157,upper,yes,no,70,139,49
432,no,73,male,more,3.1296849598193766,1.8186091656362322,upper,yes,yes,14,373,78
425,no,69,male,more,2.2126079006241426,1.9679787553209582,lower,yes,yes,143,445,59
268,no,66,male,more,1.7466636963462605,0.7195125638772485,lower,yes,yes,191,426,72
374,yes,66,female,more,1.952485139877426,1.5565280238443042,upper,no,yes,202,321,23
209,yes,34,male,more,1.6101654906227871,2.459801641505262,upper,no,yes,180,530,34
139,no,72,male,more,2.3357089913486835,2.2729145708891063,upper,yes,yes,345,527,81
266,no,39,female,more,2.7211669491438113,0.7837789831352631,upper,yes,no,60,110,47
213,no,31,female,more,1.630610779326144,0.9923575352294622,upper,yes,no,251,243,80
341,no,49,male,more,2.7789068820714897,1.9917621001243542,upper,yes,yes,282,29,94
450,no,40,male,more,1.6775170965136559,1.2109780514954227,upper,yes,yes,243,120,44
321,no,29,male,more,2.705450094376446,1.3037222004538092,upper,yes,yes,143,170,79
387,no,69,female,more,1.5233398427111688,1.7703990614926066,lower,yes,yes,181,340,5
376,no,69,male,more,2.12285038548605,1.3747661315587287,lower,yes,yes,140,432,9
428,no,72,female,more,1.948269033559604,0.6984934022530915,upper,yes,yes,203,408,86
358,no,36,female,more,3.148317885702678,2.559073135421551,upper,yes,no,290,94,44
320,no,50,male,single,1.4062196988969011,1.8007225974130807,lower,yes,no,185,398,32
407,yes,59,male,more,1.4387039179993812,1.691593502745566,upper,no,yes,152,245,15
315,no,63,male,more,1.7196209872652524,0.8763494009270593,upper,yes,yes,123,501,53
340,no,68,female,more,1.5104413060409643,1.7541536000349933,upper,yes,no,120,144,22
318,yes,59,male,single,3.335367967303584,1.1879626038794409,lower,yes,no,10,488,59
354,no,30,male,more,2.0130073323274957,0.9801847807735353,upper,yes,yes,162,131,37
270,no,33,male,more,1.9817996831897873,1.2063842897886647,upper,no,yes,72,551,35
182,no,62,female,more,2.0344166163087714,1.0893650799604935,upper,yes,yes,12,455,94
378,no,41,male,more,1.40780297623751,1.7530139335855233,upper,yes,yes,10,204,59
254,no,42,female,more,1.1497541551044979,1.5744341236994197,upper,yes,no,184,74,28
216,no,34,female,more,1.2190030133556826,0.8631140321887537,upper,yes,yes,337,470,65
115,no,68,female,more,2.9791899949472027,0.8538825521645607,upper,yes,yes,269,516,37
126,no,44,female,more,1.379154285609559,2.553823099302084,upper,yes,yes,295,571,70
319,no,41,male,more,2.2653122469899705,1.5923279662536034,lower,no,yes,85,363,56
22,no,35,female,more,1.6552672695048112,1.5229253888447376,upper,yes,yes,238,75,46
47,no,37,male,more,2.7173381944108446,1.6935700830042955,upper,yes,no,272,172,74
203,no,43,female,more,1.5790671208477174,1.2822661485424383,upper,yes,yes,28,457,34
444,no,39,male,more,3.4502462783444074,1.6071453200364085,lower,yes,no,217,550,73
457,no,40,male,single,0.47264648653415087,0.4962593994629556,lower,yes,no,364,255,6
166,no,41,male,more,1.9154581314697485,1.2581142300197692,lower,yes,yes,159,99,66
174,no,32,male,more,3.2749642958048577,0.9430831502233379,lower,yes,yes,271,72,75
211,no,53,male,more,1.7072930614446264,1.9859031228315351,lower,yes,yes,38,354,15
222,no,40,female,more,2.02860555832005,0.6007953440028143,upper,yes,yes,40,361,88
318,yes,67,male,single,0.2660781794571241,-0.3826817456986207,lower,yes,no,352,466,86
342,yes,40,male,more,-0.04466283520869374,2.4564896383332964,upper,yes,yes,194,262,14
375,no,65,male,more,2.1369450714928013,1.0382081780847374,upper,yes,no,39,214,39
197,no,37,male,more,1.2456145960472689,1.7545885217872892,upper,yes,yes,87,301,7
366,no,34,male,more,2.7983093851900587,2.80492574864193,upper,yes,yes,151,572,68
154,no,68,male,more,2.492920849959229,1.2572523289472342,upper,yes,no,307,146,5
312,no,66,male,more,1.2718089448188892,1.3065751246141073,upper,yes,yes,159,107,46
218,no,64,male,more,2.2493443358830065,2.094334066442611,upper,yes,yes,230,512,1
179,no,49,male,more,1.9583299646142183,1.6042166442047736,upper,yes,yes,196,316,62
199,no,68,male,more,3.7398824128355974,1.0859615544534769,upper,yes,yes,174,353,62
181,no,30,male,more,0.8783151054844467,2.5045808527163738,lower,yes,yes,228,429,36
327,no,58,female,more,2.345708401236628,2.2222499559507676,upper,yes,yes,26,251,22
60,no,49,female,more,1.300657570771846,0.4646547141810998,upper,yes,yes,143,203,81
231,no,69,male,more,2.873047478593616,1.0682286751393903,upper,yes,yes,31,336,81
245,yes,73,male,more,2.033948091849936,1.4495603063495137,upper,no,yes,347,491,77
86,no,33,female,more,1.8459852061215467,1.8107788774313185,upper,yes,no,334,449,61
73,no,32,male,more,2.6207863220142853,2.1647113365717674,upper,yes,yes,343,331,25
320,no,45,male,more,2.2974270691234366,1.3931402828025732,upper,yes,no,268,347,8
132,no,63,male,more,2.9378750513665657,2.0077896158391457,upper,yes,yes,45,205,51
85,no,69,male,more,1.168408227028956,1.589119472688723,lower,yes,yes,39,472,78
265,no,52,male,more,1.892904379944748,2.1745893750649223,upper,yes,yes,81,283,71
253,no,33,female,more,0.9922280868787648,1.255765774815472,lower,yes,yes,231,70,81
333,no,58,male,more,0.827714874740719,1.5679174427051756,upper,yes,no,235,123,9
156,no,58,female,more,1.935633319111365,1.2202270438418765,upper,yes,yes,157,33,1
316,no,32,male,more,3.1558585210973695,1.7686136650877433,lower,yes,no,365,202,13
282,yes,62,female,more,0.2972476431933111,1.182680685540082,upper,no,yes,241,402,79
109,no,40,female,more,2.4414045975978445,1.613360594704674,upper,yes,yes,105,215,5
85,yes,55,male,more,0.8493133340736194,1.318998419317879,upper,yes,yes,307,122,18
295,no,61,female,more,0.696519824899891,0.8102285921883795,upper,yes,yes,107,409,25
330,yes,45,male,more,2.035884048046422,1.527107221056084,upper,no,yes,63,564,80
124,yes,69,female,more,1.1944707619027197,0.9526122005570459,upper,yes,yes,135,262,13
47,no,33,female,more,1.228709072241808,2.0358056173677537,lower,yes,no,64,303,85
408,no,42,male,more,1.5705367875071339,0.9124128582630185,upper,yes,yes,106,533,50
75,no,59,male,more,1.9919803727117489,0.8557176250825101,upper,yes,yes,312,144,13
292,no,42,female,more,2.31293892408169,0.5389048333386761,lower,yes,yes,161,571,72
39,no,65,male,more,1.2950870363966898,1.9988677880865398,upper,yes,yes,225,82,14
463,no,29,female,more,2.675111503912606,1.0042639454039508,upper,yes,yes,331,252,47
368,no,34,female,more,1.7482767968917043,0.9758780251227543,upper,yes,yes,137,36,71
87,no,33,male,more,1.0923279039282443,1.1828891373015418,upper,yes,yes,206,412,19
104,yes,50,male,single,2.346266017559942,1.9200783239520822,lower,yes,no,258,482,56
456,yes,37,female,more,2.3523135241716804,2.3909093910951658,upper,no,yes,104,464,71
459,no,44,female,more,1.8084171653391812,1.9314200914295414,upper,yes,yes,88,470,65
128,no,41,female,more,1.246545580608267,2.258484775176978,upper,yes,yes,42,489,67
332,no,36,female,more,0.45792977358210085,1.6926178858433483,upper,yes,no,259,171,2
3,no,35,male,more,1.0910661122250722,1.9933115080432864,upper,yes,no,12,146,5
415,yes,33,female,more,2.799311880869108,1.48738701219915,lower,yes,yes,226,235,3
311,no,30,male,more,1.1383789996898175,1.4639985545283958,upper,yes,yes,112,36,69
220,yes,71,female,more,1.6992857891895072,1.2511820392982549,upper,yes,yes,173,164,89
100,no,47,male,more,1.254251853544663,2.1382720879298573,lower,yes,yes,173,302,27
128,no,72,male,more,1.8156432156845987,1.6290259440528616,upper,yes,yes,189,8,77
258,no,30,female,more,0.5619583927114777,2.0623107741219697,upper,yes,yes,84,8,35
374,no,39,male,more,2.0174416764373913,1.4703048941759773,upper,yes,no,129,534,47
159,no,35,male,more,0.862976358823791,0.07510007818224951,upper,yes,yes,131,506,80
408,no,72,male,more,3.2981262177892288,0.809955992283164,lower,yes,no,88,264,88
95,no,67,male,more,1.1382168688279497,1.8650939022260884,upper,yes,no,156,429,65
316,no,40,male,more,2.674920999301732,0.5101012104182473,upper,yes,yes,18,330,29
42,yes,30,female,more,1.8049151950148725,1.454810637656125,upper,yes,yes,35,529,73
114,no,44,male,more,0.7889034919733923,0.6013940035451062,upper,yes,yes,112,238,86
14,no,39,female,more,1.435087674848502,1.53618769113221,upper,yes,yes,89,251,47
366,no,31,female,more,1.2588192483910947,2.0937600442471656,upper,yes,yes,125,205,28
120,no,53,female,more,1.2852889931254214,1.9852272651989193,upper,yes,no,183,541,19
460,yes,49,female,more,2.0388687913793064,0.8467096334215769,lower,yes,yes,91,415,20
226,no,62,male,more,1.7151243615948233,1.2240678432656191,lower,yes,yes,48,264,45
84,no,41,male,more,2.371834238801937,1.3231756204863845,upper,yes,yes,265,522,78
337,no,30,male,more,1.0975436456502283,1.3031130306929366,upper,yes,yes,64,579,88
244,no,49,female,more,1.2678544290859786,1.7852996822130087,upper,yes,no,41,434,74
311,no,43,male,more,1.0391259238972512,0.1760496472977333,lower,yes,yes,93,428,31
46,no,67,male,more,1.285493760841927,1.4601056233128917,upper,yes,yes,190,159,79
160,no,29,male,more,1.8693057411439695,0.8497124447584549,lower,yes,yes,34,437,14
436,no,56,female,more,2.079802424372281,1.5943156584180165,upper,yes,yes,52,66,85
417,no,68,male,more,1.7177789837710968,2.0274959760621423,upper,yes,yes,96,257,84
376,no,54,male,more,2.08015408953008,1.9452182501078978,upper,yes,yes,138,380,24
38,no,44,female,more,0.9227830977210422,0.9613471172250402,upper,yes,yes,234,93,27
55,no,40,male,more,2.162008005014579,2.244569540943899,upper,yes,yes,119,567,87
384,no,51,female,more,2.1191208784621396,1.9447299192869936,lower,yes,yes,272,275,86
338,no,32,male,more,3.211212037778143,1.1569849461675656,upper,yes,yes,159,449,35
179,yes,61,female,more,2.9777993722130747,1.9803364938894235,lower,yes,yes,176,190,62
287,no,30,male,more,2.017371936222131,1.355957646015148,lower,yes,yes,307,509,84
179,no,32,female,more,1.4485794527564924,2.045431681463164,upper,yes,yes,56,553,61
358,no,46,female,more,2.2654589160013314,1.6529896247703681,upper,yes,yes,292,518,15
150,no,54,male,more,1.5399356370806678,1.6215269561811156,upper,yes,no,168,25,16
217,no,33,female,more,2.476376050774337,2.244838731735629,upper,yes,no,218,306,53
212,no,32,male,more,2.965304666110349,2.3003106295788336,upper,yes,yes,306,382,78
440,no,66,male,more,2.4128613175980735,1.7978860870068751,upper,yes,yes,251,91,2
350,yes,67,male,single,2.309080108016661,1.525576436881561,lower,yes,no,136,211,57
405,no,71,male,more,1.1157081174269834,0.6447750105599949,upper,yes,yes,51,235,70
163,yes,46,female,more,2.563545360862379,1.0233613466745102,lower,yes,yes,184,126,27
144,no,66,female,more,3.7044234268098126,1.2624023095711514,upper,yes,yes,373,61,12
128,no,56,male,more,0.6453233594258008,1.6986439494404346,upper,yes,yes,186,387,6
190,yes,61,female,more,1.1586182610333005,0.8857018872145417,upper,no,yes,281,434,16
151,no,42,male,more,1.2484190437766616,1.4645756420697114,upper,yes,yes,235,130,16
282,yes,72,male,more,2.8140750754273958,1.9695229106813334,upper,yes,yes,238,512,84
296,no,64,male,more,3.118747562847789,2.183293602249299,upper,yes,yes,32,195,7
461,no,29,female,single,1.79574114623166,0.8669040814429069,upper,yes,no,103,218,50
161,no,70,male,more,0.35110926864562964,1.7877137660936862,lower,yes,yes,201,369,34
217,no,64,male,more,1.7556038852833926,1.051379305404935,lower,yes,yes,369,377,19
377,no,40,male,more,1.9546779276431752,2.5514285427163603,upper,yes,no,302,48,9
35,no,65,female,more,1.1059834162323323,1.1627454294455808,upper,yes,yes,357,443,9
65,no,63,male,more,2.932021584537618,1.3195788693670645,upper,yes,yes,306,437,92
189,no,60,male,more,3.960988038320627,1.2077808461896928,upper,yes,yes,332,74,2
297,no,31,male,more,0.25954450413329,0.8838397760130428,upper,yes,yes,313,219,42
419,no,31,male,more,1.262908392273599,1.1429857805169106,upper,yes,yes,8,24,30
103,no,55,male,more,0.7396673455548107,1.583232740997778,upper,yes,no,225,435,39
306,no,65,male,more,1.5631918744653936,1.826752226444785,upper,yes,yes,11,66,2
155,yes,44,female,single,1.7903949895776257,2.5724383896134935,lower,no,yes,220,283,78
388,no,62,male,more,-0.6737208583393612,2.129420872235896,upper,yes,yes,207,11,80
351,yes,39,male,single,1.8690838484704826,0.5114040032008634,lower,yes,no,157,437,34
460,no,36,female,more,1.0998426677451867,1.3202973367523905,upper,yes,yes,20,464,73
75,yes,68,female,more,1.717916219745608,1.5438237236797572,upper,yes,yes,319,234,49
56,no,37,male,more,1.5256638644259,1.0838862699977458,upper,yes,yes,190,334,12
102,no,53,female,more,1.7387997746779276,0.8673595272820575,upper,yes,yes,191,463,81
139,no,56,male,more,0.9728275784488469,1.487713744452256,upper,yes,yes,153,451,22
258,no,47,female,more,2.2084777786974312,0.7381789529360921,upper,yes,yes,353,133,3
249,no,40,male,more,3.4936615666159065,1.6263082933932536,upper,yes,yes,135,71,55
376,no,34,male,more,1.7069084555174272,2.3076478820680117,upper,yes,yes,362,295,7
247,no,66,male,more,2.848749585749235,1.6507569632328023,upper,yes,yes,194,288,13
238,no,49,female,more,1.6695376353316531,0.897466149381105,upper,yes,no,156,132,43
438,no,29,male,more,1.0920915135418796,1.6620503322298144,lower,yes,yes,182,419,55
189,no,65,male,more,0.31902385275802314,1.4619463110649995,lower,yes,yes,162,290,40
121,no,61,male,more,2.2229897641419045,1.4886013909397786,upper,yes,yes,218,221,73
161,no,48,female,more,2.089306276332999,1.9484759332815145,upper,yes,yes,195,143,4
205,no,55,male,more,1.5369433883331671,2.2733005943853812,upper,yes,yes,235,265,28
462,no,50,male,more,3.2802163039221197,0.8188051870148655,lower,yes,yes,24,404,21
52,no,45,male,single,1.364956192360689,1.2530585757910386,lower,yes,no,115,187,37
329,no,32,female,more,1.4014591714616838,1.193251491046389,upper,yes,no,178,216,43
335,no,66,male,more,3.353133667108932,2.1278559222127873,upper,yes,yes,28,343,28
302,no,55,male,more,1.9488432120376589,0.37240978257211776,upper,yes,yes,329,315,82
299,no,69,female,more,3.1355072357077285,1.8786612327238845,upper,yes,yes,368,195,21
398,yes,67,male,more,1.6801593379751365,1.3270518779899174,upper,no,yes,315,381,68
455,no,29,female,more,1.6723614629325807,1.1850476911047112,lower,yes,yes,195,138,86
47,no,58,female,more,0.998032321743176,1.6654178011858392,upper,yes,yes,155,225,18
408,no,51,male,more,0.6873948190078303,2.307346708687458,upper,yes,yes,238,248,53
454,no,40,male,more,2.447796968491759,1.706796191070441,upper,yes,yes,117,270,79
224,no,37,male,more,0.9293999827956575,1.6980953530195506,upper,yes,yes,5,480,11
9,no,54,male,more,2.316411865987588,1.7997931705746906,upper,yes,yes,348,491,9
340,no,55,female,more,2.104408951857359,1.777250679779713,lower,yes,yes,373,132,92
304,no,59,female,more,0.06633629202092939,1.3015097893481251,upper,yes,yes,112,44,11
365,no,53,female,more,1.413446204861108,0.23654708298630456,upper,yes,yes,366,403,32
116,no,41,male,more,2.828767032951964,1.2204498398775931,upper,yes,no,105,446,32
460,yes,45,male,more,2.1437277607588245,1.756771950950799,upper,no,yes,230,328,18
324,no,71,female,more,1.5574395908669523,2.404461764964322,upper,yes,yes,142,550,33
190,no,52,female,single,1.021600716482658,1.3781376074223797,upper,yes,no,28,385,87
404,no,36,male,more,2.3222299950888496,1.5166982150069288,lower,yes,yes,69,434,68
322,yes,54,female,more,1.426121327480933,1.3168040278587119,lower,yes,yes,332,422,55
282,no,42,female,more,2.573123108318836,2.05919459473865,lower,yes,yes,20,336,40
176,no,67,male,more,0.8781455096351739,1.1632375293836843,lower,yes,yes,345,246,76
276,no,41,male,more,1.2313936834322619,1.673774637291852,lower,yes,yes,232,535,8
274,no,35,female,more,0.6081788628969442,1.6982827691448605,upper,yes,yes,363,187,85
300,no,69,female,more,0.8832777169488,2.154806443700627,upper,yes,yes,286,465,49
245,no,65,male,more,1.8086538369830412,1.7968514621131932,upper,yes,yes,198,232,56
387,yes,35,female,more,1.6603928164244408,1.3261602652736697,upper,yes,yes,371,230,22
129,no,70,female,more,1.8698852326631514,1.0527062065083697,upper,yes,no,54,40,1
80,no,50,female,more,2.9188892426669337,0.8817659476551988,upper,yes,no,40,296,13
71,no,35,female,more,0.7465417903658083,1.0721624222627215,upper,yes,yes,163,311,60
88,yes,45,male,single,1.5705579061096626,2.4747044655177395,lower,yes,no,314,467,44
129,no,35,male,more,3.0718840184534866,1.7099629884425105,upper,yes,yes,297,416,42
389,no,46,female,single,1.744017333489214,1.418655254538032,upper,yes,no,224,174,53
12,no,42,female,more,-0.2435058857867145,0.5712893236634086,lower,yes,no,85,330,25
246,yes,33,female,single,0.7767346956294078,1.4865689014160164,lower,yes,yes,257,183,4
121,yes,62,male,more,2.8628870202553336,0.3154158013374082,upper,no,yes,20,66,66
387,yes,37,female,more,-0.4904325314285183,0.522705093877336,upper,yes,yes,346,176,44
162,no,58,male,more,2.703346872958269,1.9583387347692782,upper,yes,yes,127,198,58
415,no,57,female,more,1.344499613697318,1.218652118886084,upper,yes,yes,340,195,59
61,no,66,female,more,2.104472331632786,1.4422334148555178,upper,yes,no,344,440,39
329,no,31,female,more,2.519624271540027,1.4634846915551385,upper,yes,yes,238,364,79
463,no,32,female,more,1.857413191064907,2.029037019320579,upper,yes,yes,182,141,71
115,yes,51,male,more,1.7549009501977566,2.134977046698932,upper,yes,yes,137,379,39
66,no,45,male,more,2.3559894595380744,1.0315255233820784,upper,yes,no,336,373,90
23,no,60,male,more,1.855593323045143,1.1013760470199188,upper,yes,yes,148,394,14
177,no,67,male,more,1.2530834425598507,1.7829663849119906,lower,yes,yes,77,303,20
385,no,44,male,more,3.1663738450335552,1.3837953133380176,lower,yes,yes,114,262,59
115,no,61,male,more,2.638584163455711,1.931409796629937,upper,yes,yes,375,210,87
346,no,57,female,more,0.7609080422527089,1.2192621361765814,upper,yes,yes,75,316,85
336,no,53,female,more,2.8402255808670267,2.254151869108652,upper,no,yes,333,403,25
328,no,56,male,more,1.9831704855317118,1.590727468650132,upper,yes,no,23,255,40
72,no,60,male,more,0.9745865839829493,1.1495756244727695,upper,yes,no,63,476,93
77,no,29,female,more,1.6013882588054986,2.4091462913468935,upper,yes,no,206,565,82
447,no,71,female,more,2.3657300231247564,0.8487946889037282,upper,yes,no,172,261,20
225,no,73,male,more,0.6763277407328026,0.5884277922291551,upper,yes,yes,182,273,72
316,no,38,male,more,0.7004264231804802,1.6683571727484783,lower,yes,yes,188,439,69
231,no,47,female,more,-0.17388269384978283,2.244178018613453,lower,yes,no,238,580,17
407,no,32,female,more,1.7562981143150693,1.702443240256681,upper,yes,yes,122,383,21
258,no,34,male,more,1.5739648609077164,2.4004389653563045,upper,yes,yes,373,412,40
130,no,57,female,more,1.1187746134438827,1.2931828841386166,lower,yes,yes,230,540,52
402,no,53,male,more,2.257859696618832,0.3919006706044801,upper,yes,yes,114,323,94
298,no,37,female,more,1.8681829350283252,2.207626303035101,upper,yes,yes,257,148,84
432,no,69,male,more,2.2141660241622367,1.0603860056277512,upper,yes,yes,148,128,49
330,no,42,male,more,0.9581683771780999,0.865777439277539,lower,yes,yes,108,229,53
102,no,60,male,more,2.3087600628313543,1.8303444782158174,lower,yes,no,177,117,39
394,no,57,male,more,-0.05053035370580328,0.9962978673847319,upper,yes,yes,323,112,17
145,no,32,male,more,1.8069388672579179,0.8787999520058738,lower,yes,yes,203,209,47
44,no,39,male,more,0.903452932374385,1.0691328445555617,upper,yes,yes,202,486,81
212,no,35,male,more,1.4926165151165611,2.035053980570673,upper,yes,yes,132,381,38
458,no,32,male,more,1.4159793820584958,2.2959469900655813,upper,yes,yes,29,439,26
