tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,AMNH99.1/60,-0.7149330836623,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/60,1.465981486820023,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/60,1.1854307924800065,4,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/61,1.4332491559544582,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/61,3.0190980068375506,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/61,1.4451707205935902,8,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/64,2.5513774021111035,12,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/64,1.0661247211086604,10,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/64,1.6043625783700406,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/72,2.435670435545375,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/72,-2.638257423180556,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/72,0.12529031488857711,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/75-A,-0.24084265662552862,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/75-A,-0.6502303056211682,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/75-A,0.23347456677806167,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/77,4.533937544639985,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/77,-1.2016190338550403,11,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/77,3.2543965134216046,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/79,-3.1866352024656113,6,39.4,9.1,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/79,0.0883279682237823,6,39.4,9.1,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/79,1.297352361024836,4,39.4,9.1,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/80(a),2.3261817001645215,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(a),2.629882697035324,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(a),2.8293969153385787,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/80(b),0.05470323398814414,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(b),-0.22135576955744551,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(b),2.9864138526022765,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/83-A,0.43716093844652404,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/83-A,-2.197372671784553,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/83-A,-1.8514104184987044,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-A,-1.3318930291799564,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-A,2.1098043115035825,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-A,1.2479665987900372,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-B,2.5794913622769835,12,48.8,10.5,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-B,-0.13608150198083613,8,48.8,10.5,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-B,1.2871158617968792,8,48.8,10.5,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-C,2.421827408280535,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-C,0.15037437904109163,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-C,2.0116866976163084,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-D,-0.7062262325926365,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-D,0.019891112812831402,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-D,-0.02550225502999648,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-C,-2.003383139964419,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-C,2.0850516670958745,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-C,-0.23848525389621944,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-D,0.9322944339912895,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-D,2.0699258746936953,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-D,1.9867984899203048,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/87,2.5185096792336417,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/87,0.6626666688729999,9,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/87,-0.12647434637128496,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-A,0.708262236809351,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-A,-3.197482213035382,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-A,-2.6138568554765316,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-B,-2.3115926516604137,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-B,-1.5208968440986312,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-B,1.8732012938812488,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/90,-1.2979447103946196,12,55.0,15.0,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/90,-0.01681587578058341,10,55.0,15.0,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/90,4.058447807053744,8,55.0,15.0,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-A,0.03638728782228817,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/91-A,2.6937524628003797,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/91-A,-1.366308213745975,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-B,0.40282388990100293,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/91-B,-1.406163059263754,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/91-B,0.078250185307018,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/94,2.94348962025272,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/94,-3.294629189586188,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/94,1.9573829322001475,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/96-A,1.4795243398910192,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/96-A,-0.5415627545216177,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,-2.611294634172461,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/97,1.07718012636442,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/97,-0.38447633143260407,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/97,1.4672324209946401,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/98,0.955029997799945,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/98,4.793502159300113,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/98,0.32041907822322147,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/99,-1.5846735015731819,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/99,1.3374943641774477,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/99,1.4364271871381658,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Anterior,BM1868.4.16.2,3.3197245991643145,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1868.4.16.2,2.0464678447170614,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1868.4.16.2,0.8845711629302248,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1884.10.30.1,3.572675404025805,6,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.1,-2.870586177250134,6,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.1,-1.5367487398457136,4,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1884.10.30.2,-2.233595926458934,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.2,-0.9295089588902764,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.2,-3.3271501057983093,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1886.12.20.10,1.5606592187520354,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1886.12.20.10,-0.5223518277528747,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1886.12.20.10,-3.5558173936019033,8,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1898.2.28.11,-2.4498313154254685,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Posterior,BM1898.2.28.11,0.7792337157664433,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Premolar,BM1898.2.28.11,2.0537936460608384,8,13.9289876,3.80295048,1.0,Pongo,Borneo
Anterior,BM1899.11.6.1,4.891108421420958,12,17.1217143,3.06608828,0.0,Papio,Arabia
Posterior,BM1899.11.6.1,7.119302877782356,12,17.1217143,3.06608828,0.0,Papio,Arabia
Premolar,BM1899.11.6.1,1.0468182447851793,8,17.1217143,3.06608828,0.0,Papio,Arabia
Anterior,BM1899.6.10.2,-2.364107998417556,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1899.6.10.2,-5.139860596312841,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1899.6.10.2,0.6904117980499321,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1899.7.8.1,-1.9350610410187632,12,23.0253446,4.35428022,1.0,Papio,East Africa
Posterior,BM1899.7.8.1,-0.9691210143239648,12,23.0253446,4.35428022,1.0,Papio,East Africa
Premolar,BM1899.7.8.1,-1.4471047215220807,8,23.0253446,4.35428022,1.0,Papio,East Africa
Anterior,BM1900.3.18.1,-0.3020550348550809,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1900.3.18.1,2.6298260482466715,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1900.3.18.1,0.42155348388520153,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1900.6.28.1,-0.3454073661559359,12,11.454619,2.00186723,1.0,Papio,Arabia
Posterior,BM1900.6.28.1,-2.476147099698915,12,11.454619,2.00186723,1.0,Papio,Arabia
Premolar,BM1900.6.28.1,-4.028684753698588,8,11.454619,2.00186723,1.0,Papio,Arabia
Anterior,BM1901.2.13.1,-1.1414974180673965,12,18.9952796,3.55691242,1.0,Papio,West Africa
Posterior,BM1901.2.13.1,-0.09066607337316182,12,18.9952796,3.55691242,1.0,Papio,West Africa
Premolar,BM1901.2.13.1,4.335230633199039,8,18.9952796,3.55691242,1.0,Papio,West Africa
Anterior,BM1901.8.9.23,0.35650525909289665,12,18.5922731,3.4773143,0.0,Papio,East Africa
Posterior,BM1901.8.9.23,2.427590605135464,12,18.5922731,3.4773143,0.0,Papio,East Africa
Premolar,BM1901.8.9.23,-1.1730513395320274,8,18.5922731,3.4773143,0.0,Papio,East Africa
Anterior,BM1902.11.22.1,-2.8388509799162263,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1902.11.22.1,-2.3047756893033946,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1902.11.22.1,-1.7219551456543665,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1902.9.2.1,5.211171281377492,12,19.8012926,3.71619727,1.0,Papio,East Africa
Posterior,BM1902.9.2.1,-1.9555798016688781,12,19.8012926,3.71619727,1.0,Papio,East Africa
Premolar,BM1902.9.2.1,2.0771308194012783,8,19.8012926,3.71619727,1.0,Papio,East Africa
Anterior,BM1902.9.9.3,-2.153684514910566,12,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1902.9.9.3,2.3032802981746583,9,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1902.9.9.3,0.9752481505046702,8,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1904.11.5.2,-0.34055575120542164,12,21.4133186,4.03507241,1.0,Papio,East Africa
Posterior,BM1904.11.5.2,-0.05903359267730607,12,21.4133186,4.03507241,1.0,Papio,East Africa
Premolar,BM1904.11.5.2,-1.550823338666838,8,21.4133186,4.03507241,1.0,Papio,East Africa
Anterior,BM1904.8.2.1,1.1237437444251899,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1904.8.2.1,-1.0653939227726812,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1904.8.2.1,-2.9376403353562757,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1904.8.2.3,-3.0647817984022634,12,17.1217143,3.06608828,1.0,Papio,East Africa
Posterior,BM1904.8.2.3,0.45930673010617934,12,17.1217143,3.06608828,1.0,Papio,East Africa
Premolar,BM1904.8.2.3,3.876442318811635,8,17.1217143,3.06608828,1.0,Papio,East Africa
Anterior,BM1905.5.10.1,0.42870368921133273,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1905.5.10.1,-0.2482348268811067,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1905.5.10.1,0.7344218665908064,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1906.11.1.6,3.212964405942774,12,20.2042991,3.79588028,1.0,Papio,East Africa
Posterior,BM1906.11.1.6,0.5729953597186457,12,20.2042991,3.79588028,1.0,Papio,East Africa
Premolar,BM1906.11.1.6,-0.9583581454983803,8,20.2042991,3.79588028,1.0,Papio,East Africa
Anterior,BM1907.7.8.11,2.727756522536366,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Posterior,BM1907.7.8.11,1.081674658319778,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Premolar,BM1907.7.8.11,3.771158193133943,8,19.8012926,3.71619727,1.0,Papio,Central Africa
Anterior,BM1908.7.17.1,0.4627165793181111,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Posterior,BM1908.7.17.1,-2.9573347563248245,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Premolar,BM1908.7.17.1,-3.3064336682799125,4,16.5968682,4.74312763,1.0,Pongo,Borneo
Anterior,BM1908.8.9.41,4.050971347481079,6,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1908.8.9.41,4.227689652420713,6,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1908.8.9.41,-0.39614648873600844,4,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1908.8.9.42,-0.8909633302510479,12,23.8313576,4.51398683,0.0,Papio,East Africa
Posterior,BM1908.8.9.42,3.590616030949896,12,23.8313576,4.51398683,0.0,Papio,East Africa
Premolar,BM1908.8.9.42,-2.649595605198783,8,23.8313576,4.51398683,0.0,Papio,East Africa
Anterior,BM1909.6.11,-2.133762020004579,12,14.0305714,2.48359763,1.0,Papio,East Africa
Posterior,BM1909.6.11,1.6029787891935434,12,14.0305714,2.48359763,1.0,Papio,East Africa
Premolar,BM1909.6.11,-0.9187031695683782,8,14.0305714,2.48359763,1.0,Papio,East Africa
Anterior,BM1910.10.3.1,0.0275562947002417,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM1910.10.3.1,-0.35708867366795105,9,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM1910.10.3.1,0.8601459412231423,7,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BM1911.12.1.1,3.4595129342798563,12,18.1892666,3.39774848,1.0,Papio,East Africa
Posterior,BM1911.12.1.1,0.26007833231465816,12,18.1892666,3.39774848,1.0,Papio,East Africa
Premolar,BM1911.12.1.1,1.6044656553083478,8,18.1892666,3.39774848,1.0,Papio,East Africa
Anterior,BM1913.10.18.2,-4.940945197000083,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1913.10.18.2,-0.07836259501205223,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1913.10.18.2,-2.0086493610307916,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1913.10.18.3,-2.9211372900377697,6,24.2343641,4.59386268,1.0,Papio,East Africa
Posterior,BM1913.10.18.3,-2.093493481882978,6,24.2343641,4.59386268,1.0,Papio,East Africa
Premolar,BM1913.10.18.3,-0.7717613864352704,4,24.2343641,4.59386268,1.0,Papio,East Africa
Anterior,BM1914.3.8.2,2.2652084919964057,12,26.6524031,5.07338879,0.0,Papio,East Africa
Posterior,BM1914.3.8.2,-3.182504800176675,12,26.6524031,5.07338879,0.0,Papio,East Africa
Premolar,BM1914.3.8.2,0.11441998934546802,8,26.6524031,5.07338879,0.0,Papio,East Africa
Anterior,BM1918.11.8.1,-1.1363019369370735,6,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1918.11.8.1,-0.7560901061562486,6,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1918.11.8.1,2.476225608178654,4,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1922.12.19.6,1.3473651231661867,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Posterior,BM1922.12.19.6,3.289242674014483,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Premolar,BM1922.12.19.6,-0.33537547242107574,8,18.1892666,3.39774848,1.0,Papio,Central Africa
Anterior,BM1923.3.4.3,-1.650810253073691,12,28.2644291,5.39328887,0.0,Papio,East Africa
Posterior,BM1923.3.4.3,-0.5038706819716767,12,28.2644291,5.39328887,0.0,Papio,East Africa
Premolar,BM1923.3.4.3,0.6291521141873361,8,28.2644291,5.39328887,0.0,Papio,East Africa
Anterior,BM1924.2.25.1,0.46898945959994537,12,20.6073056,3.87558812,1.0,Papio,East Africa
Posterior,BM1924.2.25.1,-2.5945483666267277,12,20.6073056,3.87558812,1.0,Papio,East Africa
Premolar,BM1924.2.25.1,0.2598472230454586,8,20.6073056,3.87558812,1.0,Papio,East Africa
Anterior,BM1924.8.6.15,0.5944865254253717,12,19.3982861,3.63654073,1.0,Papio,West Africa
Posterior,BM1924.8.6.15,6.156267121926483,12,19.3982861,3.63654073,1.0,Papio,West Africa
Premolar,BM1924.8.6.15,4.599841657867463,8,19.3982861,3.63654073,1.0,Papio,West Africa
Anterior,BM1924.8.6.16,-2.0329763938846543,12,24.2343641,4.59386268,0.0,Papio,West Africa
Posterior,BM1924.8.6.16,-0.6582051768660026,12,24.2343641,4.59386268,0.0,Papio,West Africa
Premolar,BM1924.8.6.16,-3.5154695171553834,8,24.2343641,4.59386268,0.0,Papio,West Africa
Anterior,BM1925.5.12.1,-1.3951376952969126,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1925.5.12.1,0.8067703730784063,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1925.5.12.1,2.9696520024966997,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1927.8.14.1,-1.7313277036562624,6,16.0913333,2.87155209,0.0,Papio,East Africa
Posterior,BM1927.8.14.1,-1.5492653924769668,6,16.0913333,2.87155209,0.0,Papio,East Africa
Premolar,BM1927.8.14.1,-5.176893242215611,4,16.0913333,2.87155209,0.0,Papio,East Africa
Anterior,BM1930.12.1.2,-0.3552009859300574,12,20.2042991,3.79588028,0.0,Papio,East Africa
Posterior,BM1930.12.1.2,-2.5411628005835816,12,20.2042991,3.79588028,0.0,Papio,East Africa
Premolar,BM1930.12.1.2,-1.2462865373669512,8,20.2042991,3.79588028,0.0,Papio,East Africa
Anterior,BM1931.4.1.1,-2.0903555341793796,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1931.4.1.1,-0.1890132699713932,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1931.4.1.1,-4.2304457758231955,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1932.7.6.1,-3.5242236888977603,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,BM1932.7.6.1,5.213059944845655,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,BM1932.7.6.1,-3.087825863731867,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,BM1934.11.20.1,-2.624668422907161,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1934.11.20.1,4.502828077503954,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1934.11.20.1,7.097934480872965,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1935.10.22.24,-2.806350884337229,6,21.0103121,3.95531929,0.0,Papio,West Africa
Posterior,BM1935.10.22.24,-0.8546701946101055,6,21.0103121,3.95531929,0.0,Papio,West Africa
Premolar,BM1935.10.22.24,0.8698178870497184,4,21.0103121,3.95531929,0.0,Papio,West Africa
Anterior,BM1935.2.14.1,4.239914838679729,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1935.2.14.1,-2.3575943397389376,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1935.2.14.1,-0.5559087571533554,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1936.12.28.1,1.9285613866198243,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.1,1.096275221647996,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.1,-0.8738807300000593,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1936.12.28.2,-0.2851262916021916,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-3.300344290916864,12,18.5922731,3.4773143,1.0,Papio,East Africa
