tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Posterior,AMNH99.1/107,0.8781514997019012,10,56.1166683,10.2682079,0.5,Homo sapiens,Alaska, Juanfran,2,5433.593262,Lamont Elementary,3,1,7,G,10,0.0294137
Premolar,AMNH99.1/107,0.8138584452797764,7,56.1166683,10.2682079,0.5,Homo sapiens,Alaska,Phil Jagielka,2,5725.563477,Westmorland Union Elementary,4,22,3,G,5,0.2394859
Anterior,AMNH99.1/109,0.5774977462164144,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Fabian Giefer,2,4542.10498,Pleasant View Elementary,4,1,9,G,13,-0.8487269
Posterior,AMNH99.1/109,1.4844428656098962,10,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Bueno,4,5107.086426,Wasco Union Elementary,2,1,3,G,5,-0.7330914
Premolar,AMNH99.1/109,0.8283111269870636,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Agirretxe,3,4659.661621,Alta Vista Elementary,2,10,7,L,10,-0.1111221
Anterior,AMNH99.1/110,0.6978546695470499,5,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,Piotr Trochowski,2,4555.464355,Livingston Union Elementary,3,1,7,G,10,1.775517
Posterior,AMNH99.1/110,0.7341588880331914,6,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,Eden Hazard,2,5415.152832,Woodlake Union Elementary,2,2,4,wood,6,-0.3218485
Premolar,AMNH99.1/110,1.1555685507535582,4,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,André Schürrle,4,4997.871582,Alisal Union Elementary,4,1,9,G,13,0.2116939
Anterior,AMNH99.1/111,1.0760624713041615,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Jon Walters,5,5223.912109,Arvin Union Elementary,2,14,7,G,10,-0.717645
Posterior,AMNH99.1/111,1.0985940043559503,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Beg Ferati,3,5139.164551,Terra Bella Union Elementary,1,5,4,G,6,-0.7326927
Premolar,AMNH99.1/111,1.1072125645107391,8,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Shola Ameobi,3,4614.251953,Tipton Elementary,4,1,7,wood,10,0.4081676
Anterior,AMNH99.1/112,1.9223686285483426,12,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Darron Gibson,4,5342.233398,San Ysidro Elementary,1,7,3,G,5,-0.0102077
Posterior,AMNH99.1/112,0.7082954450953913,11,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Janek Sternberg,3,5347.458496,Soledad Unified,3,2,4,L,6,-0.923957
Premolar,AMNH99.1/112,0.6578718066929079,8,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Niklas Lomb,4,5036.458984,Mountain View Elementary,4,2,4,L,6,0.5766805
Anterior,AMNH99.1/160,0.514202069721943,4,55.0,15.0,0.25,Homo sapiens,Alaska, Cristiano Ronaldo,5,5117.141602,King City Union Elementary,4,10,3,G,5,-0.0836015
Posterior,AMNH99.1/160,1.1954348359593632,5,55.0,15.0,0.25,Homo sapiens,Alaska,Zoltán Gera,1,5117.039551,Ontario-Montclair Elementary,1,1,3,G,5,-1.079558
Premolar,AMNH99.1/160,1.4398601035051883,4,55.0,15.0,0.25,Homo sapiens,Alaska, Nélson,4,5272.191895,Los Nietos Elementary,2,3,3,G,5,1.040902
Anterior,AMNH99.1/59,0.84764720893322,12,48.8,10.5,0.25,Homo sapiens,Alaska,Fabien Camus,3,5225.719238,Winton Elementary,2,9,3,G,5,-1.052108
Posterior,AMNH99.1/59,0.5016310278737153,6,48.8,10.5,0.25,Homo sapiens,Alaska,Wesley Hoolahan,4,6516.533203,Raisin City Elementary,4,3,4,G,6,-0.7277681
Premolar,AMNH99.1/59,0.5090998060050751,8,48.8,10.5,0.25,Homo sapiens,Alaska,William Gallas,1,4559.176758,Ravenswood City Elementary,3,1,4,G,6,-0.3953965
Anterior,AMNH99.1/59-B,1.21192703605427,6,40.0,10.0,0.25,Homo sapiens,Alaska, Ryan Mendes,3,5119.158203,Richland-Lerdo Union Elementary,4,2,7,G,10,0.9333959
Posterior,AMNH99.1/59-B,1.2560773249600317,6,40.0,10.0,0.25,Homo sapiens,Alaska,Matthias Ostrzolek,5,5338.185547,Oxnard Elementary,1,1,7,G,10,-0.2377786
Premolar,AMNH99.1/59-B,1.1607358979184912,4,40.0,10.0,0.25,Homo sapiens,Alaska,Liam Ridgewell,5,5090.044922,El Nido Elementary,4,3,7,G,10,0.274908
Anterior,AMNH99.1/60,0.5848448226218605,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Javier Pinola,5,5485.496094,Fairfax Elementary,3,1,7,G,10,1.970023
Posterior,AMNH99.1/60,1.0125573592514063,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Florent Malouda,2,4793.370117,Delano Union Elementary,4,3,4,G,6,1.05095
Premolar,AMNH99.1/60,0.9575368413671083,4,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Claudio Pizarro,5,5092.91748,Perris Elementary,4,1,3,G,5,0.2418185
Anterior,AMNH99.1/61,1.0061380210279876,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Vegar Hedenstad,3,4359.520996,Valle Lindo Elementary,1,1,3,G,5,1.349395
Posterior,AMNH99.1/61,1.3171485685765099,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Sebastian Larsson,4,5645.495605,Alum Rock Union Elementary,2,21,7,G,10,0.1115635
Premolar,AMNH99.1/61,1.008476032209814,8,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Hajime Hosogai,2,4518.016113,Edison Elementary,1,1,7,G,10,-0.2577254
Anterior,AMNH99.1/64,1.2254210112530648,12,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,David Fox,4,5864.366211,Bakersfield City Elementary,2,1,7,G,10,-0.6562689
Posterior,AMNH99.1/64,0.9341389957512396,10,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,Roque Santa Cruz,2,5257.996582,Franklin-McKinley Elementary,2,2,3,G,5,-0.6563948
Premolar,AMNH99.1/64,1.039696124102399,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska, Isma López,5,5016.692383,Hawthorne Elementary,2,1,3,G,5,0.7244775
Anterior,AMNH99.1/72,1.202729008161631,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska, Thiago,2,4720.086426,Chowchilla Elementary,2,2,7,G,10,0.6318343
Posterior,AMNH99.1/72,0.20764988653833982,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Massimo Luongo,5,5470.5625,Salinas City Elementary,4,2,4,G,6,1.070944
Premolar,AMNH99.1/72,0.7496261881983286,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Moussa Sissoko,4,5615.441895,Santa Maria-Bonita Elementary,2,4,7,G,10,-1.450494
Anterior,AMNH99.1/75-A,0.6778216048783234,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Alex Smith,1,5245.439941,Whittier City Elementary,3,1,7,L,10,1.15588
Posterior,AMNH99.1/75-A,0.5975340813839911,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Korey Smith,4,4838.175293,Eastside Union Elementary,1,3,7,G,10,-0.3260148
Premolar,AMNH99.1/75-A,0.7708428655617101,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Stilian Petrov,5,5367.988281,Lawndale Elementary,1,10,7,wood,10,0.8846435
Anterior,AMNH99.1/77,1.6142330440848363,12,45.2,12.6,0.75,Homo sapiens,Alaska,Leyti N'Diaye,4,5526.236816,Robla Elementary,1,1,7,G,10,-0.5583452
Posterior,AMNH99.1/77,0.4893978550440056,11,45.2,12.6,0.75,Homo sapiens,Alaska,Mickaël Landreau,4,4353.019531,Santa Rita Union Elementary,4,3,9,G,13,-0.3415543
Premolar,AMNH99.1/77,1.363294402291561,8,45.2,12.6,0.75,Homo sapiens,Alaska,Ján Mucha,4,5034.290039,Rio Elementary,1,1,9,G,13,-0.5040575
Anterior,AMNH99.1/79,0.10010415586929455,6,39.4,9.1,0.25,Homo sapiens,Alaska, Cuéllar,5,4692.493652,Strathmore Union Elementary,2,5,4,G,6,-0.9005804
Posterior,AMNH99.1/79,0.7423772756247913,6,39.4,9.1,0.25,Homo sapiens,Alaska,Holger Badstuber,3,5606.781738,North Sacramento Elementary,2,1,7,G,10,0.6430142
Premolar,AMNH99.1/79,0.9794864668287236,4,39.4,9.1,0.25,Homo sapiens,Alaska,Marc Tierney,2,4969.180664,Anaheim Elementary,2,1,3,G,5,0.773524
Anterior,AMNH99.1/80(a),1.1812565005375708,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska, Ramires,2,4675.674805,Lemoore Union Elementary,4,4,3,G,5,1.063938
Posterior,AMNH99.1/80(a),1.2408171662814862,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Edin Džeko,4,5306.132813,Armona Union Elementary,4,5,3,G,5,-1.090389
Premolar,AMNH99.1/80(a),1.2799451236802364,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Sanjin Prcić,2,5693.883301,Beardsley Elementary,1,1,7,G,10,-1.069162
Anterior,AMNH99.1/80(b),0.7357829227014494,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska,James Perch,4,5181.57959,South Whittier Elementary,1,2,4,G,6,1.415695
Posterior,AMNH99.1/80(b),0.6816432978559901,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Edu,3,5228.650879,Hanford Elementary,3,1,3,G,5,-1.422919
Premolar,AMNH99.1/80(b),1.3107386785676276,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Matthew Lowton,5,5339.391113,National Elementary,1,1,3,G,5,0.3918222
Anterior,AMNH99.1/83-A,0.8107890495536486,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,James Tomkins,2,6056.49707,Roseland Elementary,2,1,7,G,10,-0.4899626
Posterior,AMNH99.1/83-A,0.29411450002348294,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,Granit Xhaka,3,4845.680176,Di Giorgio Elementary,3,1,9,G,13,-0.5835869
Premolar,AMNH99.1/83-A,0.36196328004160105,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,Chinedu Ede,5,4826.666016,Keppel Union Elementary,4,4,4,G,6,0.7566829
Anterior,AMNH99.1/84-A,0.46384902257187316,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Leon Balogun,2,5367.090332,Lakeside Union Elementary,4,1,7,G,10,0.8808186
Posterior,AMNH99.1/84-A,1.1388214033420947,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Javier Pinola,4,5742.73291,Merced City Elementary,3,1,3,G,5,-0.5665014
Premolar,AMNH99.1/84-A,0.9698011220083815,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Rory Delap,1,4136.250977,Guadalupe Union Elementary,1,1,3,G,5,0.3394037
Anterior,AMNH99.1/84-B,1.230934612464226,12,48.8,10.5,0.25,Homo sapiens,Alaska,Derrick Williams,4,5267.831055,Cucamonga Elementary,2,2,4,G,6,-0.1513687
Posterior,AMNH99.1/84-B,0.698366957639854,8,48.8,10.5,0.25,Homo sapiens,Alaska,Alexis Thébaux,3,5238.39209,Knightsen Elementary,3,6,3,G,5,-1.024997
Premolar,AMNH99.1/84-B,0.9774789241627917,8,48.8,10.5,0.25,Homo sapiens,Alaska,Ronny Philp,3,5462.899414,Rio Dell Elementary,1,2,7,G,10,-0.0252444
Anterior,AMNH99.1/84-C,1.2000141671558382,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska,Fernando Gago,3,6313.373535,Montague Elementary,2,1,3,G,5,-0.7467875
Posterior,AMNH99.1/84-C,0.754545577913478,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska, Felipe Santana,2,6653.030762,McCloud Union Elementary,4,1,9,G,13,0.9889485
Premolar,AMNH99.1/84-C,1.1195789561175418,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska,Tom Starke,3,5533.149414,Santa Paula Elementary,4,1,3,G,5,-0.5324199
Anterior,AMNH99.1/84-D,0.5865523766028667,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska,Christian Pander,4,6118.710449,West Park Elementary,2,1,7,G,10,-0.7668921
Posterior,AMNH99.1/84-D,0.728955704040585,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska,Hugo Rodallega,2,5098.626953,Atwater Elementary,3,1,7,G,10,1.154256
Premolar,AMNH99.1/84-D,0.7200533321783436,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska, San José,4,5652.878906,Weaver Union Elementary,1,1,4,G,6,1.232602
Anterior,AMNH99.1/86-C,0.3321589772613134,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Jens Grahl,4,5329.002441,Pacific Union Elementary,1,1,9,G,13,1.774334
Posterior,AMNH99.1/86-C,1.1339670103864052,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Thomas Sørensen,1,5929.809082,Lucerne Valley Unified,3,11,7,G,10,1.773151
Premolar,AMNH99.1/86-C,0.6782839295905596,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Mario Balotelli,4,4897.067871,Romoland Elementary,4,1,4,wood,6,0.7245926
Anterior,AMNH99.1/86-D,0.9078927170773473,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Rio Mavuba,3,5100.202148,El Monte City Elementary,1,7,7,G,10,-1.181626
Posterior,AMNH99.1/86-D,1.1310005984395872,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Frank Lampard,3,4825.722656,Greenfield Union Elementary,4,1,3,L,5,1.769452
Premolar,AMNH99.1/86-D,1.1146979770136851,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Marouane Fellaini,3,4079.12915,Palo Verde Union Elementary,3,8,4,Q,6,-0.5872612
Anterior,AMNH99.1/87,1.2189751204715442,12,45.2,12.6,0.75,Homo sapiens,Alaska,Matthieu Sans,4,5349.367676,Elverta Joint Elementary,3,2,4,Q,6,-0.0018324
Posterior,AMNH99.1/87,0.8550143618564022,9,45.2,12.6,0.75,Homo sapiens,Alaska,Junior Fernandes,2,5869.38916,Lucerne Elementary,2,1,3,wood,5,-0.0566766
Premolar,AMNH99.1/87,0.7002510758676703,8,45.2,12.6,0.75,Homo sapiens,Alaska,Ludovic Giuly,4,6462.12793,Luther Burbank Elementary,3,2,3,G,5,1.231394
Anterior,AMNH99.1/89-A,0.86395638841951,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Klaas-Jan Huntelaar,5,6231.601563,Bangor Union Elementary,2,15,3,L,5,0.4203998
Posterior,AMNH99.1/89-A,0.09797688207854804,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Andre Luiz,1,4993.867676,Bayshore Elementary,4,1,3,wood,5,0.2899157
Premolar,AMNH99.1/89-A,0.21243523157163058,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Pedro,5,4663.811035,Oak Valley Union Elementary,3,10,4,G,6,0.2899157
Anterior,AMNH99.1/89-B,0.2717141190146679,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Anthony Annan,3,6107.106445,Wilsona Elementary,4,1,4,G,6,0.2899157
Posterior,AMNH99.1/89-B,0.42678232486365003,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Gonzalo Jara,1,5324.228027,Brawley Elementary,4,3,7,G,10,-0.7377322
Premolar,AMNH99.1/89-B,1.092419733963971,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Stefan Thesker,3,5221.460938,Meadows Union Elementary,2,1,7,G,10,-0.7377322
Anterior,AMNH99.1/90,0.4705068356464925,12,55.0,15.0,0.75,Homo sapiens,Alaska,Andriy Voronin,4,5157.784668,Little Lake City Elementary,4,1,7,G,10,-0.5719836
Posterior,AMNH99.1/90,0.721756871305083,10,55.0,15.0,0.75,Homo sapiens,Alaska,Renaud Cohade,5,5131.119141,Pond Union Elementary,1,3,7,G,10,-0.6779634
Premolar,AMNH99.1/90,1.5209818344515535,8,55.0,15.0,0.75,Homo sapiens,Alaska,Emre Can,2,5279.354004,Taft City Elementary,2,1,4,G,6,-0.6779634
Anterior,AMNH99.1/91-A,0.7321908701280027,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska,Francis Coquelin,4,4704.043945,Brittan Elementary,4,2,3,G,5,-0.6779634
Posterior,AMNH99.1/91-A,1.25334305789551,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska, Diego,5,6089.910645,Arena Union Elementary,3,1,3,G,5,-0.6779634
Premolar,AMNH99.1/91-A,0.4570996495847183,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska,Martín Demichelis,4,5356.833496,Adelanto Elementary,2,6,7,G,10,-0.6779634
Anterior,AMNH99.1/91-B,0.8040550003008489,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska,Roy Contout,4,5144.549316,Hollister School District,4,1,7,G,10,-0.6779634
Posterior,AMNH99.1/91-B,0.44928347131524216,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska,Benoît Costil,4,4906.22998,Palmdale Elementary,1,3,7,G,10,-0.6779634
Premolar,AMNH99.1/91-B,0.7404008597883939,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska, Yannick Djaló,4,5489.588867,Oroville City Elementary,3,4,3,L,5,1.509794
Anterior,AMNH99.1/94,1.302320544015459,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska,Sebastian Freis,3,5718.55127,Standard Elementary,4,1,3,G,5,1.509794
Posterior,AMNH99.1/94,0.0789247924970442,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska,Stephen Kelly,2,4436.152832,Briggs Elementary,4,1,7,wood,10,1.509794
Premolar,AMNH99.1/94,1.1089291115206739,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska, Maicon,4,4895.439453,Monroe Elementary,1,1,4,G,6,1.509794
Anterior,AMNH99.1/96-A,1.0152133312544345,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Ryan Mason,4,5159.21875,Lancaster Elementary,2,1,7,G,10,1.509794
Posterior,AMNH99.1/96-A,0.618845541520566,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Carlos Sánchez,5,5490.654785,Alview-Dairyland Union Elementary,1,1,7,G,10,0.5885687
Premolar,AMNH99.1/96-A,0.21293772451115367,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Chris Brunt,5,5172.019531,Magnolia Elementary,4,1,7,wood,10,0.5885687
Anterior,AMNH99.1/97,0.9363071391023855,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska,Benjamin Lecomte,3,4441.672852,Liberty Elementary,3,2,7,G,10,0.5885687
Posterior,AMNH99.1/97,0.6496527236994649,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska, Xavi,4,5220.370117,Mt. Pleasant Elementary,2,1,7,L,10,0.5885687
Premolar,AMNH99.1/97,1.0128026876270444,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska,Bănel Nicoliţă,4,5252.810547,El Centro Elementary,2,2,9,L,13,0.5885687
Anterior,AMNH99.1/98,0.9123515279816884,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Patrick Owomoyela,5,5518.702148,South Bay Union Elementary,4,1,9,G,13,0.5885687
Posterior,AMNH99.1/98,1.6651378531306125,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Sejad Salihović,4,5609.487793,Cascade Union Elementary,3,3,4,G,6,-0.126001
Premolar,AMNH99.1/98,0.7878940871178124,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Shawn Parker,4,4945.031738,Kings River Union Elementary,3,1,7,G,10,-0.126001
Anterior,AMNH99.1/99,0.41427469328770933,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Ashley Westwood,2,5223.025391,Gerber Union Elementary,2,1,3,G,5,-0.126001
Posterior,AMNH99.1/99,0.9873589613437186,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Kevin Großkreutz,5,4757.025391,Exeter Union Elementary,1,18,3,G,5,-0.126001
Premolar,AMNH99.1/99,1.006761284221085,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Mamadou Bah,4,5522.161621,American Union Elementary,4,1,3,G,5,-0.2581899
Anterior,BM1868.4.16.2,0.6651547838105918,12,12.47378,3.29146087,1.0,Pongo,Borneo,Chris Smalling,2,6087.608887,San Antonio Union Elementary,1,2,7,G,10,-0.2581899
Posterior,BM1868.4.16.2,0.4154485900898087,12,12.47378,3.29146087,1.0,Pongo,Borneo,Jérémy Ménez,3,4960.515625,Burton Elementary,4,11,4,G,6,-0.2581899
Premolar,BM1868.4.16.2,0.1875819034278938,8,12.47378,3.29146087,1.0,Pongo,Borneo, Antonio López,5,4880.040527,Nuview Union Elementary,4,3,3,G,5,-0.2581899
Anterior,BM1884.10.30.1,0.7147625180401203,6,13.686453,3.71761878,1.0,Pongo,Borneo,Vurnon Anita,2,6538.417969,Bellevue Union Elementary,1,1,3,G,5,-0.2581899
Posterior,BM1884.10.30.1,-0.548865040964061,6,13.686453,3.71761878,1.0,Pongo,Borneo,Aaron Ramsey,4,4925.659668,Garvey Elementary,3,1,7,G,10,-0.2581899
Premolar,BM1884.10.30.1,-0.2872779978376867,4,13.686453,3.71761878,1.0,Pongo,Borneo,Antonio Valencia,2,5204.6875,Corning Union Elementary,2,1,9,G,13,0.1496926
Anterior,BM1884.10.30.2,-0.42394097485818827,12,13.686453,3.71761878,1.0,Pongo,Borneo,Dawda Bah,2,4907.410645,Jefferson Elementary,4,11,4,G,6,0.1496926
Posterior,BM1884.10.30.2,-0.1681884788945489,12,13.686453,3.71761878,1.0,Pongo,Borneo,Patrick Helmes,4,5923.45166,Big Springs Union Elementary,3,1,7,G,10,0.1496926
Premolar,BM1884.10.30.2,-0.6384045940744352,8,13.686453,3.71761878,1.0,Pongo,Borneo,Serdar Taşçı,4,4741.957031,General Shafter Elementary,1,2,3,G,5,0.1496926
Anterior,BM1886.12.20.10,0.3201736799487561,12,14.1715222,3.88831042,1.0,Pongo,Borneo,Salif Sané,2,4954.019531,Turlock Joint Elementary,4,2,3,G,5,0.1496926
Posterior,BM1886.12.20.10,-0.08833839594193094,12,14.1715222,3.88831042,1.0,Pongo,Borneo,Glen Johnson,2,5500.10791,Twain Harte-Long Barn Union Elementary,4,2,4,G,6,0.1496926
Premolar,BM1886.12.20.10,-0.6832499387910068,8,14.1715222,3.88831042,1.0,Pongo,Borneo, Capdevila,3,5360.51709,Redwood City Elementary,2,8,3,G,5,0.540917
Anterior,BM1898.2.28.11,-0.466348223622407,12,13.9289876,3.80295048,1.0,Pongo,Borneo,Clemens Fritz,3,5685.63916,Camino Union Elementary,4,2,7,G,10,0.540917
Posterior,BM1898.2.28.11,0.16692353040481034,12,13.9289876,3.80295048,1.0,Pongo,Borneo,Claudio Yacob,2,5594.196289,Plainsburg Union Elementary,4,1,3,G,5,0.540917
Premolar,BM1898.2.28.11,0.4168852979361403,8,13.9289876,3.80295048,1.0,Pongo,Borneo,Péter Gulácsi,2,4692.566895,Banta Elementary,3,1,9,G,13,0.540917
Anterior,BM1899.11.6.1,0.991380634745374,12,17.1217143,3.06608828,0.0,Papio,Arabia,Frédéric Piquionne,4,5085.40625,Washington Colony Elementary,2,2,3,L,5,0.540917
Posterior,BM1899.11.6.1,1.4283655198632985,12,17.1217143,3.06608828,0.0,Papio,Arabia,Rémy Vercoutre,1,5456.197266,Rio Linda Union Elementary,2,1,7,G,10,0.540917
Premolar,BM1899.11.6.1,0.2374533029538784,8,17.1217143,3.06608828,0.0,Papio,Arabia, Casto,2,5105.179688,Chatom Union Elementary,4,1,7,wood,10,0.540917
