feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
1242,0.2637172043565196,male,22.0,1.5,no,3,16,3,5
1245,0.05246679835624363,male,27.0,4.0,yes,3,16,4,2
1260,-0.292171185803555,female,27.0,7.0,yes,3,12,1,2
1266,-0.10348826806596086,female,37.0,15.0,yes,2,18,5,4
1271,-0.25197737820688537,female,37.0,7.0,yes,3,14,4,4
1273,0.15256251210246857,male,22.0,1.5,no,2,16,5,5
1276,1.471491972993157,male,37.0,15.0,yes,5,20,5,4
1280,-2.5666584409312976,female,22.0,1.5,no,4,16,5,3
1282,-0.23685026450968424,female,32.0,10.0,yes,4,16,1,5
1285,0.17651242137244696,male,27.0,4.0,no,2,17,5,3
1295,0.2959939896870995,female,22.0,0.417,no,4,14,5,5
1298,-0.37191458132128985,female,27.0,4.0,no,2,18,5,5
1299,-1.7567217824785826,male,37.0,15.0,yes,4,18,5,3
1304,0.32799548371410964,male,37.0,10.0,yes,5,20,7,4
1305,1.727350214164185,female,27.0,7.0,yes,2,14,4,2
1311,-1.5338614049161376,male,32.0,4.0,yes,2,16,5,5
1314,0.8638280136981883,male,32.0,4.0,yes,2,16,6,4
1319,-0.3285252231228939,male,22.0,1.5,no,3,18,4,5
1322,-0.0613243458288473,female,22.0,4.0,yes,4,14,3,4
1324,-1.052898510703949,female,17.5,0.75,no,2,18,5,4
1327,-0.33445617235587666,male,32.0,10.0,yes,4,20,4,5
1328,1.3000445946989585,female,32.0,0.75,no,5,14,3,3
1330,0.582655241987707,male,37.0,15.0,yes,4,17,5,3
1332,1.732311605409944,male,32.0,4.0,no,3,14,4,5
1333,1.1774118889776937,female,27.0,1.5,no,2,17,3,2
1336,0.4390866789295762,female,22.0,7.0,yes,4,14,1,5
1341,1.743934526167792,male,47.0,15.0,yes,5,14,6,5
1344,0.43899315873829875,male,27.0,4.0,yes,1,16,4,4
1352,0.8279881767970589,female,37.0,15.0,yes,5,14,1,3
1358,-0.29657095353470836,male,42.0,4.0,yes,4,18,5,5
1359,0.06654581585920483,female,32.0,4.0,yes,2,14,1,5
1361,-0.6974238233002769,male,52.0,15.0,yes,2,14,7,4
1364,0.989583934594853,female,22.0,1.5,no,2,16,1,4
1368,-1.1783036231148656,male,52.0,15.0,yes,4,12,2,4
1384,0.7823503424176613,female,22.0,0.417,no,3,17,1,5
1390,-0.19065105750515945,female,22.0,1.5,no,2,16,5,5
1393,1.1712470934673194,male,27.0,4.0,yes,4,20,6,4
1394,0.7508689887312598,female,32.0,15.0,yes,4,14,1,5
1402,1.8206461576468016,female,27.0,1.5,no,2,16,3,5
1407,0.7307746911386448,male,32.0,4.0,no,1,20,6,5
1408,-1.5720402556532407,male,37.0,15.0,yes,3,20,6,4
1412,-0.06695317289820084,female,32.0,10.0,no,2,16,6,5
1413,-1.172007192594816,female,32.0,10.0,yes,5,14,5,5
1416,-0.5182798423662747,male,37.0,1.5,yes,4,18,5,3
1417,1.5112284332767216,male,32.0,1.5,no,2,18,4,4
1418,0.637533810897696,female,32.0,10.0,yes,4,14,1,4
1419,-0.6989304285787463,female,47.0,15.0,yes,4,18,5,4
1420,-1.013717366440399,female,27.0,10.0,yes,5,12,1,5
1423,0.03278209287626079,male,27.0,4.0,yes,3,16,4,5
1424,-1.2165601493811278,female,37.0,15.0,yes,4,12,4,2
1432,-0.6711402773965811,female,27.0,0.75,no,4,16,5,5
1433,0.31200947155124387,female,37.0,15.0,yes,4,16,1,5
1437,1.1553120361066962,female,32.0,15.0,yes,3,16,1,5
1438,0.6087614722244398,female,27.0,10.0,yes,2,16,1,5
1439,-2.2912895085981,male,27.0,7.0,no,2,20,6,5
1446,0.3043667290302598,female,37.0,15.0,yes,2,14,1,3
1450,0.07203357323257792,male,27.0,1.5,yes,2,17,4,4
1451,0.41389028537269307,female,22.0,0.75,yes,2,14,1,5
1452,1.6162096816512073,male,22.0,4.0,yes,4,14,2,4
1453,-2.063238276804743,male,42.0,0.125,no,4,17,6,4
1456,-0.5911034251911056,male,27.0,1.5,yes,4,18,6,5
1464,0.5909063227933546,male,27.0,7.0,yes,3,16,6,3
1469,-1.5815943994539423,female,52.0,15.0,yes,4,14,1,3
1473,1.475949048053509,male,27.0,1.5,no,5,20,5,2
1481,0.3683566127006584,female,27.0,1.5,no,2,16,5,5
1482,0.846583985843404,female,27.0,1.5,no,3,17,5,5
1496,-0.5709436615217945,male,22.0,0.125,no,5,16,4,4
1497,0.8137636899662105,female,27.0,4.0,yes,4,16,1,5
1504,1.0684715559890383,female,27.0,4.0,yes,4,12,1,5
1513,0.23287802013716835,female,47.0,15.0,yes,2,14,5,5
1515,0.23440089269869593,female,32.0,15.0,yes,3,14,5,3
1534,0.2703432392817259,male,42.0,7.0,yes,2,16,5,5
1535,-0.8633452647393817,male,22.0,0.75,no,4,16,6,4
1536,-0.14752868024035293,male,27.0,0.125,no,3,20,6,5
1540,-0.1525225324523588,male,32.0,10.0,yes,3,20,6,5
1551,0.3833938643534951,female,22.0,0.417,no,5,14,4,5
1555,0.9998242469102946,female,47.0,15.0,yes,5,14,1,4
1557,-1.0585360819784093,female,32.0,10.0,yes,3,14,1,5
1566,-0.12500903031957764,male,57.0,15.0,yes,4,17,5,5
1567,1.4814555476589732,male,27.0,4.0,yes,3,20,6,5
1576,-0.7435882288125641,female,32.0,7.0,yes,4,17,1,5
1584,-0.8222500172903203,female,37.0,10.0,yes,4,16,1,5
1585,0.20230619183119358,female,32.0,10.0,yes,1,18,1,4
1590,0.8443851904853201,female,22.0,4.0,no,3,14,1,4
1594,0.01142605556065933,female,27.0,7.0,yes,4,14,3,2
1595,1.3289605904369892,male,57.0,15.0,yes,5,18,5,2
1603,0.8567939825665268,male,32.0,7.0,yes,2,18,5,5
1608,0.8418200668900618,female,27.0,1.5,no,4,17,1,3
1609,0.5541165013240933,male,22.0,1.5,no,4,14,5,5
1615,2.327653100346085,female,22.0,1.5,yes,4,14,5,4
1616,-0.2051616888660442,female,32.0,7.0,yes,3,16,1,5
1617,-2.003522292066514,female,47.0,15.0,yes,3,16,5,4
1620,1.604254361517141,female,22.0,0.75,no,3,16,1,5
1621,-0.45769943095682564,female,22.0,1.5,yes,2,14,5,5
1637,0.10788044434303304,female,27.0,4.0,yes,1,16,5,5
1638,1.309550684860527,male,52.0,15.0,yes,4,16,5,5
1650,-1.6022595410589253,male,32.0,10.0,yes,4,20,6,5
1654,-1.2516472141061394,male,47.0,15.0,yes,4,16,6,4
1665,-1.6012779371188537,female,27.0,7.0,yes,2,14,1,2
1670,-0.7941362900254239,female,22.0,1.5,no,4,14,4,5
1671,0.43963660601699356,female,32.0,10.0,yes,2,16,5,4
1675,0.524187842812771,female,22.0,0.75,no,2,16,5,4
1688,0.27627417932855375,female,22.0,1.5,no,2,16,5,5
1691,-1.4127658838923665,female,42.0,15.0,yes,3,18,6,4
1695,-2.310103436632644,female,27.0,7.0,yes,5,14,4,5
1698,0.054353585390382264,male,42.0,15.0,yes,4,16,4,4
1704,-0.47177603363833576,female,57.0,15.0,yes,3,18,5,2
1705,0.45938577171661177,male,42.0,15.0,yes,3,18,6,2
1711,0.7019536262212701,female,32.0,7.0,yes,2,14,1,2
1719,0.13824143205868192,male,22.0,4.0,no,5,12,4,5
1723,0.7601330853758538,female,22.0,1.5,no,1,16,6,5
1726,0.22921137411506842,female,22.0,0.75,no,1,14,4,5
1749,0.5300647056014667,female,32.0,15.0,yes,4,12,1,5
1752,-0.7046732628698824,male,22.0,1.5,no,2,18,5,3
1754,-0.17961141383145854,male,27.0,4.0,yes,5,17,2,5
1758,0.19677609665695725,female,27.0,4.0,yes,4,12,1,5
1761,0.8205284754174188,male,42.0,15.0,yes,5,18,5,4
1773,-0.3937411722245721,male,32.0,1.5,no,2,20,7,3
1775,0.5211672557321126,male,57.0,15.0,no,4,9,3,1
1786,-0.265838791915379,male,37.0,7.0,no,4,18,5,5
1793,-0.11754216732813036,male,52.0,15.0,yes,2,17,5,4
1799,0.829519042024073,male,47.0,15.0,yes,4,17,6,5
1803,-1.993060371054156,female,27.0,7.0,no,2,17,5,4
1806,-1.296472328074761,female,27.0,7.0,yes,4,14,5,5
1807,-1.4821853974428207,female,22.0,4.0,no,2,14,3,3
1808,-2.3336161198483047,male,37.0,7.0,yes,2,20,6,5
1814,-0.6782644401551767,male,27.0,7.0,no,4,12,4,3
1815,0.7494338997277404,male,42.0,10.0,yes,4,18,6,4
1818,-0.28488406638257474,female,22.0,1.5,no,3,14,1,5
1827,0.19779008194185213,female,22.0,4.0,yes,2,14,1,3
1834,1.0892174967107926,female,57.0,15.0,no,4,20,6,5
1835,1.3276861322676916,male,37.0,15.0,yes,4,14,4,3
1843,-0.06913793472613955,female,27.0,7.0,yes,3,18,5,5
1846,1.3535858895693973,female,17.5,10.0,no,4,14,4,5
1850,0.09212665843410921,male,22.0,4.0,yes,4,16,5,5
1851,-0.8373982238274621,female,27.0,4.0,yes,2,16,1,4
1854,-0.5944003521987352,female,37.0,15.0,yes,2,14,5,1
1859,-1.4805365125650163,female,22.0,1.5,no,5,14,1,4
1861,-0.8881338537336524,male,27.0,7.0,yes,2,20,5,4
1866,-0.35801668807442916,male,27.0,4.0,yes,4,14,5,5
1873,0.8035850193786016,male,22.0,0.125,no,1,16,3,5
1875,1.7207698311659838,female,27.0,7.0,yes,4,14,1,4
