lunch,read,calworks,teachers,math,english,students,school,computer,county,grades,income,rownames,district,expenditure
368,70615,McSwain Union Elementary,Sutter,KK-08,670,47.58000183,5.35710001,28.66449928,576,7290.338867,14.57800007,0.0,655.0999756,678.0
16,72132,Columbia Elementary,Fresno,KK-08,307,24.5,27.48539925,70.28569794,496,4793.370117,27.81599998,5.025733948,645.4000244,676.5
79,63370,Lucerne Valley Unified,Imperial,KK-08,10619,22.43000031,18.53660011,40.625,249,5462.899414,10.41499996,34.88917923,639.4000244,681.7999878
318,61838,Burton Elementary,Merced,KK-08,2488,953.5,20.33609962,20.92630005,4,7711.506836,6.982999802,21.44469452,699.0999756,658.7000122
1,68858,Alta Loma Elementary,San Diego,KK-08,919,138.1199951,17.4531002,43.90240097,60,4645.413086,35.81000137,6.134020329,664.0,647.0999756
20,63883,Del Mar Union Elementary,Sonoma,KK-06,752,62.29999924,25.55929947,53.50320053,0,4895.439453,14.22672749,0.1872659177,680.2000122,632.9000244
400,63933,Helendale Elementary,San Diego,KK-06,160,201.9700012,7.179599762,65.91500092,20,4890.986816,8.934000015,35.44303894,662.2000122,649.0999756
279,69773,Browns Elementary,Yuba,KK-08,4971,29.60000038,23.45680046,2.611599922,92,5634.730957,17.50799942,6.933744431,614.7999878,671.0
281,68866,Escondido Union Elementary,Sacramento,KK-08,780,5.099999905,5.597000122,54.65409851,569,5500.10791,10.90564251,43.49897766,632.2999878,634.2999878
278,63917,Cambrian Elementary,Kings,KK-06,10012,308.6799927,15.28120041,37.95759964,231,5475.172852,12.66600037,1.941747546,631.5999756,707.7000122
78,71795,Del Paso Heights Elementary,Merced,KK-08,7210,32.20000076,0.0,85.14720154,1158,4518.016113,19.06800079,3.705006361,641.7000122,619.7999878
83,69781,Gratton Elementary,Santa Cruz,KK-06,446,361.0,2.356899977,52.1739006,560,5433.593262,12.89999962,20.76677322,633.5999756,626.0999756
357,63875,Chula Vista Elementary,Tehama,KK-08,424,57.70000076,2.538399935,50.38759995,328,5213.089355,9.972000122,10.12780285,667.7999878,677.4000244
105,71407,Lost Hills Union Elementary,Placer,KK-08,1987,9.0,2.929899931,59.7234993,409,6429.257324,11.88574982,28.57143021,672.7999878,672.0999756
26,62737,Montgomery Elementary,Riverside,KK-06,474,164.3099976,20.39220047,15.75,116,5726.146484,17.50799942,0.2640612721,664.2000122,653.2999878
380,61911,Reeds Creek Elementary,Orange,KK-08,3519,16.28000069,11.22169971,51.6529007,46,5630.194824,12.82699966,4.43262434,640.7999878,640.4000244
173,65649,San Ysidro Elementary,Sonoma,KK-08,3787,33.70000076,8.489500046,26.94330025,814,6060.256836,13.71199989,0.0,636.7999878,664.5
367,66316,Buellton Union Elementary,San Mateo,KK-08,1154,290.7749939,23.19750023,25.98679924,618,5092.91748,14.25857162,50.85763168,661.0,672.4000244
267,67348,Victor Elementary,Nevada,KK-06,2911,229.1999969,0.0,69.62030029,177,5124.836426,14.06599998,6.908044338,666.9000244,649.4000244
43,68387,Brentwood Union Elementary,San Mateo,KK-08,105,669.3599854,20.92740059,56.875,471,4522.375488,21.96699905,63.13035583,660.4000244,651.9000244
174,71001,Camino Union Elementary,San Bernardino,KK-08,1212,71.83000183,13.0031004,32.86380005,242,5920.253418,14.26299953,11.37724495,656.7999878,662.2999878
371,73544,Loomis Union Elementary,Stanislaus,KK-08,2801,11.65999985,24.02199936,65.7960968,335,5743.597168,18.6201992,65.12185669,629.5999756,628.7000122
125,68874,South Bay Union Elementary,Humboldt,KK-08,119,28.02000046,6.84070015,69.73989868,601,6113.859863,8.930999756,16.08187103,637.7000122,655.2999878
363,69955,Franklin Elementary,Orange,KK-08,1841,10.0,8.647500038,24.3362999,69,6039.98584,10.09799957,5.995934963,661.7000122,649.5999756
297,67157,Knightsen Elementary,Butte,KK-06,649,15.39999962,2.101799965,36.44990158,30,5951.005859,9.708999634,9.873188019,657.2999878,651.5999756
273,72470,Wheatland Elementary,Kings,KK-08,145,19.0,5.613399982,87.31639862,2401,5118.373047,15.56725025,15.05989742,663.4000244,622.9000244
23,67199,Grass Valley Elementary,Sutter,KK-06,224,19.25,6.382999897,94.97119904,220,5235.774902,21.63172722,0.0,610.0,630.0
47,72215,Springville Union Elementary,Shasta,KK-08,797,327.2999878,23.4375,71.76239777,17,6905.869141,23.48374939,77.0058136,656.4000244,636.7000122
285,62109,Hueneme Elementary,Kern,KK-08,1425,319.7999878,21.25880051,58.20429993,50,4441.672852,12.50199986,21.95535851,663.0999756,679.9000244
94,67736,Hydesville Elementary,Sonoma,KK-08,81,537.8800049,41.77339935,77.04920197,49,5215.943848,14.24290085,55.89254379,651.5999756,703.5999756
407,61457,Wiseburn Elementary,San Diego,KK-08,1202,99.59999847,2.881700039,30.44169998,134,4302.834961,12.06200027,39.02438736,636.7000122,663.0
409,64196,King City Union Elementary,San Diego,KK-08,610,27.60000038,1.196799994,29.49640083,27,4969.180664,13.57900047,50.39059067,666.2000122,660.5
58,65680,Montague Elementary,Monterey,KK-08,723,46.0,0.0,52.94350052,222,6415.35498,30.62849998,15.43026733,643.5,652.2999878
412,63966,North Cow Creek Elementary,Contra Costa,KK-08,2440,11.0,5.1395998,80.60420227,87,5149.186523,23.7329998,12.35368061,654.4000244,661.5999756
25,68007,Evergreen Union Elementary,Sutter,KK-06,1091,111.8199997,4.660999775,97.75969696,30,4632.068359,13.72500038,48.52458954,653.5999756,668.5
18,65557,Oroville City Elementary,Sonoma,KK-08,451,135.0,3.990600109,34.03609848,494,5415.152832,10.55099964,27.54038239,626.0999756,642.7999878
67,68379,Lammersville Elementary,Ventura,KK-08,4501,332.1000061,21.64949989,74.27230072,127,5172.019531,13.58600044,47.87937546,616.5,633.7999878
132,75119,Larkspur Elementary,Kings,KK-08,242,31.0,0.4160999954,66.43840027,56,5990.794434,10.26799965,4.516129017,672.7999878,662.5999756
32,69500,Roseland Elementary,Los Angeles,KK-08,134,8.899999619,1.898699999,32.13679886,960,5111.739258,10.20199966,30.00000191,641.7999878,648.4000244
85,66332,Union Hill Elementary,Tuolumne,KK-06,6201,24.34000015,4.662399769,26.21360016,148,4507.353027,12.109128,14.98257828,672.7999878,641.7999878
290,69948,Lagunitas Elementary,Sonoma,KK-08,9850,549.8400269,0.1709000021,60.13290024,84,4825.202148,12.93400002,13.69863033,670.5,697.2999878
372,69385,Central Union Elementary,El Dorado,KK-06,992,10.21000004,15.61180019,92.74310303,275,5090.587891,18.29838943,49.8645668,664.5,661.5999756
334,71357,Pacific Union Elementary,Placer,KK-08,1792,20.14999962,12.72729969,28.125,324,5339.391113,13.44299984,0.0,621.5999756,671.2999878
154,68999,Hope Elementary,Stanislaus,KK-08,1657,16.54999924,3.614500046,100.0,318,4432.478027,20.47400093,10.47619057,653.2000122,618.7000122
247,61770,Weed Union Elementary,San Mateo,KK-08,5718,7.349999905,19.12969971,29.31850052,326,5179.644531,11.18299961,36.80131531,667.0,636.7000122
205,70904,McCabe Union Elementary,Shasta,KK-06,487,39.90000153,12.26889992,93.63059998,58,5301.716309,17.15600014,0.0,631.7999878,636.2000122
211,68791,Trinidad Union Elementary,Kern,KK-08,2392,126.1200027,2.163500071,93.13980103,70,4659.661621,11.43099976,1.383399248,632.4000244,662.5
6,73700,Twin Ridges Elementary,Tuolumne,KK-08,15386,232.75,9.416999817,84.99900055,60,5884.432129,13.90600014,53.41640091,668.9000244,650.2000122
46,65870,Cardiff Elementary,Merced,KK-08,5259,46.88999939,18.80629921,30.64369965,224,4079.12915,17.70899963,2.02212882,676.0999756,665.4000244
282,69104,Mountain View Elementary,Los Angeles,KK-08,2208,5.0,9.015800476,68.85790253,75,6313.373535,12.99699974,8.173913002,638.9000244,673.2000122
403,70912,Savanna Elementary,Contra Costa,KK-08,2272,7.0,43.85589981,77.0089035,98,5869.38916,10.55099964,0.5420054197,638.9000244,629.7999878
362,62802,General Shafter Elementary,Ventura,KK-08,1960,61.40000153,16.09199905,47.85279846,482,4829.896484,20.46999931,2.807283878,655.9000244,688.5999756
266,70714,Rincon Valley Union Elementary,Los Angeles,KK-08,2089,114.0,21.28240013,28.17160034,626,5008.070801,10.3113327,18.26123238,635.5,649.9000244
17,70649,Mt. Pleasant Elementary,El Dorado,KK-08,440,8.0,7.487500191,66.20690155,40,5223.912109,40.26399994,3.352601051,669.7999878,625.4000244
389,70508,Alum Rock Union Elementary,San Bernardino,KK-06,1449,29.44000053,48.3443985,83.0,80,4692.493652,17.3694458,1.32042253,665.5,631.0999756
249,65813,Pixley Union Elementary,Tehama,KK-08,2542,19.97999954,33.53659821,44.44440079,1218,4145.835938,9.081999779,12.40875912,631.5,645.5
303,71050,El Nido Elementary,San Mateo,KK-08,900,221.0,0.1517000049,79.51200104,287,5117.141602,8.173999786,0.0,672.0999756,652.7999878
4,65961,Island Union Elementary,Tuolumne,KK-08,2621,305.0,6.504099846,90.623703,30,5319.553711,7.940999985,1.447921515,605.5,669.7999878
19,64600,Salinas City Elementary,Santa Clara,KK-08,2688,132.1999969,3.563499928,10.18280029,25,4925.659668,11.42599964,13.55932236,668.9000244,665.7000122
394,70128,Elverta Joint Elementary,Santa Barbara,KK-08,6219,6.050000191,4.0,25.1121006,39,7101.831055,16.34700012,0.0,654.2000122,631.0
61,62596,Santa Cruz City Elementary,San Benito,KK-06,2404,108.3499985,15.41670036,67.23400116,32,4751.299805,11.82999992,3.255512238,646.0,667.4000244
204,65458,Wilmar Union Elementary,Tulare,KK-08,133,53.0,17.55319977,68.09120178,1671,5360.51709,41.0929985,0.0,647.0,643.2999878
155,70268,Cutten Elementary,Shasta,KK-08,590,10.30000019,22.19470024,16.95429993,183,5545.610352,10.36442852,6.539509296,637.0,632.5999756
64,71548,Placerville Union Elementary,Kern,KK-08,10337,57.0,4.239900112,44.39070129,32,5229.591309,9.484999657,31.82458305,634.5999756,623.4000244
111,68908,Etna Union Elementary,Humboldt,KK-08,195,588.8400269,2.962500095,0.0,213,5358.51709,13.63000011,0.0,683.0999756,616.0999756
312,66506,Pacific Elementary,San Bernardino,KK-08,535,139.4700012,3.25999999,7.486599922,540,5346.15625,11.11600018,13.85767746,673.9000244,622.5999756
313,71969,Ackerman Elementary,Contra Costa,KK-06,470,9.0,5.825200081,53.21060181,14,6002.071777,24.60300064,18.19571877,640.4000244,644.7000122
127,62513,Foresthill Union Elementary,Santa Clara,KK-08,3548,178.0599976,13.20390034,12.17479992,25,5133.009766,20.13400078,85.53971863,641.7000122,638.2000122
324,63610,Terra Bella Union Elementary,Fresno,KK-08,3017,146.5,5.298900127,30.06909943,281,5485.496094,15.77900028,0.3664036095,656.7000122,663.5999756
347,69203,Lakeside Joint Elementary,Lake,KK-08,966,141.3999939,16.4144001,60.92229843,0,7039.949219,16.62299919,46.95946121,608.9000244,650.7000122
383,70185,Holt Union Elementary,Tuolumne,KK-08,205,7.800000191,19.83119965,34.2344017,500,5253.331055,22.09600067,21.66837311,664.2999878,651.0
27,70417,Westminster Elementary,Kern,KK-08,2341,108.6600037,2.902400017,36.48450089,41,5272.191895,9.630000114,19.39163589,673.2000122,695.0
8,64642,Westmorland Union Elementary,San Mateo,KK-08,461,489.2999878,8.318900108,36.79779816,0,4436.152832,11.17599964,9.722222328,665.4000244,628.9000244
200,62984,Cypress Elementary,Alameda,KK-08,6312,26.0,20.95809937,21.34339905,14,4825.59082,7.385000229,76.66525269,660.5,648.0999756
392,70698,Lucerne Elementary,Humboldt,KK-08,1735,6.0,11.35890007,82.57219696,42,5143.19043,40.40200043,6.067073345,691.5999756,653.0999756
109,64550,Pioneer Union Elementary,Sonoma,KK-08,1221,18.79999924,5.751900196,59.21379852,54,5195.918945,22.13899994,53.89030457,664.2999878,652.7000122
102,64709,Kenwood Elementary,Placer,KK-08,287,10.0,12.07689953,8.60929966,379,4993.634766,11.11600018,1.385681391,671.2999878,627.0999756
359,65078,Mother Lode Union Elementary,Tehama,KK-08,7114,150.0,13.91940022,0.0,50,5003.870117,7.453999996,65.51210022,663.9000244,643.4000244
30,61382,Sulphur Springs Union Elementary,Ventura,KK-08,296,7.5,25.37940025,17.1508007,149,4603.659668,17.78033447,0.5760368705,652.2999878,659.5
141,70011,Los Nietos Elementary,Santa Clara,KK-08,103,27.79999924,15.76010036,76.77259827,753,5107.086426,12.39400005,14.96296215,633.9000244,653.2999878
393,68544,Colfax Elementary,Placer,KK-08,5010,5.730000019,17.47610092,33.63010025,175,4843.427246,10.05599976,11.58536625,687.7000122,626.9000244
119,68221,Perris Elementary,Merced,KK-06,140,105.8199997,19.57169914,86.02940369,1113,5397.161621,11.42599964,3.846153975,636.9000244,638.7999878
115,64170,Curtis Creek Elementary,San Diego,KK-06,1012,11.19999981,4.467400074,46.04320145,300,5230.876953,13.40062523,34.33779907,689.7999878,612.5
299,65748,North Sacramento Elementary,Kern,KK-08,160,546.2999878,20.67510033,53.60229874,35,5929.809082,12.2159996,3.375527382,653.2999878,645.7000122
269,66779,Portola Valley Elementary,San Diego,KK-08,4521,280.0,8.403400421,48.48479843,397,6384.911133,8.934000015,3.841310024,671.9000244,649.7000122
142,69526,Allensworth Elementary,Tulare,KK-06,2267,283.1499939,12.69200039,45.71429825,466,5220.370117,9.824000359,0.0,652.4000244,638.0999756
156,63057,Rocklin Unified,San Mateo,KK-08,1579,297.1400146,9.756099701,22.69300079,50,4980.294434,15.77099991,1.92678237,666.9000244,654.5999756
374,63990,Bayshore Elementary,Santa Clara,KK-08,2807,127.1100006,16.95910072,84.29499817,499,5397.689453,15.18000031,52.80478668,661.7000122,647.0999756
311,68536,Hughes-Elizabeth Lakes Union Elementary,Ventura,KK-08,2422,65.11000061,24.65950012,29.64349937,202,5169.814941,13.90600014,3.992740393,697.4000244,679.4000244
212,72462,Roseville City Elementary,San Luis Obispo,KK-06,507,16.17000008,3.993099928,31.38689995,114,7217.263184,18.28300095,0.0,612.7999878,655.2000122
153,71142,Laguna Salada Union Elementary,Tulare,KK-08,1588,26.0,0.8499000072,62.21279907,637,4948.868164,25.23971558,25.22556496,622.9000244,667.0
291,61499,Redwood City Elementary,Shasta,KK-08,1088,39.5,3.852099895,35.84619904,94,4945.031738,19.70700073,0.0,629.2000122,638.0999756
110,66472,West Park Elementary,Humboldt,KK-08,218,546.0499878,5.092599869,94.29570007,198,4663.811035,10.52299976,14.0,644.9000244,625.7000122
181,68098,Reed Union Elementary,Tehama,KK-08,6022,9.0,0.0,69.97740173,756,4993.867676,10.62899971,40.10801697,665.5,641.5
194,71985,Belmont-Redwood Shores Elementary,Madera,KK-08,3186,141.2100067,26.90159988,64.09770203,61,5501.95459,11.23799992,29.08583832,654.2000122,629.7000122
158,63479,Plumas Elementary,Butte,KK-08,167,11.60000038,14.79030037,32.35290146,101,4746.572266,20.4802227,42.71844482,643.0,664.5999756
182,71035,Evergreen Elementary,Santa Barbara,KK-08,8294,37.11999893,0.4124000072,33.81029892,42,5287.35498,12.64000034,0.6934812665,661.0999756,699.9000244
84,72181,San Bruno Park Elementary,San Diego,KK-08,227,188.1999969,8.368200302,31.03450012,224,5238.39209,8.776000023,17.85405922,631.4000244,669.0999756
178,69435,Rio Dell Elementary,San Bernardino,KK-06,1349,7.0,12.8725996,54.9897995,634,4841.958496,17.65600014,49.64253235,641.5,666.5
166,63487,Mt. Shasta Union Elementary,Nevada,KK-08,155,23.29999924,3.537699938,4.690899849,13,4777.769043,14.16300011,2.231520176,641.4000244,634.7999878
75,67116,Bishop Union Elementary,Los Angeles,KK-08,1212,10.51000023,14.4708004,45.81819916,32,6653.030762,14.20899963,36.17437744,642.9000244,644.7000122
210,64691,Brawley Elementary,Tulare,KK-08,245,42.5,22.40719986,39.28570175,139,5864.366211,21.95700073,9.558412552,672.4000244,660.9000244
120,67322,Moreland Elementary,Los Angeles,KK-08,6423,147.9799957,29.16670036,93.92269897,50,4674.298828,11.9119997,0.9032257795,645.0999756,690.0
223,63255,Kings River-Hardwick Union Elementary,Tulare,KK-08,151,210.0,14.97679996,59.40589905,1713,4829.717285,17.70899963,0.0,695.4000244,665.7999878
250,61929,Gold Trail Union Elementary,San Mateo,KK-08,2768,6.599999905,10.02270031,32.11009979,15,6180.148926,22.84199905,19.85645866,633.2000122,686.5999756
239,63339,Whittier City Elementary,Tulare,KK-08,1452,26.64999962,12.98869991,87.77819824,75,5522.161621,14.29829979,7.627118587,640.4000244,633.5
333,62885,Upper Lake Union Elementary,Merced,KK-08,20927,35.76250076,11.71049976,29.03980064,259,6460.657227,11.93799973,9.798271179,660.2000122,656.2000122
378,62174,Weaverville Elementary,Stanislaus,KK-08,1235,286.9200134,6.923500061,51.56740189,1248,5144.993652,12.30179977,35.25,640.9000244,627.7000122
351,61713,Lancaster Elementary,Sonoma,KK-08,10218,12.55000019,13.98849964,93.22920227,134,4016.41626,14.06200027,39.39999771,660.7999878,644.0
379,63073,Bangor Union Elementary,Kern,KK-08,511,16.5,15.07110023,33.59999847,1261,5119.123047,21.95700073,0.9592326283,693.7000122,627.0999756
326,66589,Saugus Union Elementary,Sonoma,KK-08,814,124.0699997,33.10860062,75.73840332,26,5347.458496,13.76200008,4.726100922,655.5999756,664.2000122
339,61655,Magnolia Elementary,Santa Clara,KK-08,10696,17.5,5.486400127,3.731300116,75,4997.871582,8.258000374,0.0,650.9000244,645.7999878
37,68080,Mark West Union Elementary,Shasta,KK-08,1588,53.56000137,11.32219982,56.00889969,0,5356.833496,18.32600021,1.164483309,698.9000244,648.5999756
140,65334,Thermalito Union Elementary,Santa Cruz,KK-08,536,18.53000069,0.0,85.86959839,65,6231.601563,6.21600008,54.60993195,645.5999756,670.7999878
352,68353,Winton Elementary,Santa Clara,KK-08,580,9.300000191,0.4481000006,32.36970139,30,4742.51416,12.34300041,10.85762596,660.4000244,633.7000122
177,63438,Beardsley Elementary,Ventura,KK-08,1217,246.8999939,18.06170082,37.08739853,0,4889.47998,18.59300041,0.0,649.5,661.2000122
226,65722,Walnut Creek Elementary,Tulare,KK-08,859,35.09999847,7.275899887,83.11930084,67,5182.365723,20.93642807,18.45748138,668.7999878,659.7999878
302,72207,Norris Elementary,San Diego,KK-08,888,199.8600006,2.001499891,72.32080078,35,5189.62793,14.05799961,0.0,638.5,639.9000244
60,66498,Clear Creek Elementary,Contra Costa,KK-08,382,464.8999939,6.394999981,85.87439728,118,5606.781738,9.925999641,20.66666603,666.4000244,609.0
112,71290,Rohnerville Elementary,Stanislaus,KK-06,957,286.7999878,32.08679962,32.18709946,41,4792.211426,34.15950012,43.75,648.2999878,655.2000122
332,67991,La Mesa-Spring Valley,Fresno,KK-08,526,73.12999725,25.92110062,0.6775000095,23,5355.54834,15.40407085,17.17391396,663.4000244,665.4000244
199,71647,Newcastle Elementary,Sonoma,KK-08,822,253.8959961,24.90320015,70.8167038,56,4999.46875,13.40511703,2.539682627,650.9000244,666.7999878
7,67694,South Bay Union Elementary,El Dorado,KK-08,2569,81.27999878,14.85709953,71.02380371,310,4906.22998,6.612999916,35.34212112,652.7000122,633.5999756
306,61705,Banta Elementary,Los Angeles,KK-08,491,87.05999756,1.849400043,45.99499893,49,4555.464355,9.484999657,5.010019779,680.9000244,643.4000244
292,62000,Fountain Valley Elementary,Santa Clara,KK-08,4612,360.5,9.451199532,13.27620029,27,5850.0,15.16699982,14.4291935,640.2999878,646.4000244
159,63800,Cupertino Union Elementary,San Bernardino,KK-06,379,175.5500031,26.16760063,37.10860062,204,4854.038086,19.99699974,13.28413296,653.7000122,636.7000122
151,61978,Capay Joint Union Elementary,San Joaquin,KK-08,326,124.0899963,1.793200016,50.97079849,263,5642.832031,10.05049992,0.425531894,616.5999756,636.0999756
11,68049,Cuddeback Union Elementary,Shasta,KK-08,868,44.0,14.63790035,31.8519001,562,4708.625,12.875,0.0,672.2000122,667.0
221,72421,Chicago Park Elementary,Sutter,KK-08,195,5.5,1.754400015,91.59339905,60,4612.989746,11.64900017,9.64071846,665.7999878,659.2999878
104,62380,Chowchilla Elementary,Placer,KK-08,252,139.3000031,0.05059999973,33.9211998,33,4777.512695,36.17399979,0.0,686.2000122,641.7000122
82,63321,Shasta Union Elementary,Shasta,KK-08,721,22.0,8.73789978,38.20019913,31,5652.878906,22.69000053,5.957447052,651.7000122,647.2000122
