feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
Posterior,AMNH99.1/111,3.1670244479203813,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/111,3.2662939002515694,8,42.2754092,7.9144902,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/112,12.655344343497262,12,43.749247,8.23260632,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/112,-1.3284740492293132,11,43.749247,8.23260632,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/112,-1.90925864420358,8,43.749247,8.23260632,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/160,-3.564061285193323,4,55.0,15.0,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/160,4.282446994600182,5,55.0,15.0,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/160,7.097762083129917,4,55.0,15.0,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/59,0.27659373809475685,12,48.8,10.5,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/59,-3.7088558236189337,6,48.8,10.5,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/59,-3.6228296775611994,8,48.8,10.5,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/59-B,4.472405832474984,6,40.0,10.0,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/59-B,4.980933349974927,6,40.0,10.0,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/59-B,3.8827810975213914,4,40.0,10.0,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/60,-2.750390873245717,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/60,2.1760456200711333,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/60,1.5423136997436102,4,37.8538959,6.96111299,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/61,2.102107029596323,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/61,5.684358144616961,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/61,2.1290364801536947,8,34.3166852,6.19980411,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/64,4.627830811090547,12,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/64,1.2728149344856576,10,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/64,2.4886326735136985,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/72,4.3664620118100075,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/72,-7.0949605060634635,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/72,-0.8524223470212733,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/75-A,-1.6794748399003148,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/75-A,-2.6042347003836515,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/75-A,-0.6080464995103501,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/77,9.106207345660497,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/77,-3.849758752329514,11,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/77,6.215870550168122,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/79,-8.333683168820716,6,39.4,9.1,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/79,-0.9359160592246829,6,39.4,9.1,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/79,1.7951317179874753,4,39.4,9.1,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/80(a),4.1191394853398124,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(a),4.805165290426777,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(a),5.255845082880714,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/80(b),-1.0118704868114057,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(b),-1.6354561915347723,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(b),5.610528379638023,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/83-A,-0.14794228994615155,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/83-A,-6.099052294884038,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/83-A,-5.3175631467233195,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-A,-4.1440328029434825,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-A,3.6303677203861264,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-A,1.683574931391302,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-B,4.691337030548842,12,48.8,10.5,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-B,-1.4428313774241646,8,48.8,10.5,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-B,1.7720086374033222,8,48.8,10.5,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-C,4.335192197018315,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-C,-0.7957603160026447,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-C,3.408731256384449,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-D,-2.7307230928420214,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-D,-1.0905070856442982,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-D,-1.1930455100842827,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-C,-5.660852137108577,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-C,3.5744543286528323,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-C,-1.6741497368484584,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-D,0.9705076275927158,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-D,3.540286894178794,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-D,3.3525116426928756,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/87,4.553586385551245,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/87,0.3614493546698827,9,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/87,-1.4211299120699306,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-A,0.4644445259871483,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-A,-8.358185324676596,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-A,-7.039842415322217,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-B,-6.3570621613603375,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-B,-4.5709707966612,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-B,3.095908573650374,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/90,-4.067347434880738,12,55.0,15.0,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/90,-1.1734239731803247,10,55.0,15.0,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/90,8.032130429880867,8,55.0,15.0,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-A,-1.0532441136477582,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/91-A,4.949439783863255,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/91-A,-4.2217727673900365,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-B,-0.22550575406205087,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/91-B,-4.311800303567608,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/91-B,-0.9586806178208012,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/94,5.513567449780188,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/94,-8.57762922998713,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/94,3.2860652632770133,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/96-A,2.2066373757022717,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/96-A,-2.3587671352521085,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,-7.0340546505435455,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/97,1.2977878300944643,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/97,-2.0039268779653776,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/97,2.178871337250513,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/98,1.021864665029686,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/98,9.692534113037075,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/98,-0.41164879559555945,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/99,-4.715034969122073,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/99,1.885807910408039,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/99,2.1092858384374473,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Anterior,BM1868.4.16.2,7.476792343223562,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1868.4.16.2,4.600651009964511,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1868.4.16.2,1.9760593399879436,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1884.10.30.1,8.048179270959995,6,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.1,-6.506411458820037,6,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.1,-3.493425293879091,4,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1884.10.30.2,-5.06752336120381,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.2,-2.1217401038301293,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.2,-7.537737137310234,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1886.12.20.10,3.5032649059352616,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1886.12.20.10,-1.2020187279919698,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1886.12.20.10,-8.054270378323098,8,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1898.2.28.11,-5.555974365094215,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Posterior,BM1898.2.28.11,1.7381140986455823,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Premolar,BM1898.2.28.11,4.617199157045206,8,13.9289876,3.80295048,1.0,Pongo,Borneo
Anterior,BM1899.11.6.1,10.998098902076464,12,17.1217143,3.06608828,0.0,Papio,Arabia
Posterior,BM1899.11.6.1,16.031335248238086,12,17.1217143,3.06608828,0.0,Papio,Arabia
Premolar,BM1899.11.6.1,2.314287223524756,8,17.1217143,3.06608828,0.0,Papio,Arabia
Anterior,BM1899.6.10.2,-5.390604911158839,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1899.6.10.2,-11.660712452173694,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1899.6.10.2,1.5092058372962252,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1899.7.8.1,-4.421436922240996,12,23.0253446,4.35428022,1.0,Papio,East Africa
Posterior,BM1899.7.8.1,-2.239488916449874,12,23.0253446,4.35428022,1.0,Papio,East Africa
Premolar,BM1899.7.8.1,-3.3191994242442733,8,23.0253446,4.35428022,1.0,Papio,East Africa
Anterior,BM1900.3.18.1,-0.7326631887557892,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1900.3.18.1,5.8901207374681,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1900.3.18.1,0.9018856660435515,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1900.6.28.1,-0.8305911451652243,12,11.454619,2.00186723,1.0,Papio,Arabia
Posterior,BM1900.6.28.1,-5.643688422407443,12,11.454619,2.00186723,1.0,Papio,Arabia
Premolar,BM1900.6.28.1,-9.150693354847785,8,11.454619,2.00186723,1.0,Papio,Arabia
Anterior,BM1901.2.13.1,-2.628867490687449,12,18.9952796,3.55691242,1.0,Papio,West Africa
Posterior,BM1901.2.13.1,-0.2551597100667706,12,18.9952796,3.55691242,1.0,Papio,West Africa
Premolar,BM1901.2.13.1,9.742434577217065,8,18.9952796,3.55691242,1.0,Papio,West Africa
Anterior,BM1901.8.9.23,0.7549491684936187,12,18.5922731,3.4773143,0.0,Papio,East Africa
Posterior,BM1901.8.9.23,5.43329400951203,12,18.5922731,3.4773143,0.0,Papio,East Africa
Premolar,BM1901.8.9.23,-2.700144189148973,8,18.5922731,3.4773143,0.0,Papio,East Africa
Anterior,BM1902.11.22.1,-6.4629949903740265,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1902.11.22.1,-5.256580013160145,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1902.11.22.1,-3.9400550863482016,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1902.9.2.1,11.721084283891084,12,19.8012926,3.71619727,1.0,Papio,East Africa
Posterior,BM1902.9.2.1,-4.467786454970289,12,19.8012926,3.71619727,1.0,Papio,East Africa
Premolar,BM1902.9.2.1,4.641645450119324,8,19.8012926,3.71619727,1.0,Papio,East Africa
Anterior,BM1902.9.9.3,-4.915282336753535,12,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1902.9.9.3,5.15249124859889,9,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1902.9.9.3,2.1526185689769295,8,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1904.11.5.2,-0.8196319020718786,12,21.4133186,4.03507241,1.0,Papio,East Africa
Posterior,BM1904.11.5.2,-0.18370555528997867,12,21.4133186,4.03507241,1.0,Papio,East Africa
Premolar,BM1904.11.5.2,-3.5534879137862037,8,21.4133186,4.03507241,1.0,Papio,East Africa
Anterior,BM1904.8.2.1,2.488053126060484,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1904.8.2.1,-2.456958401921108,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1904.8.2.1,-6.686148841688558,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1904.8.2.3,-6.973346860281707,12,17.1217143,3.06608828,1.0,Papio,East Africa
Posterior,BM1904.8.2.3,0.9871659298564843,12,17.1217143,3.06608828,1.0,Papio,East Africa
Premolar,BM1904.8.2.3,8.706084265611059,8,17.1217143,3.06608828,1.0,Papio,East Africa
Anterior,BM1905.5.10.1,0.918037161810564,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1905.5.10.1,-0.6110894965857877,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1905.5.10.1,1.6086195468782514,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1906.11.1.6,7.207363569850845,12,20.2042991,3.79588028,1.0,Papio,East Africa
Posterior,BM1906.11.1.6,1.2439755368802805,12,20.2042991,3.79588028,1.0,Papio,East Africa
Premolar,BM1906.11.1.6,-2.2151768271673413,8,20.2042991,3.79588028,1.0,Papio,East Africa
Anterior,BM1907.7.8.11,6.111334474529741,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Posterior,BM1907.7.8.11,2.393023873729727,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Premolar,BM1907.7.8.11,8.46825947140519,8,19.8012926,3.71619727,1.0,Papio,Central Africa
Anterior,BM1908.7.17.1,1.0231381005649407,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Posterior,BM1908.7.17.1,-6.702366573926828,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Premolar,BM1908.7.17.1,-7.490941075151974,4,16.5968682,4.74312763,1.0,Pongo,Borneo
Anterior,BM1908.8.9.41,9.100325373271751,6,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1908.8.9.41,9.499511805548723,6,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1908.8.9.41,-0.9452050179415729,4,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1908.8.9.42,-2.0629396502561077,12,23.8313576,4.51398683,0.0,Papio,East Africa
Posterior,BM1908.8.9.42,8.060435383105794,12,23.8313576,4.51398683,0.0,Papio,East Africa
Premolar,BM1908.8.9.42,-6.0354887518521885,8,23.8313576,4.51398683,0.0,Papio,East Africa
Anterior,BM1909.6.11,-4.870279700120655,12,14.0305714,2.48359763,1.0,Papio,East Africa
Posterior,BM1909.6.11,3.570590262258817,12,14.0305714,2.48359763,1.0,Papio,East Africa
Premolar,BM1909.6.11,-2.1256007735212057,8,14.0305714,2.48359763,1.0,Papio,East Africa
Anterior,BM1910.10.3.1,0.011891093429098214,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM1910.10.3.1,-0.8569778823605838,9,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM1910.10.3.1,1.892615847210296,7,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BM1911.12.1.1,7.764288487411806,12,18.1892666,3.39774848,1.0,Papio,East Africa
Posterior,BM1911.12.1.1,0.5371317732374408,12,18.1892666,3.39774848,1.0,Papio,East Africa
Premolar,BM1911.12.1.1,3.5739489226977854,8,18.1892666,3.39774848,1.0,Papio,East Africa
Anterior,BM1913.10.18.2,-11.211385323307592,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1913.10.18.2,-0.22736756010671982,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1913.10.18.2,-4.587664517808372,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1913.10.18.3,-6.648870350449917,6,24.2343641,4.59386268,1.0,Papio,East Africa
Posterior,BM1913.10.18.3,-4.7793176796821815,6,24.2343641,4.59386268,1.0,Papio,East Africa
Premolar,BM1913.10.18.3,-1.7936760972328092,4,24.2343641,4.59386268,1.0,Papio,East Africa
Anterior,BM1914.3.8.2,5.066491394289351,12,26.6524031,5.07338879,0.0,Papio,East Africa
Posterior,BM1914.3.8.2,-7.23926965244133,12,26.6524031,5.07338879,0.0,Papio,East Africa
Premolar,BM1914.3.8.2,0.208106241439199,8,26.6524031,5.07338879,0.0,Papio,East Africa
Anterior,BM1918.11.8.1,-2.6171314932361134,6,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1918.11.8.1,-1.7582764680549934,6,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1918.11.8.1,5.5431549169897405,4,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1922.12.19.6,2.993188235810261,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Posterior,BM1922.12.19.6,7.379667450324424,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Premolar,BM1922.12.19.6,-0.8079302449807837,8,18.1892666,3.39774848,1.0,Papio,Central Africa
Anterior,BM1923.3.4.3,-3.7793469137923945,12,28.2644291,5.39328887,0.0,Papio,East Africa
Posterior,BM1923.3.4.3,-1.1885416455894617,12,28.2644291,5.39328887,0.0,Papio,East Africa
Premolar,BM1923.3.4.3,1.3708272202543832,8,28.2644291,5.39328887,0.0,Papio,East Africa
Anterior,BM1924.2.25.1,1.009038107968649,12,20.6073056,3.87558812,1.0,Papio,East Africa
Posterior,BM1924.2.25.1,-5.911143337947362,12,20.6073056,3.87558812,1.0,Papio,East Africa
Premolar,BM1924.2.25.1,0.5366097238398446,8,20.6073056,3.87558812,1.0,Papio,East Africa
Anterior,BM1924.8.6.15,1.2925216213782718,12,19.3982861,3.63654073,1.0,Papio,West Africa
Posterior,BM1924.8.6.15,13.855947657990518,12,19.3982861,3.63654073,1.0,Papio,West Africa
Premolar,BM1924.8.6.15,10.340160607435749,8,19.3982861,3.63654073,1.0,Papio,West Africa
Anterior,BM1924.8.6.16,-4.6426165017363275,12,24.2343641,4.59386268,0.0,Papio,West Africa
Posterior,BM1924.8.6.16,-1.5371656119362411,12,24.2343641,4.59386268,0.0,Papio,West Africa
Premolar,BM1924.8.6.16,-7.991398853150029,8,24.2343641,4.59386268,0.0,Papio,West Africa
Anterior,BM1925.5.12.1,-3.20181185761978,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1925.5.12.1,1.7720465455426961,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1925.5.12.1,6.657748688169221,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1927.8.14.1,-3.961226622547374,6,16.0913333,2.87155209,0.0,Papio,East Africa
Posterior,BM1927.8.14.1,-3.5499686915900273,6,16.0913333,2.87155209,0.0,Papio,East Africa
Premolar,BM1927.8.14.1,-11.744364962312654,4,16.0913333,2.87155209,0.0,Papio,East Africa
Anterior,BM1930.12.1.2,-0.8527138117336039,12,20.2042991,3.79588028,0.0,Papio,East Africa
Posterior,BM1930.12.1.2,-5.790551452171126,12,20.2042991,3.79588028,0.0,Papio,East Africa
Premolar,BM1930.12.1.2,-2.865574122119459,8,20.2042991,3.79588028,0.0,Papio,East Africa
Anterior,BM1931.4.1.1,-4.772229414836618,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1931.4.1.1,-0.47731477514563037,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1931.4.1.1,-9.606448420074274,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1932.7.6.1,-8.01117352553936,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,BM1932.7.6.1,11.725350558581109,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,BM1932.7.6.1,-7.02540076735842,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,BM1934.11.20.1,-5.979181099008249,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1934.11.20.1,10.12101802885028,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1934.11.20.1,15.983066484407129,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1935.10.22.24,-6.389580992841216,6,21.0103121,3.95531929,0.0,Papio,West Africa
Posterior,BM1935.10.22.24,-1.9809576091902374,6,21.0103121,3.95531929,0.0,Papio,West Africa
Premolar,BM1935.10.22.24,1.9144636662520529,4,21.0103121,3.95531929,0.0,Papio,West Africa
Anterior,BM1935.2.14.1,9.52712710260765,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1935.2.14.1,-5.375891301440388,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1935.2.14.1,-1.306089703677905,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1936.12.28.1,4.306044099496923,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.1,2.42600487581786,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.1,-2.0243520107326565,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1936.12.28.2,-0.6944230945880562,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-7.505455579846984,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.2,-1.267102250589655,8,18.5922731,3.4773143,1.0,Papio,East Africa
