feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
867,18.312697783909638,female,27.0,7.0,yes,4,14,1,5
870,2.8977079859336117,male,27.0,0.75,no,3,16,5,5
873,-11.595577950984808,male,27.0,4.0,yes,2,20,5,5
875,-13.15252534252371,male,32.0,10.0,yes,4,16,4,5
876,19.560637396036228,male,32.0,15.0,yes,1,14,5,5
877,19.588971626960422,male,22.0,0.75,no,3,17,4,5
880,-0.27307814374495853,female,27.0,7.0,yes,4,17,1,4
903,-2.4799134110673435,male,27.0,0.417,yes,4,20,5,4
904,17.5074971979181,male,37.0,15.0,yes,4,20,5,4
905,-10.323243308091673,female,37.0,15.0,yes,2,14,1,3
908,-8.022675396153865,male,22.0,4.0,yes,1,18,5,4
909,8.642827292340545,male,37.0,15.0,yes,4,17,5,3
910,-3.3634427336472004,female,22.0,1.5,no,2,14,4,5
912,1.6165953008509162,male,52.0,15.0,yes,4,14,6,2
914,-0.8586963867004069,female,22.0,1.5,no,4,17,5,5
915,5.329864617894502,male,32.0,4.0,yes,5,14,3,5
916,16.92279006365653,male,32.0,4.0,yes,2,14,3,5
920,1.893808783616823,female,22.0,1.5,no,3,16,6,5
921,7.889646249940068,male,27.0,0.75,no,2,18,3,3
925,-20.5424409276985,female,22.0,7.0,yes,2,14,5,2
926,0.3843949729569929,female,27.0,0.75,no,2,17,5,3
929,-7.464685034778019,female,37.0,15.0,yes,4,12,1,2
931,-12.29410528751507,female,22.0,1.5,no,1,14,1,5
945,-8.602893931360203,female,37.0,10.0,no,2,12,4,4
947,-1.9482842677653487,female,37.0,15.0,yes,4,18,5,3
949,11.596307733182329,female,42.0,15.0,yes,3,12,3,3
950,-13.459779110056628,male,22.0,4.0,no,2,18,5,5
961,2.003998979767899,male,52.0,7.0,yes,2,20,6,2
965,-4.333912195609766,male,27.0,0.75,no,2,17,5,5
966,-2.6382041945415917,female,27.0,4.0,no,2,17,4,5
967,11.777611345758292,male,42.0,1.5,no,5,20,6,5
987,6.743002736672686,male,22.0,1.5,no,4,17,6,5
990,15.40358884548925,male,22.0,4.0,no,4,17,5,3
992,-0.0020452871748548596,female,22.0,4.0,yes,1,14,5,4
995,-5.868757214194915,male,37.0,15.0,yes,5,20,4,5
1009,-0.7535176292896288,female,37.0,10.0,yes,3,16,6,3
1021,4.299654485038929,male,42.0,15.0,yes,4,17,6,5
1026,3.5853445323517503,female,47.0,15.0,yes,4,17,5,5
1027,-10.837550268301094,male,22.0,1.5,no,4,16,5,4
1030,2.652590380124508,female,32.0,10.0,yes,3,12,1,4
1031,4.14504931111606,female,22.0,7.0,yes,1,14,3,5
1034,28.950052980529215,female,32.0,10.0,yes,4,17,5,4
1037,22.00854590787705,male,27.0,1.5,yes,2,16,2,4
1038,-7.573181249027393,male,37.0,15.0,yes,4,14,5,5
1039,-1.441834553293989,male,42.0,4.0,yes,3,14,4,5
1045,-14.18495723057979,female,37.0,15.0,yes,5,14,5,4
1046,-4.728482328520545,female,32.0,7.0,yes,4,17,5,5
1054,5.091814745067786,female,42.0,15.0,yes,4,18,6,5
1059,13.978245353030028,male,27.0,4.0,no,4,18,6,4
1063,-6.987669579737803,male,22.0,0.75,no,4,18,6,5
1068,-5.415876954715357,male,27.0,4.0,yes,4,14,5,3
1070,-22.354558716093734,female,22.0,0.75,no,5,18,1,5
1072,-0.09046516041610797,female,52.0,15.0,yes,5,9,5,5
1073,-9.839643484312777,male,32.0,10.0,yes,3,14,5,5
1077,-4.064620557171299,female,37.0,15.0,yes,4,16,4,4
1081,-7.829086666521536,male,32.0,7.0,yes,2,20,5,4
1083,0.6507159833994836,female,42.0,15.0,yes,3,18,1,4
1084,-17.373682210302174,male,32.0,15.0,yes,1,16,5,5
1086,-14.223999990074642,male,27.0,4.0,yes,3,18,5,5
1087,24.743440173252136,female,32.0,15.0,yes,4,12,3,4
1089,-12.27770788689931,male,22.0,0.75,yes,3,14,2,4
1096,-10.971882806882192,female,22.0,1.5,no,3,16,5,3
1102,21.57587472008988,female,42.0,15.0,yes,4,14,3,5
1103,33.14979834781834,female,52.0,15.0,yes,3,16,5,4
1107,-11.022356695749423,male,37.0,15.0,yes,5,20,6,4
1109,-2.3180495354382997,female,47.0,15.0,yes,4,12,2,3
1115,5.373000561061609,male,57.0,15.0,yes,2,20,6,4
1119,20.40330709707453,male,32.0,7.0,yes,4,17,5,5
1124,-9.020945898919987,female,27.0,7.0,yes,4,17,1,4
1126,-1.745414734330124,male,22.0,1.5,no,1,18,6,5
1128,10.094894194968202,female,22.0,4.0,yes,3,9,1,4
1129,5.623166054796114,female,22.0,1.5,no,2,14,1,5
1130,-2.4037266657334015,male,42.0,15.0,yes,2,20,6,4
1133,0.2220612004815532,male,57.0,15.0,yes,4,9,2,4
1140,-13.225519522881147,female,27.0,7.0,yes,2,18,1,5
1143,-0.9086262827430924,female,22.0,4.0,yes,3,14,1,5
1146,-1.2143348712304407,male,37.0,15.0,yes,4,14,5,3
1153,4.187757875439722,male,32.0,7.0,yes,1,18,6,4
1156,-5.104938706382217,female,22.0,1.5,no,2,14,5,5
1157,6.781424338901945,female,22.0,1.5,yes,3,12,1,3
1158,12.645322981030287,male,52.0,15.0,yes,2,14,5,5
1160,3.3562394784381615,female,37.0,15.0,yes,2,14,1,1
1161,5.483531425388093,female,32.0,10.0,yes,2,14,5,5
1166,2.2480550475412304,male,42.0,15.0,yes,4,20,4,5
1177,1.6730074602406428,female,27.0,4.0,yes,3,18,4,5
1178,-6.146311795374029,male,37.0,15.0,yes,4,20,6,5
1180,4.341637933612226,male,27.0,1.5,no,3,18,5,5
1187,-0.14186321247724076,female,22.0,0.125,no,2,16,6,3
1191,24.352510165024697,male,32.0,10.0,yes,2,20,6,3
1195,17.96028651568572,female,27.0,4.0,no,4,18,5,4
1207,5.852913422340626,female,27.0,7.0,yes,2,12,5,1
1208,-6.595973975978208,male,32.0,4.0,yes,5,18,6,3
1209,-10.38138404795167,female,37.0,15.0,yes,2,17,5,5
1211,13.818848671597314,male,47.0,15.0,no,4,20,6,4
1215,3.7592863651729447,male,27.0,1.5,no,1,18,5,5
1221,6.874662081046488,male,37.0,15.0,yes,4,20,6,4
1226,-17.231278366154637,female,32.0,15.0,yes,4,18,1,4
1229,11.721304806810355,female,32.0,7.0,yes,4,17,5,4
1231,6.595941136392516,female,42.0,15.0,yes,3,14,1,3
1234,-10.359921326515884,female,27.0,7.0,yes,3,16,1,4
1235,-4.196902004685919,male,27.0,1.5,no,3,16,4,2
1242,3.7697748539197184,male,22.0,1.5,no,3,16,3,5
1245,2.240594307999915,male,27.0,4.0,yes,3,16,4,2
1260,-1.4937127758083895,female,27.0,7.0,yes,3,12,1,2
1266,0.5507512376951682,female,37.0,15.0,yes,2,18,5,4
1271,-1.0581948487888408,female,37.0,7.0,yes,3,14,4,4
1273,2.56536392488419,male,22.0,1.5,no,2,16,5,5
1276,17.616368323936342,male,37.0,15.0,yes,5,20,5,4
1280,-26.898614319155378,female,22.0,1.5,no,4,16,5,3
1282,-0.8942857893311364,female,32.0,10.0,yes,4,16,1,5
1285,2.8248719302524483,male,27.0,4.0,no,2,17,5,3
1295,4.119508294928524,female,22.0,0.417,no,4,14,5,5
1298,-3.1175805423147707,female,27.0,4.0,no,2,18,5,5
1299,-17.36277515177499,male,37.0,15.0,yes,4,18,5,3
1304,5.2260711527321355,male,37.0,10.0,yes,5,20,7,4
1305,20.38870708626118,female,27.0,7.0,yes,2,14,4,2
1311,-14.947983036911207,male,32.0,4.0,yes,2,16,5,5
1314,11.032056866502682,male,32.0,4.0,yes,2,16,6,4
1319,-2.6474373917355307,male,22.0,1.5,no,3,18,4,5
1322,1.0076162401848219,female,22.0,4.0,yes,4,14,3,4
1324,-10.496346750145657,female,17.5,0.75,no,2,18,5,4
1327,-1.9518895644349663,male,32.0,10.0,yes,4,20,4,5
1328,14.998846786704565,female,32.0,0.75,no,5,14,3,3
1330,7.985423815499174,male,37.0,15.0,yes,4,17,5,3
1332,19.68265366344804,male,32.0,4.0,no,3,14,4,5
1333,13.670066435351416,female,27.0,1.5,no,2,17,3,2
1336,6.429794062884414,female,22.0,7.0,yes,4,14,1,5
1341,20.568405542733238,male,47.0,15.0,yes,5,14,6,5
1344,6.428780729680247,male,27.0,4.0,yes,1,16,4,4
1352,10.643716164160466,female,37.0,15.0,yes,5,14,1,3
1358,-1.5413862319006202,male,42.0,4.0,yes,4,18,5,5
1359,2.393146775257823,female,32.0,4.0,yes,2,14,1,5
1361,-5.884806806332652,male,52.0,15.0,yes,2,14,7,4
1364,11.63486633313679,female,22.0,1.5,no,2,16,1,4
1368,-11.095355049544576,male,52.0,15.0,yes,4,12,2,4
1384,9.389397444508699,female,22.0,0.417,no,3,17,1,5
1390,-1.1535089885861627,female,22.0,1.5,no,2,16,5,5
1393,14.363080433386717,male,27.0,4.0,yes,4,20,6,4
1394,9.808095183513924,female,32.0,15.0,yes,4,14,1,5
1402,20.639798143524217,female,27.0,1.5,no,2,16,3,5
1407,8.830552137910239,male,32.0,4.0,no,1,20,6,5
1408,-15.361668002910537,male,37.0,15.0,yes,3,20,6,4
1412,0.186813053588057,female,32.0,10.0,no,2,16,6,5
1413,-11.027130401727387,female,32.0,10.0,yes,5,14,5,5
1416,-3.943701450071985,male,37.0,1.5,yes,4,18,5,3
1417,17.287118366256017,male,32.0,1.5,no,2,18,4,4
1418,8.580057715559395,female,32.0,10.0,yes,4,14,1,4
1419,-5.9011315500419315,female,47.0,15.0,yes,4,18,5,4
1420,-9.311989162887194,female,27.0,10.0,yes,5,12,1,5
1423,2.0273016980869687,male,27.0,4.0,yes,3,16,4,5
1424,-11.509881664729747,female,37.0,15.0,yes,4,12,4,2
1432,-6.359825123206134,female,27.0,0.75,no,4,16,5,5
1433,5.05285554329439,female,37.0,15.0,yes,4,16,1,5
1437,14.190416942077889,female,32.0,15.0,yes,3,16,1,5
1438,8.268296525372499,female,27.0,10.0,yes,2,16,1,5
1439,-23.91486847007395,male,27.0,7.0,no,2,20,6,5
1446,4.970043001300759,female,37.0,15.0,yes,2,14,1,3
1450,2.4526090869457486,male,27.0,1.5,yes,2,17,4,4
1451,6.156779841381009,female,22.0,0.75,yes,2,14,1,5
1452,19.184449584368988,male,22.0,4.0,yes,4,14,2,4
1453,-21.44383112219336,male,42.0,0.125,no,4,17,6,4
1456,-4.732777621910819,male,27.0,1.5,yes,4,18,6,5
1464,8.074827975567956,male,27.0,7.0,yes,3,16,6,3
1469,-15.465191434785474,female,52.0,15.0,yes,4,14,1,3
1473,16.904850409133914,male,27.0,1.5,no,5,20,5,2
1481,4.903589760531537,female,27.0,1.5,no,2,16,5,5
1482,10.085397771484693,female,27.0,1.5,no,3,17,5,5
1496,-5.274149865015946,male,22.0,0.125,no,5,16,4,4
1497,10.489587471510774,female,27.0,4.0,yes,4,16,1,5
1504,13.24946140331081,female,27.0,4.0,yes,4,12,1,5
1513,4.195430787030149,female,47.0,15.0,yes,2,14,5,5
1515,4.21193179404513,female,32.0,15.0,yes,3,14,5,3
1534,4.601383234753035,male,42.0,7.0,yes,2,16,5,5
1535,-8.442452340073515,male,22.0,0.75,no,4,16,6,4
1536,-0.6862586961286861,male,27.0,0.125,no,3,20,6,5
1540,0.01944299756063672,male,32.0,10.0,yes,3,20,6,5
1551,5.066525124447081,female,22.0,0.417,no,5,14,4,5
1555,12.505637030027948,female,47.0,15.0,yes,5,14,1,4
1557,-9.797620041122538,female,32.0,10.0,yes,3,14,1,5
1566,0.317564129406569,male,57.0,15.0,yes,4,17,5,5
1567,17.72432812281144,male,27.0,4.0,yes,3,20,6,5
1576,-6.3850188388067055,female,32.0,7.0,yes,4,17,1,5
1584,-7.237354586573015,female,37.0,10.0,yes,4,16,1,5
1585,3.864171319835035,female,32.0,10.0,yes,1,18,1,4
1590,10.061572837905318,female,22.0,4.0,no,3,14,1,4
1594,1.7958994583595356,female,27.0,7.0,yes,4,14,3,2
1595,16.071976887101286,male,57.0,15.0,yes,5,18,5,2
1603,10.955839985340468,male,32.0,7.0,yes,2,18,5,5
1608,10.033778573625455,female,27.0,1.5,no,4,17,1,3
1609,6.916381442983733,male,22.0,1.5,no,4,14,5,5
1615,26.89325801602817,female,22.0,1.5,yes,4,14,5,4
1616,-0.5509258640160795,female,32.0,7.0,yes,3,16,1,5
1617,-20.036969331179133,female,47.0,15.0,yes,3,16,5,4
1620,18.295096008804457,female,22.0,0.75,no,3,16,1,5
1621,-3.287285529993272,female,22.0,1.5,yes,2,14,5,5
1637,2.8410260080999397,female,27.0,4.0,yes,1,16,5,5
1638,15.861661857355099,male,52.0,15.0,yes,4,16,5,5
1650,-15.689107509711238,male,32.0,10.0,yes,4,20,6,5
1654,-11.89006574302304,male,47.0,15.0,yes,4,16,6,4
1665,-15.678471390898508,female,27.0,7.0,yes,2,14,1,2
1670,-7.692542067798918,female,22.0,1.5,no,4,14,4,5
1671,6.435752769447555,female,32.0,10.0,yes,2,16,5,4
1675,6.592091008891915,female,22.0,0.75,no,2,16,5,4
1688,3.9058353079163637,female,22.0,1.5,no,2,16,5,5
1691,-13.635858770983369,female,42.0,15.0,yes,3,18,6,4
1695,-23.358913494433395,female,27.0,7.0,yes,5,14,4,5
1698,2.2610384914940784,male,42.0,15.0,yes,4,16,4,4
1704,-3.439811831578024,female,57.0,15.0,yes,3,18,5,2
1705,6.649743834742299,male,42.0,15.0,yes,3,18,6,2
1711,9.278075298522346,female,32.0,7.0,yes,2,14,1,2
1719,2.4101886014627842,male,22.0,4.0,no,5,12,4,5
1723,9.148663502902474,female,22.0,1.5,no,1,16,6,5
1726,3.3958887118640844,female,22.0,0.75,no,1,14,4,5
1749,7.415581773719602,female,32.0,15.0,yes,4,12,1,5
1752,-6.723170056004163,male,22.0,1.5,no,2,18,5,3
1754,-0.27407717803182163,male,27.0,4.0,yes,5,17,2,5
1758,3.8042502590917437,female,27.0,4.0,yes,4,12,1,5
1761,10.562886955003506,male,42.0,15.0,yes,5,18,5,4
1773,-3.354081441146979,male,32.0,1.5,no,2,20,7,3
1775,6.55936159353144,male,57.0,15.0,no,4,9,3,1
1786,-1.9682018028680428,male,37.0,7.0,no,4,18,5,5
1793,0.3984709378385114,male,52.0,15.0,yes,2,17,5,4
1799,10.660303775289666,male,47.0,15.0,yes,4,17,6,5
1803,-20.683422047696986,female,27.0,7.0,no,2,17,5,4
1806,-12.375765951122922,female,27.0,7.0,yes,4,14,5,5
1807,-15.147862647452195,female,22.0,4.0,no,2,14,3,3
1808,-23.613683959463945,male,37.0,7.0,yes,2,20,6,5
1814,-6.437018620958522,male,27.0,7.0,no,4,12,4,3
1815,9.7925453507095,male,42.0,10.0,yes,4,18,6,4
1818,-2.1745658910555647,female,22.0,1.5,no,3,14,1,5
1827,3.8152372442944675,female,22.0,4.0,yes,2,14,1,3
1834,12.714440651393286,female,57.0,15.0,no,4,20,6,5
1835,16.058167561407753,male,37.0,15.0,yes,4,14,4,3
1843,0.9229525011014502,female,27.0,7.0,yes,3,18,5,5
1846,15.578990722952296,female,17.5,10.0,no,4,14,4,5
1850,2.6703266742470113,male,22.0,4.0,yes,4,16,5,5
1851,-7.401492196408879,female,27.0,4.0,yes,2,16,1,4
1854,-4.768501304282643,female,37.0,15.0,yes,2,14,5,1
1859,-15.129996240490174,female,22.0,1.5,no,5,14,1,4
1861,-7.951235494792132,male,27.0,7.0,yes,2,20,5,4
1866,-2.2071783160810203,male,27.0,4.0,yes,4,14,5,5
1873,9.619484690379,male,22.0,0.125,no,1,16,3,5
1875,20.31740568602736,female,27.0,7.0,yes,4,14,1,4
1885,-13.304463424997273,female,32.0,15.0,yes,5,16,5,3
1892,5.92855477402244,male,32.0,10.0,yes,4,18,5,4
1895,-9.602667106515856,female,32.0,15.0,yes,2,14,3,4
1896,6.055836495329881,female,22.0,1.5,no,3,17,5,5
1897,0.25171038769319765,male,27.0,4.0,yes,4,17,4,4
1899,-18.166592523599434,female,52.0,15.0,yes,5,14,1,5
1904,11.730607147702386,female,27.0,7.0,yes,2,12,1,2
1905,-4.883360964378831,female,27.0,7.0,yes,3,12,1,4
