feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
Anterior,AMNH99.1/94,2.3269056821040914,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/94,-2.027191708617498,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/94,1.638620529431007,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/96-A,1.3050836229800704,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/96-A,-0.10559967954433125,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,-1.5502361879845654,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/97,1.0242544269209888,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/97,0.004043885405231595,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/97,1.2965040794309364,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/98,0.9389957820840173,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/98,3.6181819489754004,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/98,0.4960485037002964,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/99,-0.8336726644332086,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/99,1.2059491939141576,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/99,1.2750025671250964,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Anterior,BM1868.4.16.2,2.322408031029899,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1868.4.16.2,1.4336971742386684,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1868.4.16.2,0.62271369273188,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1884.10.30.1,2.498963251121448,6,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.1,-1.9983201918488709,6,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.1,-1.0673250821229416,4,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1884.10.30.2,-1.5537121820574256,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.2,-0.6434823778720592,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.2,-2.3169937969193306,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1886.12.20.10,1.0946112838949118,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1886.12.20.10,-0.35929384983329465,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1886.12.20.10,-2.4765995485120484,8,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1898.2.28.11,-1.7046406865603996,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Posterior,BM1898.2.28.11,0.5491900042895085,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Premolar,BM1898.2.28.11,1.4388104549388652,8,13.9289876,3.80295048,1.0,Pongo,Borneo
Anterior,BM1899.11.6.1,3.4259884948811954,12,17.1217143,3.06608828,0.0,Papio,Arabia
Posterior,BM1899.11.6.1,4.981229099334193,12,17.1217143,3.06608828,0.0,Papio,Arabia
Premolar,BM1899.11.6.1,0.7427414555868717,8,17.1217143,3.06608828,0.0,Papio,Arabia
Anterior,BM1899.6.10.2,-1.6380251678459299,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1899.6.10.2,-3.5754517402161734,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1899.6.10.2,0.4939760141017379,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1899.7.8.1,-1.338557925452167,12,23.0253446,4.35428022,1.0,Papio,East Africa
Posterior,BM1899.7.8.1,-0.6643487482893528,12,23.0253446,4.35428022,1.0,Papio,East Africa
Premolar,BM1899.7.8.1,-0.9979729827358417,8,23.0253446,4.35428022,1.0,Papio,East Africa
Anterior,BM1900.3.18.1,-0.19874840799708224,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1900.3.18.1,1.8476531055016625,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1900.3.18.1,0.3063176318451984,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1900.6.28.1,-0.22900757399774152,12,11.454619,2.00186723,1.0,Papio,Arabia
Posterior,BM1900.6.28.1,-1.7162264931843545,12,11.454619,2.00186723,1.0,Papio,Arabia
Premolar,BM1900.6.28.1,-2.799870513816844,8,11.454619,2.00186723,1.0,Papio,Arabia
Anterior,BM1901.2.13.1,-0.7846644512505517,12,18.9952796,3.55691242,1.0,Papio,West Africa
Posterior,BM1901.2.13.1,-0.0512026247772947,12,18.9952796,3.55691242,1.0,Papio,West Africa
Premolar,BM1901.2.13.1,3.0379955596649384,8,18.9952796,3.55691242,1.0,Papio,West Africa
Anterior,BM1901.8.9.23,0.26091511315758786,12,18.5922731,3.4773143,0.0,Papio,East Africa
Posterior,BM1901.8.9.23,1.7064963173729872,12,18.5922731,3.4773143,0.0,Papio,East Africa
Premolar,BM1901.8.9.23,-0.8066885343602693,8,18.5922731,3.4773143,0.0,Papio,East Africa
Anterior,BM1902.11.22.1,-1.9693874326598841,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1902.11.22.1,-1.5966122579327686,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1902.11.22.1,-1.1898137525309929,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1902.9.2.1,3.6493867509717406,12,19.8012926,3.71619727,1.0,Papio,East Africa
Posterior,BM1902.9.2.1,-1.352879660085787,12,19.8012926,3.71619727,1.0,Papio,East Africa
Premolar,BM1902.9.2.1,1.461881540845916,8,19.8012926,3.71619727,1.0,Papio,East Africa
Anterior,BM1902.9.9.3,-1.491153271299286,12,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1902.9.9.3,1.619729905947133,9,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1902.9.9.3,0.6927867865175741,8,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1904.11.5.2,-0.2256212319544476,12,21.4133186,4.03507241,1.0,Papio,East Africa
Posterior,BM1904.11.5.2,-0.02912370870364696,12,21.4133186,4.03507241,1.0,Papio,East Africa
Premolar,BM1904.11.5.2,-1.0703667562508576,8,21.4133186,4.03507241,1.0,Papio,East Africa
Anterior,BM1904.8.2.1,0.7964341035586043,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1904.8.2.1,-0.7315455478778107,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1904.8.2.1,-2.038340668060621,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1904.8.2.3,-2.1270831767201117,12,17.1217143,3.06608828,1.0,Papio,East Africa
Posterior,BM1904.8.2.3,0.332668734777506,12,17.1217143,3.06608828,1.0,Papio,East Africa
Premolar,BM1904.8.2.3,2.7177693723379064,8,17.1217143,3.06608828,1.0,Papio,East Africa
Anterior,BM1905.5.10.1,0.31130834960846515,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1905.5.10.1,-0.16118284788976747,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1905.5.10.1,0.5246942691463621,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1906.11.1.6,2.254673439527625,12,20.2042991,3.79588028,1.0,Papio,East Africa
Posterior,BM1906.11.1.6,0.41202140192607156,12,20.2042991,3.79588028,1.0,Papio,East Africa
Premolar,BM1906.11.1.6,-0.6568364548402053,8,20.2042991,3.79588028,1.0,Papio,East Africa
Anterior,BM1907.7.8.11,1.9160068569410162,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Posterior,BM1907.7.8.11,0.767070620171159,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Premolar,BM1907.7.8.11,2.644282901356524,8,19.8012926,3.71619727,1.0,Papio,Central Africa
Anterior,BM1908.7.17.1,0.32826660094638715,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Posterior,BM1908.7.17.1,-2.0588691767771765,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Premolar,BM1908.7.17.1,-2.3025340873027664,4,16.5968682,4.74312763,1.0,Pongo,Borneo
Anterior,BM1908.8.9.41,2.839587569698342,6,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1908.8.9.41,2.9629338434526677,6,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1908.8.9.41,-0.26442259060257944,4,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1908.8.9.42,-0.6097960572200529,12,23.8313576,4.51398683,0.0,Papio,East Africa
Posterior,BM1908.8.9.42,2.5182676423908017,12,23.8313576,4.51398683,0.0,Papio,East Africa
Premolar,BM1908.8.9.42,-1.837290504345924,8,23.8313576,4.51398683,0.0,Papio,East Africa
Anterior,BM1909.6.11,-1.4772477196849105,12,14.0305714,2.48359763,1.0,Papio,East Africa
Posterior,BM1909.6.11,1.1309317496561972,12,14.0305714,2.48359763,1.0,Papio,East Africa
Premolar,BM1909.6.11,-0.6291579779645126,8,14.0305714,2.48359763,1.0,Papio,East Africa
Anterior,BM1910.10.3.1,0.03131451220660742,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM1910.10.3.1,-0.23716092152264945,9,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM1910.10.3.1,0.6124474655818234,7,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BM1911.12.1.1,2.4267599830262183,12,18.1892666,3.39774848,1.0,Papio,East Africa
Posterior,BM1911.12.1.1,0.19361081147961579,12,18.1892666,3.39774848,1.0,Papio,East Africa
Premolar,BM1911.12.1.1,1.131969556095634,8,18.1892666,3.39774848,1.0,Papio,East Africa
Anterior,BM1913.10.18.2,-3.4366122843603475,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1913.10.18.2,-0.04261501292475767,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1913.10.18.2,-1.3899212806429335,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1913.10.18.3,-2.0268218322143183,6,24.2343641,4.59386268,1.0,Papio,East Africa
Posterior,BM1913.10.18.3,-1.4491409871733567,6,24.2343641,4.59386268,1.0,Papio,East Africa
Premolar,BM1913.10.18.3,-0.526595193568881,4,24.2343641,4.59386268,1.0,Papio,East Africa
Anterior,BM1914.3.8.2,1.5931564537584164,12,26.6524031,5.07338879,0.0,Papio,East Africa
Posterior,BM1914.3.8.2,-2.2092517647959635,12,26.6524031,5.07338879,0.0,Papio,East Africa
Premolar,BM1914.3.8.2,0.0919438457817696,8,26.6524031,5.07338879,0.0,Papio,East Africa
Anterior,BM1918.11.8.1,-0.7810380966518862,6,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1918.11.8.1,-0.5156569151147202,6,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1918.11.8.1,1.740442695488469,4,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1922.12.19.6,0.9525178992295116,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Posterior,BM1922.12.19.6,2.3079143312297767,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Premolar,BM1922.12.19.6,-0.22200548832632755,8,18.1892666,3.39774848,1.0,Papio,Central Africa
Anterior,BM1923.3.4.3,-1.1401558667818295,12,28.2644291,5.39328887,0.0,Papio,East Africa
Posterior,BM1923.3.4.3,-0.3396121858929462,12,28.2644291,5.39328887,0.0,Papio,East Africa
Premolar,BM1923.3.4.3,0.45121783045799824,8,28.2644291,5.39328887,0.0,Papio,East Africa
Anterior,BM1924.2.25.1,0.3394271099398025,12,20.6073056,3.87558812,1.0,Papio,East Africa
Posterior,BM1924.2.25.1,-1.7988684984272512,12,20.6073056,3.87558812,1.0,Papio,East Africa
Premolar,BM1924.2.25.1,0.19344950126788873,8,20.6073056,3.87558812,1.0,Papio,East Africa
Anterior,BM1924.8.6.15,0.427021858214213,12,19.3982861,3.63654073,1.0,Papio,West Africa
Posterior,BM1924.8.6.15,4.309047052219265,12,19.3982861,3.63654073,1.0,Papio,West Africa
Premolar,BM1924.8.6.15,3.222689408433539,8,19.3982861,3.63654073,1.0,Papio,West Africa
Anterior,BM1924.8.6.16,-1.4069011224032315,12,24.2343641,4.59386268,0.0,Papio,West Africa
Posterior,BM1924.8.6.16,-0.4473349532852319,12,24.2343641,4.59386268,0.0,Papio,West Africa
Premolar,BM1924.8.6.16,-2.4416552905372098,8,24.2343641,4.59386268,0.0,Papio,West Africa
Anterior,BM1925.5.12.1,-0.9617009109481598,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1925.5.12.1,0.5751922562676426,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1925.5.12.1,2.084845654378065,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1927.8.14.1,-1.196355633438435,6,16.0913333,2.87155209,0.0,Papio,East Africa
Posterior,BM1927.8.14.1,-1.0692793371671583,6,16.0913333,2.87155209,0.0,Papio,East Africa
Premolar,BM1927.8.14.1,-3.6012998767797866,4,16.0913333,2.87155209,0.0,Papio,East Africa
Anterior,BM1930.12.1.2,-0.2358433486285429,12,20.2042991,3.79588028,0.0,Papio,East Africa
Posterior,BM1930.12.1.2,-1.7616063107555386,12,20.2042991,3.79588028,0.0,Papio,East Africa
Premolar,BM1930.12.1.2,-0.8578054164720826,8,20.2042991,3.79588028,0.0,Papio,East Africa
Anterior,BM1931.4.1.1,-1.446950754777188,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1931.4.1.1,-0.11984724107055195,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1931.4.1.1,-2.94069616442749,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1932.7.6.1,-2.447765548694091,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,BM1932.7.6.1,3.6507050049084415,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,BM1932.7.6.1,-2.143167529676806,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,BM1934.11.20.1,-1.8198917688164231,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1934.11.20.1,3.1549756328544194,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1934.11.20.1,4.966314333510827,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1935.10.22.24,-1.9467029366327286,6,21.0103121,3.95531929,0.0,Papio,West Africa
Posterior,BM1935.10.22.24,-0.5844640858337284,6,21.0103121,3.95531929,0.0,Papio,West Africa
Premolar,BM1935.10.22.24,0.6191983139337777,4,21.0103121,3.95531929,0.0,Papio,West Africa
Anterior,BM1935.2.14.1,2.9714668087927176,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1935.2.14.1,-1.6334787484651558,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1935.2.14.1,-0.3759338486046848,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1936.12.28.1,1.3581826855765307,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.1,0.7772615569949641,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.1,-0.5978727022076,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1936.12.28.2,-0.18693244246764334,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-2.291501660124435,12,18.5922731,3.4773143,1.0,Papio,East Africa
