tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Anterior,IPHA.7,0,8,25.2000219,10.0,0.25,Homo sapiens,Native Californian, Roberto Lago,4,5693.883301,North County Joint Union Elementary,1,4,3,G,10,-0.2581899
Posterior,BM1884.10.30.1,0,8,23.6198193,2.43523526,1.0,Homo sapiens,West Africa,Stefano Celozzi,5,4792.211426,American Union Elementary,3,1,7,G,10,-1.090389
Anterior,IPHA.3,0,12,24.2470287,12.5,0.25,Homo sapiens,Native Californian,Jack Wilshere,3,4751.299805,Placerville Union Elementary,4,3,7,G,13,-0.7377322
Premolar,BRK125675,1,6,27.3390559,3.77992193,0.25,Pan,Chucki,Stelios Malezas,3,5204.6875,Pioneer Union Elementary,2,2,3,G,10,-0.0566766
Posterior,HTB1720,0,5,38.8611084,3.48559185,0.75,Homo sapiens,Ebolwa, Reyes,4,5349.367676,Chatom Union Elementary,1,8,3,G,6,-0.0252444
Posterior,MH12321,0,12,28.5301928,7.8,0.25,Homo sapiens,East Africa,Zoltán Gera,5,5146.78418,Nevada City Elementary,2,1,4,G,10,1.040902
Posterior,BRK125660,0,8,21.0103121,2.74721254,0.25,Homo sapiens,East Africa,Stephen Kelly,1,5181.57959,Elverta Joint Elementary,4,1,4,G,6,0.9889485
Posterior,IPHA.46,0,12,45.6,3.92661051,1.0,Homo sapiens,Borneo, Adriano,3,5220.370117,Monroe Elementary,4,1,3,G,10,-1.024997
Posterior,UVS10,0,12,30.1275274,3.39106649,0.25,Papio,Afalou,Noah Korczowski,1,4924.619141,Blue Lake Union Elementary,4,10,7,G,10,0.274908
Premolar,IPHA.22,0,12,38.8182459,3.89582582,0.75,Homo sapiens,Ebolwa,Radoslav Zabavník,4,5347.458496,Dunsmuir Elementary,3,1,3,G,6,-0.5835869
Posterior,HTB1718,0,12,13.0001905,8.38792417,0.0,Homo sapiens,Australian aboriginie,Ludovic Giuly,2,4357.826172,Luther Burbank Elementary,3,4,3,G,5,0.4203998
Anterior,NMNH329778,0,12,22.6223381,4.16498874,0.0,Pan,Borneo,Brad Jones,2,5382.088867,West Fresno Elementary,2,1,7,G,10,0.0294137
Premolar,BRK126292,0,6,35.8000964,4.59386268,1.0,Homo sapiens,Native Californian,Mehdi Abeid,2,5230.876953,Pacific Union Elementary,3,1,9,G,5,1.774334
Posterior,PMN3064,3,6,26.4238986,3.58600079,0.75,Homo sapiens,East Africa,Olivier Giroud,3,5433.339844,Springville Union Elementary,2,1,3,wood,6,1.231394
Anterior,BM1908.8.9.41,0,10,29.6004044,5.71046472,0.5,Papio,Australian aboriginie,Jonny Evans,5,5125.433105,Alpine Union Elementary,2,3,4,L,10,0.7244775
Premolar,BM1976.1419,1,8,37.7860417,4.47291497,0.75,Homo sapiens,Borneo, Valerón,3,4825.59082,Knightsen Elementary,2,1,7,G,6,-0.2581899
Premolar,HTB1903,2,12,32.9941687,7.03383117,0.25,Homo sapiens,Afalou,Steve Harper,3,4993.867676,Grass Valley Elementary,2,1,3,Q,6,0.5885687
Posterior,HTB1791,1,12,17.6532469,2.97561367,1.0,Homo sapiens,Native Californian,Alexander Ring,3,6026.359863,Jamestown Elementary,4,2,7,Q,13,-0.2377786
Posterior,BM1901.2.13.1,0,12,40.0,3.02477635,1.0,Pongo,Alaska,Juan Arango,3,6732.066406,Holt Union Elementary,2,1,3,G,10,-0.7668921
Anterior,BRK125802,0,12,13.686453,2.33671692,1.0,Homo sapiens,East Africa,Cyril Hennion,1,5149.186523,El Centro Elementary,2,3,4,G,5,-0.1111221
Premolar,BRK126107,0,7,12.2312454,4.72264949,0.5,Homo sapiens,French Cameroons, Ayoze,1,4954.466309,Bonny Doon Union Elementary,2,7,4,wood,5,-1.052108
Anterior,BM1898.2.28.11,0,8,26.8510328,5.33816474,1.0,Homo sapiens,Australian aboriginie, Xavi,1,5923.45166,Rockford  Elementary,2,1,9,G,10,0.4203998
Anterior,UVS56,0,12,27.3390559,5.09801939,0.0,Homo sapiens,Ebolwa,Andrey Arshavin,5,5486.382324,Oak View Union Elementary,4,8,3,L,6,-0.2581899
Anterior,BM1976.1430,0,9,26.1346386,18.8440476,0.5,Homo sapiens,East Africa,Ivan Rakitić,1,7217.263184,Woodville Elementary,3,3,7,G,10,-0.0102077
Posterior,BM1938.7.17.1,0,4,39.4,10.5751031,1.0,Papio,Chucki,Alexis Sánchez,5,5238.39209,Adelanto Elementary,4,6,3,G,10,0.540917
Posterior,NMNH283613,0,8,27.5897877,2.59401611,1.0,Homo sapiens,Ebolwa,Jens Hegeler,3,4138.305664,Cucamonga Elementary,3,4,7,G,13,1.063938
Premolar,AMNH99.1/80(b),0,8,25.3320304,2.81576611,0.0,Pan,Afalou, Thiago Motta,2,4023.531738,Allensworth Elementary,4,1,7,L,5,-0.126001
Posterior,BRK126472,2,4,33.7950437,6.19980411,1.0,Homo sapiens,Afalou,Mario Mandžukić,3,5367.988281,Cascade Union Elementary,3,8,7,G,5,-1.069162
Premolar,HTB1959,2,12,27.7190342,2.97561367,0.25,Homo sapiens,Alaska,Pablo Zabaleta,2,5119.158203,Mountain View Elementary,2,4,3,G,10,1.070944
Anterior,UVS104,0,8,21.6430246,3.80295048,1.0,Pan,Borneo, Alfaro,2,7542.038086,Cinnabar Elementary,4,1,4,G,10,-1.090389
Anterior,IPHA.15,0,8,21.6430246,4.709013,1.0,Papio,Buriat,Yassine Jebbour,4,5392.638672,Tulare City Elementary,4,1,3,G,10,0.5885687
Posterior,BRK126092,0,8,26.6728042,3.02477635,0.25,Homo sapiens,Buriat,Glen Johnson,4,5181.57959,Petaluma City Elementary,2,1,4,G,6,-0.6563948
Premolar,HTB3412,0,12,18.5922731,3.63654073,0.0,Homo sapiens,Australian aboriginie, Piti,2,5347.458496,Nuview Union Elementary,2,1,3,G,6,-1.181626
Posterior,BRK126248,0,12,32.059041,3.48066219,1.0,Homo sapiens,Khoi-San or bushman half-caste,Chris Gunter,2,6516.533203,Livingston Union Elementary,1,4,9,G,5,0.540917
Posterior,MH22277,0,10,43.6407147,2.50774612,0.75,Pan,Tasmanien,Yunus Malli,2,5519.677246,Perris Elementary,2,1,7,G,10,0.2394859
Premolar,HTB1722,1,12,55.0,3.89582582,0.5,Homo sapiens,East Africa,Garry Bocaly,3,4708.625,Mountain Union Elementary,3,1,7,Q,6,-0.0566766
Anterior,BM1976.1442,0,6,23.2827213,4.25426601,0.25,Pongo,Alaska,Sylvain Armand,4,5811.689941,Hollister School District,2,1,7,G,10,-0.0666737
Anterior,AMNH99.1/110,0,6,50.1648723,2.86641,0.5,Homo sapiens,Australian aboriginie,Maximilian Beister,2,5594.196289,South Whittier Elementary,2,2,3,G,5,0.0294137
Premolar,BRK125458,0,12,18.9460831,1.99807578,1.0,Pongo,Sami, José Enrique,4,6384.911133,Dunsmuir Elementary,4,1,9,G,5,0.0294137
Premolar,BM1930.12.1.2,4,6,45.2,3.2920468,0.0,Homo sapiens,French Cameroons,Aaron Hughes,4,4704.043945,Kernville Union Elementary,3,3,3,G,5,-1.024997
Posterior,IPHA.45,0,12,27.8297635,4.709013,0.0,Homo sapiens,Buriat,Karim El-Hany,3,4829.896484,Jamul-Dulzura Union Elementary,1,1,3,G,5,1.070944
Posterior,HTB2026,0,12,18.1892666,6.19608209,0.0,Homo sapiens,East Africa,François Clerc,2,5123.474121,Pacific Union Elementary,4,1,4,G,6,-0.0102077
Premolar,NMNH283613,0,12,14.8033571,1.99807578,0.25,Homo sapiens,Khoi-San,Hajime Hosogai,1,4969.380859,Fullerton Elementary,4,1,7,L,10,0.7244775
Posterior,HTB1707,3,8,19.8012926,4.13857528,0.75,Papio,West Africa, Cala,3,5284.164063,Monroe Elementary,1,1,3,G,13,-0.7668921
Anterior,NMNH283609a,0,11,22.6223381,5.83722718,0.75,Homo sapiens,Native Californian,Bacary Sagna,4,4842.60791,Los Nietos Elementary,4,1,3,G,10,-0.6779634
Premolar,HTB1153,1,12,18.1892666,5.07338879,0.75,Homo sapiens,East Africa,Jonathan Mensah,4,4793.370117,Pixley Union Elementary,2,5,7,G,10,1.070944
Posterior,BM1909.6.11,0,12,19.991222,2.41143228,1.0,Homo sapiens,East Africa, Marchena,4,5390.118164,Sundale Union Elementary,4,2,4,Q,10,0.7566829
Premolar,BM1976.1420,3,7,32.0178426,2.33861853,0.25,Homo sapiens,Native Californian,Cédric Kanté,4,4742.51416,Roseland Elementary,1,12,9,L,5,1.232602
Premolar,IPHA.29,0,12,11.454619,3.4773143,0.25,Homo sapiens,East Africa,Piotr Trochowski,2,4969.380859,Mountain View Elementary,3,1,3,G,5,-0.3260148
Anterior,BRK126100,2,12,19.5297384,5.44334199,0.5,Homo sapiens,Borneo,Cristian Rodríguez,2,4720.086426,Sulphur Springs Union Elementary,4,2,7,G,10,0.2116939
Anterior,HTB3539,0,12,39.6263614,2.69681693,1.0,Homo sapiens,Native Californian,Tom Starke,2,5771.383789,Strathmore Union Elementary,1,1,3,G,5,0.2316134
Anterior,BRK125821,0,12,14.2429582,7.36905252,0.0,Papio,Australian aboriginie, Albelda,4,5374.050293,Mesa Union Elementary,4,1,3,G,10,-0.3953965
Posterior,BRK126251,6,12,26.2982048,12.5,0.25,Papio,Native Californian,Andrey Arshavin,1,4818.612793,Franklin Elementary,3,1,7,G,6,0.274908
Posterior,NMNH331242,0,12,18.0115315,15.0,0.25,Pongo,Australian aboriginie,Martin Lanig,2,6489.928711,Palermo Union Elementary,2,4,3,G,10,-0.0680143
Anterior,HTB1025,0,12,39.4,3.54750963,0.25,Homo sapiens,Native Californian,Stephen Warnock,2,4079.12915,Victor Elementary,1,1,3,G,5,0.9333959
Anterior,BM1884.10.30.2,1,12,25.5490307,10.5,0.25,Homo sapiens,Australian aboriginie,Abdoulaye Sané,4,6089.910645,Las Lomitas Elementary,2,1,3,G,6,0.9889485
Posterior,AMNH99.1/83-A,0,8,34.6522169,2.9625106,0.25,Homo sapiens,Borneo,Sejad Salihović,4,5193.692383,Pixley Union Elementary,2,2,4,G,5,-0.2581899
Anterior,NMNH344714,0,8,36.3740361,16.4384771,0.0,Homo sapiens,Ebolwa,Yannick Sagbo,4,4945.031738,Alisal Union Elementary,4,3,9,L,13,0.4081676
Posterior,BM1976.1436,0,8,17.9009442,3.09538823,0.25,Homo sapiens,Australian aboriginie,Timo Hildebrand,3,5655.133301,Larkspur Elementary,3,7,3,G,5,-0.6779634
Anterior,HTB1882,0,9,29.8890376,15.0,0.75,Homo sapiens,Chucki,Bastian Schweinsteiger,2,5456.197266,Alta Loma Elementary,4,4,7,G,6,-0.6563948
Anterior,BM1923.3.4.3,0,12,48.8,7.8,0.75,Pongo,Australian aboriginie,Aleksandar Kolarov,2,5161.202148,Etiwanda Elementary,4,1,7,G,10,-0.5835869
Premolar,BM1899.7.8.1,0,12,39.4,2.86641,0.75,Homo sapiens,Ebolwa, David Luiz,2,4907.410645,Santa Rosa Elementary,1,1,7,G,10,0.2316134
Premolar,HTB1959,0,8,14.2429582,3.92661051,0.5,Homo sapiens,Native Californian,Christian Benteke,5,5742.73291,Fairfax Elementary,1,2,3,G,5,-0.1111221
Anterior,BM1976.1424,0,6,22.418623,3.54750963,1.0,Homo sapiens,Afalou,Aaron Ramsey,1,4138.305664,Blue Lake Union Elementary,4,1,7,G,6,0.1496926
Premolar,UVS57,0,6,16.3543336,5.00049123,0.0,Homo sapiens,Ebolwa,Kevin Pannewitz,5,5229.591309,Union Elementary,2,3,7,G,10,0.2168924
Anterior,BRK125827,0,8,31.9585448,16.9965704,0.25,Homo sapiens,French Cameroons, Cala,2,5092.91748,Columbine Elementary,2,9,3,wood,6,-0.5665014
Posterior,MH22283,0,8,16.5968682,2.10624751,0.25,Homo sapiens,East Africa,Aleksandar Stevanović,2,5223.025391,Little Lake City Elementary,4,2,4,G,13,-0.9823852
Premolar,BM1906.11.1.6,5,12,18.5922731,4.94131337,0.25,Homo sapiens,Khoi-San,Moussa Dembélé,5,4776.336426,Rio Dell Elementary,4,3,7,G,10,1.040902
Anterior,AMNH99.1/86-D,0,8,13.0001905,3.71619727,0.75,Homo sapiens,Native Californian,Dawda Bah,4,4880.040527,Ocean View Elementary,1,1,3,G,6,0.2394859
Anterior,HTB0802,0,12,19.991222,3.4773143,0.75,Homo sapiens,West Africa,Kevin Vogt,2,5730.349121,Salida Union Elementary,2,1,3,G,6,-0.6779634
Posterior,BRK125666,2,8,32.059041,3.49137561,0.75,Homo sapiens,Khoi-San,Manuel Iturra,1,5208.226074,Weaver Union Elementary,3,1,3,G,5,-0.2581899
Posterior,BM1932.7.6.1,0,4,28.0348116,3.44508735,0.75,Pongo,Alaska,Nick Powell,1,4969.180664,Del Paso Heights Elementary,4,1,4,G,13,1.05095
Anterior,HTB3551,4,4,11.2611071,4.65756455,0.0,Homo sapiens,Khoi-San or bushman half-caste,Bobby Zamora,5,5118.130371,Lawndale Elementary,2,10,3,wood,10,0.2168924
Premolar,HTB1745,0,12,17.6532469,2.50774612,0.25,Homo sapiens,Native Californian,Aristide Bancé,5,4854.038086,Elverta Joint Elementary,3,7,4,G,6,1.775517
Posterior,MH1701,0,8,29.8890376,4.27445115,0.25,Homo sapiens,Central Africa,Per Mertesacker,5,5191.834473,Mountain View Elementary,1,1,3,G,6,-0.5040575
Anterior,BM1971.2354,0,4,13.7729762,5.1293812,0.75,Homo sapiens,Buriat,Mesut Özil,3,4555.464355,Central Elementary,1,1,3,G,5,1.769452
Posterior,IPHA.28,0,12,23.2371928,8.74186019,1.0,Papio,West Africa,Frédéric Sammaritano,2,4559.176758,Goleta Union Elementary,1,3,3,G,13,1.154256
Anterior,MH12326,0,12,37.5591283,3.54689952,0.25,Homo sapiens,Chucki,Martín Demichelis,2,5090.587891,Bayshore Elementary,3,10,4,G,10,-0.5583452
Anterior,BRK125462,0,12,28.352333,5.06022442,0.5,Homo sapiens,Native Californian, Rubén Miño,5,5702.705078,Ross Valley Elementary,2,1,4,G,10,0.1496926
Posterior,UVS60,0,12,19.991222,2.81004779,0.25,Pan,East Africa,Damien Tibéri,3,5090.044922,Moreland Elementary,4,3,7,G,10,-0.7330914
Posterior,HTB0900,0,12,21.4133186,3.20634803,0.5,Homo sapiens,Alaska,Ron Vlaar,3,4907.410645,Saratoga Union Elementary,4,1,4,G,5,-0.7668921
Anterior,MH4460,0,5,12.7163146,4.04495405,0.5,Pan,(Buriat) Chinese?, Víctor Álvarez,4,5347.458496,Mt. Shasta Union Elementary,3,1,7,G,10,0.1496926
Posterior,BM1939.1007,0,6,43.749247,2.09782262,0.75,Pongo,Afalou,Radamel Falcao,4,7614.379395,Buttonwillow Union Elementary,4,5,4,G,5,-1.052108
Premolar,NMNH278701,0,12,50.8236683,2.26582834,0.25,Pan,Borneo,Romain Genevois,2,5743.597168,Mountain View Elementary,2,10,4,G,13,-0.2581899
Posterior,HTB1043,0,12,17.1850548,4.00197497,0.25,Pongo,Alaska,Piotr Trochowski,4,4963.060059,Brawley Elementary,2,1,3,G,10,-0.0666737
Posterior,HTB1744,4,8,18.9460831,3.6143239,0.25,Pongo,Alaska,Claudio Yacob,4,4905.221191,Los Altos Elementary,3,1,7,G,5,-0.5835869
Anterior,UCD2(3a)b,0,11,20.0102867,13.4013855,0.75,Homo sapiens,Alaska,Fabien Camus,1,5933.154297,Ophir Elementary,3,8,3,G,10,0.274908
Anterior,MH1509,0,6,23.5294041,9.1,0.0,Homo sapiens,Native Californian, Mariano,3,4757.025391,Sylvan Union Elementary,2,1,7,wood,10,-1.181626
Premolar,IPHA.12,0,12,41.1,18.8440476,0.0,Homo sapiens,Chucki,Sam Johnstone,3,4555.464355,Alview-Dairyland Union Elementary,4,2,3,G,13,-1.090389
Anterior,AMNH99.1/84-A,1,12,23.0253446,2.35865298,0.0,Homo sapiens,(Buriat) Chinese?,Samba Diakité,3,5645.495605,Holt Union Elementary,2,1,3,G,5,-0.923957
Posterior,BM1976.1428,0,12,11.7461763,14.6850608,0.25,Homo sapiens,Australian aboriginie, Asenjo,2,5287.35498,New Jerusalem Elementary,1,6,9,G,6,-0.6779634
Anterior,NMNH278705,0,8,17.204185,5.44334199,0.5,Homo sapiens,Borneo,Moussa Dembélé,4,6384.911133,Helendale Elementary,4,2,7,G,5,0.2168924
Premolar,IPHA.49,0,8,28.2644291,3.33164782,0.75,Homo sapiens,Alaska,Radoslav Zabavník,2,4881.899414,Allensworth Elementary,3,2,3,G,5,0.773524
Premolar,AMNH99.1/96-A,1,8,50.8236683,3.88831042,0.0,Homo sapiens,Khoi-San or bushman half-caste, Bosingwa,4,5158.791992,Banta Elementary,2,1,4,G,5,1.769452
Premolar,NMNH380452,0,12,26.6808313,3.45050478,0.75,Homo sapiens,Buriat,Mehmet Ekici,3,5338.185547,North Cow Creek Elementary,1,1,4,G,10,-0.0620358
Posterior,HTB1718,0,11,28.3511096,8.23260632,0.75,Homo sapiens,Sami,Manuel Friedrich,5,5486.029785,Susanville Elementary,2,1,3,G,5,0.5502878
Premolar,BM1911.12.1.1,0,12,27.8851639,3.45465859,0.5,Homo sapiens,East Africa, Sandro,4,5594.196289,Ontario-Montclair Elementary,4,1,7,G,6,-0.0102077
Premolar,BRK125660,0,8,36.3740361,3.32060722,0.25,Papio,Afalou,Jérôme Rothen,3,5064.615723,Grant Elementary,1,5,4,G,13,0.6430142
Anterior,HTB1223,4,12,12.485,4.16498874,1.0,Homo sapiens,Native Californian,James Tomkins,2,5161.202148,Kings River-Hardwick Union Elementary,3,1,7,G,5,-0.1513687
Premolar,BRK126755,0,6,21.0363609,2.26582834,1.0,Homo sapiens,Ebolwa,William Kvist,2,5397.161621,Alvina Elementary,4,1,7,G,6,0.1496926
Premolar,UCD2(8)b,0,8,59.6247021,15.0,1.0,Homo sapiens,Buriat,Antonio Rukavina,4,4016.41626,Helendale Elementary,1,2,9,G,10,-0.1111221
Posterior,BRK125670,0,12,55.0,3.56943631,0.0,Homo sapiens,West Africa,Axel Bellinghausen,2,4663.811035,Ballico-Cressey Elementary,3,1,4,G,10,0.2418185
Premolar,HTB1215,0,6,24.0300284,9.7611705,0.75,Homo sapiens,Australian aboriginie, Guly,4,4692.493652,Bonny Doon Union Elementary,3,2,7,G,5,-0.5040575
Anterior,AMNH99.1/109,0,12,30.7794746,8.23260632,0.75,Homo sapiens,Sami, Nano,3,4692.566895,Norris Elementary,3,6,3,G,10,-1.422919
Posterior,NMNH258483,6,4,21.7815281,3.4773143,0.25,Homo sapiens,East Africa,Mitchell Langerak,3,5960.464355,Santa Barbara Elementary,4,1,3,G,6,-1.052108
Posterior,NMNH226092,0,6,33.4930246,6.56320224,1.0,Homo sapiens,East Africa, Jonas,4,5990.794434,Pioneer Union Elementary,1,1,4,G,10,0.7244775
Anterior,NMNH330607,0,8,40.7050426,3.54750963,0.75,Homo sapiens,Buriat,Renato Civelli,3,4614.251953,Di Giorgio Elementary,4,7,3,G,6,-1.181626
Premolar,AMNH99.1/64,0,2,29.6004044,2.38690817,0.25,Homo sapiens,French Cameroons,Jonathan Pitroipa,3,5685.63916,Atwater Elementary,2,4,9,G,5,-0.717645
Premolar,NMNH283615,0,8,22.6223381,4.90407388,0.75,Homo sapiens,Australian aboriginie,Clint Hill,5,5028.561523,Oxnard Elementary,2,2,3,Q,10,0.2116939
Posterior,HTB2747,0,6,37.2670492,3.63654073,0.75,Pongo,Ebolwa,Dudu Aouate,2,5201.515625,Cinnabar Elementary,3,1,3,G,13,0.4081676
Premolar,NMNH380453,3,8,26.0065524,3.54750963,0.5,Pan,Ona,Yunus Malli,4,4632.068359,Ballard Elementary,4,12,7,G,6,-0.4899626
Posterior,BRK125598,1,12,26.6357902,3.92661051,0.25,Homo sapiens,Australian aboriginie,Sam Mantom,5,5267.831055,Bonsall Union Elementary,2,2,7,L,10,0.5766805
Premolar,AMNH99.1/111,0,6,33.8869639,5.15359486,0.0,Homo sapiens,Australian aboriginie,Franck Tabanou,5,4593.196777,Happy Valley Elementary,2,29,3,G,6,1.15588
Posterior,MH4459,0,12,24.2760145,2.97561367,0.25,Homo sapiens,French Cameroons,Jamie Carragher,2,5117.039551,Pleasant Valley Elementary,1,2,3,L,5,0.540917
Posterior,BRK126113,0,12,29.1041325,2.48359763,0.5,Homo sapiens,Alaska,Max Kruse,5,4880.040527,Redwood City Elementary,1,1,3,Q,10,-0.717645
Premolar,BM1884.10.30.1,0,12,22.6752937,3.2128737,0.75,Homo sapiens,Australian aboriginie,Adam Johnson,3,5158.791992,Saugus Union Elementary,4,1,7,G,5,1.063938
Anterior,UVS101,5,12,23.6198193,5.09801939,0.25,Homo sapiens,Native Californian,Fabrice Abriel,3,7290.338867,Summerville Elementary,3,1,4,G,13,-0.0836015
Posterior,UVS76,0,7,18.9952796,10.4,0.75,Homo sapiens,Borneo,Gary Gardner,1,5156.856934,Rohnerville Elementary,4,1,4,G,6,0.6318343
Premolar,BRK126118,0,12,46.1069672,3.03927918,1.0,Homo sapiens,Buriat,Raphael Wolf,4,5702.705078,Hawthorne Elementary,3,1,3,G,5,-0.0836015
Premolar,MH4767,0,12,25.9155783,3.46891175,0.75,Papio,Borneo,Rani Khedira,4,5329.002441,Burton Elementary,4,4,3,L,5,-0.6562689
Premolar,BM1976.1430,0,12,15.567015,9.1,0.75,Homo sapiens,Afalou,Ludovic Obraniak,2,4145.835938,Lafayette Elementary,2,6,4,G,10,-1.052108
Anterior,HTB1956,0,6,19.0390205,3.97369678,0.25,Papio,Alaska,Philipp Lahm,3,6485.166016,El Centro Elementary,4,1,3,G,5,-0.0666737
Posterior,MH20914,0,12,56.1166683,2.59401611,0.0,Papio,Native Californian,Stephan Fürstner,4,5123.474121,Hughes-Elizabeth Lakes Union Elementary,1,1,4,Q,5,-0.0102077
Posterior,NMNH330605,0,12,43.749247,4.61556224,0.75,Homo sapiens,Yaghan,Johan Djourou,1,4969.180664,Lowell Joint Elementary,1,1,7,G,13,1.063938
Anterior,NMNH344712,0,4,19.3982861,3.4773143,0.0,Pan,Ebolwa, Jonas,4,5223.025391,McSwain Union Elementary,1,1,7,G,6,-0.2577254
Anterior,NMNH380430,2,12,40.3916145,5.18766442,0.25,Homo sapiens,Alaska,Luis Suárez,3,4826.666016,Wilsona Elementary,1,6,9,G,5,-1.181626
Posterior,BM1908.8.9.41,0,8,17.1850548,8.74186019,0.0,Homo sapiens,Borneo,Tom Huddlestone,4,5125.433105,Jefferson Elementary,3,5,7,G,10,-0.5665014
