feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
241,1.6720930232558144,female,42.0,15.0,yes,2,18,5,4
245,1.6720930232558144,male,27.0,1.5,yes,4,16,3,5
249,1.6720930232558144,male,42.0,15.0,yes,2,20,6,4
262,0.9122807017543856,female,22.0,0.75,no,5,14,3,5
265,1.6720930232558144,male,32.0,7.0,yes,2,20,6,4
267,1.6720930232558144,male,27.0,4.0,yes,5,20,6,5
269,1.6720930232558144,male,27.0,10.0,yes,4,20,6,4
271,0.9122807017543856,male,22.0,4.0,no,1,18,5,5
277,1.6720930232558144,female,37.0,15.0,yes,4,14,3,1
290,1.6720930232558144,male,22.0,1.5,yes,5,16,4,4
292,1.6720930232558144,female,37.0,15.0,yes,4,17,1,5
293,0.9122807017543856,female,27.0,0.75,no,4,17,5,4
295,1.6720930232558144,male,32.0,10.0,yes,4,20,6,4
299,1.6720930232558144,female,47.0,15.0,yes,5,14,7,2
320,1.6720930232558144,male,37.0,10.0,yes,3,20,6,4
321,0.9122807017543856,female,22.0,0.75,no,2,16,5,5
324,0.9122807017543856,male,27.0,4.0,no,2,18,4,5
334,0.9122807017543856,male,32.0,7.0,no,4,20,6,4
351,1.6720930232558144,male,42.0,15.0,yes,2,17,3,5
355,1.6720930232558144,male,37.0,10.0,yes,4,20,6,4
361,1.6720930232558144,female,47.0,15.0,yes,3,17,6,5
362,0.9122807017543856,female,22.0,1.5,no,5,16,5,5
366,0.9122807017543856,female,27.0,1.5,no,2,16,6,4
370,0.9122807017543856,female,27.0,4.0,no,3,17,5,5
374,1.6720930232558144,female,32.0,10.0,yes,5,14,4,5
378,0.9122807017543856,female,22.0,0.125,no,2,12,5,5
381,1.6720930232558144,male,47.0,15.0,yes,4,14,4,3
382,1.6720930232558144,male,32.0,15.0,yes,1,14,5,5
383,1.6720930232558144,male,27.0,7.0,yes,4,16,5,5
384,1.6720930232558144,female,22.0,1.5,yes,3,16,5,5
400,1.6720930232558144,male,27.0,4.0,yes,3,17,6,5
403,0.9122807017543856,female,22.0,1.5,no,3,16,5,5
409,1.6720930232558144,male,57.0,15.0,yes,2,14,7,2
412,1.6720930232558144,male,17.5,1.5,yes,3,18,6,5
413,1.6720930232558144,male,57.0,15.0,yes,4,20,6,5
416,0.9122807017543856,female,22.0,0.75,no,2,16,3,4
418,0.9122807017543856,male,42.0,4.0,no,4,17,3,3
422,1.6720930232558144,female,22.0,1.5,yes,4,12,1,5
435,0.9122807017543856,female,22.0,0.417,no,1,17,6,4
439,1.6720930232558144,female,32.0,15.0,yes,4,17,5,5
445,0.9122807017543856,female,27.0,1.5,no,3,18,5,2
447,1.6720930232558144,female,22.0,1.5,yes,3,14,1,5
448,1.6720930232558144,female,37.0,15.0,yes,3,14,1,4
449,1.6720930232558144,female,32.0,15.0,yes,4,14,3,4
478,1.6720930232558144,male,37.0,10.0,yes,2,14,5,3
482,1.6720930232558144,male,37.0,10.0,yes,4,16,5,4
486,1.6720930232558144,male,57.0,15.0,yes,5,20,5,3
489,0.9122807017543856,male,27.0,0.417,no,1,16,3,4
490,1.6720930232558144,female,42.0,15.0,yes,5,14,1,5
491,1.6720930232558144,male,57.0,15.0,yes,3,16,6,1
492,1.6720930232558144,male,37.0,10.0,yes,1,16,6,4
503,1.6720930232558144,male,37.0,15.0,yes,3,17,5,5
508,1.6720930232558144,male,37.0,15.0,yes,4,20,6,5
509,1.6720930232558144,female,27.0,10.0,yes,5,14,1,5
512,1.6720930232558144,male,37.0,10.0,yes,2,18,6,4
515,0.9122807017543856,female,22.0,0.125,no,4,12,4,5
517,1.6720930232558144,male,57.0,15.0,yes,5,20,6,5
532,1.6720930232558144,female,37.0,15.0,yes,4,18,6,4
533,1.6720930232558144,male,22.0,4.0,yes,4,14,6,4
535,1.6720930232558144,male,27.0,7.0,yes,4,18,5,4
537,1.6720930232558144,male,57.0,15.0,yes,4,20,5,4
538,1.6720930232558144,male,32.0,15.0,yes,3,14,6,3
543,0.9122807017543856,female,22.0,1.5,no,2,14,5,4
547,1.6720930232558144,female,32.0,7.0,yes,4,17,1,5
550,1.6720930232558144,female,37.0,15.0,yes,4,17,6,5
558,0.9122807017543856,female,32.0,1.5,no,5,18,5,5
571,1.6720930232558144,male,42.0,10.0,yes,5,20,7,4
578,0.9122807017543856,female,27.0,7.0,no,3,16,5,4
583,0.9122807017543856,male,37.0,15.0,no,4,20,6,5
586,1.6720930232558144,male,37.0,15.0,yes,4,14,3,2
594,0.9122807017543856,male,32.0,10.0,no,5,18,6,4
597,0.9122807017543856,female,22.0,0.75,no,4,16,1,5
602,1.6720930232558144,female,27.0,7.0,yes,4,12,2,4
603,1.6720930232558144,female,27.0,7.0,yes,2,16,2,5
604,1.6720930232558144,female,42.0,15.0,yes,5,18,5,4
612,1.6720930232558144,male,42.0,15.0,yes,4,17,5,3
613,1.6720930232558144,female,27.0,7.0,yes,2,16,1,2
621,0.9122807017543856,female,22.0,1.5,no,3,16,5,5
627,1.6720930232558144,male,37.0,15.0,yes,5,20,6,5
630,0.9122807017543856,female,22.0,0.125,no,2,14,4,5
631,0.9122807017543856,male,27.0,1.5,no,4,16,5,5
632,0.9122807017543856,male,32.0,1.5,no,2,18,6,5
639,0.9122807017543856,male,27.0,1.5,no,2,17,6,5
645,1.6720930232558144,female,27.0,10.0,yes,4,16,1,3
647,1.6720930232558144,male,42.0,15.0,yes,4,18,6,5
648,0.9122807017543856,female,27.0,1.5,no,2,16,6,5
651,0.9122807017543856,male,27.0,4.0,no,2,18,6,3
655,1.6720930232558144,female,32.0,10.0,yes,3,14,5,3
667,1.6720930232558144,female,32.0,15.0,yes,3,18,5,4
670,0.9122807017543856,female,22.0,0.75,no,2,18,6,5
671,1.6720930232558144,female,37.0,15.0,yes,2,16,1,4
673,1.6720930232558144,male,27.0,4.0,yes,4,20,5,5
701,0.9122807017543856,male,27.0,4.0,no,1,20,5,4
705,1.6720930232558144,female,27.0,10.0,yes,2,12,1,4
706,1.6720930232558144,female,32.0,15.0,yes,5,18,6,4
709,1.6720930232558144,male,27.0,7.0,yes,5,12,5,3
717,1.6720930232558144,male,52.0,15.0,yes,2,18,5,4
719,0.9122807017543856,male,27.0,4.0,no,3,20,6,3
723,1.6720930232558144,male,37.0,4.0,yes,1,18,5,4
724,1.6720930232558144,male,27.0,4.0,yes,4,14,5,4
726,1.6720930232558144,female,52.0,15.0,yes,5,12,1,3
734,1.6720930232558144,female,57.0,15.0,yes,4,16,6,4
735,1.6720930232558144,male,27.0,7.0,yes,1,16,5,4
736,1.6720930232558144,male,37.0,7.0,yes,4,20,6,3
737,0.9122807017543856,male,22.0,0.75,no,2,14,4,3
739,1.6720930232558144,male,32.0,4.0,yes,2,18,5,3
743,1.6720930232558144,male,37.0,15.0,yes,4,20,6,3
745,1.6720930232558144,male,22.0,0.75,yes,2,14,4,3
747,1.6720930232558144,male,42.0,15.0,yes,4,20,6,3
751,1.6720930232558144,female,52.0,15.0,yes,5,17,1,1
752,1.6720930232558144,female,37.0,15.0,yes,4,14,1,2
754,1.6720930232558144,male,27.0,7.0,yes,4,14,5,3
760,1.6720930232558144,male,32.0,4.0,yes,2,16,5,5
763,1.6720930232558144,female,27.0,4.0,yes,2,18,6,5
774,1.6720930232558144,female,27.0,4.0,yes,2,18,5,5
776,1.6720930232558144,male,37.0,15.0,yes,5,18,6,5
779,1.6720930232558144,female,47.0,15.0,yes,5,12,5,4
784,1.6720930232558144,female,32.0,10.0,yes,3,17,1,4
788,1.6720930232558144,female,27.0,1.5,yes,4,17,1,2
794,1.6720930232558144,female,57.0,15.0,yes,2,18,5,2
795,0.9122807017543856,female,22.0,1.5,no,4,14,5,4
798,1.6720930232558144,male,42.0,15.0,yes,3,14,3,4
800,1.6720930232558144,male,57.0,15.0,yes,4,9,2,2
803,1.6720930232558144,male,57.0,15.0,yes,4,20,6,5
807,0.9122807017543856,female,22.0,0.125,no,4,14,4,5
812,1.6720930232558144,female,32.0,10.0,yes,4,14,1,5
820,1.6720930232558144,female,42.0,15.0,yes,3,18,5,4
823,0.9122807017543856,female,27.0,1.5,no,2,18,6,5
830,1.6720930232558144,male,32.0,0.125,yes,2,18,5,2
843,0.9122807017543856,female,27.0,4.0,no,3,16,5,4
848,1.6720930232558144,female,27.0,10.0,yes,2,16,1,4
851,1.6720930232558144,female,32.0,7.0,yes,4,16,1,3
854,1.6720930232558144,female,37.0,15.0,yes,4,14,5,4
856,1.6720930232558144,female,42.0,15.0,yes,5,17,6,2
857,1.6720930232558144,male,32.0,1.5,yes,4,14,6,5
859,1.6720930232558144,female,32.0,4.0,yes,3,17,5,3
863,0.9122807017543856,female,37.0,7.0,no,4,18,5,5
865,1.6720930232558144,female,22.0,0.417,yes,3,14,3,5
867,1.6720930232558144,female,27.0,7.0,yes,4,14,1,5
870,0.9122807017543856,male,27.0,0.75,no,3,16,5,5
873,1.6720930232558144,male,27.0,4.0,yes,2,20,5,5
875,1.6720930232558144,male,32.0,10.0,yes,4,16,4,5
876,1.6720930232558144,male,32.0,15.0,yes,1,14,5,5
877,0.9122807017543856,male,22.0,0.75,no,3,17,4,5
880,1.6720930232558144,female,27.0,7.0,yes,4,17,1,4
903,1.6720930232558144,male,27.0,0.417,yes,4,20,5,4
904,1.6720930232558144,male,37.0,15.0,yes,4,20,5,4
905,1.6720930232558144,female,37.0,15.0,yes,2,14,1,3
908,1.6720930232558144,male,22.0,4.0,yes,1,18,5,4
909,1.6720930232558144,male,37.0,15.0,yes,4,17,5,3
910,0.9122807017543856,female,22.0,1.5,no,2,14,4,5
912,1.6720930232558144,male,52.0,15.0,yes,4,14,6,2
914,0.9122807017543856,female,22.0,1.5,no,4,17,5,5
915,1.6720930232558144,male,32.0,4.0,yes,5,14,3,5
916,1.6720930232558144,male,32.0,4.0,yes,2,14,3,5
920,0.9122807017543856,female,22.0,1.5,no,3,16,6,5
921,0.9122807017543856,male,27.0,0.75,no,2,18,3,3
925,1.6720930232558144,female,22.0,7.0,yes,2,14,5,2
926,0.9122807017543856,female,27.0,0.75,no,2,17,5,3
929,1.6720930232558144,female,37.0,15.0,yes,4,12,1,2
931,0.9122807017543856,female,22.0,1.5,no,1,14,1,5
945,0.9122807017543856,female,37.0,10.0,no,2,12,4,4
947,1.6720930232558144,female,37.0,15.0,yes,4,18,5,3
949,1.6720930232558144,female,42.0,15.0,yes,3,12,3,3
950,0.9122807017543856,male,22.0,4.0,no,2,18,5,5
961,1.6720930232558144,male,52.0,7.0,yes,2,20,6,2
965,0.9122807017543856,male,27.0,0.75,no,2,17,5,5
966,0.9122807017543856,female,27.0,4.0,no,2,17,4,5
967,0.9122807017543856,male,42.0,1.5,no,5,20,6,5
987,0.9122807017543856,male,22.0,1.5,no,4,17,6,5
990,0.9122807017543856,male,22.0,4.0,no,4,17,5,3
992,1.6720930232558144,female,22.0,4.0,yes,1,14,5,4
995,1.6720930232558144,male,37.0,15.0,yes,5,20,4,5
1009,1.6720930232558144,female,37.0,10.0,yes,3,16,6,3
1021,1.6720930232558144,male,42.0,15.0,yes,4,17,6,5
1026,1.6720930232558144,female,47.0,15.0,yes,4,17,5,5
1027,0.9122807017543856,male,22.0,1.5,no,4,16,5,4
1030,1.6720930232558144,female,32.0,10.0,yes,3,12,1,4
1031,1.6720930232558144,female,22.0,7.0,yes,1,14,3,5
1034,1.6720930232558144,female,32.0,10.0,yes,4,17,5,4
1037,1.6720930232558144,male,27.0,1.5,yes,2,16,2,4
1038,1.6720930232558144,male,37.0,15.0,yes,4,14,5,5
1039,1.6720930232558144,male,42.0,4.0,yes,3,14,4,5
1045,1.6720930232558144,female,37.0,15.0,yes,5,14,5,4
1046,1.6720930232558144,female,32.0,7.0,yes,4,17,5,5
1054,1.6720930232558144,female,42.0,15.0,yes,4,18,6,5
1059,0.9122807017543856,male,27.0,4.0,no,4,18,6,4
1063,0.9122807017543856,male,22.0,0.75,no,4,18,6,5
1068,1.6720930232558144,male,27.0,4.0,yes,4,14,5,3
1070,0.9122807017543856,female,22.0,0.75,no,5,18,1,5
1072,1.6720930232558144,female,52.0,15.0,yes,5,9,5,5
1073,1.6720930232558144,male,32.0,10.0,yes,3,14,5,5
1077,1.6720930232558144,female,37.0,15.0,yes,4,16,4,4
1081,1.6720930232558144,male,32.0,7.0,yes,2,20,5,4
1083,1.6720930232558144,female,42.0,15.0,yes,3,18,1,4
1084,1.6720930232558144,male,32.0,15.0,yes,1,16,5,5
1086,1.6720930232558144,male,27.0,4.0,yes,3,18,5,5
1087,1.6720930232558144,female,32.0,15.0,yes,4,12,3,4
1089,1.6720930232558144,male,22.0,0.75,yes,3,14,2,4
1096,0.9122807017543856,female,22.0,1.5,no,3,16,5,3
1102,1.6720930232558144,female,42.0,15.0,yes,4,14,3,5
1103,1.6720930232558144,female,52.0,15.0,yes,3,16,5,4
1107,1.6720930232558144,male,37.0,15.0,yes,5,20,6,4
1109,1.6720930232558144,female,47.0,15.0,yes,4,12,2,3
1115,1.6720930232558144,male,57.0,15.0,yes,2,20,6,4
1119,1.6720930232558144,male,32.0,7.0,yes,4,17,5,5
1124,1.6720930232558144,female,27.0,7.0,yes,4,17,1,4
1126,0.9122807017543856,male,22.0,1.5,no,1,18,6,5
1128,1.6720930232558144,female,22.0,4.0,yes,3,9,1,4
1129,0.9122807017543856,female,22.0,1.5,no,2,14,1,5
1130,1.6720930232558144,male,42.0,15.0,yes,2,20,6,4
1133,1.6720930232558144,male,57.0,15.0,yes,4,9,2,4
1140,1.6720930232558144,female,27.0,7.0,yes,2,18,1,5
1143,1.6720930232558144,female,22.0,4.0,yes,3,14,1,5
1146,1.6720930232558144,male,37.0,15.0,yes,4,14,5,3
1153,1.6720930232558144,male,32.0,7.0,yes,1,18,6,4
1156,0.9122807017543856,female,22.0,1.5,no,2,14,5,5
1157,1.6720930232558144,female,22.0,1.5,yes,3,12,1,3
1158,1.6720930232558144,male,52.0,15.0,yes,2,14,5,5
1160,1.6720930232558144,female,37.0,15.0,yes,2,14,1,1
1161,1.6720930232558144,female,32.0,10.0,yes,2,14,5,5
1166,1.6720930232558144,male,42.0,15.0,yes,4,20,4,5
1177,1.6720930232558144,female,27.0,4.0,yes,3,18,4,5
1178,1.6720930232558144,male,37.0,15.0,yes,4,20,6,5
1180,0.9122807017543856,male,27.0,1.5,no,3,18,5,5
1187,0.9122807017543856,female,22.0,0.125,no,2,16,6,3
1191,1.6720930232558144,male,32.0,10.0,yes,2,20,6,3
1195,0.9122807017543856,female,27.0,4.0,no,4,18,5,4
1207,1.6720930232558144,female,27.0,7.0,yes,2,12,5,1
1208,1.6720930232558144,male,32.0,4.0,yes,5,18,6,3
1209,1.6720930232558144,female,37.0,15.0,yes,2,17,5,5
1211,0.9122807017543856,male,47.0,15.0,no,4,20,6,4
1215,0.9122807017543856,male,27.0,1.5,no,1,18,5,5
1221,1.6720930232558144,male,37.0,15.0,yes,4,20,6,4
1226,1.6720930232558144,female,32.0,15.0,yes,4,18,1,4
1229,1.6720930232558144,female,32.0,7.0,yes,4,17,5,4
1231,1.6720930232558144,female,42.0,15.0,yes,3,14,1,3
1234,1.6720930232558144,female,27.0,7.0,yes,3,16,1,4
1235,0.9122807017543856,male,27.0,1.5,no,3,16,4,2
1242,0.9122807017543856,male,22.0,1.5,no,3,16,3,5
1245,1.6720930232558144,male,27.0,4.0,yes,3,16,4,2
1260,1.6720930232558144,female,27.0,7.0,yes,3,12,1,2
1266,1.6720930232558144,female,37.0,15.0,yes,2,18,5,4
1271,1.6720930232558144,female,37.0,7.0,yes,3,14,4,4
1273,0.9122807017543856,male,22.0,1.5,no,2,16,5,5
1276,1.6720930232558144,male,37.0,15.0,yes,5,20,5,4
1280,0.9122807017543856,female,22.0,1.5,no,4,16,5,3
1282,1.6720930232558144,female,32.0,10.0,yes,4,16,1,5
1285,0.9122807017543856,male,27.0,4.0,no,2,17,5,3
1295,0.9122807017543856,female,22.0,0.417,no,4,14,5,5
1298,0.9122807017543856,female,27.0,4.0,no,2,18,5,5
1299,1.6720930232558144,male,37.0,15.0,yes,4,18,5,3
1304,1.6720930232558144,male,37.0,10.0,yes,5,20,7,4
1305,1.6720930232558144,female,27.0,7.0,yes,2,14,4,2
1311,1.6720930232558144,male,32.0,4.0,yes,2,16,5,5
1314,1.6720930232558144,male,32.0,4.0,yes,2,16,6,4
1319,0.9122807017543856,male,22.0,1.5,no,3,18,4,5
1322,1.6720930232558144,female,22.0,4.0,yes,4,14,3,4
1324,0.9122807017543856,female,17.5,0.75,no,2,18,5,4
1327,1.6720930232558144,male,32.0,10.0,yes,4,20,4,5
1328,0.9122807017543856,female,32.0,0.75,no,5,14,3,3
1330,1.6720930232558144,male,37.0,15.0,yes,4,17,5,3
1332,0.9122807017543856,male,32.0,4.0,no,3,14,4,5
1333,0.9122807017543856,female,27.0,1.5,no,2,17,3,2
1336,1.6720930232558144,female,22.0,7.0,yes,4,14,1,5
1341,1.6720930232558144,male,47.0,15.0,yes,5,14,6,5
1344,1.6720930232558144,male,27.0,4.0,yes,1,16,4,4
1352,1.6720930232558144,female,37.0,15.0,yes,5,14,1,3
1358,1.6720930232558144,male,42.0,4.0,yes,4,18,5,5
1359,1.6720930232558144,female,32.0,4.0,yes,2,14,1,5
1361,1.6720930232558144,male,52.0,15.0,yes,2,14,7,4
1364,0.9122807017543856,female,22.0,1.5,no,2,16,1,4
1368,1.6720930232558144,male,52.0,15.0,yes,4,12,2,4
1384,0.9122807017543856,female,22.0,0.417,no,3,17,1,5
1390,0.9122807017543856,female,22.0,1.5,no,2,16,5,5
1393,1.6720930232558144,male,27.0,4.0,yes,4,20,6,4
1394,1.6720930232558144,female,32.0,15.0,yes,4,14,1,5
1402,0.9122807017543856,female,27.0,1.5,no,2,16,3,5
1407,0.9122807017543856,male,32.0,4.0,no,1,20,6,5
1408,1.6720930232558144,male,37.0,15.0,yes,3,20,6,4
1412,0.9122807017543856,female,32.0,10.0,no,2,16,6,5
1413,1.6720930232558144,female,32.0,10.0,yes,5,14,5,5
1416,1.6720930232558144,male,37.0,1.5,yes,4,18,5,3
1417,0.9122807017543856,male,32.0,1.5,no,2,18,4,4
1418,1.6720930232558144,female,32.0,10.0,yes,4,14,1,4
1419,1.6720930232558144,female,47.0,15.0,yes,4,18,5,4
1420,1.6720930232558144,female,27.0,10.0,yes,5,12,1,5
1423,1.6720930232558144,male,27.0,4.0,yes,3,16,4,5
1424,1.6720930232558144,female,37.0,15.0,yes,4,12,4,2
1432,0.9122807017543856,female,27.0,0.75,no,4,16,5,5
1433,1.6720930232558144,female,37.0,15.0,yes,4,16,1,5
1437,1.6720930232558144,female,32.0,15.0,yes,3,16,1,5
1438,1.6720930232558144,female,27.0,10.0,yes,2,16,1,5
1439,0.9122807017543856,male,27.0,7.0,no,2,20,6,5
1446,1.6720930232558144,female,37.0,15.0,yes,2,14,1,3
1450,1.6720930232558144,male,27.0,1.5,yes,2,17,4,4
1451,1.6720930232558144,female,22.0,0.75,yes,2,14,1,5
1452,1.6720930232558144,male,22.0,4.0,yes,4,14,2,4
1453,0.9122807017543856,male,42.0,0.125,no,4,17,6,4
1456,1.6720930232558144,male,27.0,1.5,yes,4,18,6,5
1464,1.6720930232558144,male,27.0,7.0,yes,3,16,6,3
1469,1.6720930232558144,female,52.0,15.0,yes,4,14,1,3
1473,0.9122807017543856,male,27.0,1.5,no,5,20,5,2
1481,0.9122807017543856,female,27.0,1.5,no,2,16,5,5
1482,0.9122807017543856,female,27.0,1.5,no,3,17,5,5
1496,0.9122807017543856,male,22.0,0.125,no,5,16,4,4
1497,1.6720930232558144,female,27.0,4.0,yes,4,16,1,5
1504,1.6720930232558144,female,27.0,4.0,yes,4,12,1,5
1513,1.6720930232558144,female,47.0,15.0,yes,2,14,5,5
1515,1.6720930232558144,female,32.0,15.0,yes,3,14,5,3
1534,1.6720930232558144,male,42.0,7.0,yes,2,16,5,5
1535,0.9122807017543856,male,22.0,0.75,no,4,16,6,4
1536,0.9122807017543856,male,27.0,0.125,no,3,20,6,5
1540,1.6720930232558144,male,32.0,10.0,yes,3,20,6,5
1551,0.9122807017543856,female,22.0,0.417,no,5,14,4,5
1555,1.6720930232558144,female,47.0,15.0,yes,5,14,1,4
1557,1.6720930232558144,female,32.0,10.0,yes,3,14,1,5
1566,1.6720930232558144,male,57.0,15.0,yes,4,17,5,5
1567,1.6720930232558144,male,27.0,4.0,yes,3,20,6,5
1576,1.6720930232558144,female,32.0,7.0,yes,4,17,1,5
1584,1.6720930232558144,female,37.0,10.0,yes,4,16,1,5
1585,1.6720930232558144,female,32.0,10.0,yes,1,18,1,4
1590,0.9122807017543856,female,22.0,4.0,no,3,14,1,4
1594,1.6720930232558144,female,27.0,7.0,yes,4,14,3,2
1595,1.6720930232558144,male,57.0,15.0,yes,5,18,5,2
1603,1.6720930232558144,male,32.0,7.0,yes,2,18,5,5
1608,0.9122807017543856,female,27.0,1.5,no,4,17,1,3
1609,0.9122807017543856,male,22.0,1.5,no,4,14,5,5
1615,1.6720930232558144,female,22.0,1.5,yes,4,14,5,4
1616,1.6720930232558144,female,32.0,7.0,yes,3,16,1,5
1617,1.6720930232558144,female,47.0,15.0,yes,3,16,5,4
1620,0.9122807017543856,female,22.0,0.75,no,3,16,1,5
1621,1.6720930232558144,female,22.0,1.5,yes,2,14,5,5
1637,1.6720930232558144,female,27.0,4.0,yes,1,16,5,5
1638,1.6720930232558144,male,52.0,15.0,yes,4,16,5,5
1650,1.6720930232558144,male,32.0,10.0,yes,4,20,6,5
1654,1.6720930232558144,male,47.0,15.0,yes,4,16,6,4
1665,1.6720930232558144,female,27.0,7.0,yes,2,14,1,2
1670,0.9122807017543856,female,22.0,1.5,no,4,14,4,5
1671,1.6720930232558144,female,32.0,10.0,yes,2,16,5,4
1675,0.9122807017543856,female,22.0,0.75,no,2,16,5,4
1688,0.9122807017543856,female,22.0,1.5,no,2,16,5,5
1691,1.6720930232558144,female,42.0,15.0,yes,3,18,6,4
1695,1.6720930232558144,female,27.0,7.0,yes,5,14,4,5
1698,1.6720930232558144,male,42.0,15.0,yes,4,16,4,4
1704,1.6720930232558144,female,57.0,15.0,yes,3,18,5,2
1705,1.6720930232558144,male,42.0,15.0,yes,3,18,6,2
1711,1.6720930232558144,female,32.0,7.0,yes,2,14,1,2
1719,0.9122807017543856,male,22.0,4.0,no,5,12,4,5
1723,0.9122807017543856,female,22.0,1.5,no,1,16,6,5
1726,0.9122807017543856,female,22.0,0.75,no,1,14,4,5
1749,1.6720930232558144,female,32.0,15.0,yes,4,12,1,5
1752,0.9122807017543856,male,22.0,1.5,no,2,18,5,3
1754,1.6720930232558144,male,27.0,4.0,yes,5,17,2,5
1758,1.6720930232558144,female,27.0,4.0,yes,4,12,1,5
1761,1.6720930232558144,male,42.0,15.0,yes,5,18,5,4
1773,0.9122807017543856,male,32.0,1.5,no,2,20,7,3
1775,0.9122807017543856,male,57.0,15.0,no,4,9,3,1
1786,0.9122807017543856,male,37.0,7.0,no,4,18,5,5
1793,1.6720930232558144,male,52.0,15.0,yes,2,17,5,4
1799,1.6720930232558144,male,47.0,15.0,yes,4,17,6,5
1803,0.9122807017543856,female,27.0,7.0,no,2,17,5,4
1806,1.6720930232558144,female,27.0,7.0,yes,4,14,5,5
1807,0.9122807017543856,female,22.0,4.0,no,2,14,3,3
1808,1.6720930232558144,male,37.0,7.0,yes,2,20,6,5
1814,0.9122807017543856,male,27.0,7.0,no,4,12,4,3
1815,1.6720930232558144,male,42.0,10.0,yes,4,18,6,4
1818,0.9122807017543856,female,22.0,1.5,no,3,14,1,5
1827,1.6720930232558144,female,22.0,4.0,yes,2,14,1,3
1834,0.9122807017543856,female,57.0,15.0,no,4,20,6,5
1835,1.6720930232558144,male,37.0,15.0,yes,4,14,4,3
1843,1.6720930232558144,female,27.0,7.0,yes,3,18,5,5
1846,0.9122807017543856,female,17.5,10.0,no,4,14,4,5
1850,1.6720930232558144,male,22.0,4.0,yes,4,16,5,5
1851,1.6720930232558144,female,27.0,4.0,yes,2,16,1,4
1854,1.6720930232558144,female,37.0,15.0,yes,2,14,5,1
1859,0.9122807017543856,female,22.0,1.5,no,5,14,1,4
1861,1.6720930232558144,male,27.0,7.0,yes,2,20,5,4
1866,1.6720930232558144,male,27.0,4.0,yes,4,14,5,5
1873,0.9122807017543856,male,22.0,0.125,no,1,16,3,5
1875,1.6720930232558144,female,27.0,7.0,yes,4,14,1,4
1885,1.6720930232558144,female,32.0,15.0,yes,5,16,5,3
1892,1.6720930232558144,male,32.0,10.0,yes,4,18,5,4
1895,1.6720930232558144,female,32.0,15.0,yes,2,14,3,4
1896,0.9122807017543856,female,22.0,1.5,no,3,17,5,5
