rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating
1305,12,male,27.0,15.0,no,1,17,3,2
1140,12,female,32.0,1.5,no,4,17,5,5
1221,1,male,37.0,4.0,yes,2,20,1,3
1038,0,female,22.0,1.5,yes,4,20,1,4
55,0,female,27.0,7.0,yes,4,16,3,5
1814,12,male,37.0,4.0,yes,3,20,1,5
418,0,male,22.0,4.0,no,5,12,5,4
449,12,male,27.0,7.0,yes,5,16,6,2
945,7,female,47.0,4.0,yes,2,18,4,4
1125,0,female,22.0,15.0,yes,5,14,1,5
1424,0,male,37.0,15.0,no,1,14,5,5
409,7,male,27.0,10.0,no,4,16,6,4
1904,0,female,42.0,1.5,yes,2,16,5,5
705,12,female,32.0,10.0,no,3,18,5,4
1226,0,male,22.0,15.0,yes,5,16,1,2
1166,0,male,37.0,0.75,yes,5,16,6,4
1818,0,female,37.0,7.0,no,5,20,6,3
914,0,female,37.0,1.5,yes,3,14,4,5
176,0,male,42.0,4.0,yes,3,16,5,5
1730,0,female,47.0,10.0,no,3,16,5,4
1776,0,male,37.0,1.5,yes,5,14,5,2
1595,7,male,37.0,4.0,yes,5,20,4,4
1752,0,female,32.0,15.0,yes,3,16,5,5
1439,0,female,27.0,15.0,no,4,16,1,5
734,0,female,37.0,15.0,no,5,18,2,5
518,0,female,22.0,15.0,no,1,17,6,3
1920,0,female,32.0,15.0,yes,2,17,5,2
723,0,female,22.0,7.0,yes,3,18,4,3
49,0,female,22.0,15.0,yes,3,14,1,2
1615,2,male,32.0,15.0,yes,4,16,6,5
968,0,male,32.0,0.125,no,4,17,6,5
875,0,male,27.0,4.0,yes,3,17,1,4
647,1,male,22.0,0.75,yes,4,18,3,3
1685,1,male,32.0,15.0,no,5,18,7,4
1299,3,male,42.0,15.0,yes,2,14,5,5
1784,0,male,37.0,1.5,yes,3,12,3,5
1960,0,female,47.0,15.0,no,5,18,6,5
422,0,female,27.0,15.0,no,3,20,7,4
1876,0,male,22.0,10.0,yes,2,14,5,3
848,0,male,27.0,0.75,yes,4,20,5,4
743,0,female,42.0,4.0,no,3,16,6,3
12,0,male,32.0,1.5,yes,1,18,6,5
909,0,female,27.0,0.75,yes,3,18,5,3
383,12,female,27.0,15.0,no,4,14,6,5
482,0,female,57.0,4.0,yes,2,18,5,4
1295,0,male,57.0,15.0,yes,4,18,1,4
362,0,male,27.0,10.0,yes,1,14,5,3
93,0,male,27.0,15.0,yes,3,14,5,3
925,0,female,32.0,7.0,yes,2,18,4,4
754,0,male,42.0,10.0,yes,4,14,4,5
447,0,female,52.0,15.0,no,2,14,6,4
528,12,male,32.0,7.0,yes,3,14,4,5
594,0,female,27.0,7.0,yes,5,16,1,4
1650,12,male,27.0,1.5,yes,4,20,5,5
1786,0,male,22.0,10.0,yes,4,18,5,2
168,0,female,32.0,7.0,yes,4,16,6,5
4,0,male,27.0,4.0,yes,4,17,6,5
1929,0,male,32.0,15.0,yes,5,18,5,2
1011,1,male,22.0,7.0,yes,3,20,6,5
1497,0,male,32.0,10.0,yes,3,12,5,4
1419,0,female,32.0,0.125,yes,2,17,4,2
1056,0,female,22.0,1.5,yes,4,17,6,4
1087,0,female,27.0,4.0,yes,2,17,1,4
129,2,female,32.0,1.5,no,2,20,5,5
1930,0,female,42.0,15.0,yes,2,20,5,3
586,0,male,27.0,0.75,no,4,14,6,4
448,0,female,22.0,15.0,no,3,14,5,5
1567,1,male,37.0,1.5,no,4,14,1,5
950,0,male,37.0,15.0,no,2,20,1,4
115,7,female,27.0,4.0,no,3,14,5,4
1799,0,female,17.5,7.0,yes,4,17,3,3
1384,0,male,22.0,10.0,yes,1,17,6,5
719,0,female,32.0,1.5,no,3,17,1,3
1266,3,female,42.0,1.5,yes,5,14,3,4
1195,12,male,37.0,15.0,no,5,14,3,2
1150,1,male,27.0,15.0,no,4,20,5,5
1540,3,male,22.0,15.0,yes,5,14,1,5
1109,0,female,57.0,15.0,no,2,14,6,2
1245,0,male,42.0,15.0,no,2,18,5,4
986,0,male,32.0,10.0,yes,3,18,1,5
1754,0,female,57.0,4.0,no,2,17,3,5
795,7,female,32.0,15.0,yes,3,16,3,5
271,0,female,22.0,10.0,no,4,14,3,4
516,0,male,22.0,10.0,yes,5,14,5,3
239,0,female,57.0,7.0,yes,4,12,6,5
486,0,male,32.0,1.5,yes,3,16,1,5
1157,3,female,32.0,1.5,yes,2,18,5,5
538,0,male,37.0,0.125,no,3,16,2,4
1187,1,female,27.0,15.0,yes,2,18,5,4
9010,0,female,27.0,10.0,no,3,14,5,3
325,0,male,47.0,1.5,yes,1,14,3,3
1908,7,female,17.5,15.0,yes,1,14,6,2
1654,0,male,47.0,15.0,yes,5,16,6,2
1637,0,male,37.0,0.75,yes,3,17,3,2
159,0,male,32.0,15.0,yes,5,18,5,5
1711,0,male,42.0,15.0,yes,3,17,1,4
1158,0,male,27.0,15.0,yes,4,9,5,4
328,0,male,42.0,15.0,yes,1,16,3,5
885,0,female,52.0,4.0,yes,2,14,3,2
366,0,male,27.0,15.0,yes,3,12,6,5
1046,12,female,32.0,15.0,no,3,17,4,3
1773,3,male,27.0,15.0,yes,2,17,6,2
1211,0,male,42.0,15.0,yes,2,18,5,4
233,0,female,22.0,4.0,yes,2,14,1,3
1481,0,female,22.0,15.0,no,3,20,4,5
755,0,male,32.0,15.0,yes,2,18,4,4
735,0,male,52.0,15.0,no,3,17,5,4
621,0,female,22.0,4.0,no,5,20,1,4
1885,0,female,22.0,15.0,yes,2,18,4,4
181,3,male,22.0,15.0,yes,3,18,5,3
867,0,male,32.0,15.0,yes,2,20,6,5
1037,7,female,42.0,0.75,yes,4,14,4,4
1273,0,male,22.0,1.5,no,4,14,5,5
1102,7,female,37.0,4.0,no,5,17,5,5
1271,0,male,22.0,1.5,yes,3,17,5,5
1107,0,female,32.0,4.0,yes,4,17,3,4
1949,3,female,42.0,10.0,yes,5,17,6,5
1294,12,female,22.0,10.0,yes,4,16,5,5
1353,0,male,42.0,1.5,yes,4,16,6,5
1259,0,female,32.0,7.0,yes,4,17,5,5
578,0,male,27.0,4.0,yes,4,16,1,5
921,0,male,37.0,4.0,yes,4,14,4,5
706,0,male,27.0,7.0,yes,3,16,6,5
1437,0,female,37.0,15.0,yes,3,18,5,5
45,7,male,22.0,4.0,no,3,9,6,5
933,0,male,47.0,10.0,no,5,20,6,5
116,0,male,32.0,4.0,no,3,20,3,4
812,0,female,47.0,1.5,yes,5,14,5,5
6,0,female,57.0,1.5,yes,2,20,1,4
290,0,female,22.0,7.0,yes,2,18,1,5
1311,0,female,32.0,7.0,yes,2,16,7,5
1432,0,male,22.0,1.5,yes,4,14,5,4
9029,0,female,27.0,10.0,yes,3,18,2,2
1393,7,female,27.0,4.0,yes,1,18,5,5
1333,0,male,37.0,4.0,yes,3,18,1,3
249,0,female,22.0,10.0,yes,4,14,4,5
1452,0,female,42.0,0.417,yes,4,20,4,4
139,0,female,42.0,7.0,yes,5,16,6,3
1947,0,female,47.0,15.0,yes,4,14,4,5
1009,0,male,32.0,4.0,no,1,18,5,2
354,0,male,27.0,7.0,yes,2,16,1,4
1138,7,male,37.0,0.75,yes,4,18,6,2
220,0,male,47.0,1.5,yes,4,18,5,3
1834,12,male,42.0,7.0,yes,5,14,6,4
1146,0,male,32.0,4.0,yes,5,14,1,3
1803,3,male,32.0,4.0,yes,4,16,5,5
1209,1,female,32.0,7.0,yes,3,18,6,3
1669,0,male,22.0,15.0,yes,4,16,4,2
1638,0,male,37.0,15.0,yes,2,14,5,2
1808,0,male,27.0,7.0,yes,2,16,6,4
745,0,female,22.0,1.5,no,2,16,5,3
630,0,male,42.0,10.0,yes,1,18,1,3
1332,0,male,27.0,4.0,no,3,14,1,5
927,0,female,22.0,1.5,yes,2,14,6,5
1952,0,male,37.0,15.0,yes,2,16,6,3
823,0,female,32.0,10.0,yes,3,16,5,1
163,0,female,27.0,10.0,yes,1,18,5,4
571,3,female,22.0,15.0,yes,5,14,4,3
134,0,male,27.0,15.0,yes,4,16,5,5
820,0,female,32.0,15.0,yes,4,14,6,2
1480,0,female,42.0,7.0,no,2,16,1,5
355,12,female,57.0,0.125,yes,3,20,5,5
292,0,male,37.0,10.0,yes,1,16,2,3
1390,0,male,27.0,15.0,yes,4,16,6,3
1026,0,male,27.0,4.0,yes,3,14,4,2
114,0,female,22.0,10.0,no,2,16,5,5
1304,7,female,27.0,10.0,yes,5,12,3,4
1128,0,female,47.0,4.0,yes,2,16,6,4
1324,2,female,42.0,15.0,no,2,14,3,5
1697,0,female,37.0,7.0,yes,4,20,6,5
877,0,female,27.0,4.0,yes,2,16,1,5
1364,2,female,32.0,15.0,no,4,12,5,5
981,0,female,52.0,7.0,no,2,20,3,4
1180,0,male,32.0,7.0,yes,1,17,5,4
489,0,male,27.0,15.0,yes,3,18,4,4
856,0,male,22.0,15.0,yes,2,18,6,5
1418,0,female,32.0,7.0,yes,2,12,6,5
1413,0,female,42.0,15.0,no,4,17,1,5
1336,0,male,57.0,0.417,no,5,14,1,4
29,0,male,57.0,15.0,yes,5,18,4,5
228,0,female,27.0,15.0,yes,4,20,1,4
1749,0,female,42.0,7.0,no,2,14,1,5
1731,0,male,42.0,15.0,yes,3,20,5,4
189,0,male,27.0,4.0,yes,4,20,6,4
108,7,female,32.0,4.0,no,2,12,6,3
245,0,female,37.0,15.0,yes,2,14,1,4
1751,0,female,22.0,15.0,yes,2,18,5,5
392,2,male,42.0,15.0,yes,2,14,5,5
16,0,female,37.0,0.125,no,2,18,5,4
390,0,male,47.0,7.0,yes,2,17,5,2
1918,1,male,37.0,10.0,no,4,18,2,5
1555,0,male,22.0,15.0,yes,4,16,1,5
1899,0,female,32.0,7.0,yes,4,14,5,4
1314,0,female,22.0,7.0,yes,2,18,5,3
1031,0,female,37.0,4.0,yes,4,16,6,4
147,0,female,27.0,1.5,yes,2,18,6,4
1861,0,female,42.0,4.0,yes,3,14,4,2
1156,7,male,27.0,10.0,no,2,17,1,4
262,0,male,22.0,15.0,no,4,16,6,5
1039,7,female,22.0,10.0,yes,4,18,5,5
187,0,female,22.0,4.0,no,2,14,4,3
752,0,male,22.0,15.0,no,3,18,1,4
1072,1,female,32.0,15.0,yes,4,12,6,5
1716,0,male,37.0,7.0,yes,1,12,1,4
830,0,male,32.0,15.0,yes,1,14,5,4
811,0,male,32.0,15.0,yes,2,14,5,4
1534,0,male,47.0,1.5,no,5,20,5,5
905,3,female,27.0,4.0,yes,2,20,5,3
646,0,female,32.0,0.125,yes,4,16,3,5
1743,0,male,37.0,15.0,no,2,14,5,5
770,0,male,37.0,4.0,yes,4,18,5,5
361,0,female,27.0,4.0,yes,2,14,5,4
1368,7,male,27.0,0.417,yes,3,18,6,5
798,0,female,52.0,10.0,yes,2,18,4,4
1584,0,female,22.0,4.0,no,3,17,5,3
776,7,female,27.0,15.0,yes,4,14,5,1
904,0,female,27.0,0.125,no,2,17,3,4
739,0,female,27.0,0.417,yes,5,14,6,3
625,0,male,27.0,15.0,yes,5,17,6,5
1456,0,male,27.0,7.0,no,3,20,5,5
369,0,female,37.0,1.5,no,4,16,6,4
1420,0,female,27.0,0.125,yes,5,18,3,5
517,0,female,22.0,7.0,no,3,18,6,4
1695,0,female,17.5,1.5,yes,1,14,1,4
382,0,male,27.0,7.0,yes,2,17,7,4
1854,0,male,47.0,4.0,no,4,20,6,5
1732,0,male,37.0,15.0,yes,2,14,5,3
602,0,female,27.0,0.75,yes,3,17,6,5
1723,0,male,27.0,1.5,no,3,18,6,5
1806,0,male,27.0,1.5,yes,2,14,1,1
344,0,female,52.0,15.0,yes,4,12,5,4
931,12,female,22.0,4.0,no,5,14,6,3
1423,0,female,27.0,7.0,yes,2,14,4,5
1496,0,male,22.0,15.0,no,3,16,1,5
1446,0,female,22.0,15.0,no,4,20,4,5
1775,0,male,42.0,4.0,yes,4,16,1,4
47,0,male,42.0,15.0,yes,2,18,3,1
1617,0,female,47.0,0.75,no,4,14,5,4
184,0,female,42.0,0.75,no,3,17,1,5
701,0,female,22.0,7.0,no,3,17,4,5
1124,1,female,57.0,10.0,yes,1,17,6,4
1319,0,female,27.0,15.0,yes,4,14,6,5
1163,0,male,37.0,7.0,no,2,14,6,5
295,0,male,42.0,0.75,no,3,12,1,3
550,0,male,32.0,1.5,yes,4,14,1,3
1557,0,male,32.0,10.0,no,2,18,5,5
1504,0,male,32.0,4.0,yes,2,14,5,4
1153,0,male,27.0,10.0,yes,2,20,5,4
975,0,female,22.0,15.0,yes,2,16,1,3
1298,1,female,37.0,4.0,yes,2,14,1,4
736,7,male,27.0,1.5,no,4,17,5,5
1160,7,male,27.0,15.0,no,5,17,5,5
893,0,female,42.0,15.0,yes,2,14,5,4
1007,7,male,37.0,0.75,yes,3,16,5,4
192,0,female,32.0,7.0,no,2,18,7,4
1896,0,male,37.0,7.0,yes,1,16,5,4
1328,0,female,32.0,4.0,no,3,17,1,5
912,0,male,42.0,1.5,no,4,18,5,5
1513,0,female,27.0,15.0,yes,3,12,5,4
724,0,male,37.0,15.0,yes,4,12,6,3
215,0,male,27.0,7.0,yes,2,16,6,5
1035,0,female,37.0,0.417,yes,4,17,5,5
726,7,female,32.0,7.0,yes,5,20,6,5
1850,0,female,32.0,15.0,yes,4,18,6,5
1469,12,female,37.0,4.0,no,3,17,3,4
1407,0,female,27.0,0.75,no,2,14,3,5
797,0,female,32.0,15.0,yes,3,17,5,2
613,0,male,37.0,1.5,yes,4,18,6,5
635,0,male,42.0,15.0,no,2,20,5,5
491,12,male,27.0,15.0,yes,5,12,4,4
717,0,male,37.0,10.0,yes,5,18,5,5
1077,1,male,22.0,15.0,no,2,16,3,4
1866,0,female,37.0,1.5,yes,3,16,6,4
492,1,male,27.0,7.0,yes,4,18,6,5
1402,0,male,22.0,7.0,no,3,16,5,2
1215,0,female,32.0,15.0,yes,4,17,1,2
1280,0,female,32.0,1.5,yes,4,16,6,3
287,0,male,32.0,7.0,yes,2,17,4,4
612,0,female,32.0,1.5,no,4,14,5,5
863,12,female,32.0,0.75,yes,4,18,4,4
920,7,male,37.0,15.0,yes,3,14,5,2
1394,0,female,32.0,10.0,yes,2,16,6,2
1096,1,male,22.0,15.0,yes,3,20,1,4
786,0,male,22.0,0.75,no,5,14,6,4
122,0,female,42.0,15.0,yes,4,17,5,4
288,0,male,27.0,15.0,yes,4,16,6,5
576,0,male,27.0,4.0,yes,2,12,1,5
1002,0,female,42.0,7.0,no,3,14,5,4
1688,0,female,57.0,1.5,yes,4,16,6,5
627,3,male,27.0,1.5,yes,4,20,4,1
1763,0,female,32.0,0.417,yes,5,9,5,4
1027,0,male,27.0,15.0,yes,4,18,1,3
1450,0,female,57.0,4.0,yes,5,16,5,4
269,0,female,37.0,15.0,no,3,12,6,5
995,0,male,22.0,1.5,no,2,20,1,3
639,0,female,27.0,1.5,yes,1,17,1,3
1169,0,male,27.0,10.0,no,4,17,5,5
1705,0,female,27.0,7.0,yes,3,18,6,3
9001,7,female,37.0,10.0,no,2,16,1,4
1204,7,male,22.0,15.0,no,2,16,5,4
1719,0,female,22.0,7.0,no,4,16,1,3
1622,2,female,27.0,10.0,yes,4,18,7,5
1761,0,female,27.0,10.0,no,4,20,6,3
1671,0,female,27.0,10.0,yes,4,16,4,5
1757,7,male,22.0,4.0,yes,5,20,1,5
1282,1,male,17.5,1.5,no,2,18,5,5
611,0,female,32.0,15.0,yes,4,17,1,2
353,0,female,22.0,4.0,yes,2,16,6,5
1827,0,female,22.0,10.0,yes,2,12,5,2
558,7,male,32.0,15.0,yes,4,17,5,4
854,12,female,22.0,7.0,yes,3,14,6,3
1851,0,male,27.0,4.0,yes,5,12,3,4
186,0,female,32.0,0.75,yes,2,16,3,2
9023,0,male,27.0,15.0,yes,4,14,5,5
1608,0,female,42.0,7.0,yes,2,18,1,5
1352,0,female,37.0,0.75,no,2,12,1,4
737,12,female,22.0,1.5,no,5,14,1,1
1766,1,female,42.0,1.5,yes,2,14,6,5
1059,12,female,37.0,1.5,no,2,17,4,4
1327,0,female,32.0,10.0,yes,4,14,6,2
1247,0,male,32.0,15.0,no,2,17,5,5
784,0,female,27.0,1.5,yes,4,16,4,2
1361,0,female,52.0,10.0,yes,2,16,5,5
670,0,female,22.0,7.0,yes,3,14,6,5
1807,0,female,52.0,4.0,yes,1,17,5,4
910,1,female,32.0,1.5,yes,2,20,1,5
1664,0,male,27.0,4.0,yes,4,18,5,5
1133,12,male,37.0,15.0,yes,4,18,5,3
1054,0,male,22.0,4.0,yes,4,12,5,2
583,0,male,22.0,7.0,yes,4,17,2,5
603,0,female,27.0,1.5,yes,2,16,5,3
423,0,male,52.0,15.0,yes,3,16,1,5
1616,0,female,22.0,10.0,yes,2,14,5,4
1665,0,female,27.0,1.5,yes,5,16,1,5
1030,3,male,22.0,7.0,yes,2,18,2,2
1629,0,male,42.0,10.0,no,4,18,4,5
79,0,female,47.0,7.0,yes,2,17,5,5
1464,3,male,57.0,7.0,no,2,18,5,2
631,0,female,27.0,15.0,yes,1,14,5,3
1844,0,female,22.0,15.0,yes,3,14,4,5
1235,0,male,32.0,15.0,yes,4,9,1,4
1370,0,male,22.0,7.0,yes,4,14,5,3
224,0,female,32.0,0.75,yes,3,18,6,3
537,0,male,37.0,10.0,yes,4,16,1,4
1573,0,female,22.0,7.0,no,2,17,3,3
1951,7,female,57.0,15.0,yes,4,17,6,2
651,7,female,52.0,7.0,yes,5,12,5,5
520,0,female,27.0,10.0,no,5,20,5,4
227,0,female,32.0,4.0,yes,4,17,6,5
800,1,female,37.0,15.0,yes,3,18,5,4
351,0,female,22.0,1.5,yes,4,20,2,1
1231,0,male,37.0,1.5,no,3,18,5,3
435,0,female,22.0,15.0,no,3,20,3,5
1084,0,male,27.0,1.5,yes,3,14,5,5
870,0,male,42.0,7.0,yes,3,16,6,4
1408,0,female,22.0,15.0,yes,4,12,4,5
760,1,male,32.0,15.0,yes,3,12,5,3
64,0,female,42.0,1.5,yes,1,18,4,4
172,1,female,27.0,0.417,yes,2,14,6,5
153,0,male,27.0,15.0,yes,5,18,6,4
803,2,male,37.0,15.0,no,4,16,3,5
709,0,female,27.0,15.0,yes,4,14,5,4
1070,0,female,22.0,15.0,yes,2,16,6,3
174,7,male,27.0,15.0,no,1,14,1,5
526,0,male,27.0,4.0,no,3,18,5,4
1021,1,female,32.0,1.5,yes,2,17,1,2
1198,1,male,27.0,1.5,yes,5,16,5,5
490,0,male,27.0,4.0,yes,2,20,2,4
265,0,female,22.0,4.0,yes,4,16,5,5
1081,0,male,22.0,15.0,yes,1,12,6,5
679,12,male,32.0,1.5,yes,3,18,5,5
1482,0,female,22.0,4.0,yes,2,14,1,5
858,1,male,32.0,10.0,yes,1,20,6,4
851,0,male,32.0,7.0,yes,2,14,6,2
138,0,male,32.0,0.75,yes,4,14,5,1
977,0,female,22.0,4.0,yes,3,17,6,4
217,0,female,32.0,15.0,yes,4,16,4,1
1427,0,female,27.0,15.0,no,2,17,6,5
951,0,male,22.0,10.0,yes,2,16,6,5
929,0,male,52.0,15.0,yes,4,12,1,4
1704,0,female,27.0,1.5,yes,2,9,5,5
1229,0,male,22.0,10.0,yes,4,18,6,2
1535,0,male,22.0,15.0,yes,1,12,6,4
1726,0,female,57.0,0.125,no,1,20,5,4
1126,12,female,37.0,4.0,yes,5,12,5,2
990,0,male,47.0,4.0,yes,4,12,6,3
23,0,female,42.0,15.0,no,2,16,6,4
1129,3,male,17.5,15.0,yes,4,14,5,3
1564,0,male,32.0,1.5,yes,4,20,3,5
1050,0,male,27.0,10.0,no,4,20,5,4
1895,0,male,32.0,7.0,no,4,14,6,5
509,0,female,32.0,1.5,yes,2,14,5,4
1034,12,female,27.0,4.0,yes,4,14,6,4
9012,0,female,27.0,15.0,yes,4,18,1,4
1230,0,male,27.0,15.0,yes,2,18,4,2
1682,0,male,27.0,15.0,yes,2,17,5,4
965,7,female,32.0,15.0,yes,1,17,5,4
1536,1,male,22.0,1.5,yes,4,16,4,5
807,12,male,57.0,10.0,yes,2,14,4,4
503,12,female,22.0,15.0,yes,4,16,1,4
1276,0,male,27.0,15.0,yes,3,16,5,2
967,0,female,32.0,1.5,no,4,20,5,5
320,0,male,27.0,4.0,yes,2,14,4,2
1793,0,female,37.0,10.0,yes,4,14,5,5
241,0,female,57.0,15.0,yes,3,18,4,4
165,0,female,27.0,7.0,yes,2,20,4,5
1835,0,male,32.0,4.0,no,4,16,3,4
1161,12,female,22.0,10.0,yes,4,16,5,5
1412,0,male,37.0,15.0,yes,5,14,6,2
915,0,female,37.0,7.0,no,5,14,6,4
655,0,male,22.0,15.0,yes,5,14,5,5
151,0,male,37.0,0.75,yes,4,16,6,3
972,0,female,52.0,1.5,no,3,18,5,4
659,0,male,32.0,0.125,no,4,16,5,5
1045,0,male,27.0,15.0,no,3,20,4,5
432,3,female,27.0,4.0,yes,5,12,5,5
1143,0,male,27.0,4.0,no,4,16,6,5
1620,7,male,32.0,15.0,yes,2,14,6,2
1260,0,male,42.0,15.0,yes,2,12,5,3
1843,0,female,37.0,0.417,no,2,18,6,5
1698,1,female,37.0,7.0,yes,4,20,1,2
553,12,male,27.0,15.0,yes,4,18,5,4
673,0,female,22.0,4.0,no,3,16,5,3
321,12,female,27.0,15.0,yes,4,14,5,4
232,12,female,57.0,4.0,no,4,16,5,4
632,0,female,27.0,4.0,yes,3,16,6,4
1772,1,male,32.0,1.5,yes,1,20,5,4
928,0,female,32.0,15.0,yes,4,20,6,3
334,0,male,32.0,7.0,no,4,18,1,4
86,0,male,32.0,4.0,yes,3,14,3,4
751,0,male,27.0,10.0,no,3,16,5,4
210,0,male,27.0,7.0,yes,2,17,1,5
513,0,male,22.0,15.0,yes,2,20,1,3
1621,7,female,57.0,15.0,no,1,17,6,3
873,0,female,27.0,10.0,yes,4,16,5,2
987,0,female,27.0,4.0,yes,4,16,5,3
267,0,female,42.0,15.0,yes,2,16,4,5
1433,0,female,32.0,1.5,no,2,17,4,3
1285,2,female,42.0,7.0,yes,2,12,1,4
1115,0,male,27.0,15.0,yes,4,17,5,5
154,2,female,52.0,1.5,yes,4,20,4,4
67,0,female,27.0,15.0,no,3,17,6,5
1954,2,male,42.0,4.0,yes,4,18,4,4
1177,0,female,22.0,1.5,yes,2,18,4,5
916,0,female,27.0,7.0,yes,2,16,1,1
774,12,female,27.0,1.5,yes,3,18,6,3
1758,12,female,42.0,15.0,no,4,20,1,5
275,0,female,27.0,15.0,yes,4,17,5,4
533,0,male,57.0,15.0,yes,4,9,4,5
1691,0,female,32.0,10.0,yes,3,14,3,4
5,0,female,22.0,4.0,no,3,18,1,5
1505,7,female,22.0,0.75,yes,2,20,1,5
412,0,male,37.0,10.0,yes,4,17,6,4
926,1,male,37.0,10.0,no,1,18,1,4
170,0,female,42.0,15.0,yes,4,14,5,5
729,0,male,27.0,1.5,yes,5,14,4,3
1875,7,female,52.0,10.0,yes,5,17,5,4
53,0,male,27.0,15.0,yes,3,14,5,5
1576,0,male,52.0,0.75,yes,1,18,7,2
