feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
724,0.757430148534798,male,27.0,4.0,yes,4,14,5,4
726,1.4617076771766753,female,52.0,15.0,yes,5,12,1,3
734,3.2649988247330253,female,57.0,15.0,yes,4,16,6,4
735,1.9067723981374018,male,27.0,7.0,yes,1,16,5,4
736,1.4350432685445027,male,37.0,7.0,yes,4,20,6,3
737,-0.635307915324312,male,22.0,0.75,no,2,14,4,3
739,-0.8304038347613676,male,32.0,4.0,yes,2,18,5,3
743,0.9453978489046131,male,37.0,15.0,yes,4,20,6,3
745,1.5917251752015926,male,22.0,0.75,yes,2,14,4,3
747,4.313929836557383,male,42.0,15.0,yes,4,20,6,3
751,1.8667636513269337,female,52.0,15.0,yes,5,17,1,1
752,3.1406113158444455,female,37.0,15.0,yes,4,14,1,2
754,0.9259902039029748,male,27.0,7.0,yes,4,14,5,3
760,-0.09858127766933023,male,32.0,4.0,yes,2,16,5,5
763,0.22990859500715977,female,27.0,4.0,yes,2,18,6,5
774,0.5883798621515908,female,27.0,4.0,yes,2,18,5,5
776,4.852688391857955,male,37.0,15.0,yes,5,18,6,5
779,0.44468601437923705,female,47.0,15.0,yes,5,12,5,4
784,2.9250565196995915,female,32.0,10.0,yes,3,17,1,4
788,0.32283916399471013,female,27.0,1.5,yes,4,17,1,2
794,3.0641526636213214,female,57.0,15.0,yes,2,18,5,2
795,1.4875170987194637,female,22.0,1.5,no,4,14,5,4
798,1.4380273166841218,male,42.0,15.0,yes,3,14,3,4
800,1.6111811390682227,male,57.0,15.0,yes,4,9,2,2
803,0.6936366798256047,male,57.0,15.0,yes,4,20,6,5
807,1.5788512225730478,female,22.0,0.125,no,4,14,4,5
812,0.9922062819457881,female,32.0,10.0,yes,4,14,1,5
820,-0.15934294060463938,female,42.0,15.0,yes,3,18,5,4
823,-0.9973552532720249,female,27.0,1.5,no,2,18,6,5
830,1.929993017518656,male,32.0,0.125,yes,2,18,5,2
843,3.27193386487126,female,27.0,4.0,no,3,16,5,4
848,1.911170223834405,female,27.0,10.0,yes,2,16,1,4
851,1.4948104879142896,female,32.0,7.0,yes,4,16,1,3
854,2.099206118636873,female,37.0,15.0,yes,4,14,5,4
856,3.6236655674923988,female,42.0,15.0,yes,5,17,6,2
857,1.9999186705540377,male,32.0,1.5,yes,4,14,6,5
859,1.0580400126325595,female,32.0,4.0,yes,3,17,5,3
863,2.56541990027503,female,37.0,7.0,no,4,18,5,5
865,2.312788411895031,female,22.0,0.417,yes,3,14,3,5
867,3.9669898315167362,female,27.0,7.0,yes,4,14,1,5
870,1.1860899053880423,male,27.0,0.75,no,3,16,5,5
873,-0.15764430959846032,male,27.0,4.0,yes,2,20,5,5
875,-0.3723620828323466,male,32.0,10.0,yes,4,16,4,5
876,4.139092508911206,male,32.0,15.0,yes,1,14,5,5
877,3.4879730524599744,male,22.0,0.75,no,3,17,4,5
880,1.4038355189837248,female,27.0,7.0,yes,4,17,1,4
903,1.0994920600662623,male,27.0,0.417,yes,4,20,5,4
904,3.8559450539152036,male,37.0,15.0,yes,4,20,5,4
905,0.017822673303459435,female,37.0,15.0,yes,2,14,1,3
908,0.33509275057714927,male,22.0,4.0,yes,1,18,5,4
909,2.6334232186091855,male,37.0,15.0,yes,4,17,5,3
910,0.32261799381539924,female,22.0,1.5,no,2,14,4,5
912,1.664439362355587,male,52.0,15.0,yes,4,14,6,2
914,0.6680462087023172,female,22.0,1.5,no,4,17,5,5
915,2.1765343268394215,male,32.0,4.0,yes,5,14,3,5
916,3.7753084090645905,male,32.0,4.0,yes,2,14,3,5
920,1.0476427090061022,female,22.0,1.5,no,3,16,6,5
921,1.8745254132243492,male,27.0,0.75,no,2,18,3,3
925,-1.3915013469193407,female,22.0,7.0,yes,2,14,5,2
926,0.8394802662192514,female,27.0,0.75,no,2,17,5,3
929,0.41204489971956293,female,37.0,15.0,yes,4,12,1,2
931,-0.9090048519471752,female,22.0,1.5,no,1,14,1,5
945,-0.3999518889271316,female,37.0,10.0,no,2,12,4,4
947,1.172808747872403,female,37.0,15.0,yes,4,18,5,3
949,3.040736109843468,female,42.0,15.0,yes,3,12,3,3
950,-1.0697622987648006,male,22.0,4.0,no,2,18,5,5
961,1.717865994322549,male,52.0,7.0,yes,2,20,6,2
965,0.18878107485686735,male,27.0,0.75,no,2,17,5,5
966,0.4226352487505427,female,27.0,4.0,no,2,17,4,5
967,2.4107125781355685,male,42.0,1.5,no,5,20,6,5
987,1.7163924260728045,male,22.0,1.5,no,4,17,6,5
990,2.9107691752752234,male,22.0,4.0,no,4,17,5,3
992,1.4412135137394957,female,22.0,4.0,yes,1,14,5,4
995,0.6321384428539334,male,37.0,15.0,yes,5,20,4,5
1009,1.337578369210782,female,37.0,10.0,yes,3,16,6,3
1021,2.0344586042479893,male,42.0,15.0,yes,4,17,6,5
1026,1.9359485047588882,female,47.0,15.0,yes,4,17,5,5
1027,-0.7081321365183375,male,22.0,1.5,no,4,16,5,4
1030,1.8073128837807528,female,32.0,10.0,yes,3,12,1,4
1031,2.0131370882766983,female,22.0,7.0,yes,1,14,3,5
1034,5.433981737170341,female,32.0,10.0,yes,4,17,5,4
1037,4.476682248679625,male,27.0,1.5,yes,2,16,2,4
1038,0.3970822454548568,male,37.0,15.0,yes,4,14,5,5
1039,1.2426529542580436,male,42.0,4.0,yes,3,14,4,5
1045,-0.5147442064826175,female,37.0,15.0,yes,5,14,5,4
1046,0.789393136016382,female,32.0,7.0,yes,4,17,5,5
1054,2.143704997544331,female,42.0,15.0,yes,4,18,6,5
1059,2.7142008246312397,male,27.0,4.0,no,4,18,6,4
1063,-0.17719717162694604,male,22.0,0.75,no,4,18,6,5
1068,0.6945949146560542,male,27.0,4.0,yes,4,14,5,3
1070,-2.296436546586841,female,22.0,0.75,no,5,18,1,5
1072,1.4290195768119163,female,52.0,15.0,yes,5,9,5,5
1073,0.08451566361411511,male,32.0,10.0,yes,3,14,5,5
1077,0.8809459540845136,female,37.0,15.0,yes,4,16,4,4
1081,0.36179046764564027,male,32.0,7.0,yes,2,20,5,4
1083,1.5312354677456033,female,42.0,15.0,yes,3,18,1,4
1084,-0.9544995449237699,male,32.0,15.0,yes,1,16,5,5
1086,-0.5201285723418616,male,27.0,4.0,yes,3,18,5,5
1087,4.8538500386015695,female,32.0,15.0,yes,4,12,3,4
1089,-0.25171648036780647,male,22.0,0.75,yes,3,14,2,4
1096,-0.7266578643070452,female,22.0,1.5,no,3,16,5,3
1102,4.417012799031557,female,42.0,15.0,yes,4,14,3,5
1103,6.013166350802239,female,52.0,15.0,yes,3,16,5,4
1107,-0.07859167611620754,male,37.0,15.0,yes,5,20,6,4
1109,1.1218146196665084,female,47.0,15.0,yes,4,12,2,3
1115,2.1824831814465315,male,57.0,15.0,yes,2,20,6,4
1119,4.2553046319167045,male,32.0,7.0,yes,4,17,5,5
1124,0.19742180510791818,female,27.0,7.0,yes,4,17,1,4
1126,0.5457593606537802,male,22.0,1.5,no,1,18,6,5
1128,2.83367698030544,female,22.0,4.0,yes,3,9,1,4
1129,1.5619563545492192,female,22.0,1.5,no,2,14,1,5
1130,1.109998932936175,male,42.0,15.0,yes,2,20,6,4
1133,1.4721199183221767,male,57.0,15.0,yes,4,9,2,4
1140,-0.38242867079193754,female,27.0,7.0,yes,2,18,1,5
1143,1.316187418649559,female,22.0,4.0,yes,3,14,1,5
1146,1.2740273124473849,male,37.0,15.0,yes,4,14,5,3
1153,2.0190270032985085,male,32.0,7.0,yes,1,18,6,4
1156,0.08244922549764166,female,22.0,1.5,no,2,14,5,5
1157,2.376718143392565,female,22.0,1.5,yes,3,12,1,3
1158,3.1854052356792963,male,52.0,15.0,yes,2,14,5,5
1160,1.9043527506054145,female,37.0,15.0,yes,2,14,1,1
1161,2.197726433203639,female,32.0,10.0,yes,2,14,5,5
1166,1.751523634716366,male,42.0,15.0,yes,4,20,4,5
1177,1.672219132766137,female,27.0,4.0,yes,3,18,4,5
1178,0.5938610405823395,male,37.0,15.0,yes,4,20,6,5
1180,1.385221504025315,male,27.0,1.5,no,3,18,5,5
1187,0.7669042843096399,female,22.0,0.125,no,2,16,6,3
1191,4.799937092465391,male,32.0,10.0,yes,2,20,6,3
1195,3.2633619690717075,female,27.0,4.0,no,4,18,5,4
1207,2.2486677047516395,female,27.0,7.0,yes,2,12,5,1
1208,0.5318483722985436,male,32.0,4.0,yes,5,18,6,3
1209,0.00980451529455606,female,37.0,15.0,yes,2,17,5,5
1211,2.6922185144490856,male,47.0,15.0,no,4,20,6,4
1215,1.3049097139840655,male,27.0,1.5,no,1,18,5,5
1221,2.3895765100165285,male,37.0,15.0,yes,4,20,6,4
1226,-0.9348607077469513,female,32.0,15.0,yes,4,18,1,4
1229,3.0579743887063353,female,32.0,7.0,yes,4,17,5,4
1231,2.3511382551885394,female,42.0,15.0,yes,3,14,1,3
1234,0.012764427607120377,female,27.0,7.0,yes,3,16,1,4
1235,0.20767607623288709,male,27.0,1.5,no,3,16,4,2
1242,1.3063561757980835,male,22.0,1.5,no,3,16,3,5
1245,1.7504947281587682,male,27.0,4.0,yes,3,16,4,2
1260,1.2354984566313678,female,27.0,7.0,yes,3,12,1,2
1266,1.51744938369667,female,37.0,15.0,yes,2,18,5,4
1271,1.2955604985483051,female,37.0,7.0,yes,3,14,4,4
1273,1.14025651556136,male,22.0,1.5,no,2,16,5,5
1276,3.870959412059314,male,37.0,15.0,yes,5,20,5,4
1280,-2.9231047987337417,female,22.0,1.5,no,4,16,5,3
1282,1.3181651083449357,female,32.0,10.0,yes,4,16,1,5
1285,1.1760451243170897,male,27.0,4.0,no,2,17,5,3
1295,1.354587725615969,female,22.0,0.417,no,4,14,5,5
1298,0.35652471573303823,female,27.0,4.0,no,2,18,5,5
1299,-0.9529953583775734,male,37.0,15.0,yes,4,18,5,3
1304,2.1622202261594587,male,37.0,10.0,yes,5,20,7,4
1305,4.253291152316772,female,27.0,7.0,yes,2,14,4,2
1311,-0.6199726830167771,male,32.0,4.0,yes,2,16,5,5
1314,2.962920577798423,male,32.0,4.0,yes,2,16,6,4
1319,0.4213619035160885,male,22.0,1.5,no,3,18,4,5
1322,1.5804553892535518,female,22.0,4.0,yes,4,14,3,4
1324,-0.6610769437507191,female,17.5,0.75,no,2,18,5,4
1327,1.1723115433573663,male,32.0,10.0,yes,4,20,4,5
1328,2.8549514167121366,female,32.0,0.75,no,5,14,3,3
1330,2.5427610604459137,male,37.0,15.0,yes,4,17,5,3
1332,3.5008926914766496,male,32.0,4.0,no,3,14,4,5
1333,2.6717000366655164,female,27.0,1.5,no,2,17,3,2
1336,2.3282250020838693,female,22.0,7.0,yes,4,14,1,5
1341,4.27807326932145,male,47.0,15.0,yes,5,14,6,5
1344,2.328085253849391,male,27.0,4.0,yes,1,16,4,4
1352,2.9093647214373504,female,37.0,15.0,yes,5,14,1,3
1358,1.2289238360692887,male,42.0,4.0,yes,4,18,5,5
1359,1.7715331564633863,female,32.0,4.0,yes,2,14,1,5
1361,0.6299250522770552,male,52.0,15.0,yes,2,14,7,4
1364,2.391026690598908,female,22.0,1.5,no,2,16,1,4
1368,-0.08865883963233778,male,52.0,15.0,yes,4,12,2,4
1384,2.0813552898487266,female,22.0,0.417,no,3,17,1,5
1390,0.6273887621230658,female,22.0,1.5,no,2,16,5,5
1393,3.4223002374823617,male,27.0,4.0,yes,4,20,6,4
1394,2.7941246836512317,female,32.0,15.0,yes,4,14,1,5
1402,3.6328919693854096,female,27.0,1.5,no,2,16,3,5
1407,2.004285235672762,male,32.0,4.0,no,1,20,6,5
1408,-0.6770237530801757,male,37.0,15.0,yes,3,20,6,4
1412,0.8122318505125122,female,32.0,10.0,no,2,16,6,5
1413,-0.0792500153274307,female,32.0,10.0,yes,5,14,5,5
1416,0.8976218427875559,male,37.0,1.5,yes,4,18,5,3
1417,3.1705257134326166,male,32.0,1.5,no,2,18,4,4
1418,2.6247667002023816,female,32.0,10.0,yes,4,14,1,4
1419,0.6276737156956658,female,47.0,15.0,yes,4,18,5,4
1420,0.15728418588367932,female,27.0,10.0,yes,5,12,1,5
1423,1.721079659610765,male,27.0,4.0,yes,3,16,4,5
1424,-0.14582598108004263,female,37.0,15.0,yes,4,12,4,2
1432,-0.09061148197787428,female,27.0,0.75,no,4,16,5,5
1433,2.13833215508529,female,37.0,15.0,yes,4,16,1,5
1437,3.398488308720931,female,32.0,15.0,yes,3,16,1,5
1438,2.5817718829712666,female,27.0,10.0,yes,2,16,1,5
1439,-2.5116180214076453,male,27.0,7.0,no,2,20,6,5
1446,2.1269115221792965,female,37.0,15.0,yes,2,14,1,3
1450,1.7797335717287672,male,27.0,1.5,yes,2,17,4,4
1451,2.2905737583610786,female,22.0,0.75,yes,2,14,1,5
1452,4.0872126511344575,male,22.0,4.0,yes,4,14,2,4
1453,-2.1708385963621644,male,42.0,0.125,no,4,17,6,4
1456,0.7888007744265441,male,27.0,1.5,yes,4,18,6,5
1464,2.555090739837868,male,27.0,7.0,yes,3,16,6,3
1469,-0.6913006136154225,female,52.0,15.0,yes,4,14,1,3
1473,3.1178073460825186,male,27.0,1.5,no,5,20,5,2
1481,1.4627199767396477,female,27.0,1.5,no,2,16,5,5
1482,2.177340318752388,female,27.0,1.5,no,3,17,5,5
1496,0.05911340606944082,male,22.0,0.125,no,5,16,4,4
1497,2.8881089167409044,female,27.0,4.0,yes,4,16,1,5
1504,3.2687216389579525,female,27.0,4.0,yes,4,12,1,5
1513,2.02008517038872,female,47.0,15.0,yes,2,14,5,5
1515,2.022360815347328,female,32.0,15.0,yes,3,14,5,3
1534,2.0760698530360564,male,42.0,7.0,yes,2,16,5,5
1535,-0.37782547579179204,male,22.0,0.75,no,4,16,6,4
1536,0.6918269974061394,male,27.0,0.125,no,3,20,6,5
1540,1.4441769514729055,male,32.0,10.0,yes,3,20,6,5
1551,1.4851903047103434,female,22.0,0.417,no,5,14,4,5
1555,3.1661412216771057,female,47.0,15.0,yes,5,14,1,4
1557,0.09031109395072412,female,32.0,10.0,yes,3,14,1,5
1566,1.4852906756306976,male,57.0,15.0,yes,4,17,5,5
1567,3.8858480895696865,male,27.0,4.0,yes,3,20,6,5
1576,0.5609410812441833,female,32.0,7.0,yes,4,17,1,5
1584,0.4433959189589436,female,37.0,10.0,yes,4,16,1,5
1585,1.9744013563142602,female,32.0,10.0,yes,1,18,1,4
1590,2.174054635039882,female,22.0,4.0,no,3,14,1,4
1594,1.6891671018033376,female,27.0,7.0,yes,4,14,3,2
1595,3.6579732237521156,male,57.0,15.0,yes,5,18,5,2
1603,2.9524095489127222,male,32.0,7.0,yes,2,18,5,5
1608,2.170221543075902,female,27.0,1.5,no,4,17,1,3
1609,1.7403029897486162,male,22.0,1.5,no,4,14,5,5
1615,5.150330255317879,female,22.0,1.5,yes,4,14,5,4
1616,1.3655176900583947,female,32.0,7.0,yes,3,16,1,5
1617,-1.321792032251785,female,47.0,15.0,yes,3,16,5,4
1620,3.3095353653024984,female,22.0,0.75,no,3,16,1,5
1621,0.9881478075314661,female,22.0,1.5,yes,2,14,5,5
1637,1.833299939385003,female,27.0,4.0,yes,1,16,5,5
1638,3.628968791675522,male,52.0,15.0,yes,4,16,5,5
1650,-0.7221807584813389,male,32.0,10.0,yes,4,20,6,5
1654,-0.19825696182720032,male,47.0,15.0,yes,4,16,6,4
1665,-0.7207139370847191,female,27.0,7.0,yes,2,14,1,2
1670,-0.2744057554704358,female,22.0,1.5,no,4,14,4,5
1671,2.329046764085299,female,32.0,10.0,yes,2,16,5,4
1675,1.695580271262655,female,22.0,0.75,no,2,16,5,4
1688,1.3251201994678077,female,22.0,1.5,no,2,16,5,5
1691,-0.43901833470851326,female,42.0,15.0,yes,3,18,6,4
1695,-1.779919556288578,female,27.0,7.0,yes,5,14,4,5
1698,1.7533141744543255,male,42.0,15.0,yes,4,16,4,4
1704,0.9671129877206904,female,57.0,15.0,yes,3,18,5,2
1705,2.3585581562374895,male,42.0,15.0,yes,3,18,6,2
1711,2.721029927788873,female,32.0,7.0,yes,2,14,1,2
1719,1.118856370580893,male,22.0,4.0,no,5,12,4,5
1723,2.048155802078999,female,22.0,1.5,no,1,16,6,5
1726,1.2547937400334142,female,22.0,0.75,no,1,14,4,5
1749,2.4641744524648796,female,32.0,15.0,yes,4,12,1,5
1752,-0.14072018527137242,male,22.0,1.5,no,2,18,5,3
1754,1.4036977427052038,male,27.0,4.0,yes,5,17,2,5
1758,1.9661376752146085,female,27.0,4.0,yes,4,12,1,5
1761,2.898217608890867,male,42.0,15.0,yes,5,18,5,4
1773,0.32390900460430705,male,32.0,1.5,no,2,20,7,3
1775,1.6910665752806082,male,57.0,15.0,no,4,9,3,1
1786,0.5150349164485812,male,37.0,7.0,no,4,18,5,5
1793,1.4964484898512516,male,52.0,15.0,yes,2,17,5,4
1799,2.911652309922541,male,47.0,15.0,yes,4,17,6,5
1803,-2.0659709919010267,female,27.0,7.0,no,2,17,5,4
1806,-0.2652396150043008,female,27.0,7.0,yes,4,14,5,5
1807,-1.3025649869944247,female,22.0,4.0,no,2,14,3,3
1808,-1.8150548134169844,male,37.0,7.0,yes,2,20,6,5
1814,-0.10125719552966306,male,27.0,7.0,no,4,12,4,3
1815,2.7919802146138903,male,42.0,10.0,yes,4,18,6,4
1818,0.486575356586851,female,22.0,1.5,no,3,14,1,5
1827,1.9676528844054282,female,22.0,4.0,yes,2,14,1,3
1834,2.539910201317538,female,57.0,15.0,no,4,20,6,5
1835,3.6560687871096893,male,37.0,15.0,yes,4,14,4,3
1843,1.5687794587574877,female,27.0,7.0,yes,3,18,5,5
1846,2.9349587533910793,female,17.5,10.0,no,4,14,4,5
1850,1.809758886516684,male,22.0,4.0,yes,4,16,5,5
1851,0.42075978990319274,female,27.0,4.0,yes,2,16,1,4
1854,0.7838741406993691,female,37.0,15.0,yes,2,14,5,1
1859,-1.3001010404671218,female,22.0,1.5,no,5,14,1,4
1861,0.34494498876053337,male,27.0,7.0,yes,2,20,5,4
1866,1.1371048096019505,male,27.0,4.0,yes,4,14,5,5
1873,2.1130864975640735,male,22.0,0.125,no,1,16,3,5
1875,4.243458014749077,female,27.0,7.0,yes,4,14,1,4
1885,-0.39331578166343206,female,32.0,15.0,yes,5,16,5,3
1892,2.259099362677773,male,32.0,10.0,yes,4,18,5,4
1895,0.11719694778987244,female,32.0,15.0,yes,2,14,3,4
1896,1.6216257011439748,female,22.0,1.5,no,3,17,5,5
1897,1.4762088217050884,male,27.0,4.0,yes,4,17,4,4
