tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Posterior,AMNH99.1/110,0.6279548097432006,6,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,Eden Hazard,2,5415.152832,Woodlake Union Elementary,2,2,4,wood,6,-0.3218485
Premolar,AMNH99.1/110,1.3161139073053723,4,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,André Schürrle,4,4997.871582,Alisal Union Elementary,4,1,9,G,13,0.2116939
Anterior,AMNH99.1/111,1.186281023238571,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Jon Walters,5,5223.912109,Arvin Union Elementary,2,14,7,G,10,-0.717645
Posterior,AMNH99.1/111,1.2230748626382624,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Beg Ferati,3,5139.164551,Terra Bella Union Elementary,1,5,4,G,6,-0.7326927
Premolar,AMNH99.1/111,1.2371489124360724,8,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Shola Ameobi,3,4614.251953,Tipton Elementary,4,1,7,wood,10,0.4081676
Anterior,AMNH99.1/112,2.568293190854484,12,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Darron Gibson,4,5342.233398,San Ysidro Elementary,1,7,3,G,5,-0.0102077
Posterior,AMNH99.1/112,0.5857199842837345,11,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Janek Sternberg,3,5347.458496,Soledad Unified,3,2,4,L,6,-0.923957
Premolar,AMNH99.1/112,0.5033785275766072,8,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Niklas Lomb,4,5036.458984,Mountain View Elementary,4,2,4,L,6,0.5766805
Anterior,AMNH99.1/160,0.26876682953745,4,55.0,15.0,0.25,Homo sapiens,Alaska, Cristiano Ronaldo,5,5117.141602,King City Union Elementary,4,10,3,G,5,-0.0836015
Posterior,AMNH99.1/160,1.3812152784350311,5,55.0,15.0,0.25,Homo sapiens,Alaska,Zoltán Gera,1,5117.039551,Ontario-Montclair Elementary,1,1,3,G,5,-1.079558
Premolar,AMNH99.1/160,1.7803600689220527,4,55.0,15.0,0.25,Homo sapiens,Alaska, Nélson,4,5272.191895,Los Nietos Elementary,2,3,3,G,5,1.040902
Anterior,AMNH99.1/59,0.8132804617234046,12,48.8,10.5,0.25,Homo sapiens,Alaska,Fabien Camus,3,5225.719238,Winton Elementary,2,9,3,G,5,-1.052108
Posterior,AMNH99.1/59,0.24823840416189547,6,48.8,10.5,0.25,Homo sapiens,Alaska,Wesley Hoolahan,4,6516.533203,Raisin City Elementary,4,3,4,G,6,-0.7277681
Premolar,AMNH99.1/59,0.26043486777782143,8,48.8,10.5,0.25,Homo sapiens,Alaska,William Gallas,1,4559.176758,Ravenswood City Elementary,3,1,4,G,6,-0.3953965
Anterior,AMNH99.1/59-B,1.4081469284139656,6,40.0,10.0,0.25,Homo sapiens,Alaska, Ryan Mendes,3,5119.158203,Richland-Lerdo Union Elementary,4,2,7,G,10,0.9333959
Posterior,AMNH99.1/59-B,1.480244048291017,6,40.0,10.0,0.25,Homo sapiens,Alaska,Matthias Ostrzolek,5,5338.185547,Oxnard Elementary,1,1,7,G,10,-0.2377786
Premolar,AMNH99.1/59-B,1.324552149890641,4,40.0,10.0,0.25,Homo sapiens,Alaska,Liam Ridgewell,5,5090.044922,El Nido Elementary,4,3,7,G,10,0.274908
Anterior,AMNH99.1/60,0.3841259619576597,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Javier Pinola,5,5485.496094,Fairfax Elementary,3,1,7,G,10,1.970023
Posterior,AMNH99.1/60,1.0825776095135575,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Florent Malouda,2,4793.370117,Delano Union Elementary,4,3,4,G,6,1.05095
Premolar,AMNH99.1/60,0.9927294800467533,4,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Claudio Pizarro,5,5092.91748,Perris Elementary,4,1,3,G,5,0.2418185
Anterior,AMNH99.1/61,1.0720948740910774,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Vegar Hedenstad,3,4359.520996,Valle Lindo Elementary,1,1,3,G,5,1.349395
Posterior,AMNH99.1/61,1.5799729715027344,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Sebastian Larsson,4,5645.495605,Alum Rock Union Elementary,2,21,7,G,10,0.1115635
Premolar,AMNH99.1/61,1.0759128303633418,8,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Hajime Hosogai,2,4518.016113,Edison Elementary,1,1,7,G,10,-0.2577254
Anterior,AMNH99.1/64,1.4301824976398447,12,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,David Fox,4,5864.366211,Bakersfield City Elementary,2,1,7,G,10,-0.6562689
Posterior,AMNH99.1/64,0.9545209581538902,10,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,Roque Santa Cruz,2,5257.996582,Franklin-McKinley Elementary,2,2,3,G,5,-0.6563948
Premolar,AMNH99.1/64,1.1268950269364317,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska, Isma López,5,5016.692383,Hawthorne Elementary,2,1,3,G,5,0.7244775
Anterior,AMNH99.1/72,1.3931266117627303,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska, Thiago,2,4720.086426,Chowchilla Elementary,2,2,7,G,10,0.6318343
Posterior,AMNH99.1/72,-0.2318307893532341,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Massimo Luongo,5,5470.5625,Salinas City Elementary,4,2,4,G,6,1.070944
Premolar,AMNH99.1/72,0.6532128051452355,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Moussa Sissoko,4,5615.441895,Santa Maria-Bonita Elementary,2,4,7,G,10,-1.450494
Anterior,AMNH99.1/75-A,0.5359564115937869,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Alex Smith,1,5245.439941,Whittier City Elementary,3,1,7,L,10,1.15588
Posterior,AMNH99.1/75-A,0.4048474347452332,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Korey Smith,4,4838.175293,Eastside Union Elementary,1,3,7,G,10,-0.3260148
Premolar,AMNH99.1/75-A,0.6878594941969308,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska,Stilian Petrov,5,5367.988281,Lawndale Elementary,1,10,7,wood,10,0.8846435
Anterior,AMNH99.1/77,2.065109888501245,12,45.2,12.6,0.75,Homo sapiens,Alaska,Leyti N'Diaye,4,5526.236816,Robla Elementary,1,1,7,G,10,-0.5583452
Posterior,AMNH99.1/77,0.2282617165831835,11,45.2,12.6,0.75,Homo sapiens,Alaska,Mickaël Landreau,4,4353.019531,Santa Rita Union Elementary,4,3,9,G,13,-0.3415543
Premolar,AMNH99.1/77,1.6553288024075317,8,45.2,12.6,0.75,Homo sapiens,Alaska,Ján Mucha,4,5034.290039,Rio Elementary,1,1,9,G,13,-0.5040575
Anterior,AMNH99.1/79,-0.4074522321225331,6,39.4,9.1,0.25,Homo sapiens,Alaska, Cuéllar,5,4692.493652,Strathmore Union Elementary,2,5,4,G,6,-0.9005804
Posterior,AMNH99.1/79,0.641375380481761,6,39.4,9.1,0.25,Homo sapiens,Alaska,Holger Badstuber,3,5606.781738,North Sacramento Elementary,2,1,7,G,10,0.6430142
Premolar,AMNH99.1/79,1.0285730683308594,4,39.4,9.1,0.25,Homo sapiens,Alaska,Marc Tierney,2,4969.180664,Anaheim Elementary,2,1,3,G,5,0.773524
Anterior,AMNH99.1/80(a),1.358062153644751,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska, Ramires,2,4675.674805,Lemoore Union Elementary,4,4,3,G,5,1.063938
Posterior,AMNH99.1/80(a),1.4553243135201233,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Edin Džeko,4,5306.132813,Armona Union Elementary,4,5,3,G,5,-1.090389
Premolar,AMNH99.1/80(a),1.5192200003896539,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Sanjin Prcić,2,5693.883301,Beardsley Elementary,1,1,7,G,10,-1.069162
Anterior,AMNH99.1/80(b),0.6306068472510822,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska,James Perch,4,5181.57959,South Whittier Elementary,1,2,4,G,6,1.415695
Posterior,AMNH99.1/80(b),0.5421972100930277,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Edu,3,5228.650879,Hanford Elementary,3,1,3,G,5,-1.422919
Premolar,AMNH99.1/80(b),1.569505664949984,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Matthew Lowton,5,5339.391113,National Elementary,1,1,3,G,5,0.3918222
Anterior,AMNH99.1/83-A,0.7530913394979861,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,James Tomkins,2,6056.49707,Roseland Elementary,2,1,7,G,10,-0.4899626
Posterior,AMNH99.1/83-A,-0.09063466678952059,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,Granit Xhaka,3,4845.680176,Di Giorgio Elementary,3,1,9,G,13,-0.5835869
Premolar,AMNH99.1/83-A,0.020161927020301063,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska,Chinedu Ede,5,4826.666016,Keppel Union Elementary,4,4,4,G,6,0.7566829
Anterior,AMNH99.1/84-A,0.18654064786280067,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Leon Balogun,2,5367.090332,Lakeside Union Elementary,4,1,7,G,10,0.8808186
Posterior,AMNH99.1/84-A,1.288765930101867,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Javier Pinola,4,5742.73291,Merced City Elementary,3,1,3,G,5,-0.5665014
Premolar,AMNH99.1/84-A,1.0127569664690288,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska,Rory Delap,1,4136.250977,Guadalupe Union Elementary,1,1,3,G,5,0.3394037
Anterior,AMNH99.1/84-B,1.4391861707148688,12,48.8,10.5,0.25,Homo sapiens,Alaska,Derrick Williams,4,5267.831055,Cucamonga Elementary,2,2,4,G,6,-0.1513687
Posterior,AMNH99.1/84-B,0.5695068321612745,8,48.8,10.5,0.25,Homo sapiens,Alaska,Alexis Thébaux,3,5238.39209,Knightsen Elementary,3,6,3,G,5,-1.024997
Premolar,AMNH99.1/84-B,1.0252947648852597,8,48.8,10.5,0.25,Homo sapiens,Alaska,Ronny Philp,3,5462.899414,Rio Dell Elementary,1,2,7,G,10,-0.0252444
Anterior,AMNH99.1/84-C,1.388693294964746,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska,Fernando Gago,3,6313.373535,Montague Elementary,2,1,3,G,5,-0.7467875
Posterior,AMNH99.1/84-C,0.6612461349105765,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska, Felipe Santana,2,6653.030762,McCloud Union Elementary,4,1,9,G,13,0.9889485
Premolar,AMNH99.1/84-C,1.2573431453668078,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska,Tom Starke,3,5533.149414,Santa Paula Elementary,4,1,3,G,5,-0.5324199
Anterior,AMNH99.1/84-D,0.3869143859321419,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska,Christian Pander,4,6118.710449,West Park Elementary,2,1,7,G,10,-0.7668921
Posterior,AMNH99.1/84-D,0.6194580458633985,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska,Hugo Rodallega,2,5098.626953,Atwater Elementary,3,1,7,G,10,1.154256
Premolar,AMNH99.1/84-D,0.6049205334880641,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska, San José,4,5652.878906,Weaver Union Elementary,1,1,4,G,6,1.232602
Anterior,AMNH99.1/86-C,-0.0285082956137781,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Jens Grahl,4,5329.002441,Pacific Union Elementary,1,1,9,G,13,1.774334
Posterior,AMNH99.1/86-C,1.2808387396002667,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Thomas Sørensen,1,5929.809082,Lucerne Valley Unified,3,11,7,G,10,1.773151
Premolar,AMNH99.1/86-C,0.5367113846874255,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska,Mario Balotelli,4,4897.067871,Romoland Elementary,4,1,4,wood,6,0.7245926
Anterior,AMNH99.1/86-D,0.9116609645552715,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Rio Mavuba,3,5100.202148,El Monte City Elementary,1,7,7,G,10,-1.181626
Posterior,AMNH99.1/86-D,1.275994609175867,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Frank Lampard,3,4825.722656,Greenfield Union Elementary,4,1,3,L,5,1.769452
Premolar,AMNH99.1/86-D,1.2493725398670508,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska,Marouane Fellaini,3,4079.12915,Palo Verde Union Elementary,3,8,4,Q,6,-0.5872612
Anterior,AMNH99.1/87,1.4196564020715543,12,45.2,12.6,0.75,Homo sapiens,Alaska,Matthieu Sans,4,5349.367676,Elverta Joint Elementary,3,2,4,Q,6,-0.0018324
Posterior,AMNH99.1/87,0.8253109720693047,9,45.2,12.6,0.75,Homo sapiens,Alaska,Junior Fernandes,2,5869.38916,Lucerne Elementary,2,1,3,wood,5,-0.0566766
Premolar,AMNH99.1/87,0.5725835843434257,8,45.2,12.6,0.75,Homo sapiens,Alaska,Ludovic Giuly,4,6462.12793,Luther Burbank Elementary,3,2,3,G,5,1.231394
Anterior,AMNH99.1/89-A,0.8399132402999894,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Klaas-Jan Huntelaar,5,6231.601563,Bangor Union Elementary,2,15,3,L,5,0.4203998
Posterior,AMNH99.1/89-A,-0.41092605567621643,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Andre Luiz,1,4993.867676,Bayshore Elementary,4,1,3,wood,5,0.2899157
Premolar,AMNH99.1/89-A,-0.2240163536367512,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Pedro,5,4663.811035,Oak Valley Union Elementary,3,10,4,G,6,0.2899157
Anterior,AMNH99.1/89-B,-0.1272143357998723,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Anthony Annan,3,6107.106445,Wilsona Elementary,4,1,4,G,6,0.2899157
Posterior,AMNH99.1/89-B,0.12601098397270927,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Gonzalo Jara,1,5324.228027,Brawley Elementary,4,3,7,G,10,-0.7377322
Premolar,AMNH99.1/89-B,1.2129923213087133,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska,Stefan Thesker,3,5221.460938,Meadows Union Elementary,2,1,7,G,10,-0.7377322
Anterior,AMNH99.1/90,0.19741281108656594,12,55.0,15.0,0.75,Homo sapiens,Alaska,Andriy Voronin,4,5157.784668,Little Lake City Elementary,4,1,7,G,10,-0.5719836
Posterior,AMNH99.1/90,0.6077024012329828,10,55.0,15.0,0.75,Homo sapiens,Alaska,Renaud Cohade,5,5131.119141,Pond Union Elementary,1,3,7,G,10,-0.6779634
Premolar,AMNH99.1/90,1.9128313008353448,8,55.0,15.0,0.75,Homo sapiens,Alaska,Emre Can,2,5279.354004,Taft City Elementary,2,1,4,G,6,-0.6779634
Anterior,AMNH99.1/91-A,0.6247410499616184,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska,Francis Coquelin,4,4704.043945,Brittan Elementary,4,2,3,G,5,-0.6779634
Posterior,AMNH99.1/91-A,1.4757790088719667,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska, Diego,5,6089.910645,Arena Union Elementary,3,1,3,G,5,-0.6779634
Premolar,AMNH99.1/91-A,0.17551896792796495,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska,Martín Demichelis,4,5356.833496,Adelanto Elementary,2,6,7,G,10,-0.6779634
Anterior,AMNH99.1/91-B,0.7420946831165662,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska,Roy Contout,4,5144.549316,Hollister School District,4,1,7,G,10,-0.6779634
Posterior,AMNH99.1/91-B,0.1627552022620672,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska,Benoît Costil,4,4906.22998,Palmdale Elementary,1,3,7,G,10,-0.6779634
Premolar,AMNH99.1/91-B,0.6381479069359413,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska, Yannick Djaló,4,5489.588867,Oroville City Elementary,3,4,3,L,5,1.509794
Anterior,AMNH99.1/94,1.5557589087907138,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska,Sebastian Freis,3,5718.55127,Standard Elementary,4,1,3,G,5,1.509794
Posterior,AMNH99.1/94,-0.44203798768186986,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska,Stephen Kelly,2,4436.152832,Briggs Elementary,4,1,7,wood,10,1.509794
Premolar,AMNH99.1/94,1.239952021965299,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska, Maicon,4,4895.439453,Monroe Elementary,1,1,4,G,6,1.509794
Anterior,AMNH99.1/96-A,1.086914793632582,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Ryan Mason,4,5159.21875,Lancaster Elementary,2,1,7,G,10,1.509794
Posterior,AMNH99.1/96-A,0.43964890341741525,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Carlos Sánchez,5,5490.654785,Alview-Dairyland Union Elementary,1,1,7,G,10,0.5885687
Premolar,AMNH99.1/96-A,-0.22319578610262947,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska,Chris Brunt,5,5172.019531,Magnolia Elementary,4,1,7,wood,10,0.5885687
Anterior,AMNH99.1/97,0.9580615214202338,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska,Benjamin Lecomte,3,4441.672852,Liberty Elementary,3,2,7,G,10,0.5885687
Posterior,AMNH99.1/97,0.48995682125159234,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska, Xavi,4,5220.370117,Mt. Pleasant Elementary,2,1,7,L,10,0.5885687
Premolar,AMNH99.1/97,1.0829782290733838,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska,Bănel Nicoliţă,4,5252.810547,El Centro Elementary,2,2,9,L,13,0.5885687
Anterior,AMNH99.1/98,0.918942172272067,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Patrick Owomoyela,5,5518.702148,South Bay Union Elementary,4,1,9,G,13,0.5885687
Posterior,AMNH99.1/98,2.1482370935785555,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Sejad Salihović,4,5609.487793,Cascade Union Elementary,3,3,4,G,6,-0.126001
Premolar,AMNH99.1/98,0.7157040223993283,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska,Shawn Parker,4,4945.031738,Kings River Union Elementary,3,1,7,G,10,-0.126001
Anterior,AMNH99.1/99,0.10558610713819072,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Ashley Westwood,2,5223.025391,Gerber Union Elementary,2,1,3,G,5,-0.126001
Posterior,AMNH99.1/99,1.0414287980405907,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Kevin Großkreutz,5,4757.025391,Exeter Union Elementary,1,18,3,G,5,-0.126001
Premolar,AMNH99.1/99,1.0731126586234416,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska,Mamadou Bah,4,5522.161621,American Union Elementary,4,1,3,G,5,-0.2581899
Anterior,BM1868.4.16.2,1.0750880703476922,12,12.47378,3.29146087,1.0,Pongo,Borneo,Chris Smalling,2,6087.608887,San Antonio Union Elementary,1,2,7,G,10,-0.2581899
Posterior,BM1868.4.16.2,0.6673195635287006,12,12.47378,3.29146087,1.0,Pongo,Borneo,Jérémy Ménez,3,4960.515625,Burton Elementary,4,11,4,G,6,-0.2581899
Premolar,BM1868.4.16.2,0.2952148223951345,8,12.47378,3.29146087,1.0,Pongo,Borneo, Antonio López,5,4880.040527,Nuview Union Elementary,4,3,3,G,5,-0.2581899
Anterior,BM1884.10.30.1,1.1560971611196549,6,13.686453,3.71761878,1.0,Pongo,Borneo,Vurnon Anita,2,6538.417969,Bellevue Union Elementary,1,1,3,G,5,-0.2581899
Posterior,BM1884.10.30.1,-0.9073980018662702,6,13.686453,3.71761878,1.0,Pongo,Borneo,Aaron Ramsey,4,4925.659668,Garvey Elementary,3,1,7,G,10,-0.2581899
Premolar,BM1884.10.30.1,-0.48022814921091367,4,13.686453,3.71761878,1.0,Pongo,Borneo,Antonio Valencia,2,5204.6875,Corning Union Elementary,2,1,9,G,13,0.1496926
Anterior,BM1884.10.30.2,-0.7033978561642015,12,13.686453,3.71761878,1.0,Pongo,Borneo,Dawda Bah,2,4907.410645,Jefferson Elementary,4,11,4,G,6,0.1496926
Posterior,BM1884.10.30.2,-0.2857557791281143,12,13.686453,3.71761878,1.0,Pongo,Borneo,Patrick Helmes,4,5923.45166,Big Springs Union Elementary,3,1,7,G,10,0.1496926
Premolar,BM1884.10.30.2,-1.0536154798111044,8,13.686453,3.71761878,1.0,Pongo,Borneo,Serdar Taşçı,4,4741.957031,General Shafter Elementary,1,2,3,G,5,0.1496926
Anterior,BM1886.12.20.10,0.511736286771969,12,14.1715222,3.88831042,1.0,Pongo,Borneo,Salif Sané,2,4954.019531,Turlock Joint Elementary,4,2,3,G,5,0.1496926
Posterior,BM1886.12.20.10,-0.1553611396928985,12,14.1715222,3.88831042,1.0,Pongo,Borneo,Glen Johnson,2,5500.10791,Twain Harte-Long Barn Union Elementary,4,2,4,G,6,0.1496926
Premolar,BM1886.12.20.10,-1.1268476210743164,8,14.1715222,3.88831042,1.0,Pongo,Borneo, Capdevila,3,5360.51709,Redwood City Elementary,2,8,3,G,5,0.540917
Anterior,BM1898.2.28.11,-0.7726486034092739,12,13.9289876,3.80295048,1.0,Pongo,Borneo,Clemens Fritz,3,5685.63916,Camino Union Elementary,4,2,7,G,10,0.540917
Posterior,BM1898.2.28.11,0.2614798405133801,12,13.9289876,3.80295048,1.0,Pongo,Borneo,Claudio Yacob,2,5594.196289,Plainsburg Union Elementary,4,1,3,G,5,0.540917
Premolar,BM1898.2.28.11,0.6696656976173442,8,13.9289876,3.80295048,1.0,Pongo,Borneo,Péter Gulácsi,2,4692.566895,Banta Elementary,3,1,9,G,13,0.540917
Anterior,BM1899.11.6.1,1.593598070860896,12,17.1217143,3.06608828,0.0,Papio,Arabia,Frédéric Piquionne,4,5085.40625,Washington Colony Elementary,2,2,3,L,5,0.540917
Posterior,BM1899.11.6.1,2.3071914000926577,12,17.1217143,3.06608828,0.0,Papio,Arabia,Rémy Vercoutre,1,5456.197266,Rio Linda Union Elementary,2,1,7,G,10,0.540917
Premolar,BM1899.11.6.1,0.3624398935094572,8,17.1217143,3.06608828,0.0,Papio,Arabia, Casto,2,5105.179688,Chatom Union Elementary,4,1,7,wood,10,0.540917
