rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating
7265,7,male,0.39995667864349116,6.165366093145049,yes,5,12,4,2
3755,0,female,8.560478280012488,12.611931605920015,yes,3,12,7,2
5617,0,female,28.61028007820655,-1.9651675580522046,no,2,10,7,1
4111,2,male,24.037632283596437,8.86478825266857,yes,2,11,2,2
2632,5,female,38.27597539238005,4.195441777775258,yes,1,19,6,2
4180,1,female,24.098876266377665,0.1047773271969179,no,2,18,7,4
4663,12,male,29.186991662716984,4.422759388115546,no,2,11,6,2
6875,4,female,5.824680903644252,3.743702611033141,yes,1,10,3,1
438,8,female,16.57293820575395,5.941757775467449,yes,5,19,3,4
7927,12,male,30.150533859079268,12.980827183868758,no,3,9,5,5
2823,11,female,34.17943693007702,7.810259957014611,yes,1,9,3,4
5379,11,female,23.164616050243005,7.504652453220748,no,4,17,1,3
8215,11,male,15.182108066832523,14.155429577476696,yes,2,9,4,4
4789,2,female,21.86316072999436,2.287123715642612,yes,3,19,5,3
7572,11,female,21.596312230618466,6.441221957797853,yes,5,16,2,2
3087,12,male,14.212259691723638,4.53458515013255,yes,2,13,4,2
1451,9,female,30.07934545198637,15.31567024515373,yes,5,14,4,3
364,9,female,16.100068052156477,12.3100000571239,yes,5,16,4,5
6336,10,female,10.3967252803264,2.1093478938536236,no,3,18,3,1
7930,1,female,29.908893578140663,9.621555004663199,yes,5,18,3,1
8339,5,female,22.207839120043182,2.6376443339780025,yes,5,17,7,1
1916,6,male,21.55449674520462,9.014268809518308,yes,5,9,2,5
5990,2,male,27.030295514050884,1.027928319868531,yes,3,10,5,1
227,2,female,11.002400870017768,4.332259061169033,yes,1,17,5,4
3699,11,male,9.166110316814832,7.336554309743941,yes,1,16,6,2
154,1,male,26.621354252790074,11.323591609473404,no,4,19,3,3
630,6,female,18.452081182472917,9.032960163837677,yes,2,11,4,4
8876,7,male,23.5188325399274,4.089297802996091,yes,1,10,6,5
1012,8,male,14.795832657992392,6.4483255835886855,yes,3,20,1,1
5850,4,female,6.527803366540022,13.257302489464816,no,2,14,4,1
8012,10,male,28.232430808819394,-6.707496952386084,yes,3,12,4,5
5709,5,female,14.488555453788432,0.926129284409674,no,1,17,2,2
6821,10,female,29.752134468138095,-3.268332379747198,yes,2,17,1,2
2553,11,male,19.75166584233385,5.668351910179956,no,2,16,7,2
773,11,male,9.47974870347147,0.12259299461042783,no,5,16,5,3
5102,11,male,13.131614966776791,8.338874457803293,yes,4,16,2,4
7904,9,female,25.380210875708105,10.393185256344657,no,3,15,7,5
6792,2,female,35.643119662160174,1.91386152089843,yes,2,15,2,1
3414,5,female,14.24793401595156,3.966986866774922,yes,4,16,1,3
6258,9,female,14.103463188940843,6.278118338279895,no,3,16,4,4
1812,2,female,4.90269683095932,21.062860719942726,yes,4,13,1,3
4118,12,female,18.923242664165606,6.9973462869171685,yes,5,17,2,5
4645,3,male,33.06455725082689,9.129601526223963,yes,4,15,2,3
6660,8,male,24.916526082053476,6.057827541728367,yes,3,9,6,3
8268,3,male,16.558379672833688,4.06534209502544,yes,5,13,6,5
682,3,female,19.21046458841996,1.784149369963421,yes,1,12,2,1
4515,11,female,9.646672363344397,2.4867269665648815,yes,5,19,6,5
1726,4,male,5.773355606911052,1.489927401476769,yes,2,17,6,4
7567,3,female,15.059377507932625,8.622998501101065,yes,5,12,5,1
7413,2,male,4.038041976369019,1.7877116205482784,yes,3,17,2,4
8410,6,female,9.318359802890072,7.440555776364478,yes,1,10,7,2
6584,1,female,0.49455219569054165,7.99793682173481,no,4,20,5,3
6923,10,male,18.034826480516593,10.094410862392667,yes,2,11,1,3
5862,8,male,11.492377605241707,4.322904666958314,yes,5,20,1,5
3593,1,male,22.088261036648177,5.907149654635302,yes,1,18,1,1
4676,12,female,30.91567369240577,8.725337539962139,no,5,15,7,2
4340,4,male,33.18439059569605,3.929694745470964,yes,3,9,4,2
248,11,male,1.9985926202649757,6.665717979086292,yes,5,17,5,5
7479,8,female,24.016362463448925,11.478436644035476,no,3,14,3,4
5381,8,male,15.070417274548694,4.029252674732939,yes,2,15,5,1
8192,10,male,11.630615561949778,14.243283846387225,yes,5,16,7,3
2994,3,female,24.069157949075667,8.788257025955238,yes,4,9,4,3
7456,6,male,38.07437161699478,3.7465764664827277,no,5,14,4,3
6957,4,male,16.04699168994754,4.917743329521548,no,5,15,1,3
1388,4,male,24.527942155669344,17.819408134515122,yes,5,16,5,1
4257,8,female,25.093262576406502,10.609122785281288,yes,3,19,6,2
3646,11,female,23.24976631855016,5.428002518135774,yes,1,14,7,4
4477,10,male,23.82248865769555,9.450633470673534,yes,3,12,7,4
6047,8,female,21.230848799288257,5.030193509197555,yes,2,16,4,1
816,10,female,11.635447745497638,15.496879345900817,yes,2,11,6,5
2122,4,female,6.031199851205718,-0.055378325610892176,yes,1,20,2,3
1200,5,female,11.983196786664692,-0.5836604546296158,yes,4,16,1,5
5098,9,male,21.321026002156895,5.651348695833323,yes,4,17,3,2
212,11,male,21.471715279621122,13.290547309485596,no,1,11,5,1
1919,7,male,22.996545767937732,6.610339798419396,no,4,18,1,3
651,4,female,5.5777954904066345,4.53938229826562,no,2,10,6,3
4942,10,male,29.342732498502443,0.38183040815711156,yes,1,9,3,2
3709,2,female,14.942859432428438,12.261714194248281,yes,5,14,7,2
7837,0,male,9.939010910856286,9.048077372050763,no,2,20,3,2
7278,11,female,21.440056876824272,-1.4617620701453315,no,3,11,4,2
3570,7,female,-3.1719898917431166,5.2823353704384886,yes,5,10,5,5
7882,6,female,15.682599020750853,10.112611976448067,yes,4,16,5,4
6304,7,female,23.987463708179554,8.052686191424733,no,5,11,4,1
823,5,female,15.367196016796296,16.3851729630558,yes,2,15,1,4
7864,7,male,28.152523380159735,6.659103992443043,yes,5,13,6,2
6150,10,male,28.265752882535637,8.039199468005616,yes,2,12,4,5
8844,8,female,18.992037051810406,5.820190258649388,yes,4,12,5,4
7111,12,male,17.62594144641837,12.490482663228333,no,4,10,2,1
7724,3,female,9.293343289724735,11.807764692120239,no,2,11,6,4
6182,4,female,24.706175696460747,9.350031780174426,yes,4,15,1,2
7407,12,female,4.755725747663044,10.255985507562976,no,2,19,3,1
6578,7,male,16.728766002732627,0.9953153756412787,yes,3,17,4,1
25,7,female,25.711803689373443,11.659383788728391,no,3,11,7,3
5697,0,female,9.755005437499545,9.733427100789122,no,5,13,2,2
642,2,male,28.512794727768764,-1.0291940109747646,yes,3,20,7,1
6974,6,female,39.84961344698847,11.842879466966941,yes,3,14,2,5
8113,11,female,15.337764872414443,9.528729041744242,yes,3,20,3,5
1575,5,female,22.623512512633727,1.6523975218431426,yes,1,15,1,5
4106,3,male,29.24716249149614,-0.8283050085397523,yes,5,16,3,3
7514,6,male,21.555464489291126,13.659455973532527,no,4,11,7,3
4908,1,male,26.094723920587022,8.498736881397505,yes,3,12,3,4
4528,0,female,26.070359827388817,-5.384623551564793,yes,4,13,5,3
2158,0,female,19.708548609471034,-1.7603794422929138,no,4,15,1,5
1427,6,male,17.690827272166057,5.206519754385501,yes,1,9,2,4
8763,6,female,21.00481292633475,1.722405432829822,no,1,20,7,5
1810,2,female,38.60997700655885,8.15258908935247,no,4,18,4,2
7414,3,male,31.748300446846653,2.6106021651241305,yes,3,15,7,5
272,6,male,26.271779480419674,7.288327089873358,yes,5,18,5,1
1006,12,female,14.194333481374127,7.278827941866782,no,4,15,1,1
3289,4,male,5.340340834683866,16.52277361161645,no,1,17,2,3
2795,7,female,21.221497517910148,6.2549367087150785,no,3,16,2,1
6392,3,male,16.618719542750945,8.987429475009593,yes,1,18,4,5
2046,11,male,9.316597932316888,-2.5125475938222,yes,1,11,5,5
6415,0,male,4.464454379942117,14.564194720483297,yes,4,12,6,2
1884,8,female,3.411758229809493,4.759871854497945,yes,3,12,3,3
381,12,male,28.193802053340157,4.959517148739971,no,5,11,6,1
7328,3,male,17.860266791530545,5.0555460948632485,no,4,17,5,1
826,11,female,25.63596239083223,2.6553570875676913,yes,4,15,1,4
5592,1,female,20.43278989043119,3.33601814986016,yes,2,14,4,1
3624,1,male,24.966462452815417,5.66721562842532,yes,1,14,1,2
4025,3,male,15.68259395264639,3.0972687716010903,no,3,14,1,2
8997,10,male,5.08804940087192,14.897499681305515,yes,3,18,3,4
8126,4,male,28.171570816546,3.2792104938674926,yes,3,19,2,2
3380,12,female,25.32896641467353,9.013949420777738,yes,1,16,3,4
302,3,male,34.01493639113002,7.693332108850109,yes,2,14,2,3
4666,3,female,22.99033968215025,6.074821907235042,yes,1,20,4,5
7653,3,female,34.94762372024981,8.616860476510382,yes,2,19,1,1
3554,2,female,23.08740870537121,6.0911591951907536,yes,3,16,4,1
2487,9,male,38.56580537448952,6.974581715046119,yes,3,13,6,1
2104,12,female,32.22034933051274,15.693166712964707,no,3,17,6,5
3641,1,female,15.275555515242733,15.02282304708471,no,2,12,7,2
1563,2,male,18.293085755127418,13.341697082842497,yes,4,12,1,2
1051,6,male,32.60548401140894,3.9065905348392502,yes,3,15,6,3
3461,11,male,8.599298282860758,3.122524460679828,no,3,11,6,2
7095,11,female,32.48398871801641,12.697181301936967,yes,4,16,3,4
3266,1,female,11.7787615619027,-2.1815842184725724,no,2,12,4,1
2076,2,male,11.921128173129276,7.489467665496348,no,5,11,6,5
6543,12,female,17.565725552039027,10.380917067779988,yes,2,13,7,3
5322,3,female,21.353086391633976,8.60752636216098,yes,3,11,2,5
7618,7,female,29.125169735536815,4.513440029699465,yes,5,16,6,1
7399,6,male,12.691067215635844,5.853940125619255,yes,1,20,2,4
4880,0,female,14.439285117877702,10.543923953876538,yes,1,11,6,2
8446,10,female,22.089465883021653,1.5328078872518285,yes,5,18,5,1
6772,3,male,29.156251715760114,2.07326510844488,yes,3,11,6,1
1862,12,female,14.610394469863019,1.4252598303185522,no,3,11,1,4
6173,8,female,28.877129593833104,14.126824409589114,yes,2,12,7,2
4971,4,male,30.00531399687534,14.983324872376748,no,1,20,4,4
1893,11,male,13.486806992935648,3.5426535260767222,no,5,10,4,3
1104,5,male,9.29002189682054,12.547572049844385,yes,3,13,5,4
7398,6,female,11.328182828638218,15.20873099421782,yes,5,14,7,5
8404,2,female,31.573817277047652,17.939856035004254,yes,3,16,2,4
3702,4,female,32.324317391050776,13.41221673043956,no,4,19,4,4
1862,5,female,11.667721987488369,1.9377085684727078,yes,5,10,4,4
785,0,male,34.81254774936696,5.377420174837599,yes,5,15,6,2
8963,4,female,10.436874128012457,11.632043470938259,yes,4,15,4,4
6010,11,female,28.13932748323228,-5.492305024399595,yes,1,11,6,1
7457,2,female,5.05644249269764,12.531241248083413,yes,1,12,4,5
6608,6,male,28.32365741028496,2.3889232292742637,no,3,16,6,1
1962,10,female,9.193263797885427,9.053041250354266,yes,3,10,6,5
3244,4,male,22.657093786816997,11.200411194307398,yes,3,14,3,2
6986,5,male,28.0437555675726,6.112754428131868,yes,4,17,4,5
1334,9,female,28.242190024066275,-5.575791086063406,yes,1,9,2,5
5514,12,male,6.712358156294421,8.734567889041168,yes,4,13,2,3
440,1,female,19.37678894529794,6.482405344276561,yes,5,18,2,4
4518,1,male,16.33025979137662,4.09777174046162,yes,1,10,2,2
8847,5,female,23.501945512582896,11.680753585590343,no,3,17,2,4
3915,2,male,17.507944913873853,14.281249447956064,yes,1,19,7,2
1743,12,male,23.72339725868293,10.047899771306144,no,2,18,2,5
2644,5,male,24.57829336486397,12.717913671625281,yes,5,11,6,5
5343,10,female,30.963084127666555,7.452408115201498,yes,5,17,1,3
4861,11,female,21.173833819842297,-0.8166005123026796,yes,5,15,7,3
1065,2,male,17.875565039900735,6.612224515564284,yes,3,12,5,4
7607,12,male,25.559905725161357,9.589125570165518,no,1,16,6,2
2718,10,male,25.45532566491635,7.152000312006255,yes,1,15,1,5
859,11,male,16.437673781991826,12.918867147003715,yes,1,10,1,4
3453,8,male,13.273061661843819,13.638651800330328,no,3,19,2,5
1886,6,female,29.38665202459424,1.9593430661865607,no,1,14,1,4
7889,6,female,6.277108942175621,0.2816640320570345,no,3,17,6,1
841,3,male,18.869729749561454,5.184795540305234,yes,4,19,1,5
7607,7,male,28.64097249911415,9.60913726007604,yes,4,12,2,1
8412,10,female,24.876980198338863,1.5919504852435145,yes,5,20,3,5
5317,2,female,28.406891950508086,2.8417623094614335,yes,3,16,4,5
4591,9,female,13.6021479132454,6.579683431706233,yes,1,12,5,4
1596,2,female,17.934105497074103,9.808778483650327,no,1,11,7,3
2215,7,female,24.917163823955406,1.7231576416739856,yes,4,11,4,4
3589,1,male,19.263972352243268,4.854540511904997,yes,2,15,2,1
827,3,female,10.31045995480793,3.992250329420684,yes,5,18,7,1
5079,5,female,27.899758913123925,8.7846240462998,yes,1,10,3,1
7282,6,female,21.953267587214363,5.7651580376540155,yes,5,14,5,5
293,3,male,11.54405480382615,12.202252094475131,yes,4,15,7,3
1242,1,female,14.502135976058117,12.870870064466644,no,3,14,1,5
1882,1,female,21.13713627029468,-1.4039738025822839,yes,4,16,4,5
109,0,male,32.53138685026341,7.010653928915948,yes,2,11,1,3
3727,11,male,40.76065774528865,-0.3128224886173063,yes,3,18,6,4
4894,5,female,19.43088708594089,7.488633287484262,yes,4,15,7,3
2053,9,female,29.53018632816359,5.116663543163216,no,4,18,7,4
3028,7,male,10.546507455340793,1.9671302437429548,yes,1,19,3,2
8248,7,female,16.78981511712609,11.275567198553942,yes,4,11,1,1
4487,7,female,19.94131853997605,14.107171565944697,yes,3,18,1,3
27,1,male,23.330938039551164,3.9190672392190997,no,3,19,3,1
1606,10,male,13.216899543742954,9.467362172689292,yes,2,10,5,5
7631,11,female,20.973144347043096,5.249574063599214,yes,5,14,1,1
193,5,male,22.8825468697319,10.176799456356875,yes,1,13,6,3
4311,3,female,16.77854037223063,15.610665609651749,yes,3,18,1,5
607,9,male,18.994037420406915,-4.274349504881576,no,5,20,1,4
999,3,female,30.70308829471994,3.9120029328489454,yes,3,20,5,2
5924,9,female,20.770079621051,12.248124977890276,yes,2,14,3,1
1539,0,male,28.836495550749,7.833826077032424,yes,1,13,3,3
141,4,female,21.037312888650785,0.8016585529120261,yes,4,20,1,1
5167,5,male,13.590908997126018,7.1875230181834295,yes,3,10,7,2
5374,1,male,16.055348286250027,1.3760678946292266,no,5,9,6,5
1151,2,male,28.6392632907506,5.897881325984251,no,5,9,4,4
7010,11,male,30.73900512775681,6.056316482705448,yes,4,17,4,5
133,3,female,22.645510602001085,0.5373122674005097,yes,4,11,6,2
4905,5,female,18.737315292929623,8.758331948699496,yes,4,11,2,5
355,6,male,10.119546815575774,2.348658486943454,yes,1,12,6,5
5624,10,male,17.44522040346641,3.5307834923558317,no,5,13,5,3
3507,11,female,18.71325273394305,2.1506883926107143,no,2,18,1,1
6461,11,female,9.975340254203921,10.995804658569492,yes,1,18,2,4
7391,5,female,25.733271678506522,4.056189498194718,yes,3,16,1,1
4231,2,male,0.3585498557002076,16.457744803456045,yes,3,20,7,1
7058,5,male,16.276063820123767,7.843178427513404,yes,3,18,6,1
34,8,male,30.572544437679195,9.336265417994701,yes,4,18,3,2
2517,9,female,19.4567509510925,12.789347010235044,yes,5,20,5,3
4484,1,female,28.386410125397198,8.087250713199987,no,3,14,7,3
2356,5,male,15.398900625740911,6.789806006993239,yes,3,16,5,1
1656,5,female,18.56266147081493,9.030330262532537,yes,5,19,2,2
5938,10,male,19.1918831128219,8.309236623581988,yes,1,12,3,5
1697,0,male,1.2206479989478574,6.187202522181735,yes,3,10,7,4
2115,10,male,8.706028017470443,3.380449445432742,yes,2,13,7,2
8438,11,female,27.77360658884642,7.142640873756685,yes,3,15,4,3
8899,9,female,32.30872188875752,12.194916256132721,yes,5,17,3,4
8158,11,male,12.859239679308697,13.605154760030054,yes,3,13,5,4
4810,9,male,17.297799343941776,-0.24079920018775525,yes,3,17,3,3
2036,4,male,30.542688488811258,7.552286507310129,no,4,15,4,4
3658,1,female,6.61865843149412,0.3390880391929949,no,1,17,1,1
1883,5,female,13.838578387956932,-4.020466504178193,yes,3,20,3,1
5878,4,female,24.046420095802393,13.949513241411623,no,4,15,4,3
4740,3,male,24.77370271721332,8.993189002563577,yes,4,15,2,2
1154,1,male,25.71627625602588,10.486131157310748,no,5,12,3,3
3406,12,female,19.67429839439365,11.372431353207142,yes,5,16,4,1
93,9,male,13.97339482780071,1.590263745965764,yes,1,19,4,1
8184,11,male,12.17940224107306,8.864924430052163,yes,5,13,2,5
5014,8,female,28.11319070412216,4.081406499448342,yes,1,16,1,3
8428,8,female,16.42569461066984,2.941034970098097,no,4,11,1,1
203,5,male,17.954307656258447,2.013502068445641,yes,1,11,5,4
4344,2,male,7.678059182150337,3.70970446377269,yes,5,15,4,4
45,11,female,27.116586564451897,8.453113768205984,no,5,16,1,3
6408,11,male,19.532270564174176,6.722977189461417,yes,3,19,1,4
1751,0,male,24.480134965985165,8.033850011998046,yes,5,10,7,5
3245,5,female,17.885345323629227,8.061341844260667,yes,4,10,2,2
8483,3,female,35.605075637450305,16.340313211479053,yes,5,19,1,2
3611,10,female,42.83772506301693,8.290809796497587,yes,4,17,7,2
6954,5,male,10.106057053455286,13.491885563089774,yes,4,16,7,1
1085,9,female,15.07721778959584,10.022991470902404,no,1,9,5,3
4422,2,female,5.9355035178109645,3.7082208956351073,no,5,15,6,3
2074,7,male,24.197539833796164,10.125175648962559,yes,1,10,7,2
8417,2,female,9.66090848240043,4.756167293512142,yes,3,11,3,2
3872,9,male,6.679411146902892,1.8446931043521113,no,5,20,5,5
3290,4,female,32.67535832695005,9.081408053756729,no,3,10,5,5
4789,8,male,18.455637093104784,23.634310643691038,yes,3,13,5,2
3659,2,male,34.680235844436304,18.058966578922316,no,4,9,7,1
8635,3,female,10.2089151465032,11.266529389915721,yes,3,20,3,1
2343,7,male,17.703203327746195,14.840385586320352,yes,2,9,3,3
5154,6,female,30.19064541386337,7.098290834384496,no,4,10,6,2
5935,3,male,28.998522944150736,6.008879502274478,yes,2,20,2,3
4626,9,female,28.078758651079564,13.743465330290654,yes,4,13,4,3
377,0,female,8.576689699629474,11.232896027712332,yes,1,19,3,3
147,0,male,10.070974210977226,3.6681849405478077,no,4,9,3,3
521,8,male,17.822491115326148,4.806371653543165,yes,4,9,1,2
7984,0,male,12.86327863686704,7.540438053544353,yes,5,9,4,3
2475,5,female,32.61202851472224,-3.469071200008875,no,4,14,2,2
8356,9,female,18.142378419183544,1.1959958293950548,yes,2,12,3,5
1818,9,female,18.850273459705182,5.039418876216246,yes,4,10,6,5
2032,10,female,12.723970432215612,7.336185573630876,yes,4,13,3,5
3044,1,female,18.37981437072758,3.917719628939426,yes,2,19,4,1
5771,3,male,31.54757862194886,9.4160552991527,no,5,18,6,1
8568,7,male,16.68554480463444,14.354989128025846,yes,3,12,6,3
2342,11,female,33.28339115763963,5.983932325042373,yes,3,17,1,2
7149,4,female,18.205086849733522,3.0861704140884054,yes,5,18,1,1
6536,3,female,12.46426939705703,15.763975456191872,no,2,13,6,3
8057,4,male,31.283956278876396,7.9651739080579524,no,5,10,1,1
877,5,male,19.882043415389607,-2.638645919709594,yes,3,16,2,4
2117,8,female,12.772951210504687,8.777011466679358,no,1,18,7,2
6203,8,male,18.40717428755691,12.721078600743228,yes,5,19,4,1
2805,0,female,18.522205029235757,0.3586307129153088,no,2,16,5,1
4239,12,male,25.41807486530073,8.882492801425279,yes,3,10,4,1
1958,10,male,10.932751573829659,23.270355786035424,yes,5,15,5,1
8170,5,female,31.48672755598191,13.694009952532502,yes,5,16,5,4
1678,4,female,19.570502006459158,8.068907583446416,no,4,10,1,3
1406,12,female,25.10109434740516,-2.8938905356852658,yes,3,9,2,1
482,6,male,19.95339941685954,8.527440382011234,yes,2,17,3,1
534,3,female,28.339538497701888,4.7556341538025215,no,1,15,4,2
6042,6,female,28.494192076749155,7.8049720069586215,yes,3,14,3,1
1588,2,male,26.485311772430837,15.010403086872515,yes,5,19,3,3
570,12,female,20.420910874381185,11.225557350973286,yes,3,17,5,3
2958,4,male,23.61274468461126,18.33507481432587,no,1,9,2,5
2500,5,male,12.795054514976352,21.102276171129333,no,2,10,7,1
6572,7,male,23.85951108156985,11.748765623530431,yes,4,13,7,1
1043,7,female,9.957099240748198,10.226681737286615,no,4,19,5,5
3905,3,male,29.035615580440254,14.300222424294073,no,2,17,2,4
5265,1,female,20.328324629626028,9.196291509726182,yes,3,13,1,5
4626,0,female,11.514528870618898,1.7266269087108244,yes,3,15,5,4
2470,11,female,19.62183433353777,-0.6939543710191423,yes,4,13,1,4
8617,8,female,20.89656902058625,8.862339034432118,yes,2,12,5,2
7468,4,female,28.307798996294757,2.0402050168139105,yes,3,15,2,1
6406,1,female,1.7995826767604512,12.098641562881529,yes,4,13,7,5
3425,7,male,20.950273888793557,7.456319223870476,yes,4,12,4,3
7560,3,female,6.715818919211168,6.014990908328771,yes,4,18,1,3
1723,3,female,-1.8453590744149757,2.126290208858448,yes,5,13,4,1
935,1,male,10.46568853387157,0.8200213477284803,yes,4,17,5,5
6795,3,female,21.556027435301317,1.584621730222917,no,2,16,3,4
4053,1,male,2.3725929931588716,17.268405510416834,yes,2,17,6,5
8207,8,female,13.233937901670899,0.256922613078971,yes,2,17,5,1
207,0,female,4.938604905035939,1.7355355479905077,yes,5,17,1,3
5335,7,male,34.40424117242925,11.180555373259882,yes,4,10,7,4
8212,7,female,29.966171291660082,7.27112329397109,yes,5,10,6,2
2158,1,male,32.51686874565496,2.0009612564156516,yes,2,18,6,3
1396,8,female,15.083511283618233,15.360476889589693,yes,1,17,4,5
3558,6,female,33.81284367600555,2.3532655554076474,yes,4,14,4,3
3389,8,male,38.93592784715979,17.43830754255061,yes,2,13,2,5
4758,3,male,12.26199353226923,4.776224469323358,no,1,9,1,3
1346,2,female,32.39350644128531,6.55152198297628,yes,3,19,6,3
4713,8,female,39.51939388623809,17.945989382316856,yes,1,20,4,2
785,9,female,16.15015431661125,6.772208411680501,no,4,11,2,1
1623,10,female,12.182620498171138,7.5741658095283375,no,5,19,7,5
206,1,female,14.308342888176274,5.710171682427074,no,5,10,7,1
3794,7,male,36.65141124953238,15.714961839333405,yes,3,15,4,2
5304,5,female,9.82332395549523,-1.4238168032602143,yes,3,10,5,5
2528,12,female,25.079714181924125,-1.2463566988625132,no,4,9,1,3
5547,4,male,20.056407094430035,0.8467895564505588,yes,3,15,5,2
4846,11,male,11.585418945542191,-2.1259150743894555,yes,1,13,7,2
