feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
Premolar,AMNH99.1/64,1.0144173410544235,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/72,1.147533133467573,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/72,0.3350544329095906,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/72,0.7775762301588254,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/75-A,0.7189480333831011,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/75-A,0.6533935449588242,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/75-A,0.794899574684673,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/77,1.48352477183683,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/77,0.5651006858777994,11,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/77,1.2786342287899735,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/79,0.24724371152494107,6,39.4,9.1,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/79,0.7716575178270881,6,39.4,9.1,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/79,0.9652563617516374,4,39.4,9.1,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/80(a),1.130000904408583,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(a),1.1786319843462691,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(a),1.2105798277810345,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/80(b),0.7662732512117487,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(b),0.7220684326327215,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(b),1.2357226600611997,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/83-A,0.8275154973352007,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/83-A,0.40565249419144733,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/83-A,0.46105079109635816,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-A,0.544240151517608,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-A,1.0953527926371411,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-A,0.957348310820722,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-B,1.170562912943642,12,48.8,10.5,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-B,0.7357232436668448,8,48.8,10.5,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-B,0.9636172100288374,8,48.8,10.5,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-C,1.1453164750685807,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-C,0.7815928950414959,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-C,1.0796414002696115,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-D,0.6444270205522786,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-D,0.7606988505179069,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-D,0.7534300943302397,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-C,0.4367156797793186,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-C,1.091389197386341,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-C,0.7193255199299204,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-D,0.9068003098638434,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-D,1.088967132174141,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-D,1.075656097519733,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/87,1.1607980286219848,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/87,0.8636253136208599,9,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/87,0.7372616197579205,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-A,0.8709264477362023,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-A,0.2455067997480994,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-A,0.338961650767832,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-B,0.3873626596862715,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-B,0.5139753195725623,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-B,1.0574659882405644,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/90,0.5496762331294907,12,55.0,15.0,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/90,0.754821028202699,10,55.0,15.0,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/90,1.4073854780038801,8,55.0,15.0,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-A,0.7633403525670168,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/91-A,1.188859332022191,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/91-A,0.5387293115501901,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-B,0.8220171691444907,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/91-B,0.5323474287172412,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/91-B,0.7700437810541783,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/94,1.2288492819815646,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/94,0.2299508337452727,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/94,1.070945838568857,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/96-A,0.9944272244024986,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/96-A,0.6707942792949153,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,0.3393719345348929,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/97,0.9300005882963245,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/97,0.6959482382120038,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/97,0.9924589421228995,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/98,0.9104409137222411,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/98,1.5250883743754853,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/98,0.8088218387858718,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/99,0.503762881155303,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/99,0.9716842266065031,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/99,0.9875261568979283,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Anterior,BM1868.4.16.2,0.546315964998407,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1868.4.16.2,0.34243171158891117,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1868.4.16.2,0.15637934102212814,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1884.10.30.1,0.5868205103843883,6,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.1,-0.4449270711085742,6,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.1,-0.23134214478089596,4,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1884.10.30.2,-0.34292699825753986,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.2,-0.13410595973949627,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.2,-0.5180358100809913,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1886.12.20.10,0.2646400732105454,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1886.12.20.10,-0.06890864002188837,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1886.12.20.10,-0.5546518807125973,8,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1898.2.28.11,-0.37755237188007607,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Posterior,BM1898.2.28.11,0.13951185008125092,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Premolar,BM1898.2.28.11,0.34360477863323297,8,13.9289876,3.80295048,1.0,Pongo,Borneo
Anterior,BM1899.11.6.1,0.8167990354304474,12,17.1217143,3.06608828,0.0,Papio,Arabia
Posterior,BM1899.11.6.1,1.1735957000463282,12,17.1217143,3.06608828,0.0,Papio,Arabia
Premolar,BM1899.11.6.1,0.20121994675472796,8,17.1217143,3.06608828,0.0,Papio,Arabia
Anterior,BM1899.6.10.2,-0.34496537533464766,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1899.6.10.2,-0.7894415142552942,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1899.6.10.2,0.14414924043478172,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1899.7.8.1,-0.2762628781506891,12,23.0253446,4.35428022,1.0,Papio,East Africa
Posterior,BM1899.7.8.1,-0.12158868498961448,12,23.0253446,4.35428022,1.0,Papio,East Africa
Premolar,BM1899.7.8.1,-0.19812733357216009,8,23.0253446,4.35428022,1.0,Papio,East Africa
Anterior,BM1900.3.18.1,-0.014772641231079922,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1900.3.18.1,0.45470406378206296,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1900.3.18.1,0.1010974549524353,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1900.6.28.1,-0.021714570005432338,12,11.454619,2.00186723,1.0,Papio,Arabia
Posterior,BM1900.6.28.1,-0.3629059897768129,12,11.454619,2.00186723,1.0,Papio,Arabia
Premolar,BM1900.6.28.1,-0.6115109780246617,8,11.454619,2.00186723,1.0,Papio,Arabia
Anterior,BM1901.2.13.1,-0.14919100028061047,12,18.9952796,3.55691242,1.0,Papio,West Africa
Posterior,BM1901.2.13.1,0.019076682905794454,12,18.9952796,3.55691242,1.0,Papio,West Africa
Premolar,BM1901.2.13.1,0.7277873514612165,8,18.9952796,3.55691242,1.0,Papio,West Africa
Anterior,BM1901.8.9.23,0.09068140280814521,12,18.5922731,3.4773143,0.0,Papio,East Africa
Posterior,BM1901.8.9.23,0.4223204756427115,12,18.5922731,3.4773143,0.0,Papio,East Africa
Premolar,BM1901.8.9.23,-0.15424367147005255,8,18.5922731,3.4773143,0.0,Papio,East Africa
Anterior,BM1902.11.22.1,-0.4209850924939524,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1902.11.22.1,-0.3354646022152043,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1902.11.22.1,-0.2421386245610082,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1902.9.2.1,0.8680501102968635,12,19.8012926,3.71619727,1.0,Papio,East Africa
Posterior,BM1902.9.2.1,-0.2795485094119605,12,19.8012926,3.71619727,1.0,Papio,East Africa
Premolar,BM1902.9.2.1,0.36620199717017,8,19.8012926,3.71619727,1.0,Papio,East Africa
Anterior,BM1902.9.9.3,-0.3112706514034381,12,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1902.9.9.3,0.4024148956901341,9,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1902.9.9.3,0.18975955968993402,8,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1904.11.5.2,-0.020937689860433324,12,21.4133186,4.03507241,1.0,Papio,East Africa
Posterior,BM1904.11.5.2,0.024141933639896893,12,21.4133186,4.03507241,1.0,Papio,East Africa
Premolar,BM1904.11.5.2,-0.21473560425076677,8,21.4133186,4.03507241,1.0,Papio,East Africa
Anterior,BM1904.8.2.1,0.21353788499261675,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1904.8.2.1,-0.13700468808095362,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1904.8.2.1,-0.43680404959616204,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1904.8.2.3,-0.45716297734579375,12,17.1217143,3.06608828,1.0,Papio,East Africa
Posterior,BM1904.8.2.3,0.10714281256994936,12,17.1217143,3.06608828,1.0,Papio,East Africa
Premolar,BM1904.8.2.3,0.6543224256910135,8,17.1217143,3.06608828,1.0,Papio,East Africa
Anterior,BM1905.5.10.1,0.10224240413063598,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1905.5.10.1,-0.006154510690801605,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1905.5.10.1,0.15119649145906727,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1906.11.1.6,0.5480809324128704,12,20.2042991,3.79588028,1.0,Papio,East Africa
Posterior,BM1906.11.1.6,0.12534756293842395,12,20.2042991,3.79588028,1.0,Papio,East Africa
Premolar,BM1906.11.1.6,-0.11986524667492729,8,20.2042991,3.79588028,1.0,Papio,East Africa
Anterior,BM1907.7.8.11,0.4703854898313283,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Posterior,BM1907.7.8.11,0.20680143990228994,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Premolar,BM1907.7.8.11,0.6374634730212619,8,19.8012926,3.71619727,1.0,Papio,Central Africa
Anterior,BM1908.7.17.1,0.08882854537410662,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Posterior,BM1908.7.17.1,-0.4588179609210191,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Premolar,BM1908.7.17.1,-0.514718525187752,4,16.5968682,4.74312763,1.0,Pongo,Borneo
Anterior,BM1908.8.9.41,0.6822694368372468,6,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1908.8.9.41,0.7105670127507946,6,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1908.8.9.41,-0.029839332029869353,4,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1908.8.9.42,-0.10907343933333702,12,23.8313576,4.51398683,0.0,Papio,East Africa
Posterior,BM1908.8.9.42,0.6085535899067518,12,23.8313576,4.51398683,0.0,Papio,East Africa
Premolar,BM1908.8.9.42,-0.3906799787427582,8,23.8313576,4.51398683,0.0,Papio,East Africa
Anterior,BM1909.6.11,-0.3080804990749512,12,14.0305714,2.48359763,1.0,Papio,East Africa
Posterior,BM1909.6.11,0.2902769079500715,12,14.0305714,2.48359763,1.0,Papio,East Africa
Premolar,BM1909.6.11,-0.11351536859007089,8,14.0305714,2.48359763,1.0,Papio,East Africa
Anterior,BM1910.10.3.1,0.038007412443854034,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM1910.10.3.1,-0.023585076211360814,9,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM1910.10.3.1,0.17132845541879618,7,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BM1911.12.1.1,0.5875602930788486,12,18.1892666,3.39774848,1.0,Papio,East Africa
Posterior,BM1911.12.1.1,0.07524073704604758,12,18.1892666,3.39774848,1.0,Papio,East Africa
Premolar,BM1911.12.1.1,0.2905149970759905,8,18.1892666,3.39774848,1.0,Papio,East Africa
Anterior,BM1913.10.18.2,-0.7575895585999404,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1913.10.18.2,0.02104681618113977,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1913.10.18.2,-0.2880464399758332,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1913.10.18.3,-0.434161447417148,6,24.2343641,4.59386268,1.0,Papio,East Africa
Posterior,BM1913.10.18.3,-0.3016323724091095,6,24.2343641,4.59386268,1.0,Papio,East Africa
Premolar,BM1913.10.18.3,-0.08998585214013885,4,24.2343641,4.59386268,1.0,Papio,East Africa
Anterior,BM1914.3.8.2,0.39631852765478537,12,26.6524031,5.07338879,0.0,Papio,East Africa
Posterior,BM1914.3.8.2,-0.4760137442803233,12,26.6524031,5.07338879,0.0,Papio,East Africa
Premolar,BM1914.3.8.2,0.05191673550008296,8,26.6524031,5.07338879,0.0,Papio,East Africa
Anterior,BM1918.11.8.1,-0.14835905747908273,6,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1918.11.8.1,-0.087476438961297,6,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1918.11.8.1,0.43010830889032237,4,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1922.12.19.6,0.24934596352176075,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Posterior,BM1922.12.19.6,0.5602952306546426,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Premolar,BM1922.12.19.6,-0.020108181382500354,8,18.1892666,3.39774848,1.0,Papio,Central Africa
Anterior,BM1923.3.4.3,-0.2307463242594034,12,28.2644291,5.39328887,0.0,Papio,East Africa
Posterior,BM1923.3.4.3,-0.04708900821283937,12,28.2644291,5.39328887,0.0,Papio,East Africa
Premolar,BM1923.3.4.3,0.13433984035518093,8,28.2644291,5.39328887,0.0,Papio,East Africa
Anterior,BM1924.2.25.1,0.10869329016758018,12,20.6073056,3.87558812,1.0,Papio,East Africa
Posterior,BM1924.2.25.1,-0.38186536605814686,12,20.6073056,3.87558812,1.0,Papio,East Africa
Premolar,BM1924.2.25.1,0.0752037299454434,8,20.6073056,3.87558812,1.0,Papio,East Africa
Anterior,BM1924.8.6.15,0.1287889036261612,12,19.3982861,3.63654073,1.0,Papio,West Africa
Posterior,BM1924.8.6.15,1.0193865624128402,12,19.3982861,3.63654073,1.0,Papio,West Africa
Premolar,BM1924.8.6.15,0.7701590263178435,8,19.3982861,3.63654073,1.0,Papio,West Africa
Anterior,BM1924.8.6.16,-0.2919418828342779,12,24.2343641,4.59386268,0.0,Papio,West Africa
Posterior,BM1924.8.6.16,-0.07180230594870843,12,24.2343641,4.59386268,0.0,Papio,West Africa
Premolar,BM1924.8.6.16,-0.5293307696923573,8,24.2343641,4.59386268,0.0,Papio,West Africa
Anterior,BM1925.5.12.1,-0.1898059496039834,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1925.5.12.1,0.16278152423348202,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1925.5.12.1,0.509119766451172,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1927.8.14.1,-0.2436394349702829,6,16.0913333,2.87155209,0.0,Papio,East Africa
Posterior,BM1927.8.14.1,-0.214486133203655,6,16.0913333,2.87155209,0.0,Papio,East Africa
Premolar,BM1927.8.14.1,-0.795371483474222,4,16.0913333,2.87155209,0.0,Papio,East Africa
Anterior,BM1930.12.1.2,-0.023282804258931394,12,20.2042991,3.79588028,0.0,Papio,East Africa
Posterior,BM1930.12.1.2,-0.37331683392781834,12,20.2042991,3.79588028,0.0,Papio,East Africa
Premolar,BM1930.12.1.2,-0.16597068849290922,8,20.2042991,3.79588028,0.0,Papio,East Africa
Anterior,BM1931.4.1.1,-0.3011298986365954,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1931.4.1.1,0.003328527882613716,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1931.4.1.1,-0.6438185980073023,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1932.7.6.1,-0.5307325590515567,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,BM1932.7.6.1,0.8683525384911797,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,BM1932.7.6.1,-0.46085298098318694,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,BM1934.11.20.1,-0.386688435062838,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1934.11.20.1,0.7546244208002133,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1934.11.20.1,1.1701740180994529,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1935.10.22.24,-0.41578091219039864,6,21.0103121,3.95531929,0.0,Papio,West Africa
Posterior,BM1935.10.22.24,-0.10326188652735532,6,21.0103121,3.95531929,0.0,Papio,West Africa
Premolar,BM1935.10.22.24,0.17287720624770866,4,21.0103121,3.95531929,0.0,Papio,West Africa
Anterior,BM1935.2.14.1,0.7125246092563743,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1935.2.14.1,-0.343922355195924,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1935.2.14.1,-0.05542176911925191,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1936.12.28.1,0.3424118481870068,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.1,0.20913940115255175,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.1,-0.10633803409295589,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1936.12.28.2,-0.012061872827754443,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-0.4948831643778814,12,18.5922731,3.4773143,1.0,Papio,East Africa
