y,gender,age,majority_first,culture,m_focal,num_words,district,refCountry,redCards,n_focal,allstudents,dyad,deny
2,1,27.0,0,1,3,106,63974,3,0,10,44,6,0
1,2,32.0,0,1,3,145,63875,40,0,10,75,6,0
2,2,42.0,1,1,2,324,63339,70,0,5,11,6,0
2,1,37.0,0,1,2,324,65037,44,0,5,16,5,1
3,1,47.0,0,1,2,120,63917,71,0,6,32,5,0
2,2,22.0,1,1,3,120,68221,44,0,10,67,6,0
3,2,27.0,0,1,4,166,70904,34,0,13,22,3,0
3,2,27.0,0,1,3,120,63420,21,0,10,24,3,0
3,2,32.0,0,1,2,324,64642,8,0,5,69,5,0
1,2,22.0,1,1,4,383,63966,8,0,13,574,3,0
2,2,47.0,0,1,4,324,65771,22,0,13,87,1,0
3,1,32.0,1,1,4,383,69203,44,0,13,24,1,0
3,1,27.0,0,1,2,106,67694,44,0,5,103,5,0
1,2,22.0,1,1,4,145,61705,7,0,13,68,1,0
3,2,27.0,0,1,2,324,63008,8,0,5,13,6,0
2,2,22.0,1,1,3,106,70417,48,0,10,13,4,0
3,2,57.0,0,1,2,383,70409,52,0,5,11,1,0
2,2,17.5,1,1,3,106,72587,8,0,10,17,4,0
2,1,57.0,1,1,2,145,62539,8,0,5,14,4,0
3,1,22.0,1,1,2,106,65631,3,0,5,21,4,0
1,1,42.0,0,1,3,166,65862,8,0,10,18,8,0
2,2,22.0,1,1,3,120,62356,8,0,10,17,2,0
3,1,22.0,0,1,2,106,75051,44,0,5,18,4,0
2,1,32.0,1,1,2,383,67231,48,0,5,120,5,0
2,1,27.0,1,1,3,383,64501,7,0,10,38,7,1
2,2,22.0,1,1,2,324,63503,73,0,6,96,5,0
3,2,37.0,0,1,2,383,72033,44,0,5,39,5,0
2,2,32.0,0,1,3,324,67322,7,0,10,111,8,0
3,2,37.0,0,1,3,106,64048,60,0,10,27,4,0
3,1,37.0,0,1,2,120,69542,7,0,6,132,5,0
3,1,57.0,0,1,3,383,61382,64,0,10,84,4,0
3,1,27.0,1,1,2,145,68858,57,0,6,125,5,0
3,1,42.0,0,1,3,145,72017,3,0,10,125,8,0
1,1,57.0,0,1,2,324,65151,107,0,5,123,5,0
3,1,37.0,0,1,3,166,63073,44,0,10,40,7,0
2,2,37.0,1,1,2,324,63198,101,0,5,44,4,0
3,2,37.0,1,1,2,106,64717,69,0,5,195,4,1
1,1,27.0,0,1,4,120,63719,7,0,13,27,3,0
1,1,37.0,1,1,2,106,63800,101,0,5,25,5,1
1,1,22.0,0,1,4,383,71357,8,0,13,20,1,1
2,2,57.0,0,1,2,166,65557,7,0,6,25,5,0
2,1,37.0,1,1,2,106,67587,3,1,5,42,4,0
3,1,22.0,0,1,2,145,67470,7,0,5,20,4,0
2,2,27.0,1,1,4,145,64857,7,0,13,18,3,0
3,2,57.0,0,1,3,324,61507,72,0,10,44,4,0
3,2,32.0,0,1,2,120,63792,113,0,6,48,5,0
2,2,22.0,1,1,4,383,72447,44,0,13,45,3,0
2,1,32.0,1,1,2,145,62323,32,0,5,59,5,0
1,1,37.0,1,1,4,324,64667,44,0,13,87,3,0
2,1,32.0,1,1,3,324,65177,60,0,10,292,7,0
3,2,42.0,0,1,2,145,66589,44,0,5,130,4,1
2,2,27.0,1,1,3,166,71985,7,0,10,285,7,0
2,1,37.0,0,1,3,106,69617,52,0,10,272,7,0
2,2,37.0,1,1,2,106,63123,57,0,5,286,1,0
3,2,32.0,0,1,2,324,68395,8,0,5,302,1,0
1,2,22.0,0,1,2,324,69914,8,0,5,34,5,0
3,2,27.0,0,1,2,106,71969,8,0,5,41,6,0
2,2,27.0,1,1,3,106,71548,44,0,10,41,6,0
2,2,42.0,1,1,3,120,71910,8,0,10,34,6,0
2,2,42.0,0,1,3,106,62000,12,0,10,22,6,0
1,1,27.0,1,1,2,383,66167,44,0,5,21,6,0
3,2,22.0,0,1,2,166,71837,7,0,5,17,5,0
2,2,37.0,1,1,2,166,67157,3,0,6,30,5,0
3,2,22.0,1,1,3,383,70615,58,0,10,23,6,0
2,2,27.0,1,1,4,166,64550,44,0,13,20,3,0
2,2,32.0,1,1,3,106,71498,99,0,10,33,3,1
2,2,27.0,1,1,2,106,68916,80,0,5,44,5,0
2,2,27.0,0,1,4,383,70185,7,0,13,49,3,0
3,2,42.0,0,1,4,166,63487,45,0,13,29,1,0
1,2,27.0,0,1,4,145,71308,7,0,13,48,1,0
3,2,27.0,0,1,2,120,72421,44,0,5,40,5,0
3,1,32.0,0,1,4,145,69005,3,0,13,16,1,0
3,2,32.0,0,1,2,324,61846,34,0,5,15,6,0
1,1,22.0,0,1,3,383,65813,47,0,10,23,4,1
1,1,37.0,0,1,2,324,68486,58,0,5,11,1,0
2,2,27.0,1,1,3,145,62513,7,0,10,29,4,0
2,2,27.0,1,1,2,106,67405,7,0,5,21,4,0
1,1,27.0,1,1,2,383,71050,3,0,5,18,4,1
2,1,32.0,1,1,3,166,73726,8,0,10,19,8,0
3,1,27.0,0,3,3,324,72462,44,0,10,20,2,0
3,2,52.0,0,3,2,120,62737,3,0,5,33,4,0
2,1,27.0,1,3,2,106,62703,57,0,5,24,5,0
3,1,37.0,0,3,3,120,68205,32,0,10,21,7,0
3,2,27.0,0,3,2,166,64063,8,0,6,30,5,0
2,1,52.0,1,3,2,120,62984,7,0,5,25,5,0
2,1,57.0,0,3,3,120,72512,8,0,10,35,8,0
2,1,27.0,0,3,3,383,71647,8,0,10,30,4,0
2,2,37.0,1,3,2,120,67280,7,0,6,42,5,0
3,2,22.0,0,3,3,106,68627,3,0,10,57,4,0
3,1,32.0,0,3,2,145,70243,49,0,6,57,5,0
2,1,37.0,1,3,3,383,71282,7,0,10,51,8,0
2,1,22.0,0,3,2,106,62240,8,0,5,30,5,0
3,1,42.0,0,3,3,106,66456,8,0,10,37,7,0
2,1,52.0,1,3,2,383,66746,31,0,5,29,4,0
2,1,37.0,1,3,2,383,63933,87,0,5,27,4,0
2,1,27.0,1,3,4,106,72231,111,0,13,52,3,1
3,1,32.0,0,3,2,106,68023,7,0,5,26,5,1
3,2,27.0,0,3,4,166,69880,44,0,13,30,1,0
3,2,27.0,0,3,2,106,65763,44,0,6,177,5,0
2,1,37.0,0,3,2,166,71381,7,0,5,199,4,0
2,2,47.0,0,3,2,166,68098,40,0,5,32,4,1
2,1,32.0,1,3,4,145,64485,3,0,13,37,3,0
2,1,27.0,1,3,3,106,73544,8,0,10,161,4,0
2,2,57.0,1,3,2,383,71407,44,0,6,44,5,0
2,2,22.0,0,3,4,166,68437,64,0,13,53,3,1
3,2,42.0,0,3,2,120,67918,44,0,5,49,5,0
2,2,57.0,1,3,4,166,66696,7,0,13,32,3,0
3,2,57.0,0,3,3,145,71001,45,0,10,33,7,0
2,2,22.0,1,3,2,166,69971,3,0,5,19,4,0
1,2,32.0,0,3,3,106,71621,8,0,10,111,7,0
2,1,42.0,1,3,3,324,72363,102,0,10,149,7,0
1,2,27.0,0,3,2,383,70482,8,0,5,27,1,0
3,2,32.0,0,3,2,106,63032,7,0,5,136,1,0
1,1,27.0,0,3,2,166,61655,32,0,5,140,5,0
2,1,27.0,1,3,2,166,72405,48,0,5,15,6,0
2,1,32.0,0,3,3,166,66860,58,0,10,29,6,0
2,1,37.0,0,3,3,120,70821,72,0,10,25,6,0
2,2,42.0,1,3,3,166,70912,44,0,10,18,6,0
3,2,32.0,0,3,2,383,71266,8,0,5,45,6,0
2,2,32.0,0,3,2,324,70128,8,0,5,15,5,0
2,2,37.0,1,3,2,166,62802,8,0,6,38,5,0
1,2,22.0,1,3,3,166,72090,49,0,10,15,6,0
2,2,27.0,1,3,4,383,62638,3,0,13,23,3,0
2,2,27.0,1,3,3,106,70813,52,0,10,19,3,1
3,2,27.0,0,3,2,324,64105,77,0,5,23,5,0
2,2,32.0,0,3,4,106,63172,44,0,13,22,3,0
1,1,32.0,0,3,4,145,64188,8,0,13,20,1,0
1,1,22.0,1,3,4,383,66506,7,0,13,19,1,0
3,1,27.0,0,3,2,106,70649,58,0,5,23,5,0
2,2,27.0,1,3,4,120,69278,139,0,13,22,1,1
1,2,37.0,1,3,2,120,63016,3,0,5,15,6,0
2,2,37.0,1,3,3,106,71431,8,0,10,31,4,0
3,1,22.0,0,3,2,145,73700,57,0,5,21,1,0
2,1,37.0,1,3,3,166,63784,8,0,10,36,4,0
1,1,22.0,0,3,2,166,68155,32,0,5,19,4,0
2,2,52.0,0,3,2,324,69765,32,0,5,37,4,0
2,2,22.0,1,3,3,383,67116,44,0,10,184,8,0
3,1,32.0,0,3,3,324,63552,8,0,10,50,2,0
3,1,32.0,0,3,2,383,69724,55,0,5,157,4,0
2,1,22.0,1,3,2,106,63180,7,0,5,164,5,1
2,1,27.0,1,3,3,145,68551,58,0,10,68,7,0
2,1,22.0,1,3,2,106,71563,44,0,6,47,5,0
2,2,27.0,1,3,2,324,62927,52,0,5,14,5,0
2,2,37.0,1,3,3,145,70045,59,0,10,15,8,0
2,2,22.0,0,3,3,145,64931,7,0,10,24,4,0
3,1,37.0,0,3,2,145,66332,40,0,6,39,5,0
2,2,37.0,1,3,3,383,71829,44,0,10,40,4,0
2,1,42.0,1,3,2,166,63545,112,0,6,151,5,0
3,1,22.0,0,3,3,324,67348,52,0,10,47,8,0
1,1,52.0,0,3,2,120,67553,3,0,5,122,5,0
3,2,27.0,0,3,3,120,68189,71,0,10,45,7,0
2,1,27.0,1,3,2,383,71423,8,0,5,23,4,1
1,1,42.0,1,3,2,324,61994,3,0,5,16,4,0
2,2,22.0,1,3,4,383,61762,8,0,13,18,3,0
3,1,22.0,1,3,2,324,70268,44,0,5,16,5,0
2,1,22.0,1,3,4,166,68544,48,0,13,15,1,0
3,1,37.0,0,3,2,145,69377,44,0,6,28,5,0
2,1,37.0,1,3,2,383,63958,7,0,5,13,4,0
2,2,42.0,1,3,2,383,71290,7,0,5,21,4,0
1,1,47.0,0,3,4,166,68635,8,0,13,17,3,0
2,2,22.0,1,3,3,106,66787,44,0,10,48,4,1
3,1,32.0,1,3,2,383,67504,30,0,6,64,5,0
1,1,22.0,0,3,4,106,61945,44,0,13,69,3,0
2,2,32.0,1,3,2,106,67645,8,0,5,14,5,1
3,1,27.0,0,3,4,383,70094,44,0,13,15,3,0
2,1,37.0,1,3,3,166,66316,7,0,10,18,7,1
3,2,42.0,0,3,2,383,68874,8,0,5,16,4,0
3,2,37.0,0,3,3,324,63883,57,0,10,10,7,0
1,1,32.0,1,3,3,383,70011,32,0,10,47,7,0
2,1,42.0,1,3,2,106,61572,3,0,5,14,1,0
3,2,27.0,0,3,2,145,65458,101,0,5,12,1,0
3,2,22.0,0,3,2,145,67991,3,0,5,316,5,0
2,2,27.0,1,3,2,383,69393,7,0,5,15,6,0
3,2,22.0,0,3,3,166,71365,48,0,10,15,6,0
3,2,52.0,0,3,3,120,66324,70,1,10,29,6,0
2,2,32.0,1,3,3,145,63057,3,0,10,8,6,0
2,2,37.0,1,3,2,145,70722,7,0,5,16,6,0
2,2,32.0,0,3,2,120,69013,8,0,5,26,5,0
2,2,42.0,1,3,2,145,71472,44,0,6,10,5,1
3,2,32.0,0,3,3,120,66472,3,0,10,26,6,0
2,1,27.0,0,3,4,166,67702,8,0,13,26,3,0
3,2,32.0,0,3,3,166,65169,44,0,10,26,3,0
3,1,22.0,0,3,2,383,63024,7,0,5,21,5,0
2,1,22.0,1,3,4,166,67785,15,0,13,12,3,0
2,2,42.0,0,3,4,324,68791,8,0,13,27,1,0
3,1,52.0,0,3,4,324,69625,3,0,13,27,1,0
2,1,37.0,1,3,2,383,61960,44,0,5,25,5,0
2,1,47.0,1,3,4,166,64345,7,0,13,15,1,1
3,1,57.0,0,3,2,324,63255,32,0,5,17,6,0
2,2,32.0,1,3,3,166,69138,3,0,10,48,4,0
1,2,27.0,1,3,2,120,75135,7,0,5,21,1,0
2,1,22.0,0,3,3,383,70508,44,0,10,39,4,0
3,1,22.0,1,3,2,166,70599,44,0,5,14,4,0
2,2,22.0,0,6,2,166,66415,48,0,5,26,4,0
1,2,42.0,1,6,3,120,72173,44,0,10,16,8,0
3,1,57.0,1,6,3,106,72207,45,0,10,16,2,1
2,2,27.0,0,6,2,120,72348,8,0,5,13,4,0
2,1,22.0,0,6,2,324,65102,8,0,5,14,5,0
3,2,37.0,0,6,3,166,65649,7,0,10,17,7,0
2,2,32.0,0,6,2,145,68973,101,0,6,15,5,0
2,2,22.0,1,6,2,145,69435,3,0,5,10,5,0
3,2,22.0,0,6,3,383,70730,72,0,10,16,8,0
3,2,52.0,1,6,3,324,63362,44,0,10,14,4,0
2,2,37.0,1,6,2,166,68932,44,0,6,12,5,0
2,2,32.0,1,6,3,145,72371,8,0,10,39,4,0
2,2,42.0,0,6,2,383,66910,44,0,6,35,5,0
1,1,27.0,0,6,3,145,71084,44,0,10,45,8,0
2,1,37.0,0,6,2,106,64196,3,0,5,45,5,1
3,1,27.0,1,6,3,120,69872,3,0,10,14,7,0
3,2,22.0,0,6,2,324,71852,3,0,5,14,4,0
3,2,32.0,0,6,2,106,64626,72,0,5,12,4,0
2,2,27.0,0,6,4,120,69591,44,0,13,15,3,0
3,1,27.0,0,6,2,106,65045,44,0,5,23,5,0
2,1,32.0,0,6,4,324,70680,48,0,13,57,1,0
3,1,37.0,1,6,2,324,63750,65,0,6,50,5,1
1,1,47.0,1,6,2,145,69948,3,0,5,23,4,0
2,1,27.0,0,6,2,145,66795,3,0,5,23,4,1
2,2,37.0,1,6,4,106,70425,3,0,13,28,3,0
2,2,32.0,1,6,3,120,70870,8,0,10,42,4,0
2,2,32.0,0,6,2,106,65185,44,0,6,57,5,0
2,2,42.0,1,6,4,145,62745,8,0,13,38,3,0
2,2,27.0,1,6,2,145,61952,44,0,5,22,5,1
3,1,27.0,0,6,4,324,71035,8,0,13,43,3,0
1,1,22.0,1,6,3,166,71522,69,0,10,13,7,0
3,1,27.0,0,6,2,383,70847,44,0,5,15,4,0
3,1,27.0,0,6,3,120,71019,114,0,10,20,7,0
2,2,37.0,1,6,3,120,66761,71,0,10,23,7,0
2,2,37.0,1,6,2,120,69815,69,0,5,32,1,0
2,1,22.0,0,6,2,383,62679,65,0,5,21,1,0
1,2,37.0,1,6,2,383,67595,44,0,5,24,5,0
2,1,22.0,1,6,2,120,66837,3,0,5,21,6,0
2,2,32.0,0,6,3,383,61929,72,0,10,28,6,0
2,1,27.0,1,6,3,120,66613,51,0,10,29,6,0
2,1,22.0,1,6,3,383,62596,44,0,10,89,6,0
3,1,27.0,1,6,2,120,69039,8,0,5,82,6,0
3,1,37.0,1,6,2,106,69195,3,0,5,122,5,0
2,2,37.0,0,6,2,145,67736,64,0,6,131,5,0
3,1,27.0,1,6,3,106,70854,44,0,10,114,6,1
3,2,32.0,1,6,4,166,69690,102,0,13,149,3,0
1,2,32.0,0,6,3,120,69179,8,0,10,23,3,0
2,2,22.0,1,6,2,166,68197,101,0,5,98,5,0
2,2,22.0,1,6,4,106,66530,64,0,13,27,3,1
1,2,17.5,0,6,4,324,69336,3,0,13,30,1,0
1,1,32.0,1,6,4,120,69849,48,0,13,30,1,1
3,1,32.0,0,6,2,106,62554,8,0,5,69,5,0
2,1,37.0,1,6,4,383,70714,3,0,13,10,1,0
3,2,32.0,1,6,2,145,66381,102,0,5,11,6,0
1,2,27.0,1,6,3,106,63990,8,0,10,14,4,0
3,1,22.0,0,6,2,120,68361,87,0,5,11,1,0
1,1,47.0,0,6,3,324,64113,3,0,10,14,4,0
2,1,27.0,1,6,2,324,72553,3,0,5,41,4,0
1,2,37.0,0,6,2,120,72355,8,0,5,88,4,0
1,1,42.0,0,6,3,166,70300,7,0,10,78,8,0
2,1,32.0,0,6,3,106,70805,44,0,10,157,2,0
1,1,52.0,1,6,2,324,67967,7,0,5,68,4,0
2,1,22.0,0,6,2,120,70938,7,0,5,67,5,0
1,1,52.0,1,6,3,120,62828,8,0,10,80,7,0
2,1,22.0,0,6,2,383,63693,44,0,6,137,5,0
2,1,22.0,1,6,2,324,72132,24,0,5,69,5,0
1,2,27.0,0,6,3,166,69575,3,0,10,80,8,1
2,2,32.0,0,6,3,166,63610,3,0,10,90,4,0
1,2,27.0,1,6,2,120,63941,27,0,6,34,5,0
3,2,32.0,0,4,3,166,68163,66,1,10,73,4,0
2,2,37.0,0,4,2,166,68007,3,1,6,44,5,0
2,2,32.0,1,4,3,145,72108,7,0,10,20,8,1
1,1,32.0,0,4,2,383,67975,44,0,5,35,5,0
2,1,37.0,1,4,3,120,66480,8,0,10,168,7,0
1,1,32.0,1,4,2,106,64766,48,0,5,247,4,1
1,2,32.0,0,4,2,383,64832,32,0,5,22,4,0
2,1,47.0,0,4,4,120,65359,3,0,13,103,3,1
3,1,27.0,0,4,2,145,69385,30,0,5,82,5,0
3,1,27.0,1,4,4,324,71654,8,0,13,35,1,1
3,1,37.0,1,4,2,166,62794,22,0,6,34,5,0
1,2,27.0,1,4,2,324,68049,71,0,5,37,4,0
3,2,37.0,1,4,2,120,69955,34,0,5,14,4,0
1,1,32.0,0,4,4,383,63479,28,0,13,266,3,0
3,1,27.0,0,4,3,383,69708,44,0,10,254,4,0
1,1,27.0,0,4,2,383,66498,44,0,6,13,5,0
3,1,37.0,1,4,4,106,61879,41,0,13,282,3,1
1,2,27.0,0,4,2,145,61838,3,0,5,17,5,0
1,2,22.0,0,4,4,383,75085,34,0,13,42,3,0
1,2,22.0,0,4,3,324,61887,49,0,10,16,7,0
3,1,42.0,0,4,2,106,62885,8,0,5,19,4,0
1,2,27.0,0,4,3,145,64998,76,0,10,98,7,0
3,1,27.0,0,4,3,166,66845,52,0,10,65,7,0
2,1,52.0,0,4,2,166,66886,8,0,5,63,1,0
2,1,27.0,1,4,2,106,70672,44,0,5,43,1,0
1,1,27.0,1,4,2,166,69021,64,0,5,80,5,0
2,1,27.0,1,4,2,120,66399,72,0,5,52,6,0
1,1,22.0,1,4,3,120,65219,8,0,10,48,6,0
3,1,27.0,1,4,3,106,68726,73,0,10,66,6,1
1,1,27.0,1,4,3,324,64170,3,0,10,100,6,0
2,1,47.0,0,4,2,145,62109,7,0,5,16,6,0
3,2,32.0,1,4,2,145,70995,44,0,5,22,5,0
2,2,42.0,0,4,2,383,70979,58,0,6,11,5,0
1,2,22.0,1,4,3,324,68866,23,0,10,10,6,0
3,2,27.0,0,4,4,145,61978,8,0,13,16,3,0
3,2,32.0,0,4,3,324,66779,7,0,10,10,3,0
1,2,22.0,0,4,2,145,68353,8,0,5,10,5,0
2,1,47.0,1,4,4,106,61911,8,0,13,16,3,0
2,1,32.0,1,4,4,324,66407,3,0,13,28,1,0
1,1,57.0,0,4,4,120,70961,7,0,13,30,1,0
2,2,27.0,1,4,2,383,62976,8,0,5,15,5,0
2,2,32.0,1,4,4,106,71696,8,0,13,13,1,0
2,1,37.0,0,4,2,166,66373,112,0,5,18,6,0
3,1,32.0,0,4,3,324,66852,8,0,10,26,4,0
1,1,22.0,1,4,2,166,72470,64,0,5,30,1,0
2,2,27.0,1,4,3,383,71787,27,0,10,14,4,0
3,2,57.0,1,4,2,166,70078,32,0,5,22,4,0
3,2,32.0,0,4,2,106,66340,44,0,5,25,4,0
1,1,27.0,1,4,3,120,62893,27,0,10,26,8,0
2,2,22.0,0,4,3,324,70698,32,0,10,22,2,0
1,2,22.0,1,4,2,106,68080,7,0,5,26,4,0
3,1,32.0,1,4,2,145,65318,31,0,5,20,5,1
1,1,47.0,0,4,3,120,69492,7,0,10,22,7,0
3,1,22.0,0,4,2,145,64600,13,0,6,21,5,0
3,2,22.0,0,4,2,324,70896,3,1,5,21,5,0
3,1,27.0,0,4,3,383,66233,31,0,10,65,8,0
2,2,52.0,1,4,3,324,70623,7,0,10,62,4,0
2,2,32.0,1,4,2,120,69500,44,0,6,67,5,0
3,1,47.0,0,4,3,324,70789,44,0,10,40,4,0
2,1,27.0,1,4,2,145,70797,48,0,6,45,5,0
3,2,22.0,0,4,3,166,71142,57,0,10,579,8,0
2,1,32.0,1,4,2,383,65334,44,0,5,537,5,0
1,2,22.0,0,4,3,324,69104,7,0,10,581,7,0
3,2,22.0,1,4,2,166,70839,44,0,5,527,4,0
3,2,42.0,0,4,2,145,75002,8,0,5,84,4,0
3,2,27.0,1,4,4,120,69773,8,0,13,79,3,0
1,2,42.0,1,4,2,145,68882,44,0,5,92,5,0
2,2,57.0,1,4,4,324,70003,8,0,13,67,1,0
1,2,42.0,0,4,2,324,69757,28,0,6,190,5,0
1,1,32.0,0,4,2,166,69732,32,0,5,60,4,0
3,2,22.0,1,4,2,145,61812,48,0,5,64,4,1
2,2,22.0,1,4,4,106,69211,73,0,13,31,3,0
2,2,22.0,1,5,3,383,65367,44,0,10,62,4,0
3,1,32.0,0,5,2,145,69419,44,0,6,37,5,0
2,1,22.0,1,5,4,145,69781,53,0,13,13,3,0
1,1,27.0,0,5,2,383,69526,101,0,5,15,5,0
2,1,27.0,0,5,4,120,69252,7,0,13,79,3,0
3,2,42.0,1,5,3,120,68387,44,0,10,98,7,0
2,1,32.0,1,5,2,145,68965,7,0,5,97,4,0
3,2,57.0,0,5,3,120,65425,50,0,10,78,7,0
2,1,37.0,0,5,3,106,65391,44,0,10,56,7,0
2,1,52.0,1,5,2,145,61713,8,0,5,20,1,0
2,2,47.0,0,5,2,166,68056,8,0,5,20,1,0
1,2,27.0,0,5,2,324,69088,3,0,5,19,5,0
1,2,27.0,0,5,2,145,61747,44,0,5,26,6,0
3,2,22.0,1,5,3,106,61770,72,0,10,18,6,1
2,2,37.0,1,5,3,324,68908,44,0,10,12,6,0
1,2,27.0,0,5,3,383,69161,7,0,10,19,6,1
3,2,42.0,1,5,2,383,68981,44,0,5,16,6,1
3,2,22.0,0,5,2,166,69682,49,0,5,16,5,0
3,2,22.0,0,5,2,106,68957,51,0,6,12,5,0
3,2,57.0,1,5,3,120,69518,52,0,10,17,6,0
3,2,37.0,1,5,4,145,72611,3,0,13,15,3,0
1,2,27.0,0,5,3,166,72744,7,0,10,16,3,0
3,2,17.5,1,5,2,106,72751,8,0,5,17,5,0
2,2,22.0,0,5,4,324,75119,7,0,13,17,3,1
2,2,27.0,1,5,4,145,61499,40,0,13,10,1,0
2,2,37.0,1,5,4,106,61549,1,0,13,17,1,1
2,2,22.0,0,5,2,383,61457,8,0,5,17,5,0
2,2,27.0,1,5,4,106,61523,72,0,13,16,1,0
3,2,27.0,0,5,2,145,62042,58,0,5,26,6,0
2,1,22.0,1,5,3,106,68536,44,0,10,18,4,0
1,1,27.0,0,5,2,166,63834,8,0,5,20,1,0
2,2,32.0,1,5,3,383,62331,64,0,10,21,4,0
2,1,32.0,0,5,2,106,67306,3,0,5,21,4,0
3,1,32.0,1,5,2,166,65722,3,0,5,20,4,0
3,1,22.0,0,5,3,383,62174,44,0,10,20,8,0
2,1,27.0,1,5,3,383,71795,3,0,10,13,2,0
3,1,52.0,0,5,2,120,72181,48,0,5,16,4,0
2,1,27.0,0,5,2,145,72298,44,0,5,17,5,1
1,1,27.0,0,5,3,120,72041,7,0,10,24,7,0
1,1,42.0,1,5,2,106,63594,8,0,6,20,5,0
3,1,42.0,0,5,2,106,63370,8,0,5,155,5,0
2,1,27.0,0,5,3,383,64709,52,0,10,70,8,0
3,1,27.0,1,5,3,166,63560,7,0,10,149,4,0
2,1,42.0,0,5,2,166,63230,48,0,6,137,5,0
2,1,27.0,1,5,3,106,72058,8,0,10,29,4,0
1,1,27.0,1,5,2,324,63842,57,0,6,55,5,0
3,1,22.0,1,5,3,324,71811,8,0,10,136,8,0
3,1,27.0,1,5,2,120,65748,3,0,5,60,5,0
1,1,22.0,1,5,3,145,72272,3,0,10,108,7,0
2,1,22.0,1,5,2,145,65961,7,0,5,15,4,0
2,1,47.0,0,5,2,106,63313,57,0,5,17,4,0
