speed,scrolling_time,language,adjusted_running_time,age,gender,retake_trial,Flesch_Kincaid,num_words,education,english_native,device,page_id,dyslexia,reader_view,dyslexia_bin,correct_rate,img_width,uuid,running_time
6b74a260-9d07-49bc-9cfb-6fefbe9a718b,2-2,1,48771,46317,5023,383,1.0,1423,68.0,laptop,,graduate school,1.0,,0.0,0.0,N,8.337,543.8519722
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1-2,1,99278,46534,849,383,0.6666666667,1135,43.0,smartphone,1.0,graduate school,1.0,Dutch,,0.0,Y,10.697,315.3202131
485838c8-c7f2-4591-a8d8-7896e1327b7d,1-2,1,31423,45598,0,383,1.0,1294,31.0,tablet,0.0,high school,2.0,English,0.0,0.0,Y,10.697,369.1739732
cc5900ac-23f3-4768-99c4-faf9c29e9382,2-2,1,104651,152252,32701,383,0.6666666667,880,,tablet,0.0,college,0.0,,0.0,0.0,N,10.485,295.1854239
6b68642b-ac9e-40c0-90d9-91bd6ffd92a9,2-2,0,83794,43930,980,145,0.3333333333,1212,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,8.337,283.371948
fa08b044-8623-4659-959e-63953534e08d,1-2,0,24974,3058,282,145,1.0,1334,,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,25851.06383
de7bdd42-441a-4961-a547-2ccd7ccec379,2-1,1,48297,102056,2056,120,1.0,880,37.0,smartphone,1.0,graduate school,1.0,English,0.0,1.0,Y,11.081,313.111546
3657cc44-95b2-45ff-9e4f-a4cd22079a32,1-1,1,42028,48087,2267,106,0.6666666667,1150,31.0,,1.0,professional school,0.0,English,0.0,0.0,Y,10.485,121.2302627
c94dde40-5c1a-4071-8a82-d9c9e525ddbc,2-2,1,8964,18477,3426,324,0.6666666667,880,21.0,laptop,,college,0.0,English,0.0,0.0,Y,9.6,387.9771673
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-1,1,31923,48523,10905,106,0.6666666667,880,48.0,laptop,1.0,high school,1.0,English,0.0,,Y,7.638,373.8511865
4aa80c95-24fc-45e5-b3c4-102653f15325,3-2,0,137221,38097,6498,106,1.0,1212,19.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,461.9305511
86fc00ec-2ecf-4b13-b031-7de5b98c4716,3-2,0,30548,40943,17927,383,0.6666666667,1438,20.0,laptop,0.0,high school,1.0,English,0.0,,Y,10.485,318.0
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-2,1,28837,132797,684,145,1.0,1366,25.0,laptop,1.0,high school,1.0,English,0.0,0.0,Y,8.337,331.1641852
100567eb-57a5-424e-86c1-4a02cc690c8d,1-2,1,21667,25424,265,166,1.0,1334,44.0,smartphone,0.0,college,0.0,English,0.0,1.0,Y,9.6,1050.640437
323a09e0-4da8-499c-b80f-5802dbf08cb5,1-2,1,30604,67877,1558,166,0.3333333333,1294,27.0,laptop,0.0,college,1.0,English,0.0,0.0,N,9.6,170.1484072
af2dd336-540d-4ded-ae2e-6d21383207fc,2-2,1,64570,101879,12480,166,1.0,1294,28.0,laptop,0.0,college,0.0,English,1.0,0.0,Y,9.6,123.4900853
d5862d1f-db68-46d7-b717-dc2a7f78befe,3-1,0,37233,33692,2518,145,1.0,1438,64.0,laptop,0.0,PhD,1.0,English,0.0,0.0,Y,7.638,479.9768686
95165b45-dc58-4a62-bb78-afd606f1e34a,3-2,1,56130,34166,2109,166,1.0,1438,15.0,desktop,0.0,high school,1.0,English,0.0,0.0,N,7.638,484.087853
71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,2-2,1,77966,13409,629,145,0.6666666667,1438,30.0,desktop,0.0,,0.0,Polish,0.0,0.0,N,11.081,556.6739606
2baf6ca8-ba5b-45f6-860e-359b139766f2,3-2,0,56472,20030,1328,383,0.3333333333,322,19.0,desktop,,graduate school,1.0,German,0.0,,Y,8.337,429.6853088
a8d07b3c-a7d4-49c9-b2b9-07c268f706fc,3-2,1,69253,112895,214,383,1.0,880,30.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,204.4161604
026078fb-bbd3-403e-9003-57ef39309521,3-1,1,28001,34179,2850,383,1.0,1213,54.0,desktop,1.0,college,1.0,Chinese,0.0,0.0,Y,7.638,326.1755912
27d0e742-13f8-4911-a1d6-42cbea5067e2,3-1,1,83881,62774,1799,324,1.0,1309,24.0,desktop,,graduate school,0.0,English,0.0,1.0,,10.485,759.6694215
bdf3a343-8379-4a21-aa09-be0ea98c2e96,2-1,1,20335,57885,3334,106,0.3333333333,1366,27.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,,7.638,471.1460108
52655f97-f8e7-48eb-9269-d5ee71ad6db4,1-1,1,15522,32238,2928,324,1.0,1438,39.0,,0.0,high school,0.0,English,0.0,0.0,Y,10.697,349.8542274
db4b8bab-f58d-4d9c-ab15-18335ea4b16e,3-2,0,55526,30683,8633,166,1.0,1438,59.0,laptop,0.0,high school,0.0,English,0.0,1.0,N,10.697,238.6886856
bdf3a343-8379-4a21-aa09-be0ea98c2e96,2-1,1,43566,40928,9574,106,1.0,1438,58.0,desktop,0.0,graduate school,0.0,English,0.0,0.0,Y,11.081,897.092755
9ad793c8-00ee-4105-85c4-5e9513b219b5,1-1,0,47826,25150,1710,324,1.0,1438,50.0,laptop,0.0,college,1.0,,0.0,0.0,N,9.6,1183.673469
786e8403-6cca-47f4-810f-b94ae3880816,2-1,1,38365,31105,258,120,0.6666666667,1281,37.0,laptop,0.0,college,1.0,English,0.0,,N,10.697,240.5773857
95ad60c1-7c93-4341-9da3-763bbed405b9,1-1,1,37673,57946,1369,106,0.3333333333,1294,26.0,laptop,0.0,high school,,Dutch,0.0,0.0,,7.638,278.238549
5a48e48b-30ca-48ad-a397-3ecf853bb5c9,3-2,1,144434,25960,3490,324,0.6666666667,1438,57.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,171.374542
ee53e6ab-48ea-4636-8141-e636a103cbb5,3-2,1,43920,42632,11525,106,0.6666666667,1438,26.0,,0.0,graduate school,1.0,English,0.0,0.0,N,10.485,422.9551645
a5e829ad-603c-4eb6-b078-c82074eae0a3,1-2,1,40179,57991,2402,166,1.0,1438,21.0,desktop,0.0,postdoctoral,1.0,Chinese,0.0,0.0,N,8.337,6297.376093
45b56b87-c43f-4c6f-baae-661bbb6e40c7,3-1,0,23517,52248,15308,106,0.6666666667,1150,32.0,desktop,1.0,high school,0.0,English,,1.0,Y,10.485,168.231578
4ba34db8-9baa-42a5-bed2-a6381f36d03e,2-1,0,39693,40578,5732,145,0.6666666667,1423,29.0,tablet,0.0,pre-high school,1.0,English,0.0,0.0,Y,11.081,127.6830518
db397e5a-8fad-4c15-bf93-e25495e0584e,1-2,1,45542,69483,17696,324,1.0,1438,37.0,desktop,0.0,college,1.0,Italian,0.0,0.0,Y,7.638,299.2380513
afb433da-e4be-42f4-a386-41690af0783e,3-1,0,51425,36862,1442,383,1.0,1212,22.0,,0.0,college,1.0,Dutch,1.0,1.0,Y,10.485,264.2395772
7ddcdb33-a18f-47fd-8476-4e5b117b5f09,3-1,1,36494,33802,3743,324,0.6666666667,1423,24.0,laptop,0.0,,2.0,Romanian,1.0,0.0,Y,7.638,272.2055206
6111a8de-8e09-451b-b8a9-ff41d2c985e8,3-1,0,88144,17713,8431,166,1.0,1281,33.0,laptop,0.0,high school,1.0,English,0.0,0.0,N,10.485,150.2980047
9e9c021a-b55a-4aeb-af94-847d6d457b62,3-1,0,10265,70542,667,166,1.0,1281,46.0,laptop,,college,1.0,English,0.0,0.0,Y,10.485,163.8831756
fd573d43-4bb4-408c-a8c5-790b562841e6,1-1,1,62143,148412,17323,166,1.0,1294,20.0,laptop,0.0,college,,English,0.0,0.0,,11.081,372.8137465
db4b8bab-f58d-4d9c-ab15-18335ea4b16e,3-1,0,31929,39635,0,106,1.0,1137,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,191.18052
b502be75-8bea-4412-9b7d-813e7bba3685,3-1,0,26989,15655,1929,106,1.0,1438,12.0,laptop,1.0,graduate school,1.0,English,0.0,0.0,Y,11.081,357.2675647
692642eb-92da-4af7-b9c5-d9e588a1cbf1,2-2,1,38281,25989,1584,145,1.0,880,23.0,laptop,0.0,college,1.0,English,0.0,0.0,N,8.337,398.6490228
9bf41690-b2cc-4709-964d-7c21b856bbf8,3-1,0,20328,56392,1159,166,1.0,880,21.0,laptop,1.0,high school,0.0,English,0.0,0.0,N,11.081,211.0482487
1566f86d-93ed-408b-a7b8-90d409419736,2-1,1,69672,57883,1730,324,1.0,1212,20.0,laptop,0.0,PhD,1.0,English,0.0,1.0,Y,10.697,174.5793124
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-1,1,13580,122019,49613,383,0.6666666667,1212,27.0,tablet,0.0,college,0.0,English,0.0,0.0,Y,11.081,166.6025459
1ab057fb-ac2e-4650-88bc-ede767006043,1-1,1,42912,63573,6316,145,1.0,1438,19.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,264.763565
9ac5e209-cf05-47a5-a394-9c733e12d8f6,2-1,0,21119,62491,8549,120,0.6666666667,1438,28.0,,2.0,high school,1.0,English,1.0,0.0,Y,10.485,234.5847661
14d4cd1a-7cba-4495-91d7-47fd9d0990e6,2-2,0,75128,66723,3757,166,1.0,322,,,0.0,high school,1.0,English,0.0,0.0,N,10.485,187.6010782
4be26ab5-1d7e-44bf-bd62-0a66c914394a,3-2,0,49815,38368,32049,106,0.6666666667,1438,35.0,laptop,0.0,college,,English,0.0,0.0,Y,11.081,146.511202
e726e53d-6183-4ec0-b300-896df7bca3c2,3-1,1,200842,32237,217,324,0.6666666667,1366,25.0,,0.0,pre-high school,0.0,,0.0,0.0,Y,9.6,253.1195202
0fd5e38b-fd91-40c0-b154-d407eba53e1f,2-2,1,36583,36601,6322,106,0.6666666667,1294,26.0,laptop,0.0,graduate school,0.0,Swedish,0.0,0.0,Y,10.485,224.2940143
1807eb20-6d3a-4efc-a8c4-8901ef1fca5f,1-2,0,145374,18801,770,120,0.6666666667,1281,62.0,,0.0,pre-high school,,English,0.0,0.0,N,10.697,478.6173277
a12939e3-640d-42c5-87ed-83c1358c4698,3-1,1,18822,63630,6433,383,1.0,1368,37.0,laptop,0.0,college,0.0,,0.0,0.0,Y,8.337,222.3244404
4a348423-fe96-4fcb-9b2d-f32161971b4d,1-1,0,144885,50428,3130,324,1.0,880,49.0,laptop,0.0,high school,1.0,English,,0.0,Y,10.697,294.4183194
b95563e8-9d70-4aee-8c29-b2d677981d92,2-1,0,38015,14150,103,383,1.0,1366,24.0,tablet,,college,0.0,Russian,0.0,0.0,Y,10.485,794.3512798
b8fe046e-0564-4ca6-909e-6177a1343917,3-2,0,46695,44563,0,166,1.0,1438,23.0,laptop,0.0,high school,1.0,Russian,0.0,0.0,Y,10.697,448.4264554
3208209a-6dbd-4582-ba9a-63a144f479f2,3-2,0,45223,47291,4359,383,1.0,1366,23.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,164.9848509
45e73d9d-cc89-4ee6-a6e2-ab4582ed166d,2-1,0,7592,18910,0,106,1.0,1212,23.0,smartphone,0.0,high school,1.0,English,0.0,0.0,Y,9.6,536.3467701
ebe32dfe-f98a-490f-a017-f2872a47a1af,1-2,0,46590,54813,5244,166,1.0,1150,43.0,smartphone,0.0,graduate school,,English,0.0,1.0,Y,8.337,304.8751258
54c3e853-e07a-4b15-ab2d-691a120c3b32,2-1,0,37293,29125,6857,166,1.0,689,53.0,laptop,0.0,college,,English,0.0,0.0,Y,8.337,311.8717207
a28afe06-386d-4288-994d-28b51c745e3b,1-1,0,80072,27583,34216,383,1.0,880,18.0,laptop,0.0,high school,,English,0.0,0.0,,10.485,9.787206863
fb6a141a-25cb-4495-9b22-48bc79dbd24e,2-2,0,75130,39947,1262,324,1.0,1438,16.0,laptop,0.0,graduate school,0.0,English,0.0,1.0,Y,11.081,305.3917439
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-2,0,104815,71291,460,120,1.0,1150,34.0,laptop,,high school,0.0,,,0.0,Y,8.337,216.9916518
71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,2-2,0,49878,43717,1367,106,0.6666666667,1438,60.0,laptop,0.0,college,,English,0.0,0.0,Y,8.337,242.3595763
dcf4d35b-0244-403b-ac65-5593edf94d6c,2-2,1,75726,118044,6307,120,1.0,1438,24.0,laptop,0.0,high school,0.0,English,0.0,0.0,,9.6,239.6884051
e0080083-9f88-4396-bb69-13c375543c8c,1-1,1,18809,36646,9599,145,1.0,1438,17.0,tablet,1.0,postdoctoral,1.0,English,0.0,0.0,Y,10.485,296.4285714
b95563e8-9d70-4aee-8c29-b2d677981d92,1-1,0,41528,34847,866,166,0.6666666667,1294,25.0,tablet,0.0,graduate school,1.0,English,0.0,1.0,Y,10.485,786.3399945
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1-1,0,21761,31463,3023,324,0.6666666667,689,57.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,245.1055958
9b2ec410-aab7-47b8-a6d3-19e9c1e54d4b,2-2,1,51755,9975,382,383,1.0,1294,19.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,10.697,348.5245079
8dbae56a-69d6-470e-837f-17b3df9f2ca8,2-1,1,23541,17610,114,383,1.0,1294,23.0,laptop,0.0,high school,1.0,English,0.0,0.0,N,8.337,423.8835704
4aa80c95-24fc-45e5-b3c4-102653f15325,2-2,0,33239,131459,8259,166,0.6666666667,1438,45.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,10.485,205.1217966
a1f22d02-0b2f-4c57-8736-0957dd153f8d,3-2,1,59309,42612,9045,324,1.0,1150,16.0,smartphone,0.0,high school,1.0,English,0.0,0.0,Y,11.081,444.072057
c82105bb-8520-4727-b430-daec6fdef0dc,1-1,0,37080,43716,2317,383,1.0,1281,22.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,567.4011955
92549cea-1034-4ed8-8c3f-b94bbdd55d0e,2-1,1,49438,34302,10774,106,1.0,1294,35.0,desktop,0.0,college,1.0,Other,0.0,0.0,Y,10.485,375.7072803
fb6a141a-25cb-4495-9b22-48bc79dbd24e,1-2,0,33672,34747,1318,383,1.0,1438,,smartphone,0.0,college,0.0,English,0.0,0.0,,9.6,248.3114044
b60fd095-b0c5-4946-ab0a-4901ce69f617,3-2,1,74851,105995,402,106,1.0,880,25.0,smartphone,0.0,high school,1.0,English,0.0,1.0,,11.081,884.8469952
9bd7345e-fc32-41f1-a8c6-ee371715652e,1-2,0,31306,30736,0,106,0.6666666667,880,26.0,laptop,1.0,college,0.0,English,0.0,0.0,Y,11.081,183.7247595
f01af761-d426-46f0-ac95-33b120cf9e23,1-2,1,86782,58421,6200,106,1.0,1214,20.0,desktop,0.0,college,0.0,,0.0,0.0,Y,8.337,122.943584
2e174514-6907-4570-ab73-1d42a3521a95,1-1,1,78023,88494,2282,383,0.6666666667,1438,31.0,laptop,1.0,college,0.0,English,0.0,0.0,N,7.638,9808.342728
8e023aef-67dd-4d6b-bcf3-b12c776379b4,2-1,1,22415,17198,5224,324,1.0,1294,23.0,smartphone,0.0,college,2.0,English,0.0,0.0,Y,11.081,586.1048766
b856a7a0-694d-44df-84e5-7df262774187,1-2,1,14214,17657,4718,166,0.6666666667,1438,15.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,10.697,297.1768202
ba55d704-303e-4928-9c5a-9c2838360e3d,1-1,1,34455,25838,5846,166,1.0,1135,22.0,desktop,,graduate school,1.0,English,0.0,0.0,Y,10.697,353.6860491
76d25023-7920-4e91-a62e-db630eb472c5,3-2,0,41831,47157,28368,145,1.0,1438,29.0,desktop,1.0,college,1.0,English,0.0,0.0,Y,9.6,319.3228816
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,2-1,0,140250,28822,2916,383,0.6666666667,574,27.0,smartphone,0.0,college,1.0,English,0.0,0.0,,10.485,1103.64038
9294f017-a752-4e3f-9266-06922b940943,2-1,1,128102,36186,11658,145,1.0,1381,52.0,smartphone,0.0,college,0.0,English,0.0,1.0,N,10.697,165.9177325
fc04e88b-4dcb-4ad4-8171-4e21fe5f259e,3-2,1,90426,48387,478,106,1.0,1438,37.0,desktop,0.0,college,1.0,English,0.0,1.0,Y,10.697,701.1869527
44593a98-060d-47ea-9a57-97e0c70027d0,3-2,1,38008,12529,2486,145,1.0,1281,15.0,laptop,0.0,college,1.0,Czech,0.0,0.0,Y,8.337,365.5716645
c4d4c7b7-bbed-4695-b98c-0b5c48e29abe,2-1,0,35990,25114,5478,106,0.6666666667,1294,64.0,laptop,0.0,graduate school,0.0,German,0.0,0.0,Y,11.081,73.66105683
5a48e48b-30ca-48ad-a397-3ecf853bb5c9,3-2,1,30794,37569,32584,120,1.0,1212,16.0,,1.0,college,1.0,German,0.0,0.0,,10.697,344.8959366
cf8cc387-399a-46fe-9313-9f73def19457,1-1,1,45186,50108,2706,324,1.0,1438,32.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,8.337,342.8571429
9bf41690-b2cc-4709-964d-7c21b856bbf8,3-2,1,9703,22005,3575,383,0.6666666667,1438,37.0,smartphone,0.0,college,1.0,English,,,Y,7.638,208.4904114
9ac5e209-cf05-47a5-a394-9c733e12d8f6,1-2,1,45337,9648,218,383,1.0,1294,20.0,laptop,0.0,,1.0,English,0.0,0.0,Y,11.081,588.3944272
e7ea4b52-7611-4c90-905a-fd388cea9c0a,2-1,1,52965,16706,31049,145,1.0,1423,28.0,tablet,0.0,graduate school,1.0,English,0.0,1.0,,7.638,139.0802335
0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,1-1,1,60443,87403,135,324,1.0,1137,22.0,,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,529.529691
ebe32dfe-f98a-490f-a017-f2872a47a1af,1-1,0,56896,93479,170,324,0.6666666667,1212,21.0,laptop,0.0,,1.0,English,,1.0,N,10.697,263.5827136
14bf8206-4d05-43c0-84e6-984bbe11a47f,3-2,0,17931,35673,3447,383,1.0,880,20.0,desktop,0.0,college,0.0,English,0.0,1.0,Y,10.697,494.0935938
fc04e88b-4dcb-4ad4-8171-4e21fe5f259e,2-2,1,42511,65558,484,383,1.0,1150,23.0,desktop,0.0,graduate school,0.0,English,0.0,1.0,Y,9.6,687.4209861
5d7f8090-1b2b-425d-acdf-31cf8ff2f527,1-2,1,56845,8737,13434,324,1.0,646,37.0,smartphone,0.0,high school,1.0,English,0.0,0.0,Y,9.6,178.2361349
bafce4bd-e4e4-4d73-8424-2a9343c52f7f,3-1,1,75712,51465,8074,106,1.0,1137,22.0,,0.0,graduate school,1.0,English,0.0,0.0,,10.485,349.106204
8e023aef-67dd-4d6b-bcf3-b12c776379b4,2-2,1,38945,26962,26342,145,1.0,1294,57.0,,0.0,high school,1.0,English,,0.0,Y,7.638,245.6586192
e1937dac-e29c-4679-b93e-9d6284fd9da1,2-1,0,37942,22393,3268,120,0.6666666667,1294,22.0,laptop,2.0,,0.0,English,0.0,0.0,Y,10.697,202.6625523
4b19d929-d5f9-41df-a9d5-4176d450e799,2-1,1,93068,2090,8280,145,0.6666666667,1137,21.0,laptop,0.0,college,1.0,English,0.0,1.0,N,9.6,373.3928257
6487b006-6591-4302-b387-45b630b259e6,1-2,0,20137,34626,1697,383,0.3333333333,531,41.0,desktop,0.0,graduate school,1.0,Norwegian,0.0,0.0,Y,9.6,633.6912515
44593a98-060d-47ea-9a57-97e0c70027d0,2-1,0,56644,24441,5821,383,1.0,1438,33.0,smartphone,0.0,college,1.0,Korean,0.0,0.0,N,7.638,230.6835658
9841a311-d989-42d7-9ea6-f5d4e981c98a,3-1,1,51351,83602,2049,324,0.3333333333,1135,25.0,laptop,0.0,college,0.0,Indonesian,0.0,0.0,Y,9.6,238.7859318
ac03d866-ecd8-41e4-9938-c4b098048187,3-2,0,72663,154683,2773,324,0.3333333333,1294,31.0,laptop,0.0,college,1.0,English,0.0,1.0,N,10.697,174.3003777
aea24408-032f-4620-986e-f97f5f47c28a,3-2,1,40156,9746,5428,120,1.0,1281,,smartphone,0.0,college,,English,0.0,0.0,Y,7.638,445.2192571
eba4f35d-64b0-4b8d-a3cb-fe43c8fc6e77,3-2,0,104441,68587,8003,106,1.0,1135,32.0,desktop,0.0,college,1.0,,0.0,0.0,N,7.638,186.663536
bafce4bd-e4e4-4d73-8424-2a9343c52f7f,1-2,0,97266,26648,2223,166,1.0,1212,35.0,smartphone,0.0,college,0.0,English,0.0,0.0,Y,8.337,240.5992283
100567eb-57a5-424e-86c1-4a02cc690c8d,2-1,1,39330,99217,3227,120,1.0,1294,21.0,laptop,1.0,graduate school,0.0,English,0.0,0.0,Y,7.638,369.7250436
5013da82-22c7-47fd-a245-d7131d2fab50,2-1,0,89249,58345,2835,106,1.0,1135,35.0,laptop,0.0,college,0.0,English,0.0,0.0,,11.081,509.1392489
a75e076f-3028-44a1-af60-ca3b3bcaeed0,3-1,0,29455,20303,61417,106,1.0,1438,21.0,desktop,1.0,college,0.0,English,0.0,0.0,Y,10.485,198.7270297
606ec9ab-33fe-4f7e-9330-c0c5d30928c1,2-2,1,85433,53551,5663,324,1.0,1212,21.0,,0.0,high school,0.0,English,0.0,0.0,Y,9.6,340.5060298
790f5896-c569-4e73-b88b-b931b27dc799,3-2,1,37966,114615,1093,120,1.0,1212,39.0,smartphone,2.0,high school,1.0,,0.0,0.0,N,8.337,443.4945231
18ff52ad-d2e9-4d03-b775-d01403f19b51,2-1,1,39120,22914,3135,106,1.0,1366,14.0,desktop,,graduate school,1.0,English,0.0,0.0,Y,10.697,343.2821589
05a92b52-f72a-42f9-936c-9258bf385bf3,2-1,0,32791,55566,13891,383,1.0,1150,44.0,laptop,0.0,high school,2.0,English,0.0,,Y,7.638,572.0338983
3b9eb1ad-94e8-4ece-9e83-bdaec18ce17d,2-2,1,46921,19631,3679,166,0.6666666667,1438,38.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,10.485,97.2327775
c6117094-afdd-4f97-9496-9df675e1485d,3-2,1,40815,54210,14224,145,1.0,1438,21.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,7.638,286.6434512
a75e076f-3028-44a1-af60-ca3b3bcaeed0,3-1,1,23263,24228,5891,106,0.6666666667,880,23.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,7.638,191.3366994
11db0111-539a-45d2-8e6f-8e0a3bb6cf36,1-1,0,36611,67310,4341,166,1.0,1366,19.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,11.081,384.8133339
0939d037-9073-4b45-beef-4b1a9cb29fc6,1-2,0,43895,107759,1281,120,1.0,880,19.0,desktop,0.0,college,0.0,English,0.0,0.0,,10.485,196.2291218
314782d8-515f-44b4-ba28-8365f8811ae1,1-1,1,64955,28964,2840,106,1.0,1212,37.0,desktop,0.0,graduate school,0.0,English,0.0,0.0,N,11.081,188.3189914
bca2bb1f-e075-4290-bb59-fdd14fd7f870,3-2,0,25464,84958,2572,106,1.0,1241,57.0,laptop,0.0,high school,0.0,,0.0,0.0,Y,9.6,395.457794
