feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
Premolar,AMNH99.1/72,0.7496261881983286,8,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/75-A,0.6778216048783234,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/75-A,0.5975340813839911,12,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/75-A,0.7708428655617101,8,31.3690097,5.56672472,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/77,1.6142330440848363,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/77,0.4893978550440056,11,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/77,1.363294402291561,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/79,0.10010415586929455,6,39.4,9.1,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/79,0.7423772756247913,6,39.4,9.1,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/79,0.9794864668287236,4,39.4,9.1,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/80(a),1.1812565005375708,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(a),1.2408171662814862,6,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(a),1.2799451236802364,4,46.1073874,8.74186019,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/80(b),0.7357829227014494,6,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/80(b),0.6816432978559901,5,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/80(b),1.3107386785676276,4,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/83-A,0.8107890495536486,12,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/83-A,0.29411450002348294,10,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/83-A,0.36196328004160105,8,32.0178426,3.7220627,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-A,0.46384902257187316,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-A,1.1388214033420947,12,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-A,0.9698011220083815,8,30.7794746,5.44029653,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-B,1.230934612464226,12,48.8,10.5,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-B,0.698366957639854,8,48.8,10.5,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-B,0.9774789241627917,8,48.8,10.5,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-C,1.2000141671558382,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-C,0.754545577913478,6,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-C,1.1195789561175418,4,46.1073874,8.74186019,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/84-D,0.5865523766028667,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/84-D,0.728955704040585,6,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/84-D,0.7200533321783436,4,33.137615,5.94640065,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-C,0.3321589772613134,12,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-C,1.1339670103864052,11,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-C,0.6782839295905596,8,47.2736416,8.3605854,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/86-D,0.9078927170773473,12,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/86-D,1.1310005984395872,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/86-D,1.1146979770136851,8,50.8236683,9.7611705,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/87,1.2189751204715442,12,45.2,12.6,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/87,0.8550143618564022,9,45.2,12.6,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/87,0.7002510758676703,8,45.2,12.6,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-A,0.86395638841951,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-A,0.09797688207854804,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-A,0.21243523157163058,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/89-B,0.2717141190146679,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/89-B,0.42678232486365003,12,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/89-B,1.092419733963971,8,28.4213341,4.93536963,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/90,0.4705068356464925,12,55.0,15.0,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/90,0.721756871305083,10,55.0,15.0,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/90,1.5209818344515535,8,55.0,15.0,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-A,0.7321908701280027,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/91-A,1.25334305789551,12,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/91-A,0.4570996495847183,8,31.9585448,5.69322104,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/91-B,0.8040550003008489,12,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Posterior,AMNH99.1/91-B,0.44928347131524216,10,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Premolar,AMNH99.1/91-B,0.7404008597883939,8,50.8236683,9.7611705,0.5,Homo sapiens,Alaska
Anterior,AMNH99.1/94,1.302320544015459,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/94,0.0789247924970442,12,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/94,1.1089291115206739,8,34.3166852,6.19980411,0.25,Homo sapiens,Alaska
Anterior,AMNH99.1/96-A,1.0152133312544345,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/96-A,0.618845541520566,12,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/96-A,0.21293772451115367,8,37.8538959,6.96111299,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/97,0.9363071391023855,12,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/97,0.6496527236994649,10,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/97,1.0128026876270444,8,36.6748257,6.70718105,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/98,0.9123515279816884,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Posterior,AMNH99.1/98,1.6651378531306125,12,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Premolar,AMNH99.1/98,0.7878940871178124,8,30.7794746,5.44029653,0.75,Homo sapiens,Alaska
Anterior,AMNH99.1/99,0.41427469328770933,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Posterior,AMNH99.1/99,0.9873589613437186,12,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Premolar,AMNH99.1/99,1.006761284221085,8,31.9585448,5.69322104,0.25,Homo sapiens,Alaska
Anterior,BM1868.4.16.2,0.6651547838105918,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1868.4.16.2,0.4154485900898087,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1868.4.16.2,0.1875819034278938,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1884.10.30.1,0.7147625180401203,6,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.1,-0.548865040964061,6,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.1,-0.2872779978376867,4,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1884.10.30.2,-0.42394097485818827,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1884.10.30.2,-0.1681884788945489,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1884.10.30.2,-0.6384045940744352,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1886.12.20.10,0.3201736799487561,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1886.12.20.10,-0.08833839594193094,12,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1886.12.20.10,-0.6832499387910068,8,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1898.2.28.11,-0.466348223622407,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Posterior,BM1898.2.28.11,0.16692353040481034,12,13.9289876,3.80295048,1.0,Pongo,Borneo
Premolar,BM1898.2.28.11,0.4168852979361403,8,13.9289876,3.80295048,1.0,Pongo,Borneo
Anterior,BM1899.11.6.1,0.991380634745374,12,17.1217143,3.06608828,0.0,Papio,Arabia
Posterior,BM1899.11.6.1,1.4283655198632985,12,17.1217143,3.06608828,0.0,Papio,Arabia
Premolar,BM1899.11.6.1,0.2374533029538784,8,17.1217143,3.06608828,0.0,Papio,Arabia
Anterior,BM1899.6.10.2,-0.4314843691044475,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1899.6.10.2,-0.9758542407034447,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1899.6.10.2,0.1675562480818287,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1899.7.8.1,-0.3473413380265992,12,23.0253446,4.35428022,1.0,Papio,East Africa
Posterior,BM1899.7.8.1,-0.15790491321594105,12,23.0253446,4.35428022,1.0,Papio,East Africa
Premolar,BM1899.7.8.1,-0.2516452305306569,8,23.0253446,4.35428022,1.0,Papio,East Africa
Anterior,BM1900.3.18.1,-0.027082511440336327,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1900.3.18.1,0.5479066752623323,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1900.3.18.1,0.11482879460807405,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1900.6.28.1,-0.03558460310429014,12,11.454619,2.00186723,1.0,Papio,Arabia
Posterior,BM1900.6.28.1,-0.45345704463210323,12,11.454619,2.00186723,1.0,Papio,Arabia
Premolar,BM1900.6.28.1,-0.7579347289910222,8,11.454619,2.00186723,1.0,Papio,Arabia
Anterior,BM1901.2.13.1,-0.19171070730712203,12,18.9952796,3.55691242,1.0,Papio,West Africa
Posterior,BM1901.2.13.1,0.014374274696372088,12,18.9952796,3.55691242,1.0,Papio,West Africa
Premolar,BM1901.2.13.1,0.8823640313101295,8,18.9952796,3.55691242,1.0,Papio,West Africa
Anterior,BM1901.8.9.23,0.10207178816420742,12,18.5922731,3.4773143,0.0,Papio,East Africa
Posterior,BM1901.8.9.23,0.5082450417714042,12,18.5922731,3.4773143,0.0,Papio,East Africa
Premolar,BM1901.8.9.23,-0.1978989404332193,8,18.5922731,3.4773143,0.0,Papio,East Africa
Anterior,BM1902.11.22.1,-0.5245891278199452,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1902.11.22.1,-0.41984834595215414,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1902.11.22.1,-0.30554783345257147,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1902.9.2.1,1.0541501258413235,12,19.8012926,3.71619727,1.0,Papio,East Africa
Posterior,BM1902.9.2.1,-0.3513653980631252,12,19.8012926,3.71619727,1.0,Papio,East Africa
Premolar,BM1902.9.2.1,0.4395142230718596,8,19.8012926,3.71619727,1.0,Papio,East Africa
Anterior,BM1902.9.9.3,-0.3902169287767432,12,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1902.9.9.3,0.48386578481240966,9,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1902.9.9.3,0.22341725267210952,8,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1904.11.5.2,-0.034633123131016644,12,21.4133186,4.03507241,1.0,Papio,East Africa
Posterior,BM1904.11.5.2,0.020577914555276532,12,21.4133186,4.03507241,1.0,Papio,East Africa
Premolar,BM1904.11.5.2,-0.2719861248669637,8,21.4133186,4.03507241,1.0,Papio,East Africa
Anterior,BM1904.8.2.1,0.25253963463685103,12,12.485,2.19399907,1.0,Papio,Arabia
Posterior,BM1904.8.2.1,-0.17678558393941554,12,12.485,2.19399907,1.0,Papio,Arabia
Premolar,BM1904.8.2.1,-0.5439633144016399,8,12.485,2.19399907,1.0,Papio,Arabia
Anterior,BM1904.8.2.3,-0.5688978067500333,12,17.1217143,3.06608828,1.0,Papio,East Africa
Posterior,BM1904.8.2.3,0.12223281534585248,12,17.1217143,3.06608828,1.0,Papio,East Africa
Premolar,BM1904.8.2.3,0.7923882402459096,8,17.1217143,3.06608828,1.0,Papio,East Africa
Anterior,BM1905.5.10.1,0.11623106524207936,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1905.5.10.1,-0.016527500260147238,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1905.5.10.1,0.17618733263123154,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1906.11.1.6,0.6622695162245198,12,20.2042991,3.79588028,1.0,Papio,East Africa
Posterior,BM1906.11.1.6,0.14452898999460587,12,20.2042991,3.79588028,1.0,Papio,East Africa
Premolar,BM1906.11.1.6,-0.15579414097886815,8,20.2042991,3.79588028,1.0,Papio,East Africa
Anterior,BM1907.7.8.11,0.5671124213922765,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Posterior,BM1907.7.8.11,0.24428920806106222,12,19.8012926,3.71619727,1.0,Papio,Central Africa
Premolar,BM1907.7.8.11,0.7717403244265978,8,19.8012926,3.71619727,1.0,Papio,Central Africa
Anterior,BM1908.7.17.1,0.10484941289955817,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Posterior,BM1908.7.17.1,-0.5658778370209185,6,16.5968682,4.74312763,1.0,Pongo,Borneo
Premolar,BM1908.7.17.1,-0.6343417664144956,4,16.5968682,4.74312763,1.0,Pongo,Borneo
Anterior,BM1908.8.9.41,0.8266161988179823,6,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1908.8.9.41,0.8612735097909142,6,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1908.8.9.41,-0.045535363724996517,4,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1908.8.9.42,-0.1425769302842094,12,23.8313576,4.51398683,0.0,Papio,East Africa
Posterior,BM1908.8.9.42,0.7363330933495712,12,23.8313576,4.51398683,0.0,Papio,East Africa
Premolar,BM1908.8.9.42,-0.4874730951762314,8,23.8313576,4.51398683,0.0,Papio,East Africa
Anterior,BM1909.6.11,-0.3863098060734709,12,14.0305714,2.48359763,1.0,Papio,East Africa
Posterior,BM1909.6.11,0.34652535943959517,12,14.0305714,2.48359763,1.0,Papio,East Africa
Premolar,BM1909.6.11,-0.14801716036047843,8,14.0305714,2.48359763,1.0,Papio,East Africa
Anterior,BM1910.10.3.1,0.037559588609811824,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM1910.10.3.1,-0.037875495986907176,9,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM1910.10.3.1,0.20084385224194984,7,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BM1911.12.1.1,0.7106216607259954,12,18.1892666,3.39774848,1.0,Papio,East Africa
Posterior,BM1911.12.1.1,0.08316091196120663,12,18.1892666,3.39774848,1.0,Papio,East Africa
Premolar,BM1911.12.1.1,0.3468169578754985,8,18.1892666,3.39774848,1.0,Papio,East Africa
Anterior,BM1913.10.18.2,-0.9368437213707579,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1913.10.18.2,0.016787185321309177,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1913.10.18.2,-0.36177319493867005,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1913.10.18.3,-0.5407268009357643,6,24.2343641,4.59386268,1.0,Papio,East Africa
Posterior,BM1913.10.18.3,-0.3784124960093979,6,24.2343641,4.59386268,1.0,Papio,East Africa
Premolar,BM1913.10.18.3,-0.11919950576210014,4,24.2343641,4.59386268,1.0,Papio,East Africa
Anterior,BM1914.3.8.2,0.4763992893270007,12,26.6524031,5.07338879,0.0,Papio,East Africa
Posterior,BM1914.3.8.2,-0.5919851868748964,12,26.6524031,5.07338879,0.0,Papio,East Africa
Premolar,BM1914.3.8.2,0.05459496068745698,8,26.6524031,5.07338879,0.0,Papio,East Africa
Anterior,BM1918.11.8.1,-0.19069178962765979,6,22.6223381,4.27445115,1.0,Papio,East Africa
Posterior,BM1918.11.8.1,-0.11612611484111116,6,22.6223381,4.27445115,1.0,Papio,East Africa
Premolar,BM1918.11.8.1,0.5177831506006685,4,22.6223381,4.27445115,1.0,Papio,East Africa
Anterior,BM1922.12.19.6,0.29639539516980745,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Posterior,BM1922.12.19.6,0.6772289153537777,12,18.1892666,3.39774848,1.0,Papio,Central Africa
Premolar,BM1922.12.19.6,-0.0336171868768924,8,18.1892666,3.39774848,1.0,Papio,Central Africa
Anterior,BM1923.3.4.3,-0.2915951720848281,12,28.2644291,5.39328887,0.0,Papio,East Africa
Posterior,BM1923.3.4.3,-0.06666181616325469,12,28.2644291,5.39328887,0.0,Papio,East Africa
Premolar,BM1923.3.4.3,0.1555422356429094,8,28.2644291,5.39328887,0.0,Papio,East Africa
Anterior,BM1924.2.25.1,0.12413175483175838,12,20.6073056,3.87558812,1.0,Papio,East Africa
Posterior,BM1924.2.25.1,-0.47667744349745034,12,20.6073056,3.87558812,1.0,Papio,East Africa
Premolar,BM1924.2.25.1,0.08311558770453659,8,20.6073056,3.87558812,1.0,Papio,East Africa
Anterior,BM1924.8.6.15,0.14874375435262327,12,19.3982861,3.63654073,1.0,Papio,West Africa
Posterior,BM1924.8.6.15,1.2394986694249648,12,19.3982861,3.63654073,1.0,Papio,West Africa
Premolar,BM1924.8.6.15,0.9342585227830553,8,19.3982861,3.63654073,1.0,Papio,West Africa
Anterior,BM1924.8.6.16,-0.3665441186013493,12,24.2343641,4.59386268,0.0,Papio,West Africa
Posterior,BM1924.8.6.16,-0.09692930082043369,12,24.2343641,4.59386268,0.0,Papio,West Africa
Premolar,BM1924.8.6.16,-0.65728494030614,8,24.2343641,4.59386268,0.0,Papio,West Africa
Anterior,BM1925.5.12.1,-0.24145365819275227,12,21.8163251,4.1148462,1.0,Papio,West Africa
Posterior,BM1925.5.12.1,0.19037604210659947,12,21.8163251,4.1148462,1.0,Papio,West Africa
Premolar,BM1925.5.12.1,0.6145520280294932,8,21.8163251,4.1148462,1.0,Papio,West Africa
Anterior,BM1927.8.14.1,-0.3073859433042618,6,16.0913333,2.87155209,0.0,Papio,East Africa
Posterior,BM1927.8.14.1,-0.2716805864814529,6,16.0913333,2.87155209,0.0,Papio,East Africa
Premolar,BM1927.8.14.1,-0.9831169400918367,4,16.0913333,2.87155209,0.0,Papio,East Africa
Anterior,BM1930.12.1.2,-0.03750528996340374,12,20.2042991,3.79588028,0.0,Papio,East Africa
Posterior,BM1930.12.1.2,-0.4662076726129043,12,20.2042991,3.79588028,0.0,Papio,East Africa
Premolar,BM1930.12.1.2,-0.21226154438868483,8,20.2042991,3.79588028,0.0,Papio,East Africa
Anterior,BM1931.4.1.1,-0.37779709383350246,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1931.4.1.1,-0.004913197402148212,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1931.4.1.1,-0.7975033208716298,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1932.7.6.1,-0.659001774634591,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,BM1932.7.6.1,1.0545205232212762,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,BM1932.7.6.1,-0.5734171197803469,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,BM1934.11.20.1,-0.48258447252531356,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1934.11.20.1,0.9152325943462463,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1934.11.20.1,1.4241748324473298,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1935.10.22.24,-0.5182153346833706,6,21.0103121,3.95531929,0.0,Papio,West Africa
Posterior,BM1935.10.22.24,-0.13545926079026188,6,21.0103121,3.95531929,0.0,Papio,West Africa
Premolar,BM1935.10.22.24,0.20274067687672387,4,21.0103121,3.95531929,0.0,Papio,West Africa
Anterior,BM1935.2.14.1,0.8636710660713769,12,19.3982861,3.63654073,1.0,Papio,East Africa
Posterior,BM1935.2.14.1,-0.4302069355387876,12,19.3982861,3.63654073,1.0,Papio,East Africa
Premolar,BM1935.2.14.1,-0.07686732234791578,8,19.3982861,3.63654073,1.0,Papio,East Africa
Anterior,BM1936.12.28.1,0.41037736011508863,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.1,0.24715261411183262,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.1,-0.13922675674487492,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1936.12.28.2,-0.023762511740833075,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-0.6150954123655141,12,18.5922731,3.4773143,1.0,Papio,East Africa
