uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed,player,religiousness,expenditure,school,persons,games,f_other,n_other,deny,occupation
0023cb4d-a3f6-4163-8761-a07914b40754,2-2,0,38015,32047,5968,166,1.0,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,7.638,310.793522, Bodipo,5,6567.149414,Allensworth Elementary,3,1,9,13,1,6
0023cb4d-a3f6-4163-8761-a07914b40754,3-1,1,14199,9975,4224,106,1.0,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,11.081,637.593985,Stilian Petrov,2,4818.612793,Sunnyside Union Elementary,3,1,4,6,0,5
0023cb4d-a3f6-4163-8761-a07914b40754,3-2,0,23792,21138,2654,120,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,10.697,340.6187908,Andrey Arshavin,4,5621.456055,Woodville Elementary,1,4,7,10,0,5
0023cb4d-a3f6-4163-8761-a07914b40754,1-2,0,46747,38488,8259,383,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,10.485,597.0692164,Abdou Dampha,1,6026.359863,Pixley Union Elementary,1,1,3,5,0,5
0023cb4d-a3f6-4163-8761-a07914b40754,1-1,1,43543,33762,9781,324,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,9.6,575.7952728,Adam Johnson,2,6723.237793,Lost Hills Union Elementary,4,1,3,5,0,4
0023cb4d-a3f6-4163-8761-a07914b40754,2-1,1,20896,18808,2088,145,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,8.337,462.5691195,Gary Gardner,3,5589.885254,Buttonwillow Union Elementary,3,1,4,6,0,5
0111fc3b-685f-4756-9692-67ace3297314,3-1,1,33061,30976,2085,106,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,205.3202479,Tomáš Rosický,2,5064.615723,Lennox Elementary,2,3,3,5,0,5
0111fc3b-685f-4756-9692-67ace3297314,2-1,0,39929,38421,1508,145,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4386664, Juanfran,2,5433.593262,Lamont Elementary,3,1,7,10,0,1
0111fc3b-685f-4756-9692-67ace3297314,1-1,0,77673,74513,3160,324,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,260.8940722,Phil Jagielka,2,5725.563477,Westmorland Union Elementary,4,22,3,5,1,5
0111fc3b-685f-4756-9692-67ace3297314,2-2,1,42367,41263,1104,166,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,241.3784747,Fabian Giefer,2,4542.10498,Pleasant View Elementary,4,1,9,13,0,5
0111fc3b-685f-4756-9692-67ace3297314,1-2,1,63836,58345,5491,383,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,393.8640843, Bueno,4,5107.086426,Wasco Union Elementary,2,1,3,5,0,5
0111fc3b-685f-4756-9692-67ace3297314,3-2,0,37407,34160,3247,120,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,210.7728337, Agirretxe,3,4659.661621,Alta Vista Elementary,2,10,7,10,0,1
014c91ae-55d5-4aab-87e7-77c677f8a128,2-2,0,44766,44501,265,166,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,7.638,223.8151952,Piotr Trochowski,2,4555.464355,Livingston Union Elementary,3,1,7,10,0,6
014c91ae-55d5-4aab-87e7-77c677f8a128,1-1,0,73423,73010,413,324,0.6666666667,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,9.6,266.2648952,Eden Hazard,2,5415.152832,Woodlake Union Elementary,2,2,4,6,0,5
014c91ae-55d5-4aab-87e7-77c677f8a128,3-1,1,27458,26242,1216,106,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,242.3595763,André Schürrle,4,4997.871582,Alisal Union Elementary,4,1,9,13,0,1
014c91ae-55d5-4aab-87e7-77c677f8a128,3-2,0,28369,28111,258,120,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.697,256.1274946,Jon Walters,5,5223.912109,Arvin Union Elementary,2,14,7,10,0,6
014c91ae-55d5-4aab-87e7-77c677f8a128,2-1,1,38176,37655,521,145,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,231.0450139,Beg Ferati,3,5139.164551,Terra Bella Union Elementary,1,5,4,6,0,5
014c91ae-55d5-4aab-87e7-77c677f8a128,1-2,1,42703,41876,827,383,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,548.7630146,Shola Ameobi,3,4614.251953,Tipton Elementary,4,1,7,10,0,5
01793098-f0e2-4ef8-a0eb-706a0584332d,2-1,0,54268,48912,5356,145,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,8.337,177.8704612,Darron Gibson,4,5342.233398,San Ysidro Elementary,1,7,3,5,0,6
01793098-f0e2-4ef8-a0eb-706a0584332d,1-1,1,150968,146860,4108,324,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,9.6,132.3709655,Janek Sternberg,3,5347.458496,Soledad Unified,3,2,4,6,0,5
01793098-f0e2-4ef8-a0eb-706a0584332d,3-1,0,50526,50351,175,106,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,11.081,126.3132808,Niklas Lomb,4,5036.458984,Mountain View Elementary,4,2,4,6,0,6
01793098-f0e2-4ef8-a0eb-706a0584332d,1-2,0,127301,125380,1921,383,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.485,183.2828202, Cristiano Ronaldo,5,5117.141602,King City Union Elementary,4,10,3,5,0,5
01793098-f0e2-4ef8-a0eb-706a0584332d,2-2,1,61999,61999,0,166,0.6666666667,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,7.638,160.6477524,Zoltán Gera,1,5117.039551,Ontario-Montclair Elementary,1,1,3,5,0,6
01793098-f0e2-4ef8-a0eb-706a0584332d,3-2,1,57718,57718,0,120,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.697,124.7444471, Nélson,4,5272.191895,Los Nietos Elementary,2,3,3,5,0,5
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-2,1,49651,46697,2954,166,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,7.638,213.289933,Fabien Camus,3,5225.719238,Winton Elementary,2,9,3,5,0,1
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-1,1,39816,38256,1560,106,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,11.081,166.2484316,Wesley Hoolahan,4,6516.533203,Raisin City Elementary,4,3,4,6,0,5
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-2,1,86342,82355,3987,383,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.485,279.0358812,William Gallas,1,4559.176758,Ravenswood City Elementary,3,1,4,6,0,3
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-2,0,33937,30736,3201,120,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.697,234.2529932, Ryan Mendes,3,5119.158203,Richland-Lerdo Union Elementary,4,2,7,10,0,1
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-1,0,131637,127958,3679,324,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,9.6,151.9248503,Matthias Ostrzolek,5,5338.185547,Oxnard Elementary,1,1,7,10,0,6
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-1,0,30180,29327,853,145,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,8.337,296.6549596,Liam Ridgewell,5,5090.044922,El Nido Elementary,4,3,7,10,0,6
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-2,0,83830,76018,7812,120,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,94.71440975,Javier Pinola,5,5485.496094,Fairfax Elementary,3,1,7,10,1,1
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-2,1,81450,78604,2846,383,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,292.3515343,Florent Malouda,2,4793.370117,Delano Union Elementary,4,3,4,6,1,6
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-1,0,52182,51046,1136,145,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,170.43451,Claudio Pizarro,5,5092.91748,Perris Elementary,4,1,3,5,0,5
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-1,0,102320,98645,3675,324,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,197.0703026,Vegar Hedenstad,3,4359.520996,Valle Lindo Elementary,1,1,3,5,0,5
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-2,1,39728,38447,1281,166,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,259.0579239,Sebastian Larsson,4,5645.495605,Alum Rock Union Elementary,2,21,7,10,1,6
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-1,1,32643,30728,1915,106,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,206.9773496,Hajime Hosogai,2,4518.016113,Edison Elementary,1,1,7,10,0,5
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-2,1,54878,36774,18104,383,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.485,624.8980258,David Fox,4,5864.366211,Bakersfield City Elementary,2,1,7,10,1,3
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-2,1,30389,22371,8018,166,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,7.638,445.2192571,Roque Santa Cruz,2,5257.996582,Franklin-McKinley Elementary,2,2,3,5,0,6
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-1,0,14214,10663,3551,106,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,11.081,596.4550314, Isma López,5,5016.692383,Hawthorne Elementary,2,1,3,5,0,3
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-2,1,45841,33099,12742,120,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.697,217.5292305, Thiago,2,4720.086426,Chowchilla Elementary,2,2,7,10,0,6
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-1,0,59967,51411,8556,324,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,9.6,378.1291941,Massimo Luongo,5,5470.5625,Salinas City Elementary,4,2,4,6,0,6
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-1,0,23230,20488,2742,145,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,8.337,424.638813,Moussa Sissoko,4,5615.441895,Santa Maria-Bonita Elementary,2,4,7,10,0,6
026078fb-bbd3-403e-9003-57ef39309521,1-2,0,135114,20822,114292,383,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.485,1103.64038,Alex Smith,1,5245.439941,Whittier City Elementary,3,1,7,10,0,5
026078fb-bbd3-403e-9003-57ef39309521,1-1,1,131560,112545,19015,324,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,9.6,172.7309076,Korey Smith,4,4838.175293,Eastside Union Elementary,1,3,7,10,0,3
026078fb-bbd3-403e-9003-57ef39309521,2-2,1,64818,26211,38607,166,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,7.638,379.9931327,Stilian Petrov,5,5367.988281,Lawndale Elementary,1,10,7,10,0,4
026078fb-bbd3-403e-9003-57ef39309521,3-2,1,64202,57300,6902,120,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.697,125.6544503,Leyti N'Diaye,4,5526.236816,Robla Elementary,1,1,7,10,0,1
026078fb-bbd3-403e-9003-57ef39309521,3-1,0,64163,50322,13841,106,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,11.081,126.3860737,Mickaël Landreau,4,4353.019531,Santa Rita Union Elementary,4,3,9,13,0,5
026078fb-bbd3-403e-9003-57ef39309521,2-1,0,82449,22356,60093,145,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,8.337,389.1572732,Ján Mucha,4,5034.290039,Rio Elementary,1,1,9,13,0,6
028c35ca-c434-4a6c-9706-5752290c6d4a,3-2,1,39899,39427,472,120,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,182.6159738, Cuéllar,5,4692.493652,Strathmore Union Elementary,2,5,4,6,0,7
028c35ca-c434-4a6c-9706-5752290c6d4a,1-2,0,75856,73338,2518,383,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,313.3436963,Holger Badstuber,3,5606.781738,North Sacramento Elementary,2,1,7,10,0,6
028c35ca-c434-4a6c-9706-5752290c6d4a,1-1,1,67345,65974,1371,324,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,294.6615333,Marc Tierney,2,4969.180664,Anaheim Elementary,2,1,3,5,0,5
028c35ca-c434-4a6c-9706-5752290c6d4a,2-1,1,47826,47339,487,145,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,183.780815, Ramires,2,4675.674805,Lemoore Union Elementary,4,4,3,5,0,4
028c35ca-c434-4a6c-9706-5752290c6d4a,2-2,0,43220,42040,1180,166,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,236.9172217,Edin Džeko,4,5306.132813,Armona Union Elementary,4,5,3,5,0,6
028c35ca-c434-4a6c-9706-5752290c6d4a,3-1,0,63440,59545,3895,106,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,106.8099756,Sanjin Prcić,2,5693.883301,Beardsley Elementary,1,1,7,10,0,3
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-1,0,42606,38746,3860,145,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,224.5393073,James Perch,4,5181.57959,South Whittier Elementary,1,2,4,6,0,6
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-2,1,125699,115251,10448,383,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,199.3908947, Edu,3,5228.650879,Hanford Elementary,3,1,3,5,0,6
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-1,0,109633,104257,5376,324,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,186.4622999,Matthew Lowton,5,5339.391113,National Elementary,1,1,3,5,0,5
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-1,0,38050,34040,4010,106,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,186.8390129,James Tomkins,2,6056.49707,Roseland Elementary,2,1,7,10,0,6
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-2,1,49429,47296,2133,166,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,210.5886333,Granit Xhaka,3,4845.680176,Di Giorgio Elementary,3,1,9,13,0,5
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-2,1,54699,52930,1769,120,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,136.0287172,Chinedu Ede,5,4826.666016,Keppel Union Elementary,4,4,4,6,0,4
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-2,0,30216,28401,1815,120,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,253.5122003,Leon Balogun,2,5367.090332,Lakeside Union Elementary,4,1,7,10,0,5
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-1,0,30794,30391,403,145,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,286.2689612,Javier Pinola,4,5742.73291,Merced City Elementary,3,1,3,5,0,4
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-1,1,24424,21462,2962,106,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,296.3377132,Rory Delap,1,4136.250977,Guadalupe Union Elementary,1,1,3,5,0,5
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-1,1,57575,50610,6965,324,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,384.1138115,Derrick Williams,4,5267.831055,Cucamonga Elementary,2,2,4,6,0,5
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-2,0,54702,51465,3237,383,0.6666666667,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,446.5170504,Alexis Thébaux,3,5238.39209,Knightsen Elementary,3,6,3,5,0,5
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-2,1,21462,17635,3827,166,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,564.7859371,Ronny Philp,3,5462.899414,Rio Dell Elementary,1,2,7,10,0,6
041129bf-1228-43d2-af14-173e38b15972,2-2,1,50108,50108,0,166,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,7.638,198.7706554,Fernando Gago,3,6313.373535,Montague Elementary,2,1,3,5,1,5
041129bf-1228-43d2-af14-173e38b15972,1-1,0,85982,61913,24069,324,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,9.6,313.9889845, Felipe Santana,2,6653.030762,McCloud Union Elementary,4,1,9,13,0,7
041129bf-1228-43d2-af14-173e38b15972,1-2,1,97833,92089,5744,383,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.485,249.5412047,Tom Starke,3,5533.149414,Santa Paula Elementary,4,1,3,5,0,6
041129bf-1228-43d2-af14-173e38b15972,3-2,1,34953,34953,0,120,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.697,205.9909021,Christian Pander,4,6118.710449,West Park Elementary,2,1,7,10,0,6
041129bf-1228-43d2-af14-173e38b15972,2-1,0,44842,44570,272,145,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,8.337,195.1985641,Hugo Rodallega,2,5098.626953,Atwater Elementary,3,1,7,10,1,3
041129bf-1228-43d2-af14-173e38b15972,3-1,0,27023,26641,382,106,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,11.081,238.7297774, San José,4,5652.878906,Weaver Union Elementary,1,1,4,6,1,3
05407942-f651-4129-adc8-541378ce6ac3,3-2,0,29632,27605,2027,120,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,260.8223148,Jens Grahl,4,5329.002441,Pacific Union Elementary,1,1,9,13,0,1
05407942-f651-4129-adc8-541378ce6ac3,2-2,1,68226,64903,3323,166,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,153.4597784,Thomas Sørensen,1,5929.809082,Lucerne Valley Unified,3,11,7,10,0,6
05407942-f651-4129-adc8-541378ce6ac3,2-1,0,39275,38411,864,145,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4976179,Mario Balotelli,4,4897.067871,Romoland Elementary,4,1,4,6,1,5
05407942-f651-4129-adc8-541378ce6ac3,1-1,0,44574,36008,8566,324,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,539.8800267,Rio Mavuba,3,5100.202148,El Monte City Elementary,1,7,7,10,0,5
05407942-f651-4129-adc8-541378ce6ac3,1-2,1,68756,57766,10990,383,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,397.8118616,Frank Lampard,3,4825.722656,Greenfield Union Elementary,4,1,3,5,0,1
05407942-f651-4129-adc8-541378ce6ac3,3-1,1,25703,20800,4903,106,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,305.7692308,Marouane Fellaini,3,4079.12915,Palo Verde Union Elementary,3,8,4,6,0,1
05a92b52-f72a-42f9-936c-9258bf385bf3,3-1,1,46396,42091,4305,106,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,11.081,151.1011855,Matthieu Sans,4,5349.367676,Elverta Joint Elementary,3,2,4,6,1,3
05a92b52-f72a-42f9-936c-9258bf385bf3,1-1,0,83143,73893,9250,324,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,9.6,263.0831067,Junior Fernandes,2,5869.38916,Lucerne Elementary,2,1,3,5,0,5
05a92b52-f72a-42f9-936c-9258bf385bf3,2-2,1,38015,31685,6330,166,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,7.638,314.344327,Ludovic Giuly,4,6462.12793,Luther Burbank Elementary,3,2,3,5,0,5
05a92b52-f72a-42f9-936c-9258bf385bf3,1-2,1,82294,68337,13957,383,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.485,336.2746389,Klaas-Jan Huntelaar,5,6231.601563,Bangor Union Elementary,2,15,3,5,0,5
05a92b52-f72a-42f9-936c-9258bf385bf3,3-2,0,37277,31776,5501,120,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.697,226.5861027, Andre Luiz,1,4993.867676,Bayshore Elementary,4,1,3,5,0,3
05a92b52-f72a-42f9-936c-9258bf385bf3,2-1,0,63325,54977,8348,145,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,8.337,158.2479946, Pedro,5,4663.811035,Oak Valley Union Elementary,3,10,4,6,0,1
0662696f-dad0-4850-8d7a-6a843036c294,1-1,1,111215,107759,3456,324,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,180.402565,Anthony Annan,3,6107.106445,Wilsona Elementary,4,1,4,6,0,6
0662696f-dad0-4850-8d7a-6a843036c294,3-2,0,33843,31705,2138,120,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,227.0935184,Gonzalo Jara,1,5324.228027,Brawley Elementary,4,3,7,10,0,6
0662696f-dad0-4850-8d7a-6a843036c294,1-2,0,80162,78671,1491,383,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,292.1025537,Stefan Thesker,3,5221.460938,Meadows Union Elementary,2,1,7,10,0,5
0662696f-dad0-4850-8d7a-6a843036c294,2-2,1,40886,39635,1251,166,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,251.2930491,Andriy Voronin,4,5157.784668,Little Lake City Elementary,4,1,7,10,0,6
0662696f-dad0-4850-8d7a-6a843036c294,3-1,1,30465,29320,1145,106,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,216.9167804,Renaud Cohade,5,5131.119141,Pond Union Elementary,1,3,7,10,0,1
0662696f-dad0-4850-8d7a-6a843036c294,2-1,0,42632,41006,1626,145,0.3333333333,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,212.1640736,Emre Can,2,5279.354004,Taft City Elementary,2,1,4,6,0,6
06d98056-2cc4-4216-85e9-e3fe7d5751fe,3-2,1,31799,22785,9014,120,0.6666666667,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,315.9973667,Francis Coquelin,4,4704.043945,Brittan Elementary,4,2,3,5,0,4
06d98056-2cc4-4216-85e9-e3fe7d5751fe,1-2,0,60443,45150,15293,383,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,508.9700997, Diego,5,6089.910645,Arena Union Elementary,3,1,3,5,0,6
