feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
210,2.1816954574920717,male,32.0,10.0,yes,5,20,6,5
217,2.0444995942757536,male,52.0,15.0,yes,5,18,6,3
220,0.4559827353493678,female,22.0,0.417,no,5,14,1,4
224,1.8312713769793443,female,27.0,4.0,yes,2,18,6,1
227,1.7520971116051096,female,32.0,7.0,yes,5,17,5,3
228,1.062221658092876,male,22.0,4.0,no,3,16,5,5
239,2.269576688617406,female,27.0,7.0,yes,4,18,6,5
241,1.8253983666425535,female,42.0,15.0,yes,2,18,5,4
245,2.137581166857162,male,27.0,1.5,yes,4,16,3,5
249,1.718427722271629,male,42.0,15.0,yes,2,20,6,4
262,1.1105116099224213,female,22.0,0.75,no,5,14,3,5
265,2.1049274815826573,male,32.0,7.0,yes,2,20,6,4
267,0.6730133253139351,male,27.0,4.0,yes,5,20,6,5
269,1.4529146636548484,male,27.0,10.0,yes,4,20,6,4
271,0.5897758858881494,male,22.0,4.0,no,1,18,5,5
277,1.2340548402782798,female,37.0,15.0,yes,4,14,3,1
290,1.4834453621746322,male,22.0,1.5,yes,5,16,4,4
292,2.697079845747343,female,37.0,15.0,yes,4,17,1,5
293,0.3186349997997596,female,27.0,0.75,no,4,17,5,4
295,2.3359803253871254,male,32.0,10.0,yes,4,20,6,4
299,0.5182555268184224,female,47.0,15.0,yes,5,14,7,2
320,1.4424835126980584,male,37.0,10.0,yes,3,20,6,4
321,1.0238701974751179,female,22.0,0.75,no,2,16,5,5
324,1.314216323024611,male,27.0,4.0,no,2,18,4,5
334,1.3999238397257694,male,32.0,7.0,no,4,20,6,4
351,2.216041107123109,male,42.0,15.0,yes,2,17,3,5
355,1.4329942699864222,male,37.0,10.0,yes,4,20,6,4
361,1.3550876055346288,female,47.0,15.0,yes,3,17,6,5
362,1.500540565667032,female,22.0,1.5,no,5,16,5,5
366,0.7811154107722377,female,27.0,1.5,no,2,16,6,4
370,0.03762317424625683,female,27.0,4.0,no,3,17,5,5
374,0.8950695697447535,female,32.0,10.0,yes,5,14,4,5
378,0.2818703505392015,female,22.0,0.125,no,2,12,5,5
381,2.0129647400822233,male,47.0,15.0,yes,4,14,4,3
382,1.769745353523846,male,32.0,15.0,yes,1,14,5,5
383,2.145515212959348,male,27.0,7.0,yes,4,16,5,5
384,1.3791528729779572,female,22.0,1.5,yes,3,16,5,5
400,1.7807936745618715,male,27.0,4.0,yes,3,17,6,5
403,1.3412085166960552,female,22.0,1.5,no,3,16,5,5
409,1.4599936422207276,male,57.0,15.0,yes,2,14,7,2
412,1.9852749494079478,male,17.5,1.5,yes,3,18,6,5
413,1.2182522189647067,male,57.0,15.0,yes,4,20,6,5
416,0.6633576130768843,female,22.0,0.75,no,2,16,3,4
418,0.6505471420129185,male,42.0,4.0,no,4,17,3,3
422,0.8521813188092972,female,22.0,1.5,yes,4,12,1,5
435,1.2461669700447993,female,22.0,0.417,no,1,17,6,4
439,1.3502534904669319,female,32.0,15.0,yes,4,17,5,5
445,0.9208471297193404,female,27.0,1.5,no,3,18,5,2
447,2.0017106387650867,female,22.0,1.5,yes,3,14,1,5
448,1.9782512435303061,female,37.0,15.0,yes,3,14,1,4
449,2.1283055604664214,female,32.0,15.0,yes,4,14,3,4
478,1.60456774780169,male,37.0,10.0,yes,2,14,5,3
482,1.3818641102091163,male,37.0,10.0,yes,4,16,5,4
486,1.6174352817929136,male,57.0,15.0,yes,5,20,5,3
489,-0.24461793162080103,male,27.0,0.417,no,1,16,3,4
490,0.6798994142157112,female,42.0,15.0,yes,5,14,1,5
491,0.7652014532727415,male,57.0,15.0,yes,3,16,6,1
492,0.9883438691040822,male,37.0,10.0,yes,1,16,6,4
503,1.9461929570016516,male,37.0,15.0,yes,3,17,5,5
508,1.0512632336102334,male,37.0,15.0,yes,4,20,6,5
509,1.4128108482719295,female,27.0,10.0,yes,5,14,1,5
512,2.562891795509434,male,37.0,10.0,yes,2,18,6,4
515,0.6680130017970264,female,22.0,0.125,no,4,12,4,5
517,2.177760860100137,male,57.0,15.0,yes,5,20,6,5
532,1.031970356189325,female,37.0,15.0,yes,4,18,6,4
533,1.5312374672037243,male,22.0,4.0,yes,4,14,6,4
535,1.0207229125752686,male,27.0,7.0,yes,4,18,5,4
537,1.4396394596440718,male,57.0,15.0,yes,4,20,5,4
538,2.2482392313066426,male,32.0,15.0,yes,3,14,6,3
543,-0.27203379854578613,female,22.0,1.5,no,2,14,5,4
547,1.9699498733321477,female,32.0,7.0,yes,4,17,1,5
550,1.8350933081475767,female,37.0,15.0,yes,4,17,6,5
558,0.5049096092596025,female,32.0,1.5,no,5,18,5,5
571,0.6806224991824166,male,42.0,10.0,yes,5,20,7,4
578,0.9617353488123833,female,27.0,7.0,no,3,16,5,4
583,0.5492409989130727,male,37.0,15.0,no,4,20,6,5
586,1.8316244033532045,male,37.0,15.0,yes,4,14,3,2
594,0.9272633375517747,male,32.0,10.0,no,5,18,6,4
597,2.0105193040399607,female,22.0,0.75,no,4,16,1,5
602,1.5079819894611413,female,27.0,7.0,yes,4,12,2,4
603,0.970345446339703,female,27.0,7.0,yes,2,16,2,5
604,1.7950110014019238,female,42.0,15.0,yes,5,18,5,4
612,1.822930852385507,male,42.0,15.0,yes,4,17,5,3
613,2.604002084465258,female,27.0,7.0,yes,2,16,1,2
621,1.4848637295590899,female,22.0,1.5,no,3,16,5,5
627,1.9167769651657514,male,37.0,15.0,yes,5,20,6,5
630,1.9155750582233648,female,22.0,0.125,no,2,14,4,5
631,0.09722096891470888,male,27.0,1.5,no,4,16,5,5
632,0.47364348850097926,male,32.0,1.5,no,2,18,6,5
639,0.27698611002613893,male,27.0,1.5,no,2,17,6,5
645,1.4048250653031613,female,27.0,10.0,yes,4,16,1,3
647,0.728186296384584,male,42.0,15.0,yes,4,18,6,5
648,1.347763583848415,female,27.0,1.5,no,2,16,6,5
651,0.7599166360395306,male,27.0,4.0,no,2,18,6,3
655,0.6636540571414824,female,32.0,10.0,yes,3,14,5,3
667,0.9757746008448027,female,32.0,15.0,yes,3,18,5,4
670,1.1272373424533626,female,22.0,0.75,no,2,18,6,5
671,2.2467434668658353,female,37.0,15.0,yes,2,16,1,4
673,3.0411252632946644,male,27.0,4.0,yes,4,20,5,5
701,2.9101321276033656,male,27.0,4.0,no,1,20,5,4
705,1.9562273936367789,female,27.0,10.0,yes,2,12,1,4
706,0.993629242929744,female,32.0,15.0,yes,5,18,6,4
709,0.21028356875140064,male,27.0,7.0,yes,5,12,5,3
717,1.855645861798882,male,52.0,15.0,yes,2,18,5,4
719,0.35489834574277535,male,27.0,4.0,no,3,20,6,3
723,1.3873087878406956,male,37.0,4.0,yes,1,18,5,4
724,1.2524169139592551,male,27.0,4.0,yes,4,14,5,4
726,1.5755616061230988,female,52.0,15.0,yes,5,12,1,3
734,2.4029683301209537,female,57.0,15.0,yes,4,16,6,4
735,1.7797713052813025,male,27.0,7.0,yes,1,16,5,4
736,1.5633271363739498,male,37.0,7.0,yes,4,20,6,3
737,0.20219834512071122,male,22.0,0.75,no,2,14,4,3
739,0.5238687168742406,male,32.0,4.0,yes,2,18,5,3
743,1.338662409807861,male,37.0,15.0,yes,4,20,6,3
745,1.6352177255739002,male,22.0,0.75,yes,2,14,4,3
747,2.8842508858355056,male,42.0,15.0,yes,4,20,6,3
751,1.7614140332597725,female,52.0,15.0,yes,5,17,1,1
752,2.3458954268489447,female,37.0,15.0,yes,4,14,1,2
754,1.3297575715663608,male,27.0,7.0,yes,4,14,5,3
760,0.8596519348708425,male,32.0,4.0,yes,2,16,5,5
763,1.010373425289091,female,27.0,4.0,yes,2,18,6,5
774,1.1748513229359907,female,27.0,4.0,yes,2,18,5,5
776,3.131450264522154,male,37.0,15.0,yes,5,18,6,5
779,1.1089200638572323,female,47.0,15.0,yes,5,12,5,4
784,2.2469921033551628,female,32.0,10.0,yes,3,17,1,4
788,1.0530128946556667,female,27.0,1.5,yes,4,17,1,2
794,2.3108137912279005,female,57.0,15.0,yes,2,18,5,2
795,1.176217262071988,female,22.0,1.5,no,4,14,5,4
798,1.5646963115616614,male,42.0,15.0,yes,3,14,3,4
800,1.6441447340311444,male,57.0,15.0,yes,4,9,2,2
803,1.2231464630791185,male,57.0,15.0,yes,4,20,6,5
807,1.2181242321745775,female,22.0,0.125,no,4,14,4,5
812,1.3601395918428054,female,32.0,10.0,yes,4,14,1,5
820,0.8317725718838431,female,42.0,15.0,yes,3,18,5,4
823,0.036079633658395505,female,27.0,1.5,no,2,18,6,5
830,1.7904256561538612,male,32.0,0.125,yes,2,18,5,2
843,1.994963825947286,female,27.0,4.0,no,3,16,5,4
848,1.7817891661007281,female,27.0,10.0,yes,2,16,1,4
851,1.590750217360195,female,32.0,7.0,yes,4,16,1,3
854,1.86806595170096,female,37.0,15.0,yes,4,14,5,4
856,2.567535918131165,female,42.0,15.0,yes,5,17,6,2
857,1.8225097461688422,male,32.0,1.5,yes,4,14,6,5
859,1.3903461791206906,female,32.0,4.0,yes,3,17,5,3
863,1.6707929865919975,female,37.0,7.0,no,4,18,5,5
865,1.9660642288001156,female,22.0,0.417,yes,3,14,3,5
867,2.725063894104593,female,27.0,7.0,yes,4,14,1,5
870,1.0379129805386444,male,27.0,0.75,no,3,16,5,5
873,0.8325519572415588,male,27.0,4.0,yes,2,20,5,5
875,0.734032686198549,male,32.0,10.0,yes,4,16,4,5
876,2.8040300181756743,male,32.0,15.0,yes,1,14,5,5
877,2.0940894034782156,male,22.0,0.75,no,3,17,4,5
880,1.549008038838081,female,27.0,7.0,yes,4,17,1,4
903,1.4093656828855712,male,27.0,0.417,yes,4,20,5,4
904,2.674113055812695,male,37.0,15.0,yes,4,20,5,4
905,0.9130617305465533,female,37.0,15.0,yes,2,14,1,3
908,1.0586352257723801,male,22.0,4.0,yes,1,18,5,4
909,2.1131815677736627,male,37.0,15.0,yes,4,17,5,3
910,0.6417248959985351,female,22.0,1.5,no,2,14,4,5
912,1.6685812827913704,male,52.0,15.0,yes,4,14,6,2
914,0.8002182308342959,female,22.0,1.5,no,4,17,5,5
915,1.9035465669683265,male,32.0,4.0,yes,5,14,3,5
916,2.6371144257021686,male,32.0,4.0,yes,2,14,3,5
920,0.9743890502180754,female,22.0,1.5,no,3,16,6,5
921,1.353788855044283,male,27.0,0.75,no,2,18,3,3
925,0.266419521824905,female,22.0,7.0,yes,2,14,5,2
926,0.8788775710656069,female,27.0,0.75,no,2,17,5,3
929,1.0939432933092275,female,37.0,15.0,yes,4,12,1,2
931,0.07661757797379365,female,22.0,1.5,no,1,14,1,5
945,0.3101870961542481,female,37.0,10.0,no,2,12,4,4
947,1.4430056863615806,female,37.0,15.0,yes,4,18,5,3
949,2.300069539488569,female,42.0,15.0,yes,3,12,3,3
950,0.0028570027001469933,male,22.0,4.0,no,2,18,5,5
961,1.6930951027532362,male,52.0,7.0,yes,2,20,6,2
965,0.5803163060348421,male,27.0,0.75,no,2,17,5,5
966,0.687615959879865,female,27.0,4.0,no,2,17,4,5
967,1.5998083989044496,male,42.0,1.5,no,5,20,6,5
987,1.2812324644512516,male,22.0,1.5,no,4,17,6,5
990,1.829250101323669,male,22.0,4.0,no,4,17,5,3
992,1.5661582390330913,female,22.0,4.0,yes,1,14,5,4
995,1.1949291367459152,male,37.0,15.0,yes,5,20,4,5
1009,1.5186071735594182,female,37.0,10.0,yes,3,16,6,3
1021,1.838357754641319,male,42.0,15.0,yes,4,17,6,5
1026,1.7931582211054107,female,47.0,15.0,yes,4,17,5,5
1027,0.16878430082315232,male,22.0,1.5,no,4,16,5,4
1030,1.734136150328222,female,32.0,10.0,yes,3,12,1,4
1031,1.8285747721737458,female,22.0,7.0,yes,1,14,3,5
1034,3.3981659433399845,female,32.0,10.0,yes,4,17,5,4
1037,2.9589268139679623,male,27.0,1.5,yes,2,16,2,4
1038,1.0870779566916495,male,37.0,15.0,yes,4,14,5,5
1039,1.475052406090718,male,42.0,4.0,yes,3,14,4,5
1045,0.6687032874239971,female,37.0,15.0,yes,5,14,5,4
1046,1.2670825384188213,female,32.0,7.0,yes,4,17,5,5
1054,1.8884834376229036,female,42.0,15.0,yes,4,18,6,5
1059,1.7390583564862383,male,27.0,4.0,no,4,18,6,4
1063,0.4123939700393513,male,22.0,0.75,no,4,18,6,5
1068,1.2235861313728142,male,27.0,4.0,yes,4,14,5,3
1070,-0.5599797428682787,female,22.0,0.75,no,5,18,1,5
1072,1.5605632770550673,female,52.0,15.0,yes,5,9,5,5
1073,0.943662573178836,male,32.0,10.0,yes,3,14,5,5
1077,1.3090898523088583,female,37.0,15.0,yes,4,16,4,4
1081,1.0708849784802532,male,32.0,7.0,yes,2,20,5,4
1083,1.6074631443186373,female,42.0,15.0,yes,3,18,1,4
1084,0.46692970004004875,male,32.0,15.0,yes,1,16,5,5
1086,0.6662327709339451,male,27.0,4.0,yes,3,18,5,5
1087,3.131983264602524,female,32.0,15.0,yes,4,12,3,4
1089,0.7893886850538662,male,22.0,0.75,yes,3,14,2,4
1096,0.16028411395088704,female,22.0,1.5,no,3,16,5,3
1102,2.9315485928066343,female,42.0,15.0,yes,4,14,3,5
1103,3.6639140697057835,female,52.0,15.0,yes,3,16,5,4
1107,0.868823793091022,male,37.0,15.0,yes,5,20,6,4
1109,1.419607975670691,female,47.0,15.0,yes,4,12,2,3
1115,1.9062760886590855,male,57.0,15.0,yes,2,20,6,4
1119,2.8573517971435995,male,32.0,7.0,yes,4,17,5,5
1124,0.9954674637974247,female,27.0,7.0,yes,4,17,1,4
1126,0.7441091768587499,male,22.0,1.5,no,1,18,6,5
1128,2.2050642951734365,female,22.0,4.0,yes,3,9,1,4
1129,1.2103723350819118,female,22.0,1.5,no,2,14,1,5
1130,1.4141865667858426,male,42.0,15.0,yes,2,20,6,4
1133,1.5803390700103637,male,57.0,15.0,yes,4,9,2,4
1140,0.7294138188699049,female,27.0,7.0,yes,2,18,1,5
1143,1.5087923323170342,female,22.0,4.0,yes,3,14,1,5
1146,1.4894479489081691,male,37.0,15.0,yes,4,14,5,3
1153,1.8312772505280734,male,32.0,7.0,yes,1,18,6,4
1156,0.5315279075257205,female,22.0,1.5,no,2,14,5,5
1157,1.995397201335425,female,22.0,1.5,yes,3,12,1,3
1158,2.3664482868326475,male,52.0,15.0,yes,2,14,5,5
1160,1.7786610948527846,female,37.0,15.0,yes,2,14,1,1
1161,1.9132701722359464,female,32.0,10.0,yes,2,14,5,5
1166,1.7085382872958343,male,42.0,15.0,yes,4,20,4,5
1177,1.6721508862675318,female,27.0,4.0,yes,3,18,4,5
1178,1.1773662600803223,male,37.0,15.0,yes,4,20,6,5
1180,1.1292808242150207,male,27.0,1.5,no,3,18,5,5
1187,0.8455774267632667,female,22.0,0.125,no,2,16,6,3
1191,3.1072463083966126,male,32.0,10.0,yes,2,20,6,3
1195,1.9910307704162533,female,27.0,4.0,no,4,18,5,4
1207,1.9366436306289145,female,27.0,7.0,yes,2,12,5,1
1208,1.1489128964731248,male,32.0,4.0,yes,5,18,6,3
1209,0.909382747338748,female,37.0,15.0,yes,2,17,5,5
1211,1.7289721808410201,male,47.0,15.0,no,4,20,6,4
1215,1.0924312477134772,male,27.0,1.5,no,1,18,5,5
1221,2.001297024566252,male,37.0,15.0,yes,4,20,6,4
1226,0.47594061652661734,female,32.0,15.0,yes,4,18,1,4
1229,2.3079790042805493,female,32.0,7.0,yes,4,17,5,4
1231,1.9836603436861182,female,42.0,15.0,yes,3,14,1,3
1234,0.9107408482495069,female,27.0,7.0,yes,3,16,1,4
1235,0.5889859272491718,male,27.0,1.5,no,3,16,4,2
1242,1.0930949299106345,male,22.0,1.5,no,3,16,3,5
1245,1.7080661925898433,male,27.0,4.0,yes,3,16,4,2
1260,1.4717696974437198,female,27.0,7.0,yes,3,12,1,2
1266,1.601137655140063,female,37.0,15.0,yes,2,18,5,4
1271,1.4993280522919972,female,37.0,7.0,yes,3,14,4,4
1273,1.016883179012917,male,22.0,1.5,no,2,16,5,5
1276,2.681002115797148,male,37.0,15.0,yes,5,20,5,4
1280,-0.8475148567876056,female,22.0,1.5,no,4,16,5,3
1282,1.5096997585827006,female,32.0,10.0,yes,4,16,1,5
1285,1.0333041188967211,male,27.0,4.0,no,2,17,5,3
1295,1.115225082705004,female,22.0,0.417,no,4,14,5,5
1298,0.6572823669822956,female,27.0,4.0,no,2,18,5,5
1299,0.4676198681607966,male,37.0,15.0,yes,4,18,5,3
1304,1.896978807143945,male,37.0,10.0,yes,5,20,7,4
1305,2.8564279493434954,female,27.0,7.0,yes,2,14,4,2
1311,0.6204211510876663,male,32.0,4.0,yes,2,16,5,5
1314,2.264365324707285,male,32.0,4.0,yes,2,16,6,4
1319,0.6870317090169993,male,22.0,1.5,no,3,18,4,5
1322,1.6300467931462324,female,22.0,4.0,yes,4,14,3,4
1324,0.1903747039855601,female,17.5,0.75,no,2,18,5,4
1327,1.4427775532841787,male,32.0,10.0,yes,4,20,4,5
1328,1.8036391572361483,female,32.0,0.75,no,5,14,3,3
1330,2.071582916675031,male,37.0,15.0,yes,4,17,5,3
1332,2.1000173404109224,male,32.0,4.0,no,3,14,4,5
1333,1.7195576575637712,female,27.0,1.5,no,2,17,3,2
1336,1.9731470221333787,female,22.0,7.0,yes,4,14,1,5
1341,2.867798764462484,male,47.0,15.0,yes,5,14,6,5
1344,1.9730829012458388,male,27.0,4.0,yes,1,16,4,4
1352,2.239792212527001,female,37.0,15.0,yes,5,14,1,3
1358,1.46875305464138,male,42.0,4.0,yes,4,18,5,5
1359,1.7177192855278176,female,32.0,4.0,yes,2,14,1,5
1361,1.1939135634988418,male,52.0,15.0,yes,2,14,7,4
1364,1.590775894232217,female,22.0,1.5,no,2,16,1,4
1368,0.8642046616789261,male,52.0,15.0,yes,4,12,2,4
1384,1.4486889109085617,female,22.0,0.417,no,3,17,1,5
1390,0.7815633149457316,female,22.0,1.5,no,2,16,5,5
1393,2.4751431682104843,male,27.0,4.0,yes,4,20,6,4
1394,2.1869164568470536,female,32.0,15.0,yes,4,14,1,5
1402,2.160582762834567,female,27.0,1.5,no,2,16,3,5
1407,1.4133267448321158,male,32.0,4.0,no,1,20,6,5
1408,0.5942443248742755,male,37.0,15.0,yes,3,20,6,4
1412,0.8663751404932636,female,32.0,10.0,no,2,16,6,5
1413,0.8685217263444649,female,32.0,10.0,yes,5,14,5,5
1416,1.3167412747983627,male,37.0,1.5,yes,4,18,5,3
1417,1.948434574981779,male,32.0,1.5,no,2,18,4,4
1418,2.109209684727541,female,32.0,10.0,yes,4,14,1,4
1419,1.1928805794308235,female,47.0,15.0,yes,4,18,5,4
1420,0.9770510610571328,female,27.0,10.0,yes,5,12,1,5
1423,1.694569633514257,male,27.0,4.0,yes,3,16,4,5
1424,0.8379745782619111,female,37.0,15.0,yes,4,12,4,2
1432,0.45212220910641227,female,27.0,0.75,no,4,16,5,5
1433,1.88601820843148,female,37.0,15.0,yes,4,16,1,5
1437,2.46421750598713,female,32.0,15.0,yes,3,16,1,5
1438,2.089482309632127,female,27.0,10.0,yes,2,16,1,5
1439,-0.6587117747910078,male,27.0,7.0,no,2,20,6,5
1446,1.8807780626726902,female,37.0,15.0,yes,2,14,1,3
1450,1.7214818941001189,male,27.0,1.5,yes,2,17,4,4
1451,1.9558714467137719,female,22.0,0.75,yes,2,14,1,5
1452,2.780225906885768,male,22.0,4.0,yes,4,14,2,4
1453,-0.5023514510214135,male,42.0,0.125,no,4,17,6,4
1456,1.2668107442811225,male,27.0,1.5,yes,4,18,6,5
1464,2.077240161567219,male,27.0,7.0,yes,3,16,6,3
1469,0.587693652000153,female,52.0,15.0,yes,4,14,1,3
1473,1.924245729113618,male,27.0,1.5,no,5,20,5,2
1481,1.1648395621982333,female,27.0,1.5,no,2,16,5,5
1482,1.4927298626016028,female,27.0,1.5,no,3,17,5,5
1496,0.5208206992465373,male,22.0,0.125,no,5,16,4,4
1497,2.230039380460112,female,27.0,4.0,yes,4,16,1,5
1504,2.404676474435905,female,27.0,4.0,yes,4,12,1,5
1513,1.8317627708871904,female,47.0,15.0,yes,2,14,5,5
1515,1.8328069084036063,female,32.0,15.0,yes,3,14,5,3
1534,1.8574503049972888,male,42.0,7.0,yes,2,16,5,5
1535,0.32033939076898243,male,22.0,0.75,no,4,16,6,4
1536,0.8111296050193122,male,27.0,0.125,no,3,20,6,5
1540,1.567517957517871,male,32.0,10.0,yes,3,20,6,5
1551,1.175149655761652,female,22.0,0.417,no,5,14,4,5
1555,2.357609351013437,female,47.0,15.0,yes,5,14,1,4
1557,0.9463216989863737,female,32.0,10.0,yes,3,14,1,5
1566,1.5863822279174944,male,57.0,15.0,yes,4,17,5,5
1567,2.6878335095519565,male,27.0,4.0,yes,3,20,6,5
1576,1.162261546819218,female,32.0,7.0,yes,4,17,1,5
1584,1.1083281274820127,female,37.0,10.0,yes,4,16,1,5
1585,1.8108015994233935,female,32.0,10.0,yes,1,18,1,4
1590,1.4912222875212602,female,22.0,4.0,no,3,14,1,4
1594,1.6799271477761017,female,27.0,7.0,yes,4,14,3,2
1595,2.583277350407569,male,57.0,15.0,yes,5,18,5,2
1603,2.259542533896189,male,32.0,7.0,yes,2,18,5,5
1608,1.4894635443094408,female,27.0,1.5,no,4,17,1,3
1609,1.2922033834771418,male,22.0,1.5,no,4,14,5,5
1615,3.2680177175946747,female,22.0,1.5,yes,4,14,5,4
1616,1.5314266131516183,female,32.0,7.0,yes,3,16,1,5
1617,0.29840434898904733,female,47.0,15.0,yes,3,16,5,4
1620,2.0122165775794194,female,22.0,0.75,no,3,16,1,5
1621,1.3582774360704923,female,22.0,1.5,yes,2,14,5,5
1637,1.7460598291933902,female,27.0,4.0,yes,1,16,5,5
1638,2.569969204266868,male,52.0,15.0,yes,4,16,5,5
1650,0.5735248698072659,male,32.0,10.0,yes,4,20,6,5
1654,0.8139175944105863,male,47.0,15.0,yes,4,16,6,4
1665,0.574197893621591,female,27.0,7.0,yes,2,14,1,2
1670,0.3677916128374069,female,22.0,1.5,no,4,14,4,5
1671,1.9735240723986285,female,32.0,10.0,yes,2,16,5,4
1675,1.2716831929128551,female,22.0,0.75,no,2,16,5,4
1688,1.1017044544317434,female,22.0,1.5,no,2,16,5,5
1691,0.7034487003160855,female,42.0,15.0,yes,3,18,6,4
1695,0.08820102472263902,female,27.0,7.0,yes,5,14,4,5
1698,1.7093598432718509,male,42.0,15.0,yes,4,16,4,4
1704,1.348625998823044,female,57.0,15.0,yes,3,18,5,2
1705,1.987064827774902,male,42.0,15.0,yes,3,18,6,2
1711,2.1533782827305488,female,32.0,7.0,yes,2,14,1,2
1719,1.0070641190816563,male,22.0,4.0,no,5,12,4,5
1723,1.4334559412069239,female,22.0,1.5,no,1,16,6,5
1726,1.069436461828424,female,22.0,0.75,no,1,14,4,5
1749,2.035524907990297,female,32.0,15.0,yes,4,12,1,5
1752,0.4291307592276521,male,22.0,1.5,no,2,18,5,3
1754,1.548944822745987,male,27.0,4.0,yes,5,17,2,5
1758,1.8070099624954956,female,27.0,4.0,yes,4,12,1,5
1761,2.2346775665162224,male,42.0,15.0,yes,5,18,5,4
1773,0.6423172523736793,male,32.0,1.5,no,2,20,7,3
1775,1.2696121671604754,male,57.0,15.0,no,4,9,3,1
1786,0.7300118350285482,male,37.0,7.0,no,4,18,5,5
1793,1.591501784193094,male,52.0,15.0,yes,2,17,5,4
1799,2.2408418301092485,male,47.0,15.0,yes,4,17,6,5
1803,-0.4542348941480141,female,27.0,7.0,no,2,17,5,4
1806,0.7831838453401426,female,27.0,7.0,yes,4,14,5,5
1807,-0.10396019643433063,female,22.0,4.0,no,2,14,3,3
1808,0.0720798631249504,male,37.0,7.0,yes,2,20,6,5
1814,0.4472376207322935,male,27.0,7.0,no,4,12,4,3
1815,2.185932506971125,male,42.0,10.0,yes,4,18,6,4
1818,0.7169536934059242,female,22.0,1.5,no,3,14,1,5
1827,1.8077051881524544,female,22.0,4.0,yes,2,14,1,3
1834,1.6590883339776972,female,57.0,15.0,no,4,20,6,5
1835,2.5824035349477046,male,37.0,15.0,yes,4,14,4,3
1843,1.62468950881948,female,27.0,7.0,yes,3,18,5,5
1846,1.8403490409546057,female,17.5,10.0,no,4,14,4,5
1850,1.7352584533536481,male,22.0,4.0,yes,4,16,5,5
1851,1.0979419591633852,female,27.0,4.0,yes,2,16,1,4
1854,1.26455024969706,female,37.0,15.0,yes,2,14,5,1
1859,-0.10282966023277251,female,22.0,1.5,no,5,14,1,4
1861,1.0631557426785974,male,27.0,7.0,yes,2,20,5,4
1866,1.4266235959608102,male,27.0,4.0,yes,4,14,5,5
1873,1.4632481875177927,male,22.0,0.125,no,1,16,3,5
1875,2.85191619640081,female,27.0,7.0,yes,4,14,1,4
1885,0.7244184698092767,female,32.0,15.0,yes,5,16,5,3
1892,1.941430003546136,male,32.0,10.0,yes,4,18,5,4
1895,0.9586577747648635,female,32.0,15.0,yes,2,14,3,4
1896,1.2377505089591372,female,22.0,1.5,no,3,17,5,5
1897,1.5822151875509967,male,27.0,4.0,yes,4,17,4,4
1899,0.4167565557880011,female,52.0,15.0,yes,5,14,1,5
1904,2.3085676303630085,female,27.0,7.0,yes,2,12,1,2
